START-OF-LOG: 3.0
CALLSIGN: PI4CC
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-OVERLAY:
CLAIMED-SCORE: 4747435
NAME: Contest Club
LOCATION: DX
OPERATORS: PA2A PA2DK PA2EVR PA2MVM PA4LA PC2A PD7RB PG2A PG2M PG4DX
CLUB: Bavarian Contest Club
CERTIFICATE: NO
CREATED-BY: Win-Test 4.21.0
SOAPBOX: Run for fun!. 3 radio's in one shack 2*4 meters CU next contest
QSO:  7048 RY 2016-09-24 0035 PI4CC         599 14 DX  WX1S          599 05 NH  0
QSO:  3593 RY 2016-09-24 0035 PI4CC         599 14 DX  S50W          599 15 DX  0
QSO:  7048 RY 2016-09-24 0036 PI4CC         599 14 DX  UA3ZAY        599 16 DX  0
QSO:  3593 RY 2016-09-24 0037 PI4CC         599 14 DX  LZ7A          599 20 DX  0
QSO:  3593 RY 2016-09-24 0037 PI4CC         599 14 DX  OK2HBR        599 15 DX  0
QSO:  7048 RY 2016-09-24 0037 PI4CC         599 14 DX  N6AR          599 05 FL  0
QSO:  7048 RY 2016-09-24 0038 PI4CC         599 14 DX  VE3NZ         599 04 ON  0
QSO:  3593 RY 2016-09-24 0038 PI4CC         599 14 DX  SQ7SAU        599 15 DX  0
QSO:  3593 RY 2016-09-24 0039 PI4CC         599 14 DX  EW6EN         599 16 DX  0
QSO:  7048 RY 2016-09-24 0039 PI4CC         599 14 DX  VU2PTT        599 22 DX  0
QSO:  3593 RY 2016-09-24 0039 PI4CC         599 14 DX  IQ3RK         599 15 DX  0
QSO:  3593 RY 2016-09-24 0040 PI4CC         599 14 DX  C37NL         599 14 DX  0
QSO:  3593 RY 2016-09-24 0040 PI4CC         599 14 DX  AN400V        599 14 DX  0
QSO:  7048 RY 2016-09-24 0041 PI4CC         599 14 DX  K9WEY         599 05 FL  0
QSO:  3593 RY 2016-09-24 0042 PI4CC         599 14 DX  IK2SBB        599 15 DX  0
QSO:  3593 RY 2016-09-24 0044 PI4CC         599 14 DX  RO9A          599 17 DX  0
QSO:  7048 RY 2016-09-24 0044 PI4CC         599 14 DX  UT8UU         599 16 DX  0
QSO:  7048 RY 2016-09-24 0044 PI4CC         599 14 DX  K1SFA         599 05 MA  0
QSO:  3593 RY 2016-09-24 0046 PI4CC         599 14 DX  SP3GXH        599 15 DX  0
QSO:  3593 RY 2016-09-24 0047 PI4CC         599 14 DX  SP2KDS        599 15 DX  0
QSO:  3593 RY 2016-09-24 0047 PI4CC         599 14 DX  IZ2KXC        599 15 DX  0
QSO:  3593 RY 2016-09-24 0048 PI4CC         599 14 DX  DF9GR         599 14 DX  0
QSO:  7048 RY 2016-09-24 0048 PI4CC         599 14 DX  VE2NMB        599 05 QC  0
QSO:  3593 RY 2016-09-24 0048 PI4CC         599 14 DX  NR4M          599 05 MA  0
QSO:  7048 RY 2016-09-24 0049 PI4CC         599 14 DX  Z37V          599 15 DX  0
QSO:  3593 RY 2016-09-24 0050 PI4CC         599 14 DX  SM5EPO        599 14 DX  0
QSO:  3593 RY 2016-09-24 0050 PI4CC         599 14 DX  OK1HEH        599 15 DX  0
QSO:  3593 RY 2016-09-24 0051 PI4CC         599 14 DX  RK4FD         599 16 DX  0
QSO:  7048 RY 2016-09-24 0051 PI4CC         599 14 DX  N2GZ          599 05 CT  0
QSO:  3593 RY 2016-09-24 0051 PI4CC         599 14 DX  RT4W          599 16 DX  0
QSO:  3593 RY 2016-09-24 0053 PI4CC         599 14 DX  DL7URH        599 14 DX  0
QSO:  7048 RY 2016-09-24 0053 PI4CC         599 14 DX  K2YG          599 05 NJ  0
QSO:  3593 RY 2016-09-24 0053 PI4CC         599 14 DX  OM2DT         599 15 DX  0
QSO:  3593 RY 2016-09-24 0053 PI4CC         599 14 DX  SP6EIY        599 15 DX  0
QSO:  3593 RY 2016-09-24 0054 PI4CC         599 14 DX  G8X           599 14 DX  0
QSO:  7048 RY 2016-09-24 0054 PI4CC         599 14 DX  N4KG          599 04 AL  0
QSO:  3593 RY 2016-09-24 0054 PI4CC         599 14 DX  UR6QS         599 16 DX  0
QSO:  7048 RY 2016-09-24 0055 PI4CC         599 14 DX  K9NW          599 04 OH  0
QSO:  3593 RY 2016-09-24 0055 PI4CC         599 14 DX  UA4M          599 16 DX  0
QSO:  3593 RY 2016-09-24 0056 PI4CC         599 14 DX  IQ3UD         599 15 DX  0
QSO:  3593 RY 2016-09-24 0056 PI4CC         599 14 DX  S51A          599 15 DX  0
QSO:  7048 RY 2016-09-24 0057 PI4CC         599 14 DX  K2CYE         599 05 NY  0
QSO:  3593 RY 2016-09-24 0058 PI4CC         599 14 DX  UA4HBM        599 16 DX  0
QSO:  3593 RY 2016-09-24 0059 PI4CC         599 14 DX  RA3FD         599 16 DX  0
QSO:  7048 RY 2016-09-24 0059 PI4CC         599 14 DX  IT9CTG        599 15 DX  0
QSO:  3593 RY 2016-09-24 0100 PI4CC         599 14 DX  F5LMI         599 14 DX  0
QSO:  3593 RY 2016-09-24 0101 PI4CC         599 14 DX  DL0LK         599 14 DX  0
QSO:  7048 RY 2016-09-24 0101 PI4CC         599 14 DX  NP3RE         599 08 DX  0
QSO:  3593 RY 2016-09-24 0102 PI4CC         599 14 DX  OM3PA         599 15 DX  0
QSO:  3593 RY 2016-09-24 0102 PI4CC         599 14 DX  IW2MYH        599 15 DX  0
QSO:  3593 RY 2016-09-24 0103 PI4CC         599 14 DX  IK3GES        599 15 DX  0
QSO:  3593 RY 2016-09-24 0104 PI4CC         599 14 DX  IK2YSJ        599 15 DX  0
QSO:  7048 RY 2016-09-24 0104 PI4CC         599 14 DX  KX2S          599 05 PA  0
QSO:  7048 RY 2016-09-24 0104 PI4CC         599 14 DX  K1VMT         599 05 VT  0
QSO:  3593 RY 2016-09-24 0105 PI4CC         599 14 DX  SP9KDA        599 15 DX  0
QSO:  7048 RY 2016-09-24 0105 PI4CC         599 14 DX  UT8IT         599 16 DX  0
QSO:  3593 RY 2016-09-24 0105 PI4CC         599 14 DX  DC9ZP         599 14 DX  0
QSO:  3593 RY 2016-09-24 0106 PI4CC         599 14 DX  RA9CUU        599 17 DX  0
QSO:  3593 RY 2016-09-24 0106 PI4CC         599 14 DX  OH5C          599 15 DX  0
QSO:  3593 RY 2016-09-24 0108 PI4CC         599 14 DX  YO6BJG        599 20 DX  0
QSO:  7048 RY 2016-09-24 0108 PI4CC         599 14 DX  YO3CBZ        599 20 DX  0
QSO: 14080 RY 2016-09-24 0108 PI4CC         599 14 DX  9A701A        599 15 DX  0
QSO:  7048 RY 2016-09-24 0109 PI4CC         599 14 DX  IT9BLB        599 15 DX  0
QSO:  3593 RY 2016-09-24 0109 PI4CC         599 14 DX  UX1UX         599 16 DX  0
QSO:  7048 RY 2016-09-24 0111 PI4CC         599 14 DX  N4GU          599 05 NC  0
QSO:  3593 RY 2016-09-24 0111 PI4CC         599 14 DX  DL3SYA        599 14 DX  0
QSO:  3593 RY 2016-09-24 0112 PI4CC         599 14 DX  R2LAC         599 16 DX  0
QSO:  7048 RY 2016-09-24 0113 PI4CC         599 14 DX  UT5T          599 16 DX  0
QSO:  3593 RY 2016-09-24 0114 PI4CC         599 14 DX  IK4UXA        599 15 DX  0
QSO:  3593 RY 2016-09-24 0114 PI4CC         599 14 DX  RU6YJ         599 16 DX  0
QSO:  7048 RY 2016-09-24 0114 PI4CC         599 14 DX  N4HB          599 05 VA  0
QSO:  7048 RY 2016-09-24 0115 PI4CC         599 14 DX  UN5J          599 17 DX  0
QSO:  3593 RY 2016-09-24 0115 PI4CC         599 14 DX  UZ5ZU         599 16 DX  0
QSO:  7048 RY 2016-09-24 0116 PI4CC         599 14 DX  KW4J          599 05 AL  0
QSO:  3593 RY 2016-09-24 0116 PI4CC         599 14 DX  K4FJ          599 05 VA  0
QSO:  7048 RY 2016-09-24 0116 PI4CC         599 14 DX  NS3L          599 05 PA  0
QSO:  7048 RY 2016-09-24 0116 PI4CC         599 14 DX  UR5CN         599 16 DX  0
QSO:  3593 RY 2016-09-24 0117 PI4CC         599 14 DX  AA3B          599 05 PA  0
QSO:  3593 RY 2016-09-24 0118 PI4CC         599 14 DX  RT4W          599 16 DX  0
QSO:  7048 RY 2016-09-24 0118 PI4CC         599 14 DX  KD2T          599 05 NC  0
QSO:  7048 RY 2016-09-24 0119 PI4CC         599 14 DX  WS6X          599 05 VA  0
QSO:  3593 RY 2016-09-24 0119 PI4CC         599 14 DX  SP3VSE        599 15 DX  0
QSO:  7048 RY 2016-09-24 0119 PI4CC         599 14 DX  US5LOC        599 16 DX  0
QSO:  3593 RY 2016-09-24 0120 PI4CC         599 14 DX  UV5U          599 16 DX  0
QSO:  7048 RY 2016-09-24 0121 PI4CC         599 14 DX  W6PJ          599 03 AZ  0
QSO:  3589 RY 2016-09-24 0122 PI4CC         599 14 DX  EU3AA         599 16 DX  0
QSO:  7048 RY 2016-09-24 0122 PI4CC         599 14 DX  K2YGM         599 05 NY  0
QSO:  7048 RY 2016-09-24 0123 PI4CC         599 14 DX  N8WXQ         599 05 PA  0
QSO:  3587 RY 2016-09-24 0124 PI4CC         599 14 DX  OL9A          599 15 DX  0
QSO:  7048 RY 2016-09-24 0124 PI4CC         599 14 DX  LZ8U          599 20 DX  0
QSO:  7048 RY 2016-09-24 0125 PI4CC         599 14 DX  WJ2D          599 05 NC  0
QSO:  3590 RY 2016-09-24 0126 PI4CC         599 14 DX  9A701A        599 15 DX  0
QSO:  7048 RY 2016-09-24 0126 PI4CC         599 14 DX  IQ9UI         599 15 DX  0
QSO:  7048 RY 2016-09-24 0126 PI4CC         599 14 DX  YO8RFS        599 20 DX  0
QSO:  7048 RY 2016-09-24 0127 PI4CC         599 14 DX  WA3EKL        599 05 MD  0
QSO:  7048 RY 2016-09-24 0128 PI4CC         599 14 DX  WA1FCN        599 04 AL  0
QSO:  7048 RY 2016-09-24 0128 PI4CC         599 14 DX  N9LQ          599 04 IL  0
QSO:  3576 RY 2016-09-24 0129 PI4CC         599 14 DX  UB7K          599 16 DX  0
QSO:  7048 RY 2016-09-24 0130 PI4CC         599 14 DX  AB4UF         599 05 FL  0
QSO:  3581 RY 2016-09-24 0130 PI4CC         599 14 DX  IT9BLB        599 15 DX  0
QSO:  7048 RY 2016-09-24 0130 PI4CC         599 14 DX  K1BZ          599 05 MD  0
QSO:  7048 RY 2016-09-24 0131 PI4CC         599 14 DX  W3ZGD         599 05 PA  0
QSO:  3582 RY 2016-09-24 0131 PI4CC         599 14 DX  IQ9UI         599 15 DX  0
QSO:  7048 RY 2016-09-24 0131 PI4CC         599 14 DX  AK4AO         599 05 VA  0
QSO:  3584 RY 2016-09-24 0132 PI4CC         599 14 DX  ER5LL         599 16 DX  0
QSO:  7048 RY 2016-09-24 0132 PI4CC         599 14 DX  KD8AJK        599 04 OH  0
QSO:  3595 RY 2016-09-24 0133 PI4CC         599 14 DX  LA7Q          599 14 DX  0
QSO:  7048 RY 2016-09-24 0134 PI4CC         599 14 DX  VE2BVV        599 05 QC  0
QSO:  3596 RY 2016-09-24 0134 PI4CC         599 14 DX  YT2AAA        599 15 DX  0
QSO:  7048 RY 2016-09-24 0134 PI4CC         599 14 DX  VE2SG         599 05 QC  0
QSO:  3598 RY 2016-09-24 0135 PI4CC         599 14 DX  HB9TOC        599 14 DX  0
QSO:  7048 RY 2016-09-24 0136 PI4CC         599 14 DX  KJ0P          599 04 MN  0
QSO:  3604 RY 2016-09-24 0136 PI4CC         599 14 DX  MJ5Z          599 14 DX  0
QSO:  7048 RY 2016-09-24 0136 PI4CC         599 14 DX  AA0AW         599 04 MN  0
QSO:  3598 RY 2016-09-24 0137 PI4CC         599 14 DX  E79DS         599 15 DX  0
QSO:  7048 RY 2016-09-24 0137 PI4CC         599 14 DX  W4TTY         599 05 VA  0
QSO:  7048 RY 2016-09-24 0138 PI4CC         599 14 DX  VE3FJ         599 04 ON  0
QSO:  7048 RY 2016-09-24 0138 PI4CC         599 14 DX  KB1W          599 05 MA  0
QSO:  7048 RY 2016-09-24 0139 PI4CC         599 14 DX  NS0M          599 04 MO  0
QSO:  3585 RY 2016-09-24 0139 PI4CC         599 14 DX  DJ50MUC       599 14 DX  0
QSO:  7048 RY 2016-09-24 0140 PI4CC         599 14 DX  VE3GYL        599 04 ON  0
QSO:  7048 RY 2016-09-24 0140 PI4CC         599 14 DX  KV1J          599 05 ME  0
QSO:  3586 RY 2016-09-24 0140 PI4CC         599 14 DX  EU6AF         599 16 DX  0
QSO:  7048 RY 2016-09-24 0140 PI4CC         599 14 DX  UX5UU         599 16 DX  0
QSO:  7048 RY 2016-09-24 0141 PI4CC         599 14 DX  CO6HZ         599 08 DX  0
QSO:  7048 RY 2016-09-24 0143 PI4CC         599 14 DX  K0HB          599 04 MN  0
QSO:  3586 RY 2016-09-24 0144 PI4CC         599 14 DX  9A7T          599 15 DX  0
QSO:  7048 RY 2016-09-24 0144 PI4CC         599 14 DX  KA1C          599 05 ME  0
QSO:  3586 RY 2016-09-24 0144 PI4CC         599 14 DX  OM3R          599 15 DX  0
QSO:  3586 RY 2016-09-24 0145 PI4CC         599 14 DX  DJ8OG         599 14 DX  0
QSO:  3586 RY 2016-09-24 0145 PI4CC         599 14 DX  OH2ET         599 15 DX  0
QSO:  3586 RY 2016-09-24 0146 PI4CC         599 14 DX  DD1A          599 14 DX  0
QSO:  7048 RY 2016-09-24 0146 PI4CC         599 14 DX  EU8F          599 16 DX  0
QSO:  3586 RY 2016-09-24 0146 PI4CC         599 14 DX  EW8DX         599 16 DX  0
QSO:  3586 RY 2016-09-24 0146 PI4CC         599 14 DX  DL6DH         599 14 DX  0
QSO:  7048 RY 2016-09-24 0147 PI4CC         599 14 DX  NU3H          599 05 VA  0
QSO:  7048 RY 2016-09-24 0148 PI4CC         599 14 DX  EU8A          599 16 DX  0
QSO:  3586 RY 2016-09-24 0148 PI4CC         599 14 DX  UR5CN         599 16 DX  0
QSO:  7048 RY 2016-09-24 0149 PI4CC         599 14 DX  TC4A          599 20 DX  0
QSO:  3586 RY 2016-09-24 0150 PI4CC         599 14 DX  SN7Q          599 15 DX  0
QSO:  3586 RY 2016-09-24 0151 PI4CC         599 14 DX  LY4OO         599 15 DX  0
QSO:  7048 RY 2016-09-24 0151 PI4CC         599 14 DX  K2QB          599 05 NY  0
QSO:  3586 RY 2016-09-24 0152 PI4CC         599 14 DX  F6GEU         599 14 DX  0
QSO:  3586 RY 2016-09-24 0153 PI4CC         599 14 DX  UC6A          599 16 DX  0
QSO:  3586 RY 2016-09-24 0154 PI4CC         599 14 DX  SP4W          599 15 DX  0
QSO:  3586 RY 2016-09-24 0156 PI4CC         599 14 DX  ED2V          599 14 DX  0
QSO:  7048 RY 2016-09-24 0156 PI4CC         599 14 DX  AB3CV         599 05 MD  0
QSO:  3586 RY 2016-09-24 0156 PI4CC         599 14 DX  OK2PAD        599 15 DX  0
QSO:  7048 RY 2016-09-24 0157 PI4CC         599 14 DX  IT9CLN        599 15 DX  0
QSO:  7048 RY 2016-09-24 0157 PI4CC         599 14 DX  R2ZX          599 16 DX  0
QSO:  7048 RY 2016-09-24 0158 PI4CC         599 14 DX  AB4IQ         599 04 KY  0
QSO:  3586 RY 2016-09-24 0159 PI4CC         599 14 DX  UA3PI         599 16 DX  0
QSO:  7048 RY 2016-09-24 0159 PI4CC         599 14 DX  K2AL          599 05 NJ  0
QSO:  7048 RY 2016-09-24 0159 PI4CC         599 14 DX  UA4M          599 16 DX  0
QSO:  3586 RY 2016-09-24 0200 PI4CC         599 14 DX  DF5MA         599 14 DX  0
QSO:  3586 RY 2016-09-24 0200 PI4CC         599 14 DX  UT7CR         599 16 DX  0
QSO:  7048 RY 2016-09-24 0201 PI4CC         599 14 DX  W2YE          599 05 VA  0
QSO:  7048 RY 2016-09-24 0202 PI4CC         599 14 DX  KG2GL         599 05 NJ  0
QSO:  7048 RY 2016-09-24 0203 PI4CC         599 14 DX  WF5E          599 04 TX  0
QSO:  7048 RY 2016-09-24 0204 PI4CC         599 14 DX  UA4S          599 16 DX  0
QSO:  7048 RY 2016-09-24 0205 PI4CC         599 14 DX  CR5U          599 14 DX  0
QSO:  3586 RY 2016-09-24 0205 PI4CC         599 14 DX  RA6GW         599 16 DX  0
QSO:  3586 RY 2016-09-24 0206 PI4CC         599 14 DX  TF1AM         599 40 DX  0
QSO:  3586 RY 2016-09-24 0206 PI4CC         599 14 DX  HA3MY         599 15 DX  0
QSO:  7047 RY 2016-09-24 0207 PI4CC         599 14 DX  W1ARY         599 05 CT  0
QSO:  3586 RY 2016-09-24 0208 PI4CC         599 14 DX  DL0HMK        599 14 DX  0
QSO:  3586 RY 2016-09-24 0211 PI4CC         599 14 DX  DJ4WM         599 14 DX  0
QSO:  3586 RY 2016-09-24 0212 PI4CC         599 14 DX  LA8OKA        599 14 DX  0
QSO:  3586 RY 2016-09-24 0213 PI4CC         599 14 DX  UT2IO         599 16 DX  0
QSO:  7057 RY 2016-09-24 0213 PI4CC         599 14 DX  VE3TW         599 04 ON  0
QSO:  7057 RY 2016-09-24 0215 PI4CC         599 14 DX  W3SA          599 05 NC  0
QSO:  3586 RY 2016-09-24 0215 PI4CC         599 14 DX  UW7W          599 16 DX  0
QSO:  7057 RY 2016-09-24 0215 PI4CC         599 14 DX  W2VTV         599 05 NJ  0
QSO:  7057 RY 2016-09-24 0216 PI4CC         599 14 DX  VE2LX         599 05 QC  0
QSO:  7057 RY 2016-09-24 0216 PI4CC         599 14 DX  CO6RD         599 08 DX  0
QSO:  3586 RY 2016-09-24 0216 PI4CC         599 14 DX  YO5BYV        599 20 DX  0
QSO:  7057 RY 2016-09-24 0217 PI4CC         599 14 DX  EW7EW         599 16 DX  0
QSO:  7057 RY 2016-09-24 0217 PI4CC         599 14 DX  W4VIC         599 05 VA  0
QSO:  7057 RY 2016-09-24 0218 PI4CC         599 14 DX  ZB2TT         599 14 DX  0
QSO:  7057 RY 2016-09-24 0221 PI4CC         599 14 DX  KK7JS         599 04 TX  0
QSO:  3586 RY 2016-09-24 0222 PI4CC         599 14 DX  G3VGZ         599 14 DX  0
QSO:  3586 RY 2016-09-24 0222 PI4CC         599 14 DX  IV3ZXQ        599 15 DX  0
QSO:  7057 RY 2016-09-24 0222 PI4CC         599 14 DX  W3AG          599 05 PA  0
QSO:  7057 RY 2016-09-24 0223 PI4CC         599 14 DX  KP4JFR        599 08 DX  0
QSO:  3586 RY 2016-09-24 0223 PI4CC         599 14 DX  M7W           599 14 DX  0
QSO:  7057 RY 2016-09-24 0224 PI4CC         599 14 DX  NR4M          599 05 VA  0
QSO:  7057 RY 2016-09-24 0225 PI4CC         599 14 DX  W4GO          599 05 VA  0
QSO:  3586 RY 2016-09-24 0225 PI4CC         599 14 DX  OK1FGD        599 15 DX  0
QSO:  3586 RY 2016-09-24 0226 PI4CC         599 14 DX  EW7BA         599 16 DX  0
QSO:  7057 RY 2016-09-24 0227 PI4CC         599 14 DX  UR3CMA        599 16 DX  0
QSO:  3586 RY 2016-09-24 0227 PI4CC         599 14 DX  VE2EBK        599 05 QN  0
QSO:  7057 RY 2016-09-24 0228 PI4CC         599 14 DX  W1ZFG         599 05 CT  0
QSO:  3586 RY 2016-09-24 0228 PI4CC         599 14 DX  SE4E          599 14 DX  0
QSO:  7057 RY 2016-09-24 0228 PI4CC         599 14 DX  N9ID          599 04 IN  0
QSO:  7057 RY 2016-09-24 0229 PI4CC         599 14 DX  K4FXN         599 04 KY  0
QSO:  3586 RY 2016-09-24 0229 PI4CC         599 14 DX  OK2RVM        599 15 DX  0
QSO:  7057 RY 2016-09-24 0230 PI4CC         599 14 DX  K2PS          599 05 FL  0
QSO:  3586 RY 2016-09-24 0230 PI4CC         599 14 DX  DJ4MH         599 14 DX  0
QSO:  7057 RY 2016-09-24 0231 PI4CC         599 14 DX  IZ8IFL        599 15 DX  0
QSO:  3586 RY 2016-09-24 0231 PI4CC         599 14 DX  WA1NPZ        599 05 NH  0
QSO:  3586 RY 2016-09-24 0231 PI4CC         599 14 DX  K3MJW         599 05 PA  0
QSO:  7057 RY 2016-09-24 0232 PI4CC         599 14 DX  K0PC          599 04 MN  0
QSO:  3586 RY 2016-09-24 0233 PI4CC         599 14 DX  HA3GO         599 15 DX  0
QSO:  7057 RY 2016-09-24 0233 PI4CC         599 14 DX  N3BUO         599 04 TX  0
QSO:  7057 RY 2016-09-24 0233 PI4CC         599 14 DX  W3FV          599 05 PA  0
QSO:  3586 RY 2016-09-24 0234 PI4CC         599 14 DX  DL1FCU        599 14 DX  0
QSO:  7057 RY 2016-09-24 0234 PI4CC         599 14 DX  US0HZ         599 16 DX  0
QSO:  3586 RY 2016-09-24 0234 PI4CC         599 14 DX  SN7Q          599 15 DX  0
QSO:  7057 RY 2016-09-24 0235 PI4CC         599 14 DX  N1FF          599 05 MA  0
QSO:  3586 RY 2016-09-24 0235 PI4CC         599 14 DX  OM4Q          599 15 DX  0
QSO:  7057 RY 2016-09-24 0235 PI4CC         599 14 DX  W4ZGR/1       599 05 ME  0
QSO:  3586 RY 2016-09-24 0237 PI4CC         599 14 DX  VE3CX         599 04 ON  0
QSO:  7057 RY 2016-09-24 0238 PI4CC         599 14 DX  KB2DAB        599 05 NJ  0
