START-OF-LOG: 3.0
CALLSIGN: SK7K
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 753060
NAME: Sydkustens Radioamat���rer
LOCATION: DX
OPERATORS: SG7A SM7LXV
CLUB:
CERTIFICATE: NO
CREATED-BY: Win-Test 4.20.0
QSO: 14089 RY 2016-09-24 0909 SK7K          599 14 DX  RT5C          599 16 DX  0
QSO: 14098 RY 2016-09-24 0921 SK7K          599 14 DX  F4FDR         599 14 DX  0
QSO: 14094 RY 2016-09-24 0923 SK7K          599 14 DX  UN1L          599 17 DX  0
QSO: 21086 RY 2016-09-24 0929 SK7K          599 14 DX  RO9A          599 17 DX  0
QSO: 21126 RY 2016-09-24 0948 SK7K          599 14 DX  F8BDQ         599 14 DX  0
QSO: 21120 RY 2016-09-24 0949 SK7K          599 14 DX  JH9KVF        599 25 DX  0
QSO: 14102 RY 2016-09-24 1003 SK7K          599 14 DX  7K4QOK        599 25 DX  0
QSO: 14102 RY 2016-09-24 1003 SK7K          599 14 DX  UA3ZAY        599 16 DX  0
QSO: 14102 RY 2016-09-24 1008 SK7K          599 14 DX  JR2UJT        599 25 DX  0
QSO: 14102 RY 2016-09-24 1009 SK7K          599 14 DX  R3PV          599 16 DX  0
QSO: 14102 RY 2016-09-24 1011 SK7K          599 14 DX  RK4FF         599 16 DX  0
QSO: 14110 RY 2016-09-24 1019 SK7K          599 14 DX  UA3XO         599 16 DX  0
QSO: 14110 RY 2016-09-24 1020 SK7K          599 14 DX  IK3GES        599 15 DX  0
QSO: 14110 RY 2016-09-24 1022 SK7K          599 14 DX  ZL3JT         599 32 DX  0
QSO: 14110 RY 2016-09-24 1022 SK7K          599 14 DX  RA9HM         599 18 DX  0
QSO: 14110 RY 2016-09-24 1023 SK7K          599 14 DX  W4AAW         599 05 VA  0
QSO: 14110 RY 2016-09-24 1025 SK7K          599 14 DX  RU5TT         599 16 DX  0
QSO: 14110 RY 2016-09-24 1026 SK7K          599 14 DX  UN2G          599 17 DX  0
QSO: 14110 RY 2016-09-24 1026 SK7K          599 14 DX  EW8DX         599 16 DX  0
QSO: 14110 RY 2016-09-24 1027 SK7K          599 14 DX  R7NW          599 16 DX  0
QSO: 14110 RY 2016-09-24 1027 SK7K          599 14 DX  JA7WND        599 25 DX  0
QSO: 14110 RY 2016-09-24 1030 SK7K          599 14 DX  F5BEG         599 14 DX  0
QSO: 14110 RY 2016-09-24 1030 SK7K          599 14 DX  RA3FD         599 16 DX  0
