START-OF-LOG: 3.0
CALLSIGN: W6QU
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 144256
NAME: Bill Parker
LOCATION: SDG
OPERATORS: W8QZA
CLUB: Southern California Contest Club
CERTIFICATE: YES
CREATED-BY: N1MM Logger V11.4.0
SOAPBOX: Condx getting worse and score is dropping, but still lots of fun!!
QSO: 21106 RY 2016-09-24 1507 W6QU          599 03 CA  IQ9UI         599 15 DX
QSO: 21100 RY 2016-09-24 1509 W6QU          599 03 CA  N2PA          599 05 NY
QSO: 21089 RY 2016-09-24 1513 W6QU          599 03 CA  EA3EZD        599 14 DX
QSO: 21140 RY 2016-09-24 1536 W6QU          599 03 CA  IK2NCJ        599 15 DX
QSO: 21130 RY 2016-09-24 1539 W6QU          599 03 CA  F8BDQ         599 14 DX
QSO: 21128 RY 2016-09-24 1540 W6QU          599 03 CA  9A7T          599 15 DX
QSO: 21122 RY 2016-09-24 1542 W6QU          599 03 CA  IZ4AFW        599 15 DX
QSO: 21119 RY 2016-09-24 1543 W6QU          599 03 CA  LX7I          599 14 DX
QSO: 21116 RY 2016-09-24 1544 W6QU          599 03 CA  F1IWH         599 14 DX
QSO: 21108 RY 2016-09-24 1551 W6QU          599 03 CA  AN400M        599 14 DX
QSO: 21084 RY 2016-09-24 1655 W6QU          599 03 CA  TG9IIN        599 07 DX
QSO: 14143 RY 2016-09-24 1700 W6QU          599 03 CA  KB8O          599 04 OH
QSO: 14111 RY 2016-09-24 1707 W6QU          599 03 CA  AC0C          599 04 KS
QSO: 14110 RY 2016-09-24 1710 W6QU          599 03 CA  K5RZA         599 04 TX
QSO: 14109 RY 2016-09-24 1710 W6QU          599 03 CA  K7JR          599 03 OR
QSO: 14093 RY 2016-09-24 1727 W6QU          599 03 CA  TF3W          599 40 DX
QSO: 14092 RY 2016-09-24 1733 W6QU          599 03 CA  VE7IO         599 03 BC
QSO: 21125 RY 2016-09-24 1740 W6QU          599 03 CA  P49X          599 09 DX
QSO: 21105 RY 2016-09-24 1742 W6QU          599 03 CA  AA3B          599 03 PA
QSO: 21090 RY 2016-09-24 1744 W6QU          599 03 CA  HK6NVV        599 09 DX
QSO: 21090 RY 2016-09-24 1745 W6QU          599 03 CA  NB3R          599 05 PA
QSO: 21106 RY 2016-09-24 1815 W6QU          599 03 CA  4U1WB         599 05 MD
QSO: 21086 RY 2016-09-24 1821 W6QU          599 03 CA  IT9BLB        599 15 DX
QSO: 21085 RY 2016-09-24 1825 W6QU          599 03 CA  EA8DED        599 33 DX
QSO: 21145 RY 2016-09-24 1827 W6QU          599 03 CA  D66D          599 39 DX
QSO: 21098 RY 2016-09-24 1844 W6QU          599 03 CA  VC3S          599 04 ON
QSO: 21091 RY 2016-09-24 1845 W6QU          599 03 CA  K3LR          599 05 PA
QSO: 21090 RY 2016-09-24 1847 W6QU          599 03 CA  NO2T          599 05 NJ
QSO: 21080 RY 2016-09-24 1852 W6QU          599 03 CA  AN400V        599 14 DX
QSO: 21121 RY 2016-09-24 1948 W6QU          599 03 CA  CX1OW         599 13 DX
QSO: 21086 RY 2016-09-24 1957 W6QU          599 03 CA  N4BP          599 05 FL
QSO: 21082 RY 2016-09-24 1959 W6QU          599 03 CA  T42CH         599 08 DX
QSO: 14145 RY 2016-09-24 2006 W6QU          599 03 CA  DD1A          599 14 DX
QSO: 14142 RY 2016-09-24 2011 W6QU          599 03 CA  K3LR          599 05 PA
QSO: 14137 RY 2016-09-24 2016 W6QU          599 03 CA  VE4VT         599 04 MB
QSO: 14116 RY 2016-09-24 2027 W6QU          599 03 CA  EI3JE         599 14 DX
QSO: 21112 RY 2016-09-24 2121 W6QU          599 03 CA  LT0H          599 13 DX
QSO: 21111 RY 2016-09-24 2123 W6QU          599 03 CA  N2MM          599 05 NJ
QSO: 21109 RY 2016-09-24 2124 W6QU          599 03 CA  K1SFA         599 05 MA
QSO: 21093 RY 2016-09-24 2127 W6QU          599 03 CA  W4GO          599 05 VA
QSO: 21086 RY 2016-09-24 2128 W6QU          599 03 CA  W4MLB         599 05 FL
QSO: 14132 RY 2016-09-24 2132 W6QU          599 03 CA  CR3W          599 33 DX
QSO: 14128 RY 2016-09-24 2134 W6QU          599 03 CA  VE3UTT        599 04 ON
QSO: 14121 RY 2016-09-24 2138 W6QU          599 03 CA  K1RO          599 05 NH
QSO: 14120 RY 2016-09-24 2139 W6QU          599 03 CA  VC3S          599 04 ON
QSO: 21138 RY 2016-09-24 2258 W6QU          599 03 CA  WP3C          599 08 DX
QSO: 21080 RY 2016-09-24 2304 W6QU          599 03 CA  ZZ2T          599 11 DX
QSO: 21106 RY 2016-09-24 2313 W6QU          599 03 CA  JA1ZGP        599 25 DX
QSO: 21095 RY 2016-09-24 2314 W6QU          599 03 CA  JA2XYO        599 25 DX
QSO: 21087 RY 2016-09-24 2315 W6QU          599 03 CA  RU0LL         599 19 DX
QSO: 21084 RY 2016-09-24 2317 W6QU          599 03 CA  JF8EPR        599 25 DX
QSO: 21110 RY 2016-09-24 2336 W6QU          599 03 CA  JR4OZR        599 25 DX
QSO: 21109 RY 2016-09-24 2337 W6QU          599 03 CA  JF1OPL        599 25 DX
QSO: 21098 RY 2016-09-24 2348 W6QU          599 03 CA  HP3/VY2SS     599 07 DX
QSO: 21117 RY 2016-09-25 0007 W6QU          599 03 CA  JR3NZC        599 25 DX
QSO: 21095 RY 2016-09-25 0016 W6QU          599 03 CA  JA7BME        599 25 DX
QSO: 21091 RY 2016-09-25 0019 W6QU          599 03 CA  PP5NY         599 11 DX
QSO: 21088 RY 2016-09-25 0022 W6QU          599 03 CA  KL4SD         599 01 DX
QSO: 21116 RY 2016-09-25 0034 W6QU          599 03 CA  JA8KSF        599 25 DX
QSO: 21116 RY 2016-09-25 0040 W6QU          599 03 CA  JE1LFX        599 25 DX
QSO: 21104 RY 2016-09-25 0100 W6QU          599 03 CA  JI1LET        599 25 DX
QSO: 21101 RY 2016-09-25 0109 W6QU          599 03 CA  LU7HF         599 13 DX
QSO: 21085 RY 2016-09-25 0115 W6QU          599 03 CA  WE6EZ         599 04 TX
QSO: 21084 RY 2016-09-25 0116 W6QU          599 03 CA  W5PF          599 04 TX
QSO: 28081 RY 2016-09-25 0120 W6QU          599 03 CA  YC9GWR        599 28 DX
QSO: 28085 RY 2016-09-25 0125 W6QU          599 03 CA  N6SS          599 03 AZ
QSO: 21120 RY 2016-09-25 0129 W6QU          599 03 CA  JR7IWL        599 25 DX
QSO: 21118 RY 2016-09-25 0130 W6QU          599 03 CA  JA0NFP        599 25 DX
QSO: 21092 RY 2016-09-25 0140 W6QU          599 03 CA  9M6YBG        599 28 DX
QSO: 21089 RY 2016-09-25 0141 W6QU          599 03 CA  7N2UQC        599 25 DX
QSO: 21108 RY 2016-09-25 0147 W6QU          599 03 CA  JE1RRK        599 25 DX
QSO: 21119 RY 2016-09-25 0159 W6QU          599 03 CA  KH6CJJ        599 31 DX
QSO: 21109 RY 2016-09-25 0209 W6QU          599 03 CA  T88ON         599 27 DX
QSO: 21108 RY 2016-09-25 0212 W6QU          599 03 CA  YB1HDR        599 28 DX
QSO: 21100 RY 2016-09-25 0220 W6QU          599 03 CA  DU3T          599 27 DX
QSO: 21095 RY 2016-09-25 0224 W6QU          599 03 CA  DX2R          599 27 DX
QSO: 21088 RY 2016-09-25 0232 W6QU          599 03 CA  WH7W          599 31 DX
QSO: 21118 RY 2016-09-25 0304 W6QU          599 03 CA  JH3FGI        599 25 DX
QSO: 14116 RY 2016-09-25 0306 W6QU          599 03 CA  JM1XCW        599 25 DX
QSO: 14112 RY 2016-09-25 0307 W6QU          599 03 CA  JH6QFJ        599 25 DX
QSO: 14102 RY 2016-09-25 0313 W6QU          599 03 CA  JA8TR         599 25 DX
QSO: 14084 RY 2016-09-25 0321 W6QU          599 03 CA  WI9WI         599 04 WI
QSO: 14109 RY 2016-09-25 0327 W6QU          599 03 CA  JH0EPI        599 25 DX
QSO: 14087 RY 2016-09-25 0340 W6QU          599 03 CA  VK2RT         599 30 DX
QSO: 14106 RY 2016-09-25 0345 W6QU          599 03 CA  JA1ZGO        599 25 DX
QSO: 14093 RY 2016-09-25 0346 W6QU          599 03 CA  ZL1AIX        599 32 DX
QSO: 14090 RY 2016-09-25 0348 W6QU          599 03 CA  W6SAI         599 04 AL
QSO: 14102 RY 2016-09-25 0351 W6QU          599 03 CA  KH6GMP        599 31 DX
QSO: 14084 RY 2016-09-25 0354 W6QU          599 03 CA  NR4M          599 05 VA
QSO: 14113 RY 2016-09-25 0422 W6QU          599 03 CA  JR4OZR        599 25 DX
QSO: 14101 RY 2016-09-25 0425 W6QU          599 03 CA  JA7IC         599 25 DX
QSO: 14091 RY 2016-09-25 0428 W6QU          599 03 CA  JG4AKL        599 25 DX
QSO: 14080 RY 2016-09-25 0432 W6QU          599 03 CA  JI1RXQ        599 25 DX
QSO: 14111 RY 2016-09-25 0436 W6QU          599 03 CA  JJ1NYH        599 25 DX
QSO: 14090 RY 2016-09-25 0444 W6QU          599 03 CA  JR1EMO        599 25 DX
QSO:  7099 RY 2016-09-25 0458 W6QU          599 03 CA  N0HJZ         599 04 MN
QSO:  7089 RY 2016-09-25 0459 W6QU          599 03 CA  N7UVH         599 03 ID
QSO:  7082 RY 2016-09-25 0502 W6QU          599 03 CA  K3MJW         599 05 PA
QSO:  7067 RY 2016-09-25 0507 W6QU          599 03 CA  W4GE          599 05 SC
QSO:  7057 RY 2016-09-25 0511 W6QU          599 03 CA  N4LV          599 05 NC
QSO:  7053 RY 2016-09-25 0512 W6QU          599 03 CA  KS4S          599 05 NC
QSO:  7049 RY 2016-09-25 0514 W6QU          599 03 CA  AD5XD         599 04 TX
QSO:  3593 RY 2016-09-25 0524 W6QU          599 03 CA  KA6BIM        599 03 OR
QSO:  3585 RY 2016-09-25 0527 W6QU          599 03 CA  K7BTW         599 03 WA
QSO:  3594 RY 2016-09-25 0534 W6QU          599 03 CA  K6HGF         599 03 CA
QSO:  7068 RY 2016-09-25 1123 W6QU          599 03 CA  W7VO          599 03 OR
QSO:  7064 RY 2016-09-25 1124 W6QU          599 03 CA  AA3B          599 05 PA
QSO:  7060 RY 2016-09-25 1128 W6QU          599 03 CA  N2PA          599 05 NY
QSO:  7058 RY 2016-09-25 1129 W6QU          599 03 CA  VE7IO         599 03 BC
QSO:  7040 RY 2016-09-25 1140 W6QU          599 03 CA  NR4M          599 05 VA
QSO:  3596 RY 2016-09-25 1151 W6QU          599 03 CA  WO7V          599 03 OR
QSO:  7060 RY 2016-09-25 1158 W6QU          599 03 CA  JF2QNM        599 25 DX
QSO:  7043 RY 2016-09-25 1206 W6QU          599 03 CA  JE1LFX        599 25 DX
QSO:  3593 RY 2016-09-25 1211 W6QU          599 03 CA  K9DR          599 04 WY
QSO:  3587 RY 2016-09-25 1219 W6QU          599 03 CA  XE2X          599 06 DX
QSO:  7053 RY 2016-09-25 1227 W6QU          599 03 CA  KH6KG         599 31 DX
QSO:  3592 RY 2016-09-25 1234 W6QU          599 03 CA  N0AT          599 04 MN
QSO:  7075 RY 2016-09-25 1325 W6QU          599 03 CA  N0AT          599 04 MN
QSO:  7051 RY 2016-09-25 1327 W6QU          599 03 CA  KA6BIM        599 03 OR
QSO:  7052 RY 2016-09-25 1329 W6QU          599 03 CA  WC1X          599 03 CA
QSO:  7047 RY 2016-09-25 1330 W6QU          599 03 CA  W7YAQ         599 03 OR
QSO:  7046 RY 2016-09-25 1331 W6QU          599 03 CA  W5AP          599 04 CO
QSO:  3576 RY 2016-09-25 1337 W6QU          599 03 CA  K7AR          599 03 WA
QSO:  7050 RY 2016-09-25 1341 W6QU          599 03 CA  K2PO          599 03 OR
QSO:  7044 RY 2016-09-25 1345 W6QU          599 03 CA  K3EST         599 03 CA
QSO: 14149 RY 2016-09-25 1351 W6QU          599 03 CA  4C15C         599 06 DX
QSO: 14135 RY 2016-09-25 1354 W6QU          599 03 CA  K3MJW         599 05 PA
QSO: 14111 RY 2016-09-25 1401 W6QU          599 03 CA  TG9ANF        599 07 DX
QSO: 14101 RY 2016-09-25 1402 W6QU          599 03 CA  VE3TW         599 04 ON
QSO: 21119 RY 2016-09-25 1416 W6QU          599 03 CA  XE1REW/2      599 06 DX
QSO: 21095 RY 2016-09-25 1422 W6QU          599 03 CA  FG5LA         599 08 DX
QSO: 14149 RY 2016-09-25 1439 W6QU          599 03 CA  NV9L          599 04 IL
QSO: 14130 RY 2016-09-25 1445 W6QU          599 03 CA  HI3/HA3JB     599 08 DX
QSO: 14113 RY 2016-09-25 1449 W6QU          599 03 CA  CO2RVA        599 08 DX
QSO: 14101 RY 2016-09-25 1453 W6QU          599 03 CA  AD5XD         599 04 TX
QSO:  7041 RY 2016-09-25 1514 W6QU          599 03 CA  W7RN          599 03 NV
QSO:  7060 RY 2016-09-25 1516 W6QU          599 03 CA  NN6XX         599 03 CA
QSO:  7047 RY 2016-09-25 1518 W6QU          599 03 CA  W6OQI         599 03 CA
QSO: 14149 RY 2016-09-25 1521 W6QU          599 03 CA  W4UK          599 05 SC
QSO: 14150 RY 2016-09-25 1523 W6QU          599 03 CA  N0HJZ         599 04 MN
QSO: 14122 RY 2016-09-25 1539 W6QU          599 03 CA  OG2P          599 15 DX
QSO: 14110 RY 2016-09-25 1547 W6QU          599 03 CA  OH0Z          599 15 DX
QSO: 14109 RY 2016-09-25 1548 W6QU          599 03 CA  OH8A          599 15 DX
QSO: 14088 RY 2016-09-25 1551 W6QU          599 03 CA  VA7GEO        599 03 BC
QSO: 14088 RY 2016-09-25 1552 W6QU          599 03 CA  W0ZQ          599 04 MN
QSO: 14081 RY 2016-09-25 1556 W6QU          599 03 CA  CO2AME        599 08 DX
QSO: 14079 RY 2016-09-25 1557 W6QU          599 03 CA  K9OM          599 04 WI
QSO: 14148 RY 2016-09-25 1619 W6QU          599 03 CA  VA6AK         599 04 AB
QSO: 14142 RY 2016-09-25 1622 W6QU          599 03 CA  N0AV          599 04 IA
QSO: 14143 RY 2016-09-25 1623 W6QU          599 03 CA  VE5MX         599 04 SK
QSO: 14130 RY 2016-09-25 1625 W6QU          599 03 CA  K0PC          599 04 MN
QSO: 14123 RY 2016-09-25 1631 W6QU          599 03 CA  VE3CX         599 04 ON
QSO: 14108 RY 2016-09-25 1642 W6QU          599 03 CA  K3OQ          599 05 MD
QSO: 14085 RY 2016-09-25 1659 W6QU          599 03 CA  N7UVH         599 03 ID
QSO: 28087 RY 2016-09-25 1707 W6QU          599 03 CA  WN6M          599 03 CA
QSO: 14141 RY 2016-09-25 1720 W6QU          599 03 CA  N6AR          599 05 FL
QSO: 14130 RY 2016-09-25 1724 W6QU          599 03 CA  N3QE          599 05 MD
QSO: 14107 RY 2016-09-25 1732 W6QU          599 03 CA  K2RET         599 05 NJ
QSO: 14105 RY 2016-09-25 1734 W6QU          599 03 CA  N8CWU         599 04 OH
QSO: 14100 RY 2016-09-25 1736 W6QU          599 03 CA  W3RTY         599 05 PA
QSO: 14099 RY 2016-09-25 1737 W6QU          599 03 CA  W4AAA         599 05 NC
QSO: 14094 RY 2016-09-25 1742 W6QU          599 03 CA  KH6/G4KHG/M   599 31 DX
QSO: 14089 RY 2016-09-25 1750 W6QU          599 03 CA  N9LAH         599 04 IL
QSO: 21096 RY 2016-09-25 1815 W6QU          599 03 CA  LV1F          599 13 DX
QSO: 14149 RY 2016-09-25 1820 W6QU          599 03 CA  YT1X          599 15 DX
QSO: 14142 RY 2016-09-25 1825 W6QU          599 03 CA  HG1S          599 15 DX
QSO: 14137 RY 2016-09-25 1832 W6QU          599 03 CA  AC9KW         599 04 IL
QSO: 14137 RY 2016-09-25 1843 W6QU          599 03 CA  IT9STX        599 15 DX
QSO: 14130 RY 2016-09-25 1845 W6QU          599 03 CA  N0AT          599 04 MN
QSO: 14128 RY 2016-09-25 1848 W6QU          599 03 CA  WW4LL         599 05 GA
QSO: 14122 RY 2016-09-25 1856 W6QU          599 03 CA  VE7SZ         599 03 BC
QSO: 14121 RY 2016-09-25 1858 W6QU          599 03 CA  VA6MA         599 04 AB
QSO: 14117 RY 2016-09-25 1903 W6QU          599 03 CA  OK3RM         599 15 DX
QSO: 14102 RY 2016-09-25 1910 W6QU          599 03 CA  IQ1RY         599 15 DX
QSO: 14148 RY 2016-09-25 1936 W6QU          599 03 CA  KP2/WE5DX     599 08 DX
QSO: 14143 RY 2016-09-25 1946 W6QU          599 03 CA  VE6WQ         599 04 AB
QSO: 14136 RY 2016-09-25 1950 W6QU          599 03 CA  WE6EZ         599 04 TX
QSO: 14134 RY 2016-09-25 1952 W6QU          599 03 CA  K0CN          599 04 MN
QSO: 14115 RY 2016-09-25 2003 W6QU          599 03 CA  K4WW          599 04 KY
QSO: 14115 RY 2016-09-25 2004 W6QU          599 03 CA  KU4V          599 05 NC
QSO: 14114 RY 2016-09-25 2004 W6QU          599 03 CA  K1SFA         599 05 MA
QSO: 14105 RY 2016-09-25 2011 W6QU          599 03 CA  5C5W          599 33 DX
QSO: 14096 RY 2016-09-25 2015 W6QU          599 03 CA  VE7KW         599 03 BC
QSO: 14091 RY 2016-09-25 2019 W6QU          599 03 CA  KL7IWC        599 01 DX
QSO: 14089 RY 2016-09-25 2020 W6QU          599 03 CA  N7QT          599 03 WA
QSO: 14083 RY 2016-09-25 2022 W6QU          599 03 CA  VA7GEM        599 03 BC
QSO: 21102 RY 2016-09-25 2032 W6QU          599 03 CA  CE3WW         599 12 DX
QSO: 21092 RY 2016-09-25 2034 W6QU          599 03 CA  LQ7E          599 13 DX
QSO: 21088 RY 2016-09-25 2035 W6QU          599 03 CA  NH6Y          599 31 DX
QSO: 21094 RY 2016-09-25 2040 W6QU          599 03 CA  YY2GAL        599 09 DX
QSO: 14146 RY 2016-09-25 2045 W6QU          599 03 CA  KG4SS         599 08 DX
