START-OF-LOG: 3.0
CALLSIGN: PG1R
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 53928
NAME: Ruud Ivens
LOCATION: DX
OPERATORS: PG1R
CLUB:
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5924.0
SOAPBOX: Rig TS590S, average output used 40Watts.
SOAPBOX: Antenna horizontal multiband dipole 5m over ground, overall lenght 17m.
SOAPBOX: No propagation/activity on 10m band.
SOAPBOX: On 15m my antenna didn't work properly.
SOAPBOX: Due to several "social obligations", I could take part just a few hours.
SOAPBOX: Nevertheless, I enjoyed this contest very much. Thanks!
QSO: 21092 RY 2016-09-24 0939 PG1R          599 14 DX  UA4M          599 16 DX
QSO: 14113 RY 2016-09-24 0959 PG1R          599 14 DX  OH5CX         599 15 DX
QSO: 14110 RY 2016-09-24 1001 PG1R          599 14 DX  IK0YUO        599 15 DX
QSO: 14108 RY 2016-09-24 1005 PG1R          599 14 DX  LY6A          599 15 DX
QSO: 14108 RY 2016-09-24 1006 PG1R          599 14 DX  UA4M          599 16 DX
QSO: 14107 RY 2016-09-24 1010 PG1R          599 14 DX  UX0SX         599 16 DX
QSO: 14106 RY 2016-09-24 1013 PG1R          599 14 DX  AN400M        599 14 DX
QSO: 14105 RY 2016-09-24 1016 PG1R          599 14 DX  OH1MA         599 15 DX
QSO: 14103 RY 2016-09-24 1020 PG1R          599 14 DX  OG30OJ        599 15 DX
QSO: 14102 RY 2016-09-24 1021 PG1R          599 14 DX  SM5EPO        599 14 DX
QSO: 14101 RY 2016-09-24 1024 PG1R          599 14 DX  OH5C          599 15 DX
QSO: 14100 RY 2016-09-24 1027 PG1R          599 14 DX  LZ2JA         599 20 DX
QSO: 14099 RY 2016-09-24 1029 PG1R          599 14 DX  IW7DBM        599 15 DX
QSO: 14099 RY 2016-09-24 1030 PG1R          599 14 DX  EA9LZ         599 33 DX
QSO: 14098 RY 2016-09-24 1031 PG1R          599 14 DX  ER1LW         599 16 DX
QSO: 14098 RY 2016-09-24 1033 PG1R          599 14 DX  S53EO         599 15 DX
QSO: 14096 RY 2016-09-24 1036 PG1R          599 14 DX  K1LZ          599 05 MA
QSO: 14095 RY 2016-09-24 1040 PG1R          599 14 DX  UN1L          599 17 DX
QSO: 14094 RY 2016-09-24 1042 PG1R          599 14 DX  4O10A         599 15 DX
QSO: 14093 RY 2016-09-24 1046 PG1R          599 14 DX  I4DZ          599 15 DX
QSO: 14092 RY 2016-09-24 1049 PG1R          599 14 DX  SV2BFN        599 20 DX
QSO: 14090 RY 2016-09-24 1054 PG1R          599 14 DX  AN400V        599 14 DX
QSO: 14090 RY 2016-09-24 1055 PG1R          599 14 DX  K3LR          599 05 PA
QSO: 14090 RY 2016-09-24 1057 PG1R          599 14 DX  UA6LJB        599 16 DX
QSO: 14089 RY 2016-09-24 1058 PG1R          599 14 DX  OH0Z          599 15 DX
QSO: 14089 RY 2016-09-24 1100 PG1R          599 14 DX  UY2RA         599 16 DX
QSO: 14087 RY 2016-09-24 1118 PG1R          599 14 DX  LA7Q          599 14 DX
QSO: 14086 RY 2016-09-24 1120 PG1R          599 14 DX  SV2BXA        599 20 DX
QSO: 14085 RY 2016-09-24 1122 PG1R          599 14 DX  9A701A        599 15 DX
QSO: 14084 RY 2016-09-24 1126 PG1R          599 14 DX  C37NL         599 14 DX
QSO: 14084 RY 2016-09-24 1130 PG1R          599 14 DX  NR4M          599 05 VA
QSO: 14083 RY 2016-09-24 1133 PG1R          599 14 DX  CR3W          599 33 DX
QSO: 14082 RY 2016-09-24 1134 PG1R          599 14 DX  ED2C          599 14 DX
QSO: 14080 RY 2016-09-24 1139 PG1R          599 14 DX  RK4F          599 16 DX
QSO: 14079 RY 2016-09-24 1140 PG1R          599 14 DX  IQ9UI         599 15 DX
QSO: 21107 RY 2016-09-24 1201 PG1R          599 14 DX  SV5/DL3DRN    599 20 DX
QSO: 21109 RY 2016-09-24 1203 PG1R          599 14 DX  RO6A          599 16 DX
QSO: 21108 RY 2016-09-24 1206 PG1R          599 14 DX  4Z4AK         599 20 DX
QSO: 21096 RY 2016-09-24 1216 PG1R          599 14 DX  RA4HL         599 16 DX
QSO: 21111 RY 2016-09-24 1403 PG1R          599 14 DX  K3MJW         599 05 PA
QSO: 14109 RY 2016-09-24 1500 PG1R          599 14 DX  K7JR          599 03 OR
QSO: 14107 RY 2016-09-24 1505 PG1R          599 14 DX  K7AR          599 03 WA
QSO: 14106 RY 2016-09-24 1507 PG1R          599 14 DX  R7MM          599 16 DX
QSO: 14105 RY 2016-09-24 1508 PG1R          599 14 DX  AA3B          599 05 PA
QSO: 14104 RY 2016-09-24 1509 PG1R          599 14 DX  IT9CTG        599 15 DX
QSO: 14102 RY 2016-09-24 1515 PG1R          599 14 DX  K7ZS          599 03 OR
QSO: 14100 RY 2016-09-24 1519 PG1R          599 14 DX  UW1M          599 16 DX
QSO: 14098 RY 2016-09-24 1526 PG1R          599 14 DX  RK4FD         599 16 DX
QSO: 14094 RY 2016-09-24 1531 PG1R          599 14 DX  RK3DXW        599 16 DX
QSO: 14091 RY 2016-09-24 1535 PG1R          599 14 DX  IZ8BRI        599 15 DX
QSO: 14093 RY 2016-09-24 1714 PG1R          599 14 DX  EM0I          599 16 DX
QSO: 14089 RY 2016-09-24 1725 PG1R          599 14 DX  K1SFA         599 05 MA
QSO: 14087 RY 2016-09-24 1730 PG1R          599 14 DX  UR7GO         599 16 DX
QSO: 14083 RY 2016-09-24 1742 PG1R          599 14 DX  AN400D        599 14 DX
QSO: 14083 RY 2016-09-24 1743 PG1R          599 14 DX  EA5XC         599 14 DX
QSO: 14082 RY 2016-09-24 1744 PG1R          599 14 DX  UW3E          599 16 DX
QSO: 14081 RY 2016-09-24 1749 PG1R          599 14 DX  AN400I        599 14 DX
QSO: 14080 RY 2016-09-24 1751 PG1R          599 14 DX  IW9FI         599 15 DX
