START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: RUSSIAN-DX
CALLSIGN: UA6CC
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: UA6CC
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for RUSSIAN-DX RussianDXContest/2022.
QSO: 28027 CW 2022-03-19 1203 UA6CC         599 KR PY1VOY        599 0003
QSO: 28033 CW 2022-03-19 1209 UA6CC         599 KR PY2NDX        599 0015
QSO: 28009 CW 2022-03-19 1218 UA6CC         599 KR 3V8SS         599 0052
QSO: 21021 CW 2022-03-19 1225 UA6CC         599 KR UN2E          599 0007
QSO: 21021 CW 2022-03-19 1226 UA6CC         599 KR OK7T          599 0031
QSO: 21022 CW 2022-03-19 1226 UA6CC         599 KR BG6GQE        599 0014
QSO: 21022 CW 2022-03-19 1227 UA6CC         599 KR K2SSS         599 0014
QSO: 21000 CW 2022-03-19 1228 UA6CC         599 KR UN7FW         599 0035
QSO: 21021 CW 2022-03-19 1228 UA6CC         599 KR EX0DX         599 0008
QSO: 21022 CW 2022-03-19 1231 UA6CC         599 KR AA3B          599 0050
QSO: 21000 CW 2022-03-19 1232 UA6CC         599 KR DL1NKS        599 0025
QSO: 21022 CW 2022-03-19 1233 UA6CC         599 KR JT1CS         599 0012
QSO: 21000 CW 2022-03-19 1234 UA6CC         599 KR DL8MBS        599 2402
QSO: 21021 CW 2022-03-19 1234 UA6CC         599 KR UN7EV         599 0011
QSO: 21022 CW 2022-03-19 1234 UA6CC         599 KR HL1VAU        599 0004
QSO: 21022 CW 2022-03-19 1236 UA6CC         599 KR DL4CF         599 0015
QSO: 21000 CW 2022-03-19 1237 UA6CC         599 KR DL8WEM        599 0033
QSO: 21021 CW 2022-03-19 1239 UA6CC         599 KR JI1RXQ        599 0020
QSO: 21021 CW 2022-03-19 1240 UA6CC         599 KR UP5B          599 0048
QSO: 21022 CW 2022-03-19 1241 UA6CC         599 KR ZZ2P          599 0011
QSO: 21021 CW 2022-03-19 1242 UA6CC         599 KR DK1AX         599 0018
QSO: 21021 CW 2022-03-19 1243 UA6CC         599 KR UN9GD         599 0056
QSO: 21000 CW 2022-03-19 1244 UA6CC         599 KR IK1RDN        599 0002
QSO: 21021 CW 2022-03-19 1244 UA6CC         599 KR UN8PT         599 0084
QSO: 21022 CW 2022-03-19 1246 UA6CC         599 KR IV3YNB        599 0015
QSO: 21022 CW 2022-03-19 1246 UA6CC         599 KR UN8GA         599 0026
QSO: 21007 CW 2022-03-19 1250 UA6CC         599 KR MU0MXF        599 0150
QSO: 21010 CW 2022-03-19 1251 UA6CC         599 KR PA3AAV        599 0154
QSO: 21017 CW 2022-03-19 1255 UA6CC         599 KR DK3QZ         599 0116
QSO: 21021 CW 2022-03-19 1257 UA6CC         599 KR LA0CX         599 0131
QSO: 21023 CW 2022-03-19 1258 UA6CC         599 KR N4BP          599 0077
QSO: 21024 CW 2022-03-19 1300 UA6CC         599 KR 3V8SS         599 0171
QSO: 21030 CW 2022-03-19 1301 UA6CC         599 KR SD0W          599 0061
QSO: 21033 CW 2022-03-19 1304 UA6CC         599 KR IK2PFL        599 0224
QSO: 21033 CW 2022-03-19 1304 UA6CC         599 KR IZ8GCB        599 0070
QSO: 21012 CW 2022-03-19 1308 UA6CC         599 KR YC9FAR        599 0086
QSO: 21027 CW 2022-03-19 1309 UA6CC         599 KR HB9EP         599 0041
QSO: 21026 CW 2022-03-19 1312 UA6CC         599 KR BD8CS         599 0026
QSO: 21026 CW 2022-03-19 1312 UA6CC         599 KR BG8DIV        599 0027
QSO: 21013 CW 2022-03-19 1315 UA6CC         599 KR HA0LZ         599 0033
QSO: 28024 CW 2022-03-19 1322 UA6CC         599 KR ZS1ANF        599 0045
QSO: 28010 CW 2022-03-19 1327 UA6CC         599 KR EA8/IK1PMR    599 0129
QSO: 21000 CW 2022-03-19 1331 UA6CC         599 KR AF2F          599 0027
QSO: 21019 CW 2022-03-19 1334 UA6CC         599 KR S53X          599 0015
QSO: 21020 CW 2022-03-19 1335 UA6CC         599 KR IT9LKX        599 0087
QSO: 21000 CW 2022-03-19 1336 UA6CC         599 KR DL1BUG        599 0079
QSO: 21000 CW 2022-03-19 1338 UA6CC         599 KR YL3CW         599 0136
QSO: 21014 CW 2022-03-19 1338 UA6CC         599 KR LZ1FH         599 0119
QSO: 21000 CW 2022-03-19 1341 UA6CC         599 KR Z33B          599 0076
QSO: 21003 CW 2022-03-19 1342 UA6CC         599 KR SV1ENG        599 0053
QSO: 21038 CW 2022-03-19 1342 UA6CC         599 KR CT1DRB        599 0150
QSO: 21007 CW 2022-03-19 1345 UA6CC         599 KR N1RR          599 0133
QSO: 21009 CW 2022-03-19 1345 UA6CC         599 KR KM4SII        599 0039
QSO: 21013 CW 2022-03-19 1346 UA6CC         599 KR YQ6A          599 0208
QSO: 21023 CW 2022-03-19 1350 UA6CC         599 KR DL1ATZ        599 0113
QSO: 21024 CW 2022-03-19 1350 UA6CC         599 KR DF7XR         599 0021
QSO: 21024 CW 2022-03-19 1351 UA6CC         599 KR K4BAI         599 0051
QSO: 21024 CW 2022-03-19 1351 UA6CC         599 KR VU2EEI        599 0008
QSO: 21000 CW 2022-03-19 1355 UA6CC         599 KR YT5M          599 0181
QSO: 21025 CW 2022-03-19 1356 UA6CC         599 KR OM4MW         599 0237
QSO: 21005 CW 2022-03-19 1404 UA6CC         599 KR EA8/IK1PMR    599 0174
QSO: 21000 CW 2022-03-19 1408 UA6CC         599 KR DL1DTL        599 2402
QSO: 21026 CW 2022-03-19 1409 UA6CC         599 KR YC2KJC        599 0028
QSO: 21026 CW 2022-03-19 1410 UA6CC         599 KR DF5EG         599 0140
QSO: 21026 CW 2022-03-19 1411 UA6CC         599 KR IK0NOJ        599 0009
QSO: 21000 CW 2022-03-19 1413 UA6CC         599 KR IZ5BBS        599 0020
QSO: 21026 CW 2022-03-19 1413 UA6CC         599 KR OK7CM         599 0052
QSO: 21026 CW 2022-03-19 1414 UA6CC         599 KR S53X          599 0271
QSO: 21000 CW 2022-03-19 1416 UA6CC         599 KR OK1KTI        599 0028
QSO: 21000 CW 2022-03-19 1420 UA6CC         599 KR I6FDJ         599 0074
QSO: 21030 CW 2022-03-19 1421 UA6CC         599 KR VE3JM         599 0063
QSO: 21037 CW 2022-03-19 1423 UA6CC         599 KR NA8V          599 0023
QSO: 21007 CW 2022-03-19 1424 UA6CC         599 KR SP8FHK        599 0124
QSO: 21036 CW 2022-03-19 1424 UA6CC         599 KR OY1CT         599 0127
QSO: 21040 CW 2022-03-19 1425 UA6CC         599 KR HA5JI         599 0220
QSO: 21000 CW 2022-03-19 1426 UA6CC         599 KR 4Z4UO         599 0029
QSO: 21040 CW 2022-03-19 1427 UA6CC         599 KR W2MV          599 0073
QSO: 21040 CW 2022-03-19 1429 UA6CC         599 KR PY2KC         599 0099
QSO: 21040 CW 2022-03-19 1430 UA6CC         599 KR DL7URH        599 0002
QSO: 21040 CW 2022-03-19 1430 UA6CC         599 KR HA0LZ         599 0073
QSO: 21021 CW 2022-03-19 1436 UA6CC         599 KR KU8E          599 0023
QSO: 21016 CW 2022-03-19 1437 UA6CC         599 KR LZ5R          599 0163
QSO: 21000 CW 2022-03-19 1439 UA6CC         599 KR IZ2FME        599 0067
QSO: 21010 CW 2022-03-19 1440 UA6CC         599 KR NG3R          599 0207
QSO: 21006 CW 2022-03-19 1441 UA6CC         599 KR K1LZ          599 0035
QSO: 21041 CW 2022-03-19 1441 UA6CC         599 KR 4U1UN         599 0063
QSO: 21057 CW 2022-03-19 1443 UA6CC         599 KR UN3M          599 0149
QSO: 21000 CW 2022-03-19 1444 UA6CC         599 KR PG2AA         599 0135
QSO: 21058 CW 2022-03-19 1447 UA6CC         599 KR LZ4A          599 0268
QSO: 21058 CW 2022-03-19 1448 UA6CC         599 KR LZ1YF         599 0035
QSO: 21000 CW 2022-03-19 1449 UA6CC         599 KR EI7CC         599 0040
QSO: 21014 CW 2022-03-19 1450 UA6CC         599 KR NP2X          599 0033
QSO: 14020 CW 2022-03-19 1452 UA6CC         599 KR OG7F          599 0312
QSO: 14021 CW 2022-03-19 1452 UA6CC         599 KR AA3B          599 0309
QSO: 14021 CW 2022-03-19 1453 UA6CC         599 KR UN6LN         599 0236
QSO: 14021 CW 2022-03-19 1454 UA6CC         599 KR LZ2HR         599 0192
QSO: 14021 CW 2022-03-19 1456 UA6CC         599 KR EU6RO         599 0074
QSO: 14021 CW 2022-03-19 1457 UA6CC         599 KR EW8OM         599 0163
QSO: 14021 CW 2022-03-19 1457 UA6CC         599 KR UN0L          599 0088
QSO: 14021 CW 2022-03-19 1458 UA6CC         599 KR LZ3V          599 0068
QSO: 14021 CW 2022-03-19 1458 UA6CC         599 KR YT1BX         599 0103
QSO: 14021 CW 2022-03-19 1459 UA6CC         599 KR DL1ATZ        599 0171
QSO: 14021 CW 2022-03-19 1459 UA6CC         599 KR OK1VK         599 0280
QSO: 14021 CW 2022-03-19 1459 UA6CC         599 KR OK4RQ         599 0209
QSO: 14000 CW 2022-03-19 1500 UA6CC         599 KR EI7CC         599 0042
QSO: 14021 CW 2022-03-19 1501 UA6CC         599 KR DG0KS         599 0026
QSO: 14021 CW 2022-03-19 1501 UA6CC         599 KR LZ1QN         599 0145
QSO: 14000 CW 2022-03-19 1503 UA6CC         599 KR YT6M          599 0171
QSO: 14021 CW 2022-03-19 1503 UA6CC         599 KR YU1KT         599 0041
QSO: 14021 CW 2022-03-19 1504 UA6CC         599 KR E77D          599 0138
QSO: 14021 CW 2022-03-19 1506 UA6CC         599 KR LZ5N          599 0136
QSO: 14021 CW 2022-03-19 1507 UA6CC         599 KR VA3TNM        599 0030
QSO: 14000 CW 2022-03-19 1510 UA6CC         599 KR YU5T          599 0163
QSO: 14021 CW 2022-03-19 1513 UA6CC         599 KR LZ1MC         599 0076
QSO: 14000 CW 2022-03-19 1514 UA6CC         599 KR DL8WEM        599 0201
QSO: 14005 CW 2022-03-19 1516 UA6CC         599 KR MU0MXF        599 0438
QSO: 14010 CW 2022-03-19 1516 UA6CC         599 KR YQ6A          599 0336
QSO: 14014 CW 2022-03-19 1517 UA6CC         599 KR HG3N          599 0399
QSO: 14000 CW 2022-03-19 1518 UA6CC         599 KR SP2FAP        599 0129
QSO: 14016 CW 2022-03-19 1519 UA6CC         599 KR YC9FAR        599 0180
QSO: 14000 CW 2022-03-19 1524 UA6CC         599 KR E21YDP        599 0046
QSO: 14038 CW 2022-03-19 1525 UA6CC         599 KR PA3AAV        599 0463
QSO: 14040 CW 2022-03-19 1536 UA6CC         599 KR OY1CT         599 0249
QSO: 14001 CW 2022-03-19 1537 UA6CC         599 KR EA8/IK1PMR    599 0324
QSO: 14035 CW 2022-03-19 1539 UA6CC         599 KR CT1DRB        599 0266
QSO: 14011 CW 2022-03-19 1541 UA6CC         599 KR BY1CY         599 0290
QSO: 14034 CW 2022-03-19 1542 UA6CC         599 KR HA7VK         599 0129
QSO: 14000 CW 2022-03-19 1543 UA6CC         599 KR HB9CSM        599 0028
QSO: 14000 CW 2022-03-19 1544 UA6CC         599 KR I6FDJ         599 0109
