START-OF-LOG: 3.0
CATEGORY: Single operator, mixed, QRP
CONTEST: WAG
SPECIFIC: I53
CALLSIGN: DL5BAW
LOCATION: DX
CLAIMED-SCORE: 38592
CREATED-BY: HAM OFFICE 5  REL. 9.7D HTTP://WWW.HAMOFFICE.DE, modified by DXHF upload.
CLUB: DARC
OPERATORS: DL5BAW
QSO: 14000 CW  2018-10-20 1503 DL5BAW 599 I53               EA1XT        599 004
QSO: 14000 CW  2018-10-20 1504 DL5BAW 599 I53               UC5D         599 004
QSO: 14000 CW  2018-10-20 1505 DL5BAW 599 I53               RZ9SZ        599 008
QSO: 14000 CW  2018-10-20 1508 DL5BAW 599 I53               DF1MM        599 I18
QSO: 14000 CW  2018-10-20 1509 DL5BAW 599 I53               EA5ITT       599 008
QSO: 14000 CW  2018-10-20 1510 DL5BAW 599 I53               N9RV         599 019
QSO: 14000 CW  2018-10-20 1512 DL5BAW 599 I53               RM1T         599 019
QSO: 14000 CW  2018-10-20 1516 DL5BAW 599 I53               UR7MZ        599 012
QSO: 14000 CW  2018-10-20 1518 DL5BAW 599 I53               Z31NA        599 009
QSO: 14000 PH  2018-10-20 1523 DL5BAW 59  I53               EA6/DK5IR    59  004
QSO: 14000 PH  2018-10-20 1525 DL5BAW 59  I53               R2AB         59  066
QSO: 14000 CW  2018-10-20 1531 DL5BAW 599 I53               YO4DW        599 025
QSO: 14000 CW  2018-10-20 1533 DL5BAW 599 I53               HG7T         599 027
QSO: 14000 CW  2018-10-20 1533 DL5BAW 599 I53               UY5ZZ        599 048
QSO: 14000 CW  2018-10-20 1536 DL5BAW 599 I53               R4IO         599 032
QSO: 7000  CW  2018-10-20 1539 DL5BAW 599 I53               OK2NO        599 019
QSO: 7000  CW  2018-10-20 1540 DL5BAW 599 I53               EV1R         599 026
QSO: 7000  CW  2018-10-20 1541 DL5BAW 599 I53               MW/DF8DX     599 039
QSO: 7000  CW  2018-10-20 1542 DL5BAW 599 I53               YL3FW        599 028
QSO: 7000  CW  2018-10-20 1543 DL5BAW 599 I53               UN3M         599 010
QSO: 7000  CW  2018-10-20 1544 DL5BAW 599 I53               LZ1RW        599 023
QSO: 7000  CW  2018-10-20 1545 DL5BAW 599 I53               IZ2QXG       599 036
QSO: 7000  CW  2018-10-20 1547 DL5BAW 599 I53               EV5A         599 006
QSO: 7000  CW  2018-10-20 1548 DL5BAW 599 I53               EW8OM        599 031
QSO: 7000  CW  2018-10-20 1549 DL5BAW 599 I53               DL0MFL       599 MF
QSO: 7000  CW  2018-10-20 1550 DL5BAW 599 I53               S57X         599 020
QSO: 7000  CW  2018-10-20 1551 DL5BAW 599 I53               OK2QX        599 028
QSO: 7000  CW  2018-10-20 1552 DL5BAW 599 I53               HA8TP        599 031
QSO: 7000  CW  2018-10-20 1553 DL5BAW 599 I53               SF6W         599 033
QSO: 7000  CW  2018-10-20 1554 DL5BAW 599 I53               IV3HAX       599 021
QSO: 7000  CW  2018-10-20 1555 DL5BAW 599 I53               DP6K         599 B07
QSO: 7000  PH  2018-10-20 1558 DL5BAW 59  I53               TF3T         59  022
QSO: 7000  PH  2018-10-20 1601 DL5BAW 59  I53               LY4L         59  098
QSO: 7000  PH  2018-10-20 1602 DL5BAW 59  I53               LC5C         59  066
QSO: 3500  CW  2018-10-20 1610 DL5BAW 599 I53               PA3AAV       599 022
QSO: 3500  CW  2018-10-20 1612 DL5BAW 599 I53               OK1AY        599 010
QSO: 7000  CW  2018-10-20 1614 DL5BAW 599 I53               SP3CW        599 032
QSO: 7000  CW  2018-10-20 1616 DL5BAW 599 I53               RC9S         599 032
QSO: 7000  CW  2018-10-20 1619 DL5BAW 599 I53               SP9XCN       599 038
QSO: 7000  CW  2018-10-20 1625 DL5BAW 599 I53               9A2KD        599 031
QSO: 7000  CW  2018-10-20 1626 DL5BAW 599 I53               Z35Y         599 066
QSO: 7000  CW  2018-10-20 1628 DL5BAW 599 I53               GS8VL        599 004
QSO: 7000  CW  2018-10-20 1630 DL5BAW 599 I53               RM1T         599 076
QSO: 7000  CW  2018-10-20 1631 DL5BAW 599 I53               LY5O         599 010
QSO: 7000  CW  2018-10-20 1632 DL5BAW 599 I53               EA1XT        599 123
QSO: 7000  CW  2018-10-20 1633 DL5BAW 599 I53               UA9MA        599 045
QSO: 7000  CW  2018-10-20 1634 DL5BAW 599 I53               R4IO         599 073
QSO: 7000  CW  2018-10-20 1702 DL5BAW 599 I53               RT3F         599 215
QSO: 7000  CW  2018-10-20 1704 DL5BAW 599 I53               UY5ZZ        599 188
QSO: 7000  CW  2018-10-20 1707 DL5BAW 599 I53               GU3SFN       599 063
QSO: 7000  CW  2018-10-20 1709 DL5BAW 599 I53               S51DX        599 042
QSO: 7000  CW  2018-10-20 1711 DL5BAW 599 I53               S53EO        599 065
QSO: 7000  CW  2018-10-20 1716 DL5BAW 599 I53               HG7T         599 159
QSO: 7000  CW  2018-10-20 1717 DL5BAW 599 I53               E77EA        599 091
QSO: 7000  CW  2018-10-20 1718 DL5BAW 599 I53               EW6F         599 061
QSO: 7000  CW  2018-10-20 1720 DL5BAW 599 I53               YU1ANO       599 104
QSO: 7000  CW  2018-10-20 1721 DL5BAW 599 I53               RA4AR        599 036
QSO: 7000  CW  2018-10-20 1724 DL5BAW 599 I53               LY2MM        599 109
QSO: 3500  CW  2018-10-20 1727 DL5BAW 599 I53               LY5O         599 031
QSO: 3500  CW  2018-10-20 1731 DL5BAW 599 I53               DL3RHN       599 V22
QSO: 3500  CW  2018-10-20 1733 DL5BAW 599 I53               DF4ZL        599 F16
QSO: 3500  CW  2018-10-20 1736 DL5BAW 599 I53               HB9BHG       599 092
QSO: 3500  CW  2018-10-20 1738 DL5BAW 599 I53               OR3A         599 036
QSO: 7000  PH  2018-10-20 1742 DL5BAW 59  I53               RT3F         59  285
QSO: 7000  PH  2018-10-20 1743 DL5BAW 59  I53               DB1BAC       59  I18
QSO: 7000  PH  2018-10-20 1745 DL5BAW 59  I53               YL3CW        59  125
QSO: 7000  CW  2018-10-21 0922 DL5BAW 599 I53               LY2J         599 425
QSO: 7000  CW  2018-10-21 0925 DL5BAW 599 I53               PA3AAV       599 192
QSO: 7000  CW  2018-10-21 0927 DL5BAW 599 I53               DP9A         599 Y37
QSO: 7000  CW  2018-10-21 0930 DL5BAW 599 I53               F4HMX/P      599 380
QSO: 7000  CW  2018-10-21 0932 DL5BAW 599 I53               DJ6TK        599 M03
QSO: 7000  CW  2018-10-21 0934 DL5BAW 599 I53               DL1BZA       599 Y22
QSO: 7000  CW  2018-10-21 0935 DL5BAW 599 I53               SM6NT        599 018
QSO: 28000 CW  2018-10-21 0937 DL5BAW 599 I53               DF1MM        599 I18
QSO: 21000 CW  2018-10-21 0939 DL5BAW 599 I53               RA9AP        599 471
QSO: 21000 CW  2018-10-21 0942 DL5BAW 599 I53               YQ6A         599 665
QSO: 21000 CW  2018-10-21 0943 DL5BAW 599 I53               LZ1ND        599 694
QSO: 21000 CW  2018-10-21 0947 DL5BAW 599 I53               DF1MM        599 I18
QSO: 21000 CW  2018-10-21 0948 DL5BAW 599 I53               LZ5K         599 952
QSO: 21000 CW  2018-10-21 0949 DL5BAW 599 I53               UA9CTT       599 432
