START-OF-LOG: 2.0
CATEGORY: Multi operator
CONTEST: WAG
SPECIFIC: D23
CALLSIGN: DA0CCC
CLUB: CHAOS COMPUTER CLUB
CLAIMED-SCORE: 995379
OPERATORS: DF1QR, DJ1CW, DL1REM, DO4PA, DC4LW, DD6SW, DH5DAX, DL7YRN, DL3OC, DO3BOX
QSO:  7015 CW 2018-10-20 1541 DA0CCC        599 D23  UN3M          599 009
QSO: 14248 PH 2018-10-20 1542 DA0CCC        59  D23  VY2GF         59  34
QSO:  7014 CW 2018-10-20 1542 DA0CCC        599 D23  4K6FO         599 002
QSO: 14248 PH 2018-10-20 1543 DA0CCC        59  D23  KP4ASG        59  004
QSO: 14248 PH 2018-10-20 1544 DA0CCC        59  D23  W1CTN         59  13
QSO:  3511 CW 2018-10-20 1544 DA0CCC        599 D23  DL0GEO        599 L03
QSO: 14248 PH 2018-10-20 1544 DA0CCC        59  D23  W1MKA         59  002
QSO:  3517 CW 2018-10-20 1545 DA0CCC        599 D23  YL3GAZ        599 014
QSO:  3518 CW 2018-10-20 1545 DA0CCC        599 D23  OZ0B          599 012
QSO: 14248 PH 2018-10-20 1546 DA0CCC        59  D23  WQ4O          59  000
QSO: 14248 PH 2018-10-20 1546 DA0CCC        59  D23  W6KH          59  26
QSO: 14248 PH 2018-10-20 1546 DA0CCC        59  D23  IZ3SQW        59  22
QSO:  3519 CW 2018-10-20 1546 DA0CCC        599 D23  OK7AZ         599 009
QSO: 14248 PH 2018-10-20 1547 DA0CCC        59  D23  W6BWG         59  002
QSO:  3526 CW 2018-10-20 1547 DA0CCC        599 D23  LZ5XQ         599 010
QSO: 14248 PH 2018-10-20 1547 DA0CCC        59  D23  KE8IVY        59  1
QSO: 14248 PH 2018-10-20 1548 DA0CCC        59  D23  KG4CRJ        59  005
QSO: 14248 PH 2018-10-20 1549 DA0CCC        59  D23  N8HHG         59  009
QSO: 14248 PH 2018-10-20 1549 DA0CCC        59  D23  AC8TN         59  005
QSO: 14248 PH 2018-10-20 1550 DA0CCC        59  D23  TF3DT         59  017
QSO: 14248 PH 2018-10-20 1551 DA0CCC        59  D23  N3RZL         59  004
QSO:  7012 CW 2018-10-20 1551 DA0CCC        599 D23  TA4CS         599 012
QSO:  7024 CW 2018-10-20 1552 DA0CCC        599 D23  EA3KU         599 28
QSO:  7033 CW 2018-10-20 1553 DA0CCC        599 D23  OZ7BQ         599 008
QSO: 14258 PH 2018-10-20 1554 DA0CCC        59  D23  KH6DL         59  003
QSO: 14258 PH 2018-10-20 1554 DA0CCC        59  D23  DL3CA         59  N43
QSO: 14258 PH 2018-10-20 1555 DA0CCC        59  D23  KM4WII        59  003
QSO: 14264 PH 2018-10-20 1556 DA0CCC        59  D23  RL4A          59  099
QSO: 14264 PH 2018-10-20 1556 DA0CCC        59  D23  LZ1GE         59  031
QSO: 14264 PH 2018-10-20 1557 DA0CCC        59  D23  VE3VEU        59  003
QSO: 14264 PH 2018-10-20 1557 DA0CCC        59  D23  KA1JBE        59  03
QSO: 14264 PH 2018-10-20 1558 DA0CCC        59  D23  W2XG          59  000
QSO:  3521 CW 2018-10-20 1558 DA0CCC        599 D23  PA3AAV        599 011
QSO: 14264 PH 2018-10-20 1559 DA0CCC        59  D23  LY5G          59  012
QSO:  3531 CW 2018-10-20 1559 DA0CCC        599 D23  HB9DHG        599 024
QSO: 14264 PH 2018-10-20 1559 DA0CCC        59  D23  K2KXK         59  000
QSO: 14264 PH 2018-10-20 1600 DA0CCC        59  D23  DL0AH         59  F01
QSO: 14264 PH 2018-10-20 1601 DA0CCC        59  D23  N1XVU         59  000
QSO: 14264 PH 2018-10-20 1601 DA0CCC        59  D23  NK3Y          59  024
QSO: 14264 PH 2018-10-20 1603 DA0CCC        59  D23  EA6ALZ        59  000
QSO:  7016 CW 2018-10-20 1603 DA0CCC        599 D23  OR3A          599 7
QSO: 14264 PH 2018-10-20 1603 DA0CCC        59  D23  KD2DQA        59  001
QSO: 14264 PH 2018-10-20 1604 DA0CCC        59  D23  RZ3Z          59  112
QSO:  7028 CW 2018-10-20 1604 DA0CCC        599 D23  E77EA         599 044
QSO: 14264 PH 2018-10-20 1604 DA0CCC        59  D23  IT9BDM        59  29
QSO: 14264 PH 2018-10-20 1605 DA0CCC        59  D23  KB1LV         59  002
QSO:  7034 CW 2018-10-20 1605 DA0CCC        599 D23  YO4TL         599 008
QSO: 14264 PH 2018-10-20 1605 DA0CCC        59  D23  LZ7MT         59  002
QSO:  7036 CW 2018-10-20 1606 DA0CCC        599 D23  ES2MC         599 045
QSO: 14264 PH 2018-10-20 1606 DA0CCC        59  D23  RA3YDA        59  065
QSO: 14264 PH 2018-10-20 1607 DA0CCC        59  D23  VE6LRR        59  002
QSO: 14264 PH 2018-10-20 1607 DA0CCC        59  D23  N8SDR         59  008
QSO:  7018 CW 2018-10-20 1607 DA0CCC        599 D23  9A2KD         599 009
QSO: 14264 PH 2018-10-20 1607 DA0CCC        59  D23  K0AV          59  007
QSO: 14264 PH 2018-10-20 1608 DA0CCC        59  D23  W9RTB         59  004
QSO:  7033 CW 2018-10-20 1608 DA0CCC        599 D23  HB9DAX        599 003
QSO: 14264 PH 2018-10-20 1608 DA0CCC        59  D23  YT1RK         59  010
QSO: 14264 PH 2018-10-20 1609 DA0CCC        59  D23  W9OP          59  003
QSO: 14264 PH 2018-10-20 1609 DA0CCC        59  D23  W6LG          59  011
QSO: 14264 PH 2018-10-20 1610 DA0CCC        59  D23  KD0GNF        59  000
QSO: 14264 PH 2018-10-20 1611 DA0CCC        59  D23  EA8/DJ6JJ     59  001
QSO: 14264 PH 2018-10-20 1611 DA0CCC        59  D23  KA8Q          59  19
QSO: 14264 PH 2018-10-20 1611 DA0CCC        59  D23  IZ3SQW        59  43
QSO: 14264 PH 2018-10-20 1613 DA0CCC        59  D23  K3B           59  000
QSO: 14264 PH 2018-10-20 1613 DA0CCC        59  D23  KC3EVQ        59  000
QSO: 14264 PH 2018-10-20 1614 DA0CCC        59  D23  W7QHZ         59  003
QSO: 21015 CW 2018-10-20 1614 DA0CCC        599 D23  LZ4AW         599 099
QSO: 14264 PH 2018-10-20 1614 DA0CCC        59  D23  TA2BS         59  004
QSO: 14264 PH 2018-10-20 1615 DA0CCC        59  D23  KB8VMO        59  001
QSO: 21029 CW 2018-10-20 1615 DA0CCC        599 D23  PY2NY         599 029
QSO: 14264 PH 2018-10-20 1616 DA0CCC        59  D23  NC8OS         59  000
QSO: 14264 PH 2018-10-20 1616 DA0CCC        59  D23  N7MZW         59  9
QSO: 21248 PH 2018-10-20 1616 DA0CCC        59  D23  CR3W          59  235
QSO: 14264 PH 2018-10-20 1617 DA0CCC        59  D23  N2PEQ         59  002
QSO: 14264 PH 2018-10-20 1617 DA0CCC        59  D23  KC3LOJ        59  006
QSO: 14264 PH 2018-10-20 1618 DA0CCC        59  D23  SK7K          59  002
QSO: 14264 PH 2018-10-20 1618 DA0CCC        59  D23  LZ2PS         59  055
QSO: 14264 PH 2018-10-20 1619 DA0CCC        59  D23  K2UR          59  006
QSO: 14264 PH 2018-10-20 1619 DA0CCC        59  D23  WD8TD         59  000
QSO: 28003 CW 2018-10-20 1619 DA0CCC        599 D23  YQ6A          599 144
QSO: 14264 PH 2018-10-20 1620 DA0CCC        59  D23  VE4PN         59  002
QSO: 14264 PH 2018-10-20 1620 DA0CCC        59  D23  K6YRA         59  009
QSO: 28013 CW 2018-10-20 1621 DA0CCC        599 D23  LZ5K          599 161
QSO: 28011 CW 2018-10-20 1621 DA0CCC        599 D23  YT2AAA        599 109
QSO: 14264 PH 2018-10-20 1622 DA0CCC        59  D23  KD8GXL        59  000
QSO: 14264 PH 2018-10-20 1622 DA0CCC        59  D23  YO7JBB        59  011
QSO: 28010 CW 2018-10-20 1622 DA0CCC        599 D23  DK1X          599 F35
QSO: 14264 PH 2018-10-20 1622 DA0CCC        59  D23  VE4PDX        59  009
QSO: 14264 PH 2018-10-20 1623 DA0CCC        59  D23  K7RI          59  001
QSO: 14264 PH 2018-10-20 1623 DA0CCC        59  D23  AA7UN         59  006
QSO: 14264 PH 2018-10-20 1624 DA0CCC        59  D23  AA0AO         59  005
QSO: 14264 PH 2018-10-20 1624 DA0CCC        59  D23  KC2JRQ        59  002
QSO: 14264 PH 2018-10-20 1626 DA0CCC        59  D23  K7MZM         59  002
QSO: 21017 CW 2018-10-20 1626 DA0CCC        599 D23  YU1ANO        599 044
QSO: 14201 PH 2018-10-20 1629 DA0CCC        59  D23  DK0HF         59  N08
QSO: 14188 PH 2018-10-20 1629 DA0CCC        59  D23  DP5N          59  N41
QSO: 14195 PH 2018-10-20 1630 DA0CCC        59  D23  DJ5AN         59  I08
QSO: 14192 PH 2018-10-20 1631 DA0CCC        59  D23  FY/DL5FAB     59  055
QSO:  3519 CW 2018-10-20 1632 DA0CCC        599 D23  OE8TED        599 075
QSO: 14211 PH 2018-10-20 1633 DA0CCC        59  D23  DJ8OG         59  C25
QSO:  3529 CW 2018-10-20 1633 DA0CCC        599 D23  S57DX         599 025
QSO:  3524 CW 2018-10-20 1635 DA0CCC        599 D23  SM0LPO        599 041
QSO: 21245 PH 2018-10-20 1635 DA0CCC        59  D23  PY5QW         59  103
QSO:  3530 CW 2018-10-20 1636 DA0CCC        599 D23  RK9LWA        599 004
QSO: 21233 PH 2018-10-20 1637 DA0CCC        59  D23  PY5ZD         59  024
QSO:  3533 CW 2018-10-20 1638 DA0CCC        599 D23  EV5A          599 044
QSO: 21201 PH 2018-10-20 1638 DA0CCC        59  D23  KC1XX         59  276
QSO: 21014 CW 2018-10-20 1639 DA0CCC        599 D23  DK1X          599 F35
QSO: 21026 CW 2018-10-20 1640 DA0CCC        599 D23  DK7A          599 Q05
QSO:  3504 CW 2018-10-20 1641 DA0CCC        599 D23  HZ1FI         599 040
QSO: 21035 CW 2018-10-20 1641 DA0CCC        599 D23  DP6T          599 F49
QSO:  3527 CW 2018-10-20 1643 DA0CCC        599 D23  SO100N        599 56
QSO: 21015 CW 2018-10-20 1643 DA0CCC        599 D23  K8MFO         599 101
QSO:  7161 PH 2018-10-20 1646 DA0CCC        59  D23  PA9M          59  072
QSO: 14025 CW 2018-10-20 1646 DA0CCC        599 D23  EA7KB         599 019
QSO: 14055 CW 2018-10-20 1647 DA0CCC        599 D23  Z33RW         599 91
QSO:  7188 PH 2018-10-20 1647 DA0CCC        59  D23  DK0BM         59  C04
QSO:  7187 PH 2018-10-20 1648 DA0CCC        59  D23  SE3X          59  088
QSO:  7184 PH 2018-10-20 1648 DA0CCC        59  D23  YL3CW         59  077
QSO:  7180 PH 2018-10-20 1648 DA0CCC        59  D23  HB2C          59  101
QSO: 14034 CW 2018-10-20 1649 DA0CCC        599 D23  E74X          599 038
QSO: 14042 CW 2018-10-20 1650 DA0CCC        599 D23  HG8C          599 093
QSO:  7155 PH 2018-10-20 1650 DA0CCC        59  D23  TA4CS         59  054
QSO: 14015 CW 2018-10-20 1651 DA0CCC        599 D23  OL6P          599 018
QSO:  7148 PH 2018-10-20 1651 DA0CCC        59  D23  UY5ZZ         59  167
QSO: 14031 CW 2018-10-20 1651 DA0CCC        599 D23  HB9DHG        599 055
QSO: 14027 CW 2018-10-20 1653 DA0CCC        599 D23  M0IHT         599 009
QSO:  3513 CW 2018-10-20 1657 DA0CCC        599 D23  LY4L          599 141
QSO:  3522 CW 2018-10-20 1658 DA0CCC        599 D23  RA3RLJ        599 010
QSO:  3514 CW 2018-10-20 1658 DA0CCC        599 D23  UT3V          599 019
QSO: 14205 PH 2018-10-20 1700 DA0CCC        59  D23  EA6/DK5IR     59  126
QSO: 14169 PH 2018-10-20 1702 DA0CCC        59  D23  DK0FR         59  A05
QSO: 14196 PH 2018-10-20 1703 DA0CCC        59  D23  DF2F          59  L06
QSO: 14207 PH 2018-10-20 1703 DA0CCC        59  D23  DG9SEH        59  P47
QSO: 14251 PH 2018-10-20 1705 DA0CCC        59  D23  CR3W          59  367
QSO: 14257 PH 2018-10-20 1705 DA0CCC        59  D23  DL0GL         59  L03
QSO: 14241 PH 2018-10-20 1705 DA0CCC        59  D23  DK5DQ         59  O32
QSO:  3768 PH 2018-10-20 1709 DA0CCC        59  D23  HB0/DL1GLO    59  076
QSO: 14034 CW 2018-10-20 1710 DA0CCC        599 D23  AA3B          599 220
QSO: 14034 CW 2018-10-20 1711 DA0CCC        599 D23  E74Y          599 095
QSO: 14034 CW 2018-10-20 1711 DA0CCC        599 D23  K9NW          599 91
QSO: 14034 CW 2018-10-20 1712 DA0CCC        599 D23  K2ZR          599 009
QSO: 14034 CW 2018-10-20 1713 DA0CCC        599 D23  N2NC          599 008
QSO: 14034 CW 2018-10-20 1714 DA0CCC        599 D23  W2CDO         599 20
QSO: 14034 CW 2018-10-20 1714 DA0CCC        599 D23  W5GN          599 94
QSO: 14034 CW 2018-10-20 1715 DA0CCC        599 D23  K3IE          599 53
QSO: 14034 CW 2018-10-20 1715 DA0CCC        599 D23  N2KW          599 168
QSO: 14034 CW 2018-10-20 1715 DA0CCC        599 D23  W2LE          599 88
QSO: 14034 CW 2018-10-20 1716 DA0CCC        599 D23  EA5ITT        599 121
QSO: 14035 CW 2018-10-20 1717 DA0CCC        599 D23  PD7CJT        599 008
QSO: 14035 CW 2018-10-20 1717 DA0CCC        599 D23  LZ4AA         599 142
QSO: 14035 CW 2018-10-20 1718 DA0CCC        599 D23  LZ1VKD        599 046
QSO: 14035 CW 2018-10-20 1718 DA0CCC        599 D23  VE3ICV        599 7
QSO: 14035 CW 2018-10-20 1719 DA0CCC        599 D23  K0NM          599 7
QSO: 14035 CW 2018-10-20 1720 DA0CCC        599 D23  K1ZZ          599 150
QSO: 14035 CW 2018-10-20 1720 DA0CCC        599 D23  AC7JW         599 045
QSO: 14035 CW 2018-10-20 1721 DA0CCC        599 D23  W7TX          599 016
QSO: 14035 CW 2018-10-20 1721 DA0CCC        599 D23  KC0W          599 20
QSO: 14035 CW 2018-10-20 1721 DA0CCC        599 D23  YO9AGI        599 046
QSO: 14035 CW 2018-10-20 1722 DA0CCC        599 D23  KM4SII        599 23
QSO: 14035 CW 2018-10-20 1722 DA0CCC        599 D23  VO1AW         599 69
QSO: 14035 CW 2018-10-20 1723 DA0CCC        599 D23  YO2CEQ        599 34
QSO: 14035 CW 2018-10-20 1724 DA0CCC        599 D23  LZ2PS         599 090
QSO: 14035 CW 2018-10-20 1724 DA0CCC        599 D23  DL8QS         599 I30
QSO: 14035 CW 2018-10-20 1725 DA0CCC        599 D23  KR2AA         599 037
QSO: 14035 CW 2018-10-20 1725 DA0CCC        599 D23  K4XU          599 7
QSO: 14035 CW 2018-10-20 1726 DA0CCC        599 D23  NK3Y          599 062
QSO: 14035 CW 2018-10-20 1727 DA0CCC        599 D23  LZ2RS         599 105
QSO: 14035 CW 2018-10-20 1727 DA0CCC        599 D23  IT9NAN        599 046
QSO: 14035 CW 2018-10-20 1727 DA0CCC        599 D23  UT0CK         599 010
QSO: 14035 CW 2018-10-20 1728 DA0CCC        599 D23  ZA1F          599 045
QSO: 14035 CW 2018-10-20 1729 DA0CCC        599 D23  K3DQB         599 016
QSO: 14035 CW 2018-10-20 1729 DA0CCC        599 D23  K0EA          599 75
QSO: 14035 CW 2018-10-20 1730 DA0CCC        599 D23  EA7AAW        599 52
QSO: 14035 CW 2018-10-20 1730 DA0CCC        599 D23  K7INA         599 014
QSO: 14035 CW 2018-10-20 1731 DA0CCC        599 D23  KA3BMU        599 25
QSO: 14035 CW 2018-10-20 1731 DA0CCC        599 D23  YL7X          599 162
QSO: 14035 CW 2018-10-20 1732 DA0CCC        599 D23  Z35F          599 006
QSO: 14035 CW 2018-10-20 1732 DA0CCC        599 D23  K5QR          599 041
QSO: 14035 CW 2018-10-20 1735 DA0CCC        599 D23  LZ5B          599 002
QSO:  3715 PH 2018-10-20 1735 DA0CCC        59  D23  TM2F          59  088
QSO: 14035 CW 2018-10-20 1735 DA0CCC        599 D23  WO9D          599 11
QSO: 14035 CW 2018-10-20 1736 DA0CCC        599 D23  DL1YCF        599 K16
QSO: 14035 CW 2018-10-20 1737 DA0CCC        599 D23  DL1DSW        599 S04
QSO: 14035 CW 2018-10-20 1737 DA0CCC        599 D23  K2WK          599 33
QSO:  3767 PH 2018-10-20 1738 DA0CCC        59  D23  9A5Y          59  082
QSO: 14035 CW 2018-10-20 1738 DA0CCC        599 D23  EA5YU         599 050
QSO: 14035 CW 2018-10-20 1739 DA0CCC        599 D23  HA8EN         599 059
QSO: 14035 CW 2018-10-20 1740 DA0CCC        599 D23  DR7T          599 O47
QSO: 14035 CW 2018-10-20 1741 DA0CCC        599 D23  DJ5MO         599 I43
QSO: 14035 CW 2018-10-20 1742 DA0CCC        599 D23  DK7A          599 Q05
QSO:  7156 PH 2018-10-20 1745 DA0CCC        59  D23  R6DBT         59  003
QSO:  7156 PH 2018-10-20 1745 DA0CCC        59  D23  UA1D          59  024
QSO:  7156 PH 2018-10-20 1746 DA0CCC        59  D23  4J4K          59  040
QSO:  7156 PH 2018-10-20 1746 DA0CCC        59  D23  LZ1DM         59  009
QSO:  7156 PH 2018-10-20 1746 DA0CCC        59  D23  EW8DX         59  132
QSO:  7156 PH 2018-10-20 1747 DA0CCC        59  D23  R2AB          59  161
QSO:  7156 PH 2018-10-20 1748 DA0CCC        59  D23  UX3IT         59  050
QSO:  7026 CW 2018-10-20 1752 DA0CCC        599 D23  EW8OM         599 091
QSO:  7026 CW 2018-10-20 1752 DA0CCC        599 D23  LY2BKT        599 118
QSO:  7026 CW 2018-10-20 1753 DA0CCC        599 D23  RT3F          599 300
QSO:  7026 CW 2018-10-20 1753 DA0CCC        599 D23  LY2MC         599 31
QSO:  7026 CW 2018-10-20 1754 DA0CCC        599 D23  R7MM          599 169
QSO:  7026 CW 2018-10-20 1754 DA0CCC        599 D23  RM6Y          599 019
QSO:  7026 CW 2018-10-20 1755 DA0CCC        599 D23  R4WT          599 023
QSO:  7026 CW 2018-10-20 1755 DA0CCC        599 D23  RA3XCZ        599 052
QSO:  7026 CW 2018-10-20 1756 DA0CCC        599 D23  YL2NK         599 037
QSO:  7026 CW 2018-10-20 1756 DA0CCC        599 D23  LZ7Y          599 91
QSO:  7026 CW 2018-10-20 1757 DA0CCC        599 D23  UA4Z          599 29
QSO:  7026 CW 2018-10-20 1757 DA0CCC        599 D23  RT3O          599 019
QSO:  7026 CW 2018-10-20 1758 DA0CCC        599 D23  RX3VF         599 038
QSO:  7026 CW 2018-10-20 1758 DA0CCC        599 D23  LA7NFA        599 17
QSO:  7026 CW 2018-10-20 1758 DA0CCC        599 D23  YL3IZ         599 144
QSO:  7026 CW 2018-10-20 1759 DA0CCC        599 D23  LZ4AA         599 180
QSO:  7026 CW 2018-10-20 1800 DA0CCC        599 D23  LY2AJ         599 135
QSO:  7026 CW 2018-10-20 1800 DA0CCC        599 D23  RO5X          599 086
QSO:  7026 CW 2018-10-20 1801 DA0CCC        599 D23  UA9ZZ         599 021
QSO:  7026 CW 2018-10-20 1802 DA0CCC        599 D23  LZ3BF         599 032
QSO:  7026 CW 2018-10-20 1802 DA0CCC        599 D23  YL7X          599 190
QSO:  7026 CW 2018-10-20 1802 DA0CCC        599 D23  F6AUS         599 030
QSO:  7026 CW 2018-10-20 1803 DA0CCC        599 D23  UB4W          599 008
QSO:  7026 CW 2018-10-20 1804 DA0CCC        599 D23  HA1AS         599 035
QSO:  7026 CW 2018-10-20 1805 DA0CCC        599 D23  RK3P          599 97
QSO:  7026 CW 2018-10-20 1805 DA0CCC        599 D23  UA6CC         599 196
QSO:  7026 CW 2018-10-20 1806 DA0CCC        599 D23  OM7LW         599 072
QSO:  7026 CW 2018-10-20 1807 DA0CCC        599 D23  OM8VL         599 53
QSO:  7026 CW 2018-10-20 1807 DA0CCC        599 D23  RN4SC         599 055
QSO:  7026 CW 2018-10-20 1808 DA0CCC        599 D23  LZ9V          599 104
QSO:  7026 CW 2018-10-20 1808 DA0CCC        599 D23  R4HC          599 181
QSO:  7026 CW 2018-10-20 1809 DA0CCC        599 D23  R4LR          599 161
QSO:  7026 CW 2018-10-20 1809 DA0CCC        599 D23  EW1TZ         599 102
QSO:  7026 CW 2018-10-20 1810 DA0CCC        599 D23  UA3QGT        599 187
QSO:  7026 CW 2018-10-20 1810 DA0CCC        599 D23  HG1G          599 078
QSO:  7026 CW 2018-10-20 1811 DA0CCC        599 D23  EU4U          599 016
QSO:  7026 CW 2018-10-20 1812 DA0CCC        599 D23  UX3HX         599 015
QSO:  7026 CW 2018-10-20 1813 DA0CCC        599 D23  UA3UAD        599 015
QSO:  7026 CW 2018-10-20 1813 DA0CCC        599 D23  EU8F          599 075
QSO:  7026 CW 2018-10-20 1813 DA0CCC        599 D23  YL2JR         599 25
QSO:  7026 CW 2018-10-20 1814 DA0CCC        599 D23  EW8DX         599 161
QSO:  7026 CW 2018-10-20 1814 DA0CCC        599 D23  YO3LW         599 189
QSO:  7026 CW 2018-10-20 1815 DA0CCC        599 D23  YO2LAN        599 016
QSO:  7026 CW 2018-10-20 1815 DA0CCC        599 D23  RV3MR         599 011
QSO:  7026 CW 2018-10-20 1816 DA0CCC        599 D23  F4VSQ         599 041
QSO:  7026 CW 2018-10-20 1817 DA0CCC        599 D23  LZ2CH         599 039
QSO:  7026 CW 2018-10-20 1817 DA0CCC        599 D23  YL1S          599 210
QSO:  7026 CW 2018-10-20 1818 DA0CCC        599 D23  UA9MA         599 150
QSO:  7026 CW 2018-10-20 1819 DA0CCC        599 D23  SM5CIL        599 013
QSO:  7026 CW 2018-10-20 1819 DA0CCC        599 D23  LZ7DX         599 155
QSO:  7026 CW 2018-10-20 1820 DA0CCC        599 D23  R4CP/6        599 108
QSO:  7026 CW 2018-10-20 1820 DA0CCC        599 D23  UN7LDR        599 041
QSO:  7026 CW 2018-10-20 1821 DA0CCC        599 D23  OH2VZ         599 88
