START-OF-LOG: 2.0
CATEGORY: Single operator, CW, high power
CONTEST: WAG
CALLSIGN: K8MFO
CLUB: East Lansing DX Club
CLAIMED-SCORE: 163875
OPERATORS: K8MFO
CREATED-BY: N1MM Logger+ 1.0.7283.0, modified by DXHF upload.
QSO: 14002 CW 2018-10-20 1500 K8MFO         599 001  DL2F          599 F07
QSO: 14004 CW 2018-10-20 1500 K8MFO         599 002  DL1WA         599 X28
QSO: 14012 CW 2018-10-20 1501 K8MFO         599 003  DL5FU         599 Z91
QSO: 14014 CW 2018-10-20 1502 K8MFO         599 004  DL5JQ         599 L05
QSO: 14015 CW 2018-10-20 1504 K8MFO         599 005  DQ7Y          599 B19
QSO: 14017 CW 2018-10-20 1504 K8MFO         599 006  DL1YCF        599 K16
QSO: 14019 CW 2018-10-20 1505 K8MFO         599 007  DL4A          599 P55
QSO: 14024 CW 2018-10-20 1506 K8MFO         599 008  DL4CF         599 F71
QSO: 14025 CW 2018-10-20 1507 K8MFO         599 009  DA0Y          599 P29
QSO: 14026 CW 2018-10-20 1508 K8MFO         599 010  DL2ZBO        599 NM
QSO: 14031 CW 2018-10-20 1509 K8MFO         599 011  DL0MBG        599 X16
QSO: 14032 CW 2018-10-20 1509 K8MFO         599 012  DJ5MO         599 I43
QSO: 14033 CW 2018-10-20 1510 K8MFO         599 013  DL8MKG        599 W13
QSO: 14047 CW 2018-10-20 1513 K8MFO         599 014  DL6ZB         599 U73
QSO: 14048 CW 2018-10-20 1514 K8MFO         599 015  DK200MARX     599 200KM
QSO: 14011 CW 2018-10-20 1516 K8MFO         599 016  DL2DX         599 S07
QSO: 14011 CW 2018-10-20 1517 K8MFO         599 017  DL0LU         599 K06
QSO: 14013 CW 2018-10-20 1518 K8MFO         599 018  DK1X          599 F35
QSO: 14020 CW 2018-10-20 1519 K8MFO         599 019  DF4XX         599 E38
QSO: 14021 CW 2018-10-20 1520 K8MFO         599 020  DL6UD         599 Y28
QSO: 14022 CW 2018-10-20 1522 K8MFO         599 021  DJ9DZ         599 N06
QSO: 14022 CW 2018-10-20 1523 K8MFO         599 022  DH7KU         599 C28
QSO: 14024 CW 2018-10-20 1523 K8MFO         599 023  DL0MFX        599 MF
QSO: 14028 CW 2018-10-20 1524 K8MFO         599 024  DL8QS         599 I30
QSO: 14029 CW 2018-10-20 1525 K8MFO         599 025  DF4UM         599 P07
QSO: 14035 CW 2018-10-20 1526 K8MFO         599 026  DF6PB         599 K14
QSO: 14038 CW 2018-10-20 1527 K8MFO         599 027  DL0GX         599 N40
QSO: 14039 CW 2018-10-20 1528 K8MFO         599 028  DA0RC         599 DARC
QSO: 21023 CW 2018-10-20 1530 K8MFO         599 029  DL6UHA        599 Y27
QSO: 21011 CW 2018-10-20 1531 K8MFO         599 030  DL5FU         599 Z91
QSO: 21020 CW 2018-10-20 1532 K8MFO         599 031  DJ8RS         599 V06
QSO: 21026 CW 2018-10-20 1533 K8MFO         599 032  DL0XM         599 S41
QSO: 21032 CW 2018-10-20 1534 K8MFO         599 033  DK5DQ         599 O32
QSO: 21033 CW 2018-10-20 1534 K8MFO         599 034  DJ9AO         599 X22
QSO: 21035 CW 2018-10-20 1534 K8MFO         599 035  DQ1V          599 V19
QSO: 21006 CW 2018-10-20 1536 K8MFO         599 036  DL7AT         599 E38
QSO: 21005 CW 2018-10-20 1537 K8MFO         599 037  DL6UD         599 Y28
QSO: 21005 CW 2018-10-20 1537 K8MFO         599 038  DK5GB         599 P24
QSO: 21005 CW 2018-10-20 1538 K8MFO         599 039  DM3XI         599 X10
QSO: 21010 CW 2018-10-20 1539 K8MFO         599 040  DL1DSW        599 S04
QSO: 21013 CW 2018-10-20 1540 K8MFO         599 041  DL0GL         599 L03
QSO: 21028 CW 2018-10-20 1543 K8MFO         599 042  DL5JS         599 R01
QSO: 21045 CW 2018-10-20 1544 K8MFO         599 043  DL9MFY        599 C12
QSO: 21017 CW 2018-10-20 1547 K8MFO         599 044  DM4MN         599 R03
QSO: 21032 CW 2018-10-20 1549 K8MFO         599 045  DH7KU         599 C28
QSO: 21032 CW 2018-10-20 1550 K8MFO         599 046  DL0UM         599 O39
QSO: 21032 CW 2018-10-20 1550 K8MFO         599 047  DL9GFB        599 V06
QSO: 21032 CW 2018-10-20 1550 K8MFO         599 048  DL5RJ         599 U14
QSO: 21032 CW 2018-10-20 1551 K8MFO         599 049  DJ2IA         599 F43
QSO: 21032 CW 2018-10-20 1552 K8MFO         599 050  DL2RTU        599 Y11
QSO: 21032 CW 2018-10-20 1553 K8MFO         599 051  DL1ATZ        599 X23
QSO: 21032 CW 2018-10-20 1553 K8MFO         599 052  DK4PL         599 S05
QSO: 21032 CW 2018-10-20 1557 K8MFO         599 053  DK3DUA        599 S07
QSO: 21032 CW 2018-10-20 1558 K8MFO         599 054  DL3DTH        599 S07
QSO: 21032 CW 2018-10-20 1558 K8MFO         599 055  DK5KK         599 L05
QSO: 21032 CW 2018-10-20 1559 K8MFO         599 056  DL4TJ         599 P36
QSO: 21032 CW 2018-10-20 1600 K8MFO         599 057  DK2TC         599 G08
QSO: 21032 CW 2018-10-20 1600 K8MFO         599 058  DL8UIL        599 Y24
QSO: 21032 CW 2018-10-20 1603 K8MFO         599 059  DL1WA         599 X28
QSO: 21032 CW 2018-10-20 1604 K8MFO         599 060  DK5SF         599 Z46
QSO: 21032 CW 2018-10-20 1605 K8MFO         599 061  DL1AZK        599 X62
QSO: 21032 CW 2018-10-20 1605 K8MFO         599 062  DL8FCK        599 F49
QSO: 21032 CW 2018-10-20 1606 K8MFO         599 063  DL2ANM        599 X41
QSO: 21032 CW 2018-10-20 1606 K8MFO         599 064  DK9OY         599 H32
QSO: 21032 CW 2018-10-20 1608 K8MFO         599 065  DL3DRN        599 S27
QSO: 21032 CW 2018-10-20 1609 K8MFO         599 066  DL2FQ         599 F16
QSO: 21032 CW 2018-10-20 1609 K8MFO         599 067  DF7DR         599 P37
QSO: 21032 CW 2018-10-20 1610 K8MFO         599 068  DK2HZ         599 P11
QSO: 21032 CW 2018-10-20 1611 K8MFO         599 069  DM3PKK        599 B14
QSO: 21032 CW 2018-10-20 1611 K8MFO         599 070  DK5EQ         599 O27
QSO: 21032 CW 2018-10-20 1612 K8MFO         599 071  DL9GCG        599 P03
QSO: 21032 CW 2018-10-20 1613 K8MFO         599 072  DL6AG         599 S44
QSO: 21032 CW 2018-10-20 1613 K8MFO         599 073  DL3ARK        599 X36
QSO: 21032 CW 2018-10-20 1614 K8MFO         599 074  DF2AJ         599 P51
QSO: 21032 CW 2018-10-20 1615 K8MFO         599 075  DL6FBK        599 F29
QSO: 21032 CW 2018-10-20 1615 K8MFO         599 076  DM3M          599 Q01
QSO: 21032 CW 2018-10-20 1616 K8MFO         599 077  DL5ARM        599 X33
QSO: 21032 CW 2018-10-20 1616 K8MFO         599 078  DM5A          599 S02
QSO: 21032 CW 2018-10-20 1619 K8MFO         599 079  DL6RAI        599 U08
