START-OF-LOG: 3.0
CATEGORY: Multi operator
CONTEST: WAG
SPECIFIC: N40
CALLSIGN: DL0GX
CLAIMED-SCORE: 393260
CREATED-BY: UcxLog 7.87, modified by DXHF upload.
OPERATORS: DK8QU DJ0SP
CLUB: OV VELEN
QSO:  3500 CW 2018-10-14 1409 DL0GX         599 N40    DK8QU         599 N40
QSO: 14000 CW 2018-10-20 1501 DL0GX         599 N40    DL8QS         599 I30
QSO: 14000 CW 2018-10-20 1503 DL0GX         599 N40    LZ4AW         599 3
QSO: 14000 CW 2018-10-20 1503 DL0GX         599 N40    LZ2FM         599 3
QSO: 14000 CW 2018-10-20 1504 DL0GX         599 N40    R7MM          599 8
QSO: 14000 CW 2018-10-20 1505 DL0GX         599 N40    E74Y          599 3
QSO: 14000 CW 2018-10-20 1506 DL0GX         599 N40    UA3QGT        599 8
QSO: 14000 CW 2018-10-20 1507 DL0GX         599 N40    LZ9R          599 7
QSO: 14000 CW 2018-10-20 1507 DL0GX         599 N40    UT7NW         599 8
QSO: 14000 CW 2018-10-20 1520 DL0GX         599 N40    R1AT          599 19
QSO: 14000 CW 2018-10-20 1521 DL0GX         599 N40    DL3DTH        599 S07
QSO: 14000 CW 2018-10-20 1522 DL0GX         599 N40    N4AF          599 23
QSO: 14000 CW 2018-10-20 1524 DL0GX         599 N40    RA3VX         599 14
QSO: 14000 CW 2018-10-20 1524 DL0GX         599 N40    RG3B          599 10
QSO: 14000 CW 2018-10-20 1525 DL0GX         599 N40    UT4LW47       599 U
QSO: 14000 CW 2018-10-20 1525 DL0GX         599 N40    US7IY         599 10
QSO: 14000 CW 2018-10-20 1526 DL0GX         599 N40    UA6LY         599 16
QSO: 14000 CW 2018-10-20 1526 DL0GX         599 N40    W5GN          599 17
QSO: 14000 CW 2018-10-20 1526 DL0GX         599 N40    KU7T          599 21
QSO: 14000 CW 2018-10-20 1527 DL0GX         599 N40    RA1QX         599 13
QSO: 14000 CW 2018-10-20 1527 DL0GX         599 N40    K8MFO         599 27
QSO: 14000 CW 2018-10-20 1528 DL0GX         599 N40    YO4NF         599 23
QSO: 14000 CW 2018-10-20 1529 DL0GX         599 N40    YO4CAI        599 9
QSO: 14000 CW 2018-10-20 1529 DL0GX         599 N40    K9MA          599 24
QSO: 14000 CW 2018-10-20 1529 DL0GX         599 N40    RA1TU         599 16
QSO: 14000 CW 2018-10-20 1531 DL0GX         599 N40    RK3T          599 27
QSO: 14000 CW 2018-10-20 1532 DL0GX         599 N40    YL3IZ         599 32
QSO: 14000 CW 2018-10-20 1532 DL0GX         599 N40    R1QE          599 14
QSO: 14000 CW 2018-10-20 1533 DL0GX         599 N40    N7WY          599 10
QSO: 14000 CW 2018-10-20 1534 DL0GX         599 N40    PD7CJT        599 3
QSO: 14000 CW 2018-10-20 1534 DL0GX         599 N40    UY5D          599 39
QSO: 14000 CW 2018-10-20 1534 DL0GX         599 N40    UA6GO         599 27
QSO: 14000 CW 2018-10-20 1535 DL0GX         599 N40    LA2US         599 25
QSO: 14000 CW 2018-10-20 1536 DL0GX         599 N40    UA6CC         599 05
QSO: 14000 CW 2018-10-20 1536 DL0GX         599 N40    VE1OP         599 21
QSO: 14000 CW 2018-10-20 1537 DL0GX         599 N40    R3QA          599 52
QSO: 14000 CW 2018-10-20 1537 DL0GX         599 N40    LZ2PS         599 20
QSO: 14000 CW 2018-10-20 1538 DL0GX         599 N40    W1FM          599 10
