START-OF-LOG: 3.0
CREATED-BY: vhfmanager-downloader
CONTEST: ALPE ADRIA VHF - Official results - VHFManager
CALLSIGN: OK6RA
CATEGORY: 145 MHz - fixed and portable stations /max. PWR : 50W OUTPUT
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 144300 PH 2022-08-07 0700 OK6RA         59  1 JO60TP   OM3W          59  49 JN99CH 
QSO: 144300 PH 2022-08-07 0701 OK6RA         59  2 JO60TP   OK1KCR        59  1 JN79VS  
QSO: 144300 PH 2022-08-07 0702 OK6RA         59  3 JO60TP   OK1KJO        59  3 JO60OK  
QSO: 144300 PH 2022-08-07 0703 OK6RA         59  4 JO60TP   OE1W          59  37 JN77TX 
QSO: 144300 PH 2022-08-07 0703 OK6RA         59  5 JO60TP   OE1ILW/P      59  35 JN77XX 
QSO: 144300 PH 2022-08-07 0704 OK6RA         59  6 JO60TP   OK7O          59  57 JN69OU 
QSO: 144300 PH 2022-08-07 0705 OK6RA         59  7 JO60TP   OE3FKS/P      59  39 JN78JM 
QSO: 144300 PH 2022-08-07 0706 OK6RA         59  8 JO60TP   OE/OL0M       59  34 JN77VS 
QSO: 144300 PH 2022-08-07 0708 OK6RA         59  9 JO60TP   OK1DUG        59  3 JO60WP  
QSO: 144300 PH 2022-08-07 0710 OK6RA         59  10 JO60TP  S59DEM        59  120 JN75DS
QSO: 144300 PH 2022-08-07 0714 OK6RA         59  11 JO60TP  OK1SMY        59  6 JO60RF  
QSO: 144300 PH 2022-08-07 0715 OK6RA         59  12 JO60TP  DL0HAL        59  8 JO51UI  
QSO: 144300 PH 2022-08-07 0715 OK6RA         59  13 JO60TP  OL1B          59  31 JO80IB 
QSO: 144300 PH 2022-08-07 0716 OK6RA         59  14 JO60TP  OK1DXD        59  7 JN79IX  
QSO: 144300 PH 2022-08-07 0716 OK6RA         59  15 JO60TP  OK3DM         59  6 JN79BV  
QSO: 144300 PH 2022-08-07 0717 OK6RA         59  16 JO60TP  OK1KWV        59  7 JN79EJ  
QSO: 144300 PH 2022-08-07 0720 OK6RA         59  17 JO60TP  OL1C          59  1 JO60UQ  
QSO: 144300 PH 2022-08-07 0720 OK6RA         59  18 JO60TP  OK1RDO        59  35 JN69KL 
QSO: 144300 PH 2022-08-07 0720 OK6RA         59  19 JO60TP  OK1TRW        59  6 JO70HC  
