START-OF-LOG: 3.0
CREATED-BY: vhfmanager-downloader
CONTEST: ALPE ADRIA VHF - Official results - VHFManager
CALLSIGN: 9A2QG
CATEGORY: 145 MHz - fixed and portable stations /max. PWR : 50W OUTPUT
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 144300 PH 2014-08-03 0701 9A2QG         59  1 JN95EH   S50G          59  4 JN76JC  
QSO: 144300 PH 2014-08-03 0706 9A2QG         59  2 JN95EH   9A1CSB        59  8 JN95AD  
QSO: 144300 PH 2014-08-03 0707 9A2QG         59  3 JN95EH   9A1E          59  8 JN85QT  
QSO: 144300 PH 2014-08-03 0709 9A2QG         59  4 JN95EH   S59P          59  14 JN86AO 
QSO: 144300 PH 2014-08-03 0711 9A2QG         59  5 JN95EH   S57O          59  20 JN86DT 
QSO: 144300 PH 2014-08-03 0712 9A2QG         59  6 JN95EH   HA2R          59  23 JN87UE 
QSO: 144100 CW 2014-08-03 0720 9A2QG         599 7 JN95EH   SN9D          599 43 JO90PP 
QSO: 144300 PH 2014-08-03 0723 9A2QG         59  8 JN95EH   HA6W          59  35 KN08FB 
QSO: 144300 PH 2014-08-03 0729 9A2QG         59  9 JN95EH   S59DEM        59  57 JN75DS 
QSO: 144300 PH 2014-08-03 0733 9A2QG         59  10 JN95EH  OE6KME/P      59  33 JN76UV 
QSO: 144300 PH 2014-08-03 0741 9A2QG         59  11 JN95EH  S59R          59  57 JN76OM 
QSO: 144100 CW 2014-08-03 0743 9A2QG         599 12 JN95EH  S51ZO         599 22 JN86DR 
QSO: 144100 CW 2014-08-03 0745 9A2QG         599 13 JN95EH  HA7MB         599 13 KN07BM 
QSO: 144100 CW 2014-08-03 0750 9A2QG         599 14 JN95EH  9A0V          599 25 JN95PE 
QSO: 144100 CW 2014-08-03 0751 9A2QG         599 15 JN95EH  9A1N          599 28 JN85LI 
QSO: 144300 PH 2014-08-03 0759 9A2QG         59  16 JN95EH  E76AA         59  43 JN84SG 
QSO: 144300 PH 2014-08-03 0802 9A2QG         59  17 JN95EH  OE1W          59  93 JN77TX 
QSO: 144300 PH 2014-08-03 0809 9A2QG         59  18 JN95EH  OK1IA         59  65 JN89EJ 
QSO: 144300 PH 2014-08-03 0819 9A2QG         59  19 JN95EH  9A1CMS        59  40 JN86DM 
