START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: IARU-HF
CALLSIGN: HB9EBC
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: HB9EBC
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for IARU-HF ARRL/iaru_hf_world_championship/2022.
QSO: 21009 CW 2022-07-09 1201 HB9EBC        599 28 OZ1HQ         599 EDR
QSO: 21008 CW 2022-07-09 1205 HB9EBC        599 28 LN2HQ         599 NRRL
QSO: 21011 CW 2022-07-09 1212 HB9EBC        599 28 OP0HQ         599 UBA
QSO: 21012 CW 2022-07-09 1212 HB9EBC        599 28 R3ZZ          599 29
QSO: 21013 CW 2022-07-09 1213 HB9EBC        599 28 RK3ER         599 29
QSO: 21013 CW 2022-07-09 1215 HB9EBC        599 28 YT0HQ         599 SRS
QSO: 21017 CW 2022-07-09 1236 HB9EBC        599 28 TM0HQ         599 REF
QSO: 21021 CW 2022-07-09 1238 HB9EBC        599 28 EW5A          599 29
QSO: 21022 CW 2022-07-09 1243 HB9EBC        599 28 HG0HQ         599 MRASZ
QSO: 21022 CW 2022-07-09 1245 HB9EBC        599 28 GR2HQ         599 RSGB
QSO: 21026 CW 2022-07-09 1247 HB9EBC        599 28 YR0HQ         599 FRR
QSO: 21027 CW 2022-07-09 1249 HB9EBC        599 28 OM3CW         599 28
QSO: 21028 CW 2022-07-09 1249 HB9EBC        599 28 OE0HQ         599 OV
QSO: 21029 CW 2022-07-09 1251 HB9EBC        599 28 OY1CT         599 FRA
QSO: 21000 CW 2022-07-09 1256 HB9EBC        599 28 SN0HQ         599 PZK
QSO: 21032 CW 2022-07-09 1258 HB9EBC        599 28 RM9I          599 31
QSO: 21034 CW 2022-07-09 1259 HB9EBC        599 28 MD2C          599 27
QSO: 21034 CW 2022-07-09 1301 HB9EBC        599 28 G4IIY         599 27
QSO: 21039 CW 2022-07-09 1433 HB9EBC        599 28 JA6GCE        599 45
QSO: 21047 CW 2022-07-09 1514 HB9EBC        599 28 OH1F          599 18
QSO: 21000 CW 2022-07-09 1519 HB9EBC        599 28 OH2HQ         599 SRAL
QSO: 21003 CW 2022-07-09 1522 HB9EBC        599 28 LZ0HQ         599 BFRA
QSO: 21000 CW 2022-07-09 1525 HB9EBC        599 28 SD1A          599 18
QSO: 21011 CW 2022-07-09 1526 HB9EBC        599 28 S50HQ         599 ZRS
QSO: 21000 CW 2022-07-09 1728 HB9EBC        599 28 SM6EAN        599 AC
QSO: 21022 CW 2022-07-09 1729 HB9EBC        599 28 RA9DZ         599 30
QSO: 21023 CW 2022-07-09 1730 HB9EBC        599 28 IR7T          599 28
QSO: 21025 CW 2022-07-09 1737 HB9EBC        599 28 HG0HQ         599 MRASZ
QSO: 14001 CW 2022-07-09 1742 HB9EBC        599 28 KR2Q          599 08
QSO: 14002 CW 2022-07-09 1743 HB9EBC        599 28 K3JO          599 8
QSO: 14003 CW 2022-07-09 1744 HB9EBC        599 28 NA8V          599 8
QSO: 14005 CW 2022-07-09 1751 HB9EBC        599 28 JA6GCE        599 45
QSO: 14005 CW 2022-07-09 1751 HB9EBC        599 28 OG2P          599 18
QSO: 14008 CW 2022-07-09 1754 HB9EBC        599 28 SK9HQ         599 SSA
QSO: 14009 CW 2022-07-09 1800 HB9EBC        599 28 EC5K          599 37
QSO: 14010 CW 2022-07-09 1802 HB9EBC        599 28 GR2HQ         599 RSGB
QSO: 14012 CW 2022-07-09 1814 HB9EBC        599 28 S50HQ         599 ZRS
QSO: 14013 CW 2022-07-09 1816 HB9EBC        599 28 LN2HQ         599 NRRL
QSO: 14013 CW 2022-07-09 1819 HB9EBC        599 28 4U9A          599 28
QSO: 14015 CW 2022-07-09 1820 HB9EBC        599 28 SM7RYR        599 18
QSO: 14015 CW 2022-07-09 1823 HB9EBC        599 28 R3BC          599 29
QSO: 14016 CW 2022-07-09 1827 HB9EBC        599 28 OE0HQ         599 OV
QSO: 14018 CW 2022-07-09 1830 HB9EBC        599 28 UA6LCN        599 29
QSO: 14019 CW 2022-07-09 1831 HB9EBC        599 28 YO4DG         599 28
QSO: 14020 CW 2022-07-09 1833 HB9EBC        599 28 R4KO          599 29
QSO: 14020 CW 2022-07-09 1834 HB9EBC        599 28 LZ0HQ         599 BFRA
QSO: 14021 CW 2022-07-09 1837 HB9EBC        599 28 R8LA          599 30
QSO: 14023 CW 2022-07-09 1846 HB9EBC        599 28 HL2ZN         599 44
QSO: 14024 CW 2022-07-09 1851 HB9EBC        599 28 VE2HQ         599 4
QSO: 14024 CW 2022-07-09 1853 HB9EBC        599 28 R8CT          599 30
QSO: 14024 CW 2022-07-09 1854 HB9EBC        599 28 K3MD          599 08
QSO: 14024 CW 2022-07-09 1855 HB9EBC        599 28 VE3TM         599 04
QSO: 14024 CW 2022-07-09 1855 HB9EBC        599 28 WA3AER        599 08
QSO: 14029 CW 2022-07-09 1856 HB9EBC        599 28 SP2XX         599 28
QSO: 14024 CW 2022-07-09 1857 HB9EBC        599 28 RA3AN         599 29
QSO: 14025 CW 2022-07-09 1913 HB9EBC        599 28 OP0HQ         599 UBA
QSO: 14000 CW 2022-07-10 0459 HB9EBC        599 28 N6TR          599 6
QSO: 14002 CW 2022-07-10 0504 HB9EBC        599 28 KP2M          599 11
QSO: 14003 CW 2022-07-10 0507 HB9EBC        599 28 N3QE          599 08
QSO: 14004 CW 2022-07-10 0509 HB9EBC        599 28 W3UA          599 8
QSO: 14005 CW 2022-07-10 0510 HB9EBC        599 28 K4ZW          599 8
QSO: 14006 CW 2022-07-10 0511 HB9EBC        599 28 K3RA          599 08
QSO: 14007 CW 2022-07-10 0513 HB9EBC        599 28 K4AB          599 08
QSO: 14007 CW 2022-07-10 0514 HB9EBC        599 28 N6TV          599 6
QSO: 14010 CW 2022-07-10 0534 HB9EBC        599 28 AD4EB         599 08
QSO: 14011 CW 2022-07-10 0536 HB9EBC        599 28 OH3GGQ        599 18
QSO: 14011 CW 2022-07-10 0540 HB9EBC        599 28 VE6SH/7       599 AC
QSO: 14012 CW 2022-07-10 0541 HB9EBC        599 28 N4FCG         599 08
QSO: 14012 CW 2022-07-10 0543 HB9EBC        599 28 HG7T          599 28
QSO: 14013 CW 2022-07-10 0544 HB9EBC        599 28 K3AJ          599 08
QSO: 14014 CW 2022-07-10 0545 HB9EBC        599 28 CR3DX         599 36
QSO: 14015 CW 2022-07-10 0546 HB9EBC        599 28 SN7Q          599 28
QSO: 14016 CW 2022-07-10 0549 HB9EBC        599 28 YR0HQ         599 FRR
QSO: 14016 CW 2022-07-10 0550 HB9EBC        599 28 UA6CC         599 29
QSO: 14017 CW 2022-07-10 0551 HB9EBC        599 28 N7WA          599 06
QSO: 14019 CW 2022-07-10 0557 HB9EBC        599 28 NX6T          599 6
QSO: 14021 CW 2022-07-10 0601 HB9EBC        599 28 M2G           599 27
QSO: 14000 CW 2022-07-10 0604 HB9EBC        599 28 SN0HQ         599 PZK
QSO: 14024 CW 2022-07-10 0607 HB9EBC        599 28 K3IE          599 08
QSO: 14026 CW 2022-07-10 0614 HB9EBC        599 28 WW4LL         599 08
