START-OF-LOG: 3.0
CALLSIGN: N9NB
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 1156221
NAME: ted
LOCATION: VA
OPERATORS: N9NB
CLUB: potomac valley radio club
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.6903.0
QSO: 14068 CW 2017-11-25 1730 N9NB          599 5      TM6X          599 14
QSO: 14068 CW 2017-11-25 1731 N9NB          599 5      IR1Y          599 15
QSO: 14068 CW 2017-11-25 1732 N9NB          599 5      OE2S          599 15
QSO: 14068 CW 2017-11-25 1733 N9NB          599 5      OK7W          599 15
QSO: 14068 CW 2017-11-25 1733 N9NB          599 5      ED8X          599 33
QSO: 14068 CW 2017-11-25 1734 N9NB          599 5      DL7VHP        599 14
QSO: 14068 CW 2017-11-25 1734 N9NB          599 5      DF5UL         599 14
QSO: 14068 CW 2017-11-25 1735 N9NB          599 5      EA4FL         599 14
QSO: 14068 CW 2017-11-25 1735 N9NB          599 5      OM7LW         599 15
QSO: 14068 CW 2017-11-25 1736 N9NB          599 5      GW4J          599 14
QSO: 14068 CW 2017-11-25 1738 N9NB          599 5      M6O           599 14
QSO: 14068 CW 2017-11-25 1740 N9NB          599 5      DL1A          599 14
QSO: 14068 CW 2017-11-25 1742 N9NB          599 5      DF0SAX        599 14
QSO: 14068 CW 2017-11-25 1743 N9NB          599 5      PI4COM        599 14
QSO: 14068 CW 2017-11-25 1744 N9NB          599 5      CO2RQ         599 08
QSO: 14068 CW 2017-11-25 1745 N9NB          599 5      PA5WT         599 14
QSO: 14068 CW 2017-11-25 1746 N9NB          599 5      TM1T          599 14
QSO: 14068 CW 2017-11-25 1747 N9NB          599 5      S57AW         599 15
QSO: 14068 CW 2017-11-25 1748 N9NB          599 5      EA1WX         599 14
QSO: 14068 CW 2017-11-25 1749 N9NB          599 5      PI4CC         599 14
QSO: 14068 CW 2017-11-25 1750 N9NB          599 5      OL6P          599 15
QSO: 14068 CW 2017-11-25 1750 N9NB          599 5      F5PRH         599 14
QSO: 14068 CW 2017-11-25 1753 N9NB          599 5      EA1BP         599 14
QSO: 14068 CW 2017-11-25 1755 N9NB          599 5      VE7ACN/7      599 03
QSO: 14068 CW 2017-11-25 1755 N9NB          599 5      OK7PN         599 15
QSO: 14068 CW 2017-11-25 1756 N9NB          599 5      DL0GL         599 14
QSO: 14068 CW 2017-11-25 1757 N9NB          599 5      OK1MMN        599 15
QSO: 14068 CW 2017-11-25 1802 N9NB          599 5      MI4I          599 14
QSO: 14068 CW 2017-11-25 1804 N9NB          599 5      NL7V          599 01
QSO: 14068 CW 2017-11-25 1805 N9NB          599 5      G5O           599 14
QSO: 14068 CW 2017-11-25 1807 N9NB          599 5      HG3R          599 15
QSO: 14068 CW 2017-11-25 1809 N9NB          599 5      HB9CA         599 14
QSO: 21040 CW 2017-11-25 1811 N9NB          599 5      XE1RZL        599 06
QSO: 21040 CW 2017-11-25 1812 N9NB          599 5      PY2FCL        599 11
QSO: 14002 CW 2017-11-25 1815 N9NB          599 5      HA7GT         599 15
QSO: 14003 CW 2017-11-25 1815 N9NB          599 5      W2FU          599 05
QSO: 14004 CW 2017-11-25 1816 N9NB          599 5      EI7KD         599 14
QSO: 14010 CW 2017-11-25 1818 N9NB          599 5      CN2R          599 33
QSO: 14014 CW 2017-11-25 1819 N9NB          599 5      EA4KD         599 14
QSO: 14015 CW 2017-11-25 1820 N9NB          599 5      6Y0W          599 08
QSO: 14019 CW 2017-11-25 1820 N9NB          599 5      EA5RS         599 14
QSO: 14022 CW 2017-11-25 1821 N9NB          599 5      EF5F          599 14
QSO: 14026 CW 2017-11-25 1822 N9NB          599 5      TM0R          599 14
QSO: 14024 CW 2017-11-25 1823 N9NB          599 5      PZ5V          599 09
QSO: 14028 CW 2017-11-25 1824 N9NB          599 5      TM6M          599 14
QSO: 14030 CW 2017-11-25 1826 N9NB          599 5      5X1NH         599 37
QSO: 14032 CW 2017-11-25 1827 N9NB          599 5      VE2IM         599 02
QSO: 14031 CW 2017-11-25 1828 N9NB          599 5      P40L          599 09
QSO: 14042 CW 2017-11-25 1830 N9NB          599 5      F4WBN         599 14
QSO: 14002 CW 2017-11-25 1831 N9NB          599 5      W0EWD         599 04
QSO: 14002 CW 2017-11-25 1831 N9NB          599 5      CT9/OL3R      599 33
QSO: 14047 CW 2017-11-25 1834 N9NB          599 5      VE7GL         599 03
QSO: 14047 CW 2017-11-25 1836 N9NB          599 5      KH6LC         599 31
QSO: 14006 CW 2017-11-25 1842 N9NB          599 5      FY5FY         599 09
QSO: 14007 CW 2017-11-25 1844 N9NB          599 5      PJ4Y          599 09
QSO: 14013 CW 2017-11-25 1846 N9NB          599 5      8P1W          599 08
QSO: 21006 CW 2017-11-25 1848 N9NB          599 5      CW4MAX        599 13
QSO: 21005 CW 2017-11-25 1851 N9NB          599 5      LW3DG         599 13
QSO: 21001 CW 2017-11-25 1900 N9NB          599 5      PP2CC         599 11
QSO: 21003 CW 2017-11-25 1911 N9NB          599 5      CX2AQ         599 13
QSO: 21006 CW 2017-11-25 1912 N9NB          599 5      C6AGU         599 08
QSO: 21017 CW 2017-11-25 1915 N9NB          599 5      ZF9CW         599 08
QSO: 21018 CW 2017-11-25 1917 N9NB          599 5      LU1DZ         599 13
QSO: 21020 CW 2017-11-25 1918 N9NB          599 5      FM5FJ         599 08
QSO: 21021 CW 2017-11-25 1918 N9NB          599 5      P40L          599 09
QSO: 21023 CW 2017-11-25 1918 N9NB          599 5      PJ4A          599 09
QSO: 21046 CW 2017-11-25 1922 N9NB          599 5      V47T          599 08
QSO: 21047 CW 2017-11-25 1922 N9NB          599 5      6Y0W          599 08
QSO: 21040 CW 2017-11-25 1923 N9NB          599 5      VP5M          599 08
QSO: 21050 CW 2017-11-25 1924 N9NB          599 5      TO2SP         599 08
QSO: 21053 CW 2017-11-25 1924 N9NB          599 5      V26K          599 08
QSO: 21052 CW 2017-11-25 1927 N9NB          599 5      KH6LC         599 31
QSO: 21045 CW 2017-11-25 1928 N9NB          599 5      P40W          599 09
QSO: 21003 CW 2017-11-25 1931 N9NB          599 5      K3LR          599 05
QSO: 21005 CW 2017-11-25 1932 N9NB          599 5      YV8AD         599 09
QSO: 21014 CW 2017-11-25 1936 N9NB          599 5      VE3EJ         599 04
QSO: 28035 CW 2017-11-25 1938 N9NB          599 5      NR4M          599 05
QSO: 28012 CW 2017-11-25 1939 N9NB          599 5      PP5FB         599 11
QSO: 14002 CW 2017-11-25 1944 N9NB          599 5      ZW8T          599 11
QSO: 14007 CW 2017-11-25 1945 N9NB          599 5      YT5A          599 15
QSO: 14011 CW 2017-11-25 1946 N9NB          599 5      PR7AB         599 11
QSO: 14025 CW 2017-11-25 1959 N9NB          599 5      HP3SS         599 07
QSO: 21031 CW 2017-11-25 2112 N9NB          599 5      V34AO         599 07
QSO: 21002 CW 2017-11-25 2113 N9NB          599 5      PY2WB         599 11
QSO: 21002 CW 2017-11-25 2114 N9NB          599 5      ZM4T          599 32
QSO: 21004 CW 2017-11-25 2114 N9NB          599 5      WA7NB         599 03
QSO: 21003 CW 2017-11-25 2115 N9NB          599 5      VA7DZ         599 03
QSO: 21017 CW 2017-11-25 2117 N9NB          599 5      LU5DX         599 13
QSO: 21018 CW 2017-11-25 2118 N9NB          599 5      LT1F          599 13
QSO: 21025 CW 2017-11-25 2118 N9NB          599 5      CE3CT         599 12
QSO: 21026 CW 2017-11-25 2119 N9NB          599 5      PJ4Y          599 09
QSO: 21026 CW 2017-11-25 2121 N9NB          599 5      TO1A          599 09
QSO: 21026 CW 2017-11-25 2121 N9NB          599 5      TO5W          599 08
QSO: 21022 CW 2017-11-25 2122 N9NB          599 5      LU3CW         599 13
QSO: 21029 CW 2017-11-25 2123 N9NB          599 5      CW5W          599 13
QSO: 21029 CW 2017-11-25 2124 N9NB          599 5      TI7W          599 07
QSO: 21030 CW 2017-11-25 2124 N9NB          599 5      ZW5B          599 11
QSO: 21036 CW 2017-11-25 2125 N9NB          599 5      KH6J          599 31
QSO: 21038 CW 2017-11-25 2126 N9NB          599 5      YN2CC         599 07
QSO: 21040 CW 2017-11-25 2126 N9NB          599 5      NP3YL         599 08
QSO: 21042 CW 2017-11-25 2127 N9NB          599 5      6Y3M          599 08
QSO: 21049 CW 2017-11-25 2128 N9NB          599 5      8R1/AG6UT     599 09
QSO: 21054 CW 2017-11-25 2132 N9NB          599 5      PJ2T          599 09
QSO: 21039 CW 2017-11-25 2139 N9NB          599 5      PY1CC         599 11
QSO: 14004 CW 2017-11-25 2140 N9NB          599 5      VE7XF         599 03
QSO: 21039 CW 2017-11-25 2141 N9NB          599 5      PY2FUL        599 11
QSO: 21039 CW 2017-11-25 2143 N9NB          599 5      N3KN          599 05
QSO: 21039 CW 2017-11-25 2144 N9NB          599 5      PY3ZZR        599 11
QSO: 21039 CW 2017-11-25 2150 N9NB          599 5      FG/F6ARC      599 08
QSO: 21039 CW 2017-11-25 2150 N9NB          599 5      W4XO          599 05
QSO: 14064 CW 2017-11-25 2156 N9NB          599 5      JA7ZFN        599 25
QSO: 14060 CW 2017-11-25 2156 N9NB          599 5      CE3DNP        599 12
QSO: 14060 CW 2017-11-25 2156 N9NB          599 5      V47T          599 08
QSO: 14057 CW 2017-11-25 2157 N9NB          599 5      NP2X          599 08
QSO: 14055 CW 2017-11-25 2157 N9NB          599 5      V26K          599 08
QSO: 14053 CW 2017-11-25 2159 N9NB          599 5      ZF2MJ         599 08
QSO: 14006 CW 2017-11-25 2201 N9NB          599 5      FM5CW         599 08
QSO: 14004 CW 2017-11-25 2202 N9NB          599 5      XE2AU         599 06
QSO: 14007 CW 2017-11-25 2203 N9NB          599 5      YV4ABR        599 09
QSO: 14000 CW 2017-11-25 2203 N9NB          599 5      JN4MMO        599 25
QSO: 14004 CW 2017-11-25 2204 N9NB          599 5      JS3CTQ        599 25
QSO: 14009 CW 2017-11-25 2205 N9NB          599 5      6W1SU         599 35
QSO: 14010 CW 2017-11-25 2207 N9NB          599 5      TI2OY         599 07
QSO: 14015 CW 2017-11-25 2207 N9NB          599 5      LU5FF         599 13
QSO: 14017 CW 2017-11-25 2209 N9NB          599 5      VE6LB         599 04
QSO: 14003 CW 2017-11-25 2211 N9NB          599 5      RA0FF         599 19
QSO: 21018 CW 2017-11-25 2217 N9NB          599 5      FK8IK         599 32
QSO: 21014 CW 2017-11-25 2222 N9NB          599 5      PX2A          599 11
QSO: 21018 CW 2017-11-25 2223 N9NB          599 5      LU6DOT        599 13
QSO: 21020 CW 2017-11-25 2223 N9NB          599 5      LU7YS         599 13
QSO: 21025 CW 2017-11-25 2225 N9NB          599 5      CE3TNT        599 12
QSO: 21034 CW 2017-11-25 2229 N9NB          599 5      OA4SS         599 10
QSO: 21050 CW 2017-11-25 2235 N9NB          599 5      A31MM         599 32
QSO: 21053 CW 2017-11-25 2236 N9NB          599 5      HQ9X          599 07
QSO: 21009 CW 2017-11-25 2240 N9NB          599 5      PY2KJ         599 11
QSO: 21022 CW 2017-11-25 2242 N9NB          599 5      KH6TU         599 31
QSO: 21024 CW 2017-11-25 2242 N9NB          599 5      AH0K          599 27
QSO:  7016 CW 2017-11-25 2249 N9NB          599 5      W1DUW         599 05
QSO:  7016 CW 2017-11-25 2249 N9NB          599 5      8P1W          599 08
QSO:  7016 CW 2017-11-25 2252 N9NB          599 5      OM7M          599 15
QSO:  7016 CW 2017-11-25 2252 N9NB          599 5      UX4U          599 16
QSO:  7016 CW 2017-11-25 2253 N9NB          599 5      PA4CC         599 14
QSO:  7016 CW 2017-11-25 2254 N9NB          599 5      ED8X          599 33
QSO:  7016 CW 2017-11-25 2255 N9NB          599 5      SN2M          599 15
QSO:  7016 CW 2017-11-25 2255 N9NB          599 5      HA2NA         599 15
QSO:  7016 CW 2017-11-25 2255 N9NB          599 5      EA1JO         599 14
QSO:  7016 CW 2017-11-25 2256 N9NB          599 5      OK1FLC        599 15
QSO:  7016 CW 2017-11-25 2256 N9NB          599 5      G3P           599 14
QSO:  7016 CW 2017-11-25 2257 N9NB          599 5      DA0WRTC       599 14
QSO:  7016 CW 2017-11-25 2257 N9NB          599 5      LZ5R          599 20
QSO:  7016 CW 2017-11-25 2257 N9NB          599 5      UT5YY         599 16
QSO:  7016 CW 2017-11-25 2258 N9NB          599 5      SJ2W          599 14
QSO:  7016 CW 2017-11-25 2258 N9NB          599 5      N0NI          599 04
QSO:  7016 CW 2017-11-25 2259 N9NB          599 5      9A5Y          599 15
QSO:  7016 CW 2017-11-25 2259 N9NB          599 5      TK0C          599 15
QSO:  7016 CW 2017-11-25 2259 N9NB          599 5      YT4T          599 15
QSO:  7016 CW 2017-11-25 2300 N9NB          599 5      RT3F          599 16
QSO:  7016 CW 2017-11-25 2300 N9NB          599 5      UA7KA         599 16
QSO:  7016 CW 2017-11-25 2301 N9NB          599 5      CT9/R7KW      599 33
QSO:  7016 CW 2017-11-25 2301 N9NB          599 5      M6W           599 14
QSO:  7016 CW 2017-11-25 2301 N9NB          599 5      CN2R          599 33
QSO:  7016 CW 2017-11-25 2302 N9NB          599 5      SP2LNW        599 15
QSO:  7016 CW 2017-11-25 2302 N9NB          599 5      EA1MV         599 14
QSO:  7016 CW 2017-11-25 2302 N9NB          599 5      CN2AA         599 33
QSO:  7016 CW 2017-11-25 2303 N9NB          599 5      9A7A          599 15
QSO:  7016 CW 2017-11-25 2303 N9NB          599 5      DQ6Q          599 14
QSO:  7016 CW 2017-11-25 2304 N9NB          599 5      EC2DX         599 14
QSO:  7002 CW 2017-11-25 2306 N9NB          599 5      NR3X          599 05
QSO:  7005 CW 2017-11-25 2308 N9NB          599 5      S59N          599 15
QSO:  7005 CW 2017-11-25 2309 N9NB          599 5      EA1AOQ        599 14
QSO:  7008 CW 2017-11-25 2310 N9NB          599 5      CT9/OM3BH     599 33
QSO:  7009 CW 2017-11-25 2311 N9NB          599 5      SO4R          599 15
QSO:  7009 CW 2017-11-25 2311 N9NB          599 5      HG7T          599 15
QSO:  7016 CW 2017-11-25 2313 N9NB          599 5      SO4M          599 15
QSO:  7017 CW 2017-11-25 2313 N9NB          599 5      NN7CW         599 05
QSO:  7012 CW 2017-11-25 2327 N9NB          599 5      EA9/EA5HPX    599 33
QSO:  7008 CW 2017-11-25 2328 N9NB          599 5      P40L          599 09
QSO:  7008 CW 2017-11-25 2328 N9NB          599 5      SK3W          599 14
QSO:  7098 CW 2017-11-25 2329 N9NB          599 5      CO2RQ         599 08
QSO:  7095 CW 2017-11-25 2330 N9NB          599 5      DD1A          599 14
QSO:  7089 CW 2017-11-25 2333 N9NB          599 5      G6XX          599 14
QSO:  7086 CW 2017-11-25 2334 N9NB          599 5      EA6SX         599 14
QSO:  7085 CW 2017-11-25 2335 N9NB          599 5      LY5W          599 15
QSO:  7081 CW 2017-11-25 2337 N9NB          599 5      TI7W          599 07
QSO:  7080 CW 2017-11-25 2338 N9NB          599 5      PI4CC         599 14
QSO:  7070 CW 2017-11-25 2340 N9NB          599 5      3B9HA         599 39
QSO:  7069 CW 2017-11-25 2341 N9NB          599 5      A44A          599 21
QSO:  7068 CW 2017-11-25 2341 N9NB          599 5      9G5W          599 35
QSO:  7045 CW 2017-11-25 2342 N9NB          599 5      PJ2T          599 09
QSO:  7046 CW 2017-11-25 2343 N9NB          599 5      XE2X          599 06
QSO:  7007 CW 2017-11-25 2345 N9NB          599 5      LZ9W          599 20
QSO:  7006 CW 2017-11-25 2345 N9NB          599 5      OP4K          599 14
QSO:  7007 CW 2017-11-25 2346 N9NB          599 5      LN8W          599 14
QSO:  7010 CW 2017-11-25 2347 N9NB          599 5      EF2A          599 14
QSO:  7013 CW 2017-11-25 2348 N9NB          599 5      IR2L          599 15
QSO: 14000 CW 2017-11-25 2353 N9NB          599 5      AA7V          599 03
QSO: 14001 CW 2017-11-25 2354 N9NB          599 5      P40W          599 09
QSO: 14001 CW 2017-11-25 2354 N9NB          599 5      JR4OZR        599 25
QSO: 14007 CW 2017-11-25 2358 N9NB          599 5      CX9AU         599 13
QSO: 14014 CW 2017-11-26 0000 N9NB          599 5      LU2WA         599 13
QSO: 14021 CW 2017-11-26 0001 N9NB          599 5      YN2CC         599 07
QSO: 14040 CW 2017-11-26 0007 N9NB          599 5      V34AO         599 07
QSO: 14037 CW 2017-11-26 0007 N9NB          599 5      HQ9X          599 07
QSO: 14070 CW 2017-11-26 0010 N9NB          599 5      JA6LCJ        599 25
QSO: 14069 CW 2017-11-26 0011 N9NB          599 5      JE1LFX        599 25
