START-OF-LOG: 3.0
CALLSIGN: XE1IM
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 953428
NAME: HECTOR SALVADOR DUARTE
LOCATION: DX
OPERATORS: XE1IM
CLUB:
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.6903.0
QSO: 14000 CW 2017-11-25 0000 XE1IM         599 6      N8IK          599 05
QSO: 14000 CW 2017-11-25 0002 XE1IM         599 6      VE3VEE        599 04
QSO: 14000 CW 2017-11-25 0002 XE1IM         599 6      N3TD          599 05
QSO: 14000 CW 2017-11-25 0002 XE1IM         599 6      K3SEN         599 05
QSO: 14000 CW 2017-11-25 0003 XE1IM         599 6      NW0M          599 05
QSO: 14000 CW 2017-11-25 0003 XE1IM         599 6      VE3GFN        599 04
QSO: 14000 CW 2017-11-25 0004 XE1IM         599 6      KM4HI         599 05
QSO: 14000 CW 2017-11-25 0004 XE1IM         599 6      K2EK          599 05
QSO: 14000 CW 2017-11-25 0005 XE1IM         599 6      KF2O          599 05
QSO: 14000 CW 2017-11-25 0005 XE1IM         599 6      W1NN          599 05
QSO: 14000 CW 2017-11-25 0005 XE1IM         599 6      W9PA          599 04
QSO: 14000 CW 2017-11-25 0006 XE1IM         599 6      K3WJV         599 05
QSO: 14000 CW 2017-11-25 0006 XE1IM         599 6      K0HT          599 05
QSO: 14000 CW 2017-11-25 0007 XE1IM         599 6      N4KG          599 04
QSO: 14000 CW 2017-11-25 0007 XE1IM         599 6      W1EQ          599 05
QSO: 14000 CW 2017-11-25 0007 XE1IM         599 6      WK4C          599 05
QSO: 14000 CW 2017-11-25 0008 XE1IM         599 6      WB4C          599 05
QSO: 14000 CW 2017-11-25 0008 XE1IM         599 6      N4XL          599 05
QSO: 14000 CW 2017-11-25 0009 XE1IM         599 6      N4DL          599 05
QSO: 14000 CW 2017-11-25 0009 XE1IM         599 6      W5ZO          599 05
QSO: 14000 CW 2017-11-25 0011 XE1IM         599 6      K1AR          599 05
QSO: 14000 CW 2017-11-25 0012 XE1IM         599 6      N7WY          599 04
QSO: 14000 CW 2017-11-25 0012 XE1IM         599 6      K2LE          599 05
QSO: 14000 CW 2017-11-25 0012 XE1IM         599 6      NX0I          599 05
QSO: 14000 CW 2017-11-25 0012 XE1IM         599 6      K3SV          599 05
QSO: 14000 CW 2017-11-25 0013 XE1IM         599 6      K4MM          599 05
QSO: 14000 CW 2017-11-25 0013 XE1IM         599 6      N4KG          599 04
QSO: 14000 CW 2017-11-25 0013 XE1IM         599 6      W4EE          599 05
QSO: 14000 CW 2017-11-25 0014 XE1IM         599 6      K9IMM         599 04
QSO: 14000 CW 2017-11-25 0014 XE1IM         599 6      AA9A          599 04
QSO: 14000 CW 2017-11-25 0014 XE1IM         599 6      W4DD          599 05
QSO: 14000 CW 2017-11-25 0015 XE1IM         599 6      K7EG          599 05
QSO: 14000 CW 2017-11-25 0015 XE1IM         599 6      K7UA          599 03
QSO: 14000 CW 2017-11-25 0015 XE1IM         599 6      W2OR          599 05
QSO: 14000 CW 2017-11-25 0015 XE1IM         599 6      K5RM          599 04
QSO: 14000 CW 2017-11-25 0016 XE1IM         599 6      NX2X          599 05
QSO: 14000 CW 2017-11-25 0016 XE1IM         599 6      AG4IL         599 05
QSO: 14000 CW 2017-11-25 0016 XE1IM         599 6      NG2O          599 05
QSO: 14000 CW 2017-11-25 0017 XE1IM         599 6      N3AF          599 04
QSO: 14000 CW 2017-11-25 0017 XE1IM         599 6      N1JW          599 05
QSO: 14000 CW 2017-11-25 0017 XE1IM         599 6      W9ILY         599 05
QSO: 14000 CW 2017-11-25 0018 XE1IM         599 6      NG2O          599 05
QSO: 14000 CW 2017-11-25 0018 XE1IM         599 6      N8ET          599 05
QSO: 14000 CW 2017-11-25 0018 XE1IM         599 6      W0SK          599 05
QSO: 14000 CW 2017-11-25 0019 XE1IM         599 6      K5ZD          599 05
QSO: 14000 CW 2017-11-25 0019 XE1IM         599 6      W9PA          599 04
