START-OF-LOG: 3.0
CREATED-BY: Xped version(3.2.65.4)
CALLSIGN: JA3YBK
CONTEST: CQ-WW-CW
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: UNLIMITED
CLAIMED-SCORE: 11172582
NAME: Mt.RF Shigeaki Furukawa
OPERATORS: JS1PWV, JH3PRR, JG3KIV, JG3MRT, JG3WDN, JN3NFQ, JH4NMT, JR4ISF, JF4FUF, JM4MGM
QSO: 14029 CW 2017-11-25 0014 JA3YBK        599 25     K6AW          599 3
QSO: 21028 CW 2017-11-25 0014 JA3YBK        599 25     K7HBN         599 3
QSO: 14029 CW 2017-11-25 0014 JA3YBK        599 25     WA5VGI        599 3
QSO: 21028 CW 2017-11-25 0014 JA3YBK        599 25     K5NA          599 4
QSO: 14029 CW 2017-11-25 0015 JA3YBK        599 25     BG5JND        599 24
QSO: 21028 CW 2017-11-25 0015 JA3YBK        599 25     K7ABV         599 4
QSO: 14029 CW 2017-11-25 0015 JA3YBK        599 25     W6DR          599 3
QSO: 14029 CW 2017-11-25 0015 JA3YBK        599 25     K0KX          599 4
QSO: 28012 CW 2017-11-25 0015 JA3YBK        599 25     JH7SSJ        599 25
QSO: 14029 CW 2017-11-25 0015 JA3YBK        599 25     PT5N          599 11
QSO:  7019 CW 2017-11-25 0016 JA3YBK        599 25     DS1STV        599 25
QSO: 21028 CW 2017-11-25 0016 JA3YBK        599 25     KI6RRN        599 3
QSO: 14029 CW 2017-11-25 0016 JA3YBK        599 25     YB3TET        599 28
QSO:  7028 CW 2017-11-25 0017 JA3YBK        599 25     EF8R          599 33
QSO: 14029 CW 2017-11-25 0017 JA3YBK        599 25     NU6O          599 3
QSO: 21028 CW 2017-11-25 0017 JA3YBK        599 25     K6GFJ         599 3
QSO: 14029 CW 2017-11-25 0017 JA3YBK        599 25     K0EA          599 4
QSO:  7055 CW 2017-11-25 0017 JA3YBK        599 25     RT6A          599 16
QSO: 21028 CW 2017-11-25 0017 JA3YBK        599 25     K7PI          599 3
QSO:  7032 CW 2017-11-25 0018 JA3YBK        599 25     SN2M          599 15
QSO:  7019 CW 2017-11-25 0019 JA3YBK        599 25     UZ2M          599 16
QSO: 14029 CW 2017-11-25 0019 JA3YBK        599 25     SM2KAL        599 14
QSO: 21028 CW 2017-11-25 0019 JA3YBK        599 25     KX6C          599 3
QSO: 14029 CW 2017-11-25 0020 JA3YBK        599 25     DS1SYV        599 25
QSO: 21028 CW 2017-11-25 0020 JA3YBK        599 25     N6VZ          599 3
QSO: 14029 CW 2017-11-25 0020 JA3YBK        599 25     N4IJ          599 4
QSO: 14029 CW 2017-11-25 0020 JA3YBK        599 25     VE7SK         599 3
QSO: 14029 CW 2017-11-25 0021 JA3YBK        599 25     W6DCC         599 3
QSO: 14029 CW 2017-11-25 0021 JA3YBK        599 25     KT0A          599 4
QSO: 14029 CW 2017-11-25 0021 JA3YBK        599 25     W0GM          599 4
QSO:  7027 CW 2017-11-25 0022 JA3YBK        599 25     LZ9W          599 20
QSO: 14029 CW 2017-11-25 0022 JA3YBK        599 25     W0ETT         599 4
QSO: 28020 CW 2017-11-25 0022 JA3YBK        599 25     LU7HN         599 13
QSO: 14029 CW 2017-11-25 0022 JA3YBK        599 25     K6KR          599 3
QSO: 21028 CW 2017-11-25 0023 JA3YBK        599 25     NJ6W          599 3
QSO: 14029 CW 2017-11-25 0023 JA3YBK        599 25     BD4QA         599 24
QSO: 21028 CW 2017-11-25 0023 JA3YBK        599 25     W6AER         599 3
QSO: 28031 CW 2017-11-25 0024 JA3YBK        599 25     NA6O          599 3
QSO: 14029 CW 2017-11-25 0024 JA3YBK        599 25     K4ORD         599 5
QSO: 14029 CW 2017-11-25 0025 JA3YBK        599 25     BH1EBF        599 24
QSO: 14029 CW 2017-11-25 0025 JA3YBK        599 25     K7ABV         599 4
QSO: 14029 CW 2017-11-25 0025 JA3YBK        599 25     K7JJ          599 3
QSO: 21028 CW 2017-11-25 0025 JA3YBK        599 25     K6LL          599 3
QSO: 21028 CW 2017-11-25 0026 JA3YBK        599 25     W6OAT         599 3
QSO: 21028 CW 2017-11-25 0026 JA3YBK        599 25     NG7M          599 3
QSO: 14029 CW 2017-11-25 0026 JA3YBK        599 25     WA6KHK        599 3
QSO:  7043 CW 2017-11-25 0026 JA3YBK        599 25     LY4A          599 15
QSO: 14029 CW 2017-11-25 0027 JA3YBK        599 25     K0FX          599 4
QSO: 21028 CW 2017-11-25 0027 JA3YBK        599 25     WE6M          599 3
QSO: 21028 CW 2017-11-25 0027 JA3YBK        599 25     W7VO          599 3
QSO: 14029 CW 2017-11-25 0027 JA3YBK        599 25     N7RVD         599 3
QSO: 21028 CW 2017-11-25 0027 JA3YBK        599 25     W6SR          599 3
QSO: 28018 CW 2017-11-25 0027 JA3YBK        599 25     JI1RXQ        599 25
QSO: 14029 CW 2017-11-25 0027 JA3YBK        599 25     NA5G          599 4
QSO: 21028 CW 2017-11-25 0028 JA3YBK        599 25     NW6P          599 3
QSO: 14029 CW 2017-11-25 0028 JA3YBK        599 25     VA7KO         599 3
QSO: 21028 CW 2017-11-25 0028 JA3YBK        599 25     N7RO          599 3
QSO: 14029 CW 2017-11-25 0028 JA3YBK        599 25     K6RB          599 3
QSO: 21028 CW 2017-11-25 0029 JA3YBK        599 25     WA6URY        599 3
QSO: 14029 CW 2017-11-25 0029 JA3YBK        599 25     K6GHA         599 3
QSO: 21028 CW 2017-11-25 0029 JA3YBK        599 25     W7OM          599 3
QSO: 14029 CW 2017-11-25 0029 JA3YBK        599 25     PY2FSR        599 11
QSO: 28018 CW 2017-11-25 0029 JA3YBK        599 25     JH1SJN        599 25
QSO: 21028 CW 2017-11-25 0029 JA3YBK        599 25     K6RIM         599 3
QSO: 21028 CW 2017-11-25 0030 JA3YBK        599 25     WA7AN         599 3
QSO: 14029 CW 2017-11-25 0030 JA3YBK        599 25     K7JR          599 3
QSO: 21028 CW 2017-11-25 0030 JA3YBK        599 25     N6YEU         599 3
QSO: 21028 CW 2017-11-25 0031 JA3YBK        599 25     VK2IR         599 30
QSO: 14029 CW 2017-11-25 0031 JA3YBK        599 25     PP5BLU        599 11
QSO: 14029 CW 2017-11-25 0031 JA3YBK        599 25     WV7S          599 3
QSO: 21028 CW 2017-11-25 0032 JA3YBK        599 25     AA6EE         599 3
QSO: 14029 CW 2017-11-25 0032 JA3YBK        599 25     KC7ITP        599 3
QSO: 21028 CW 2017-11-25 0032 JA3YBK        599 25     N6GEO         599 3
QSO: 14029 CW 2017-11-25 0033 JA3YBK        599 25     KI6WJ         599 3
QSO: 21028 CW 2017-11-25 0033 JA3YBK        599 25     WB8YQJ        599 3
QSO: 14029 CW 2017-11-25 0033 JA3YBK        599 25     BH4BQI        599 24
QSO: 14029 CW 2017-11-25 0034 JA3YBK        599 25     K5AM          599 4
QSO: 21028 CW 2017-11-25 0034 JA3YBK        599 25     K6WSC         599 3
QSO: 14029 CW 2017-11-25 0034 JA3YBK        599 25     W3BES         599 3
QSO: 14029 CW 2017-11-25 0034 JA3YBK        599 25     KM6Z          599 3
QSO: 28032 CW 2017-11-25 0035 JA3YBK        599 25     PY3KN         599 11
QSO: 21028 CW 2017-11-25 0035 JA3YBK        599 25     VK2PN         599 30
QSO: 14029 CW 2017-11-25 0035 JA3YBK        599 25     N6RVI         599 3
QSO: 21028 CW 2017-11-25 0035 JA3YBK        599 25     KN7K          599 3
QSO: 14029 CW 2017-11-25 0035 JA3YBK        599 25     VE7CV         599 3
QSO: 14029 CW 2017-11-25 0036 JA3YBK        599 25     W4UAT         599 3
QSO: 14029 CW 2017-11-25 0036 JA3YBK        599 25     W7GF          599 3
QSO: 14029 CW 2017-11-25 0037 JA3YBK        599 25     VE7KW         599 3
QSO: 21028 CW 2017-11-25 0037 JA3YBK        599 25     ZL3TE         599 32
QSO: 21028 CW 2017-11-25 0037 JA3YBK        599 25     N6WS          599 3
QSO: 14029 CW 2017-11-25 0037 JA3YBK        599 25     W7AYY         599 3
QSO: 21028 CW 2017-11-25 0037 JA3YBK        599 25     WI7N          599 3
QSO: 28029 CW 2017-11-25 0038 JA3YBK        599 25     KH6J          599 31
QSO: 14029 CW 2017-11-25 0038 JA3YBK        599 25     VE7BGP        599 3
QSO:  7033 CW 2017-11-25 0038 JA3YBK        599 25     DK0TU         599 14
QSO: 14029 CW 2017-11-25 0038 JA3YBK        599 25     W7UDH         599 3
QSO: 21028 CW 2017-11-25 0038 JA3YBK        599 25     K5ML          599 4
QSO: 14029 CW 2017-11-25 0039 JA3YBK        599 25     BH4AYG        599 24
QSO: 14029 CW 2017-11-25 0039 JA3YBK        599 25     N7EPD         599 3
QSO: 21028 CW 2017-11-25 0039 JA3YBK        599 25     YE1K          599 28
QSO: 14029 CW 2017-11-25 0039 JA3YBK        599 25     W7NT          599 3
QSO:  7033 CW 2017-11-25 0040 JA3YBK        599 25     IR4X          599 15
QSO: 14029 CW 2017-11-25 0040 JA3YBK        599 25     AK7V          599 3
QSO: 21028 CW 2017-11-25 0040 JA3YBK        599 25     K6YK          599 3
QSO: 14029 CW 2017-11-25 0040 JA3YBK        599 25     K6RC          599 3
QSO: 14029 CW 2017-11-25 0041 JA3YBK        599 25     K7UT          599 3
QSO: 21028 CW 2017-11-25 0041 JA3YBK        599 25     HS0ZCW        599 26
QSO: 14029 CW 2017-11-25 0041 JA3YBK        599 25     W7JOI         599 3
QSO: 14029 CW 2017-11-25 0041 JA3YBK        599 25     WA0WWW        599 3
QSO: 21028 CW 2017-11-25 0041 JA3YBK        599 25     W8KA          599 3
QSO: 14029 CW 2017-11-25 0042 JA3YBK        599 25     NL7V          599 1
QSO: 21028 CW 2017-11-25 0042 JA3YBK        599 25     K9YC          599 4
QSO: 21028 CW 2017-11-25 0042 JA3YBK        599 25     AF6SA         599 3
QSO:  7018 CW 2017-11-25 0042 JA3YBK        599 25     HG5A          599 15
QSO: 14029 CW 2017-11-25 0042 JA3YBK        599 25     KX6X          599 3
QSO: 14029 CW 2017-11-25 0042 JA3YBK        599 25     E2X           599 26
QSO: 28013 CW 2017-11-25 0043 JA3YBK        599 25     JA5FBZ        599 25
QSO: 21028 CW 2017-11-25 0043 JA3YBK        599 25     W6FA          599 3
QSO: 14029 CW 2017-11-25 0043 JA3YBK        599 25     K5OA          599 3
QSO: 21028 CW 2017-11-25 0043 JA3YBK        599 25     K6OK          599 3
QSO: 14029 CW 2017-11-25 0043 JA3YBK        599 25     K7TQ          599 3
QSO: 28013 CW 2017-11-25 0044 JA3YBK        599 25     RA0FF         599 19
QSO: 14029 CW 2017-11-25 0044 JA3YBK        599 25     WF1A          599 3
QSO: 21028 CW 2017-11-25 0044 JA3YBK        599 25     FK8DD         599 32
QSO: 14029 CW 2017-11-25 0045 JA3YBK        599 25     W6GEE         599 3
QSO: 28013 CW 2017-11-25 0045 JA3YBK        599 25     VK4CQ         599 30
QSO: 14029 CW 2017-11-25 0045 JA3YBK        599 25     N6CW          599 3
QSO: 21028 CW 2017-11-25 0045 JA3YBK        599 25     WB6BET        599 3
QSO:  7027 CW 2017-11-25 0045 JA3YBK        599 25     UP0L          599 17
QSO: 14029 CW 2017-11-25 0045 JA3YBK        599 25     VE7AHA        599 3
QSO: 28013 CW 2017-11-25 0045 JA3YBK        599 25     JH1FSF        599 25
QSO: 21028 CW 2017-11-25 0045 JA3YBK        599 25     K7JA          599 3
QSO: 14029 CW 2017-11-25 0046 JA3YBK        599 25     WA7AN         599 3
QSO: 21028 CW 2017-11-25 0046 JA3YBK        599 25     AE7JV         599 3
QSO: 14029 CW 2017-11-25 0046 JA3YBK        599 25     N6WT          599 3
QSO: 14029 CW 2017-11-25 0046 JA3YBK        599 25     HL4RBR        599 25
QSO: 14029 CW 2017-11-25 0047 JA3YBK        599 25     VE7XF         599 3
QSO: 14029 CW 2017-11-25 0047 JA3YBK        599 25     BH1RWJ        599 24
QSO: 14029 CW 2017-11-25 0048 JA3YBK        599 25     KF6I          599 3
QSO: 28013 CW 2017-11-25 0048 JA3YBK        599 25     VK2PN         599 30
QSO: 14029 CW 2017-11-25 0048 JA3YBK        599 25     BH4RRG/QRP    599 24
QSO: 14029 CW 2017-11-25 0049 JA3YBK        599 25     N6PM          599 3
QSO: 28013 CW 2017-11-25 0049 JA3YBK        599 25     ZM4T          599 32
QSO:  7022 CW 2017-11-25 0049 JA3YBK        599 25     BD9XE         599 23
QSO: 14029 CW 2017-11-25 0049 JA3YBK        599 25     K9YC          599 4
QSO: 21028 CW 2017-11-25 0050 JA3YBK        599 25     K7JPF         599 3
QSO:  7015 CW 2017-11-25 0050 JA3YBK        599 25     OM7M          599 15
QSO: 14029 CW 2017-11-25 0051 JA3YBK        599 25     WA7G          599 3
QSO: 14029 CW 2017-11-25 0051 JA3YBK        599 25     N9NA          599 3
QSO: 14029 CW 2017-11-25 0051 JA3YBK        599 25     NA6O          599 3
QSO: 21028 CW 2017-11-25 0052 JA3YBK        599 25     LU6UO         599 13
QSO: 14029 CW 2017-11-25 0052 JA3YBK        599 25     K7GS          599 3
QSO: 21028 CW 2017-11-25 0052 JA3YBK        599 25     W6JK          599 3
QSO: 28013 CW 2017-11-25 0053 JA3YBK        599 25     JA1BPA        599 25
QSO: 21028 CW 2017-11-25 0053 JA3YBK        599 25     VR2CO         599 24
QSO: 14029 CW 2017-11-25 0053 JA3YBK        599 25     7Q6M          599 37
QSO: 21028 CW 2017-11-25 0053 JA3YBK        599 25     N6IE          599 3
QSO: 21028 CW 2017-11-25 0054 JA3YBK        599 25     N6NC          599 3
QSO: 14029 CW 2017-11-25 0054 JA3YBK        599 25     K7FD          599 3
QSO: 28013 CW 2017-11-25 0054 JA3YBK        599 25     VK4FJ         599 30
QSO: 14029 CW 2017-11-25 0054 JA3YBK        599 25     AA6EE         599 3
QSO: 14029 CW 2017-11-25 0054 JA3YBK        599 25     W6UM          599 3
QSO: 21028 CW 2017-11-25 0055 JA3YBK        599 25     VK5QI         599 30
QSO: 14029 CW 2017-11-25 0055 JA3YBK        599 25     KT6LA         599 3
QSO: 14029 CW 2017-11-25 0055 JA3YBK        599 25     N7RO          599 3
QSO: 21028 CW 2017-11-25 0055 JA3YBK        599 25     VK2ALR        599 30
QSO: 14029 CW 2017-11-25 0055 JA3YBK        599 25     KN7K          599 3
QSO: 21028 CW 2017-11-25 0056 JA3YBK        599 25     VK2BNG        599 30
QSO: 14029 CW 2017-11-25 0056 JA3YBK        599 25     N4HU          599 5
QSO:  7017 CW 2017-11-25 0056 JA3YBK        599 25     UA3A          599 16
QSO: 28013 CW 2017-11-25 0057 JA3YBK        599 25     ZL3PAH        599 32
QSO: 21028 CW 2017-11-25 0057 JA3YBK        599 25     LU4OC         599 13
QSO: 14029 CW 2017-11-25 0057 JA3YBK        599 25     BG8TFN        599 24
QSO: 28013 CW 2017-11-25 0057 JA3YBK        599 25     JK2VOC        599 25
QSO: 21028 CW 2017-11-25 0057 JA3YBK        599 25     ZL3X          599 32
QSO: 14029 CW 2017-11-25 0057 JA3YBK        599 25     VE5MX         599 4
QSO: 14029 CW 2017-11-25 0057 JA3YBK        599 25     N6VH          599 3
QSO: 28013 CW 2017-11-25 0058 JA3YBK        599 25     JA2KVB        599 25
QSO: 14029 CW 2017-11-25 0058 JA3YBK        599 25     RD0CD         599 19
QSO: 21028 CW 2017-11-25 0058 JA3YBK        599 25     JF2KVM        599 25
QSO:  7021 CW 2017-11-25 0058 JA3YBK        599 25     DR1D          599 14
QSO: 14029 CW 2017-11-25 0059 JA3YBK        599 25     BG3IYX        599 23
QSO: 14029 CW 2017-11-25 0059 JA3YBK        599 25     R0WC          599 18
QSO:  7038 CW 2017-11-25 0059 JA3YBK        599 25     HG7T          599 15
QSO: 14029 CW 2017-11-25 0059 JA3YBK        599 25     K7HBN         599 3
QSO: 21028 CW 2017-11-25 0100 JA3YBK        599 25     ZL4TT         599 32
QSO: 14029 CW 2017-11-25 0100 JA3YBK        599 25     BH4DQS        599 24
QSO: 14029 CW 2017-11-25 0101 JA3YBK        599 25     KM6JD         599 3
QSO:  7006 CW 2017-11-25 0101 JA3YBK        599 25     BD2BT         599 24
QSO: 14029 CW 2017-11-25 0101 JA3YBK        599 25     N7RCS         599 3
QSO: 28013 CW 2017-11-25 0101 JA3YBK        599 25     VK2GR         599 30
QSO: 14029 CW 2017-11-25 0102 JA3YBK        599 25     OA6Q          599 10
QSO: 21028 CW 2017-11-25 0102 JA3YBK        599 25     KJ6MBW        599 3
QSO: 21028 CW 2017-11-25 0102 JA3YBK        599 25     W6VMW         599 3
QSO: 28013 CW 2017-11-25 0102 JA3YBK        599 25     JL3RNZ        599 25
QSO: 14029 CW 2017-11-25 0103 JA3YBK        599 25     N5AW          599 4
QSO: 14029 CW 2017-11-25 0103 JA3YBK        599 25     NK6A          599 3
QSO: 21028 CW 2017-11-25 0103 JA3YBK        599 25     K7XC          599 3
QSO: 21028 CW 2017-11-25 0104 JA3YBK        599 25     N7AT          599 3
QSO: 14029 CW 2017-11-25 0104 JA3YBK        599 25     VE7WO         599 3
QSO:  7003 CW 2017-11-25 0104 JA3YBK        599 25     RK0UT         599 18
QSO: 21028 CW 2017-11-25 0104 JA3YBK        599 25     AJ6V          599 3
QSO: 14029 CW 2017-11-25 0104 JA3YBK        599 25     VA7MG         599 3
QSO: 21028 CW 2017-11-25 0104 JA3YBK        599 25     NA6MG         599 3
QSO: 14029 CW 2017-11-25 0105 JA3YBK        599 25     BG3UTD        599 24
QSO: 21028 CW 2017-11-25 0105 JA3YBK        599 25     YC9FAR        599 28
QSO: 14029 CW 2017-11-25 0105 JA3YBK        599 25     AC2K          599 3
QSO:  7030 CW 2017-11-25 0105 JA3YBK        599 25     SN8B          599 15
QSO: 14029 CW 2017-11-25 0105 JA3YBK        599 25     KO7SS         599 3
QSO: 14029 CW 2017-11-25 0106 JA3YBK        599 25     VA7ST         599 3
QSO: 14029 CW 2017-11-25 0106 JA3YBK        599 25     UA0ACG        599 18
QSO: 14029 CW 2017-11-25 0106 JA3YBK        599 25     W7VO          599 3
QSO: 21028 CW 2017-11-25 0107 JA3YBK        599 25     VK3JA         599 30
QSO: 14029 CW 2017-11-25 0108 JA3YBK        599 25     AI6O          599 3
QSO:  7023 CW 2017-11-25 0108 JA3YBK        599 25     II9P          599 15
QSO: 14029 CW 2017-11-25 0108 JA3YBK        599 25     WA2OCG        599 3
QSO: 14029 CW 2017-11-25 0109 JA3YBK        599 25     W6SR          599 3
QSO: 21028 CW 2017-11-25 0109 JA3YBK        599 25     N6JV          599 3
QSO: 14029 CW 2017-11-25 0109 JA3YBK        599 25     W2FV          599 3
QSO: 21028 CW 2017-11-25 0109 JA3YBK        599 25     VK2GR         599 30
QSO: 14029 CW 2017-11-25 0109 JA3YBK        599 25     K7SS          599 3
QSO: 28013 CW 2017-11-25 0109 JA3YBK        599 25     RT0C          599 19
QSO: 21028 CW 2017-11-25 0109 JA3YBK        599 25     YB1AR         599 28
QSO: 14029 CW 2017-11-25 0110 JA3YBK        599 25     BG2QMO        599 24
QSO: 21028 CW 2017-11-25 0110 JA3YBK        599 25     N6UO          599 3
QSO: 14029 CW 2017-11-25 0110 JA3YBK        599 25     BG4AHK        599 24
QSO: 21028 CW 2017-11-25 0111 JA3YBK        599 25     KH6OO         599 31
QSO: 14029 CW 2017-11-25 0111 JA3YBK        599 25     RV0CG         599 19
QSO: 14029 CW 2017-11-25 0111 JA3YBK        599 25     W6OAT         599 3
QSO: 21028 CW 2017-11-25 0111 JA3YBK        599 25     KE6QR         599 3
QSO: 14029 CW 2017-11-25 0111 JA3YBK        599 25     K7QA          599 4
QSO: 21028 CW 2017-11-25 0112 JA3YBK        599 25     WJ7R          599 3
QSO: 14029 CW 2017-11-25 0112 JA3YBK        599 25     N7NM          599 3
QSO: 21028 CW 2017-11-25 0112 JA3YBK        599 25     YB0ANN        599 28
QSO: 14029 CW 2017-11-25 0112 JA3YBK        599 25     BY3GA         599 23
QSO: 21028 CW 2017-11-25 0113 JA3YBK        599 25     VK2BJ         599 30
QSO: 21028 CW 2017-11-25 0113 JA3YBK        599 25     N6CW          599 3
QSO: 21028 CW 2017-11-25 0114 JA3YBK        599 25     VK7CW         599 30
QSO: 14029 CW 2017-11-25 0114 JA3YBK        599 25     K7JQ          599 3
QSO: 28013 CW 2017-11-25 0114 JA3YBK        599 25     JE2BOM        599 25
QSO:  7003 CW 2017-11-25 0114 JA3YBK        599 25     LZ4T          599 20
QSO: 14029 CW 2017-11-25 0114 JA3YBK        599 25     XE2B          599 6
QSO: 21028 CW 2017-11-25 0114 JA3YBK        599 25     BH7LSW        599 24
QSO: 28013 CW 2017-11-25 0115 JA3YBK        599 25     LT1F          599 13
QSO: 14029 CW 2017-11-25 0115 JA3YBK        599 25     WA7PRC        599 3
QSO: 21028 CW 2017-11-25 0115 JA3YBK        599 25     W6YA          599 3
QSO: 14029 CW 2017-11-25 0115 JA3YBK        599 25     K7AVF         599 3
QSO: 14029 CW 2017-11-25 0116 JA3YBK        599 25     K7DSE         599 3
QSO: 21028 CW 2017-11-25 0116 JA3YBK        599 25     PT9DX         599 11
QSO: 14029 CW 2017-11-25 0116 JA3YBK        599 25     N5XJ          599 4
QSO: 14029 CW 2017-11-25 0116 JA3YBK        599 25     BH6KOK        599 24
QSO: 21028 CW 2017-11-25 0116 JA3YBK        599 25     UA0DX         599 19
QSO: 28013 CW 2017-11-25 0117 JA3YBK        599 25     VK2IR         599 30
QSO: 14029 CW 2017-11-25 0117 JA3YBK        599 25     BG7IWZ        599 24
QSO: 14029 CW 2017-11-25 0117 JA3YBK        599 25     BI7OEZ        599 24
QSO: 28013 CW 2017-11-25 0117 JA3YBK        599 25     VK2BJ         599 30
QSO: 14029 CW 2017-11-25 0117 JA3YBK        599 25     AK7AT         599 3
QSO: 28013 CW 2017-11-25 0118 JA3YBK        599 25     VK7CW         599 30
QSO: 14029 CW 2017-11-25 0118 JA3YBK        599 25     W7OM          599 3
QSO: 14029 CW 2017-11-25 0118 JA3YBK        599 25     KG7CW         599 3
QSO: 21028 CW 2017-11-25 0118 JA3YBK        599 25     YC1DTE        599 28
