START-OF-LOG: 3.0
CALLSIGN: OM3BA
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 80320
NAME: Jozef  Lancaric
LOCATION: DX
OPERATORS: OM3BA
CLUB:
CERTIFICATE: NO
CREATED-BY: UcxLog 6.62
SOAPBOX: tcvr   ICOM 735 out 90 Watts
SOAPBOX: random wire + LC matchbox
QSO: 14000 CW 2017-11-25 0636 OM3BA         599 15     UN6LN         599 17     0
QSO: 14000 CW 2017-11-25 0639 OM3BA         599 15     UC5D          599 16     0
QSO: 14000 CW 2017-11-25 0640 OM3BA         599 15     UI8J          599 17     0
QSO: 14000 CW 2017-11-25 0641 OM3BA         599 15     UP2L          599 17     0
QSO: 14000 CW 2017-11-25 0642 OM3BA         599 15     UA9LDD        599 17     0
QSO: 14000 CW 2017-11-25 0644 OM3BA         599 15     RW0A          599 18     0
QSO: 14000 CW 2017-11-25 0647 OM3BA         599 15     R8WO          599 16     0
QSO: 14000 CW 2017-11-25 0652 OM3BA         599 15     C4W           599 20     0
QSO: 14000 CW 2017-11-25 0653 OM3BA         599 15     UA9TO         599 16     0
QSO: 14000 CW 2017-11-25 0654 OM3BA         599 15     4Z5TK         599 20     0
QSO: 14000 CW 2017-11-25 0655 OM3BA         599 15     RU4UR         599 16     0
QSO: 14000 CW 2017-11-25 0656 OM3BA         599 15     R7LV          599 16     0
QSO: 14000 CW 2017-11-25 0658 OM3BA         599 15     II9P          599 15     0
QSO: 14000 CW 2017-11-25 0659 OM3BA         599 15     CR5T          599 14     0
QSO: 14000 CW 2017-11-25 0700 OM3BA         599 15     UA6GF         599 16     0
QSO: 14000 CW 2017-11-25 0719 OM3BA         599 15     SI6M          599 14     0
QSO: 14000 CW 2017-11-25 0720 OM3BA         599 15     IT9SSI        599 15     0
QSO: 14000 CW 2017-11-25 0721 OM3BA         599 15     OF5Z          599 15     0
QSO: 14000 CW 2017-11-25 0722 OM3BA         599 15     OK1XC         599 15     0
QSO: 14000 CW 2017-11-25 0723 OM3BA         599 15     EC2DX         599 14     0
QSO: 14000 CW 2017-11-25 0726 OM3BA         599 15     EW7A          599 16     0
QSO: 14000 CW 2017-11-25 0727 OM3BA         599 15     SO4R          599 15     0
QSO: 14000 CW 2017-11-25 0728 OM3BA         599 15     R2DFD         599 16     0
QSO: 14000 CW 2017-11-25 0729 OM3BA         599 15     4X2M          599 20     0
QSO: 14000 CW 2017-11-25 0730 OM3BA         599 15     EF2A          599 14     0
QSO: 14000 CW 2017-11-25 0731 OM3BA         599 15     R3QA          599 16     0
QSO: 14000 CW 2017-11-25 0732 OM3BA         599 15     EV1R          599 16     0
QSO: 14000 CW 2017-11-25 0733 OM3BA         599 15     OH8WW         599 15     0
QSO: 14000 CW 2017-11-25 0735 OM3BA         599 15     YL2BJ         599 15     0
QSO: 14000 CW 2017-11-25 0736 OM3BA         599 15     3V8SS         599 33     0
QSO: 14000 CW 2017-11-25 0738 OM3BA         599 15     S52GP         599 15     0
QSO: 14000 CW 2017-11-25 0743 OM3BA         599 15     UA2FZ         599 15     0
QSO: 14000 CW 2017-11-25 0744 OM3BA         599 15     CT9/OM3GI     599 33     0
QSO: 14000 CW 2017-11-25 0748 OM3BA         599 15     SX1T          599 20     0
