START-OF-LOG: 3.0
CALLSIGN: JN3DMJ
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 2967
NAME: Koichi Matsumoto
LOCATION: DX
OPERATORS: JN3DMJ
CLUB:
CERTIFICATE: YES
CREATED-BY: Homebrew System
SOAPBOX: The actual maximum power output used is 5 watts.
QSO: 21005 CW 2017-11-25 0204 JN3DMJ        599 25     B7Q           599 24
QSO: 21009 CW 2017-11-25 0207 JN3DMJ        599 25     VR2CC         599 24
QSO: 21023 CW 2017-11-25 0221 JN3DMJ        599 25     HS0ZIA        599 26
QSO: 21045 CW 2017-11-25 0235 JN3DMJ        599 25     AH0K          599 27
QSO: 21031 CW 2017-11-25 0251 JN3DMJ        599 25     KH6J          599 31
QSO: 21033 CW 2017-11-25 0259 JN3DMJ        599 25     ZM4T          599 32
QSO: 21042 CW 2017-11-25 0306 JN3DMJ        599 25     VK6LW         599 29
QSO: 14012 CW 2017-11-25 0329 JN3DMJ        599 25     BI4WXD        599 24
QSO: 14022 CW 2017-11-25 0339 JN3DMJ        599 25     BG4AHK        599 24
QSO:  3501 CW 2017-11-25 1425 JN3DMJ        599 25     JH1AEP        599 25
QSO:  3525 CW 2017-11-25 1439 JN3DMJ        599 25     RT0F          599 19
QSO:  1813 CW 2017-11-25 1444 JN3DMJ        599 25     JR4CZM        599 25
QSO: 21035 CW 2017-11-26 0048 JN3DMJ        599 25     YE1C          599 28
QSO: 14037 CW 2017-11-26 0124 JN3DMJ        599 25     RT0F          599 19
QSO: 21021 CW 2017-11-26 0139 JN3DMJ        599 25     BD7YK         599 24
QSO: 21008 CW 2017-11-26 0146 JN3DMJ        599 25     VR20EH        599 24
QSO: 14028 CW 2017-11-26 0255 JN3DMJ        599 25     KH7B          599 31
QSO: 14040 CW 2017-11-26 0306 JN3DMJ        599 25     B1Z           599 24
QSO: 21011 CW 2017-11-26 0406 JN3DMJ        599 25     RK0UT         599 18
QSO: 21016 CW 2017-11-26 0410 JN3DMJ        599 25     BY8DX         599 24
QSO: 21033 CW 2017-11-26 0436 JN3DMJ        599 25     JL3MCM        599 25
QSO: 21042 CW 2017-11-26 0446 JN3DMJ        599 25     HS0AC         599 26
QSO: 14026 CW 2017-11-26 0540 JN3DMJ        599 25     BA4DL         599 24
QSO: 14036 CW 2017-11-26 0544 JN3DMJ        599 25     R0CW          599 19
QSO: 14046 CW 2017-11-26 0555 JN3DMJ        599 25     BG5HVP        599 24
QSO: 14057 CW 2017-11-26 0558 JN3DMJ        599 25     BX3AA         599 24
QSO: 21036 CW 2017-11-26 0713 JN3DMJ        599 25     BG7BDB        599 24
QSO:  7024 CW 2017-11-26 0829 JN3DMJ        599 25     JR1ZTI        599 25
QSO:  7021 CW 2017-11-26 0835 JN3DMJ        599 25     RC0CB         599 19
QSO:  7002 CW 2017-11-26 0912 JN3DMJ        599 25     N7AT          599 03
QSO:  7004 CW 2017-11-26 0917 JN3DMJ        599 25     SJ2W          599 14
QSO:  7014 CW 2017-11-26 0938 JN3DMJ        599 25     K9DX          599 03
QSO:  7021 CW 2017-11-26 1010 JN3DMJ        599 25     RT0C          599 19
QSO:  7024 CW 2017-11-26 1015 JN3DMJ        599 25     RT0F          599 19
QSO:  7025 CW 2017-11-26 1027 JN3DMJ        599 25     N7WA          599 03
QSO:  7042 CW 2017-11-26 1038 JN3DMJ        599 25     W7RM          599 03
QSO:  7017 CW 2017-11-26 1306 JN3DMJ        599 25     K6XX          599 03
QSO:  7007 CW 2017-11-26 1325 JN3DMJ        599 25     K5WA          599 04
QSO:  7015 CW 2017-11-26 1334 JN3DMJ        599 25     RT3F          599 16
QSO:  7015 CW 2017-11-26 1341 JN3DMJ        599 25     NR5M          599 04
QSO:  7002 CW 2017-11-26 1437 JN3DMJ        599 25     W7WA          599 03
END-OF-LOG:
