START-OF-LOG: 3.0
CALLSIGN: XE2B
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 557106
NAME: Fco. Luis Delgadillo Jaime
LOCATION: DX
OPERATORS: XE2B
CLUB: CLUB DE RADIO EXPERIMENTADORES DE OCCIDENTE
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.6903.0
SOAPBOX: Missed most of the saturday due to a family trip commitment. This
SOAPBOX: left Sunday -to work the contest with plenty of fun.
QSO:  1825 CW 2017-11-25 0205 XE2B          599 6      N0KE          599 04
QSO:  1825 CW 2017-11-25 0205 XE2B          599 6      KD7KL         599 03
QSO:  1825 CW 2017-11-25 0205 XE2B          599 6      K4PI          599 05
QSO:  1825 CW 2017-11-25 0206 XE2B          599 6      N7DR          599 04
QSO:  1825 CW 2017-11-25 0207 XE2B          599 6      N7WS          599 03
QSO:  1825 CW 2017-11-25 0207 XE2B          599 6      K5NA          599 04
QSO:  1825 CW 2017-11-25 0208 XE2B          599 6      NR5M          599 04
QSO:  1825 CW 2017-11-25 0209 XE2B          599 6      W3LPL         599 05
QSO:  1825 CW 2017-11-25 0209 XE2B          599 6      K0RF          599 04
QSO:  1825 CW 2017-11-25 0209 XE2B          599 6      W0VX          599 04
QSO:  1825 CW 2017-11-25 0211 XE2B          599 6      K6XT          599 04
QSO:  1825 CW 2017-11-25 0211 XE2B          599 6      N7RK          599 03
QSO:  1825 CW 2017-11-25 0213 XE2B          599 6      K5WA          599 04
QSO:  1825 CW 2017-11-25 0214 XE2B          599 6      K3LR          599 05
QSO:  7007 CW 2017-11-25 0218 XE2B          599 6      NN7CW         599 05
QSO:  7011 CW 2017-11-25 0328 XE2B          599 6      KC1XX         599 05
QSO:  3513 CW 2017-11-25 0329 XE2B          599 6      KC1XX         599 05
QSO:  7013 CW 2017-11-25 0331 XE2B          599 6      W4RM          599 05
QSO:  7016 CW 2017-11-25 0333 XE2B          599 6      HQ9X          599 07
QSO:  7014 CW 2017-11-25 0336 XE2B          599 6      K6KR          599 03
QSO:  7014 CW 2017-11-25 0337 XE2B          599 6      N8UM          599 04
QSO:  7014 CW 2017-11-25 0338 XE2B          599 6      K6LL          599 03
QSO:  7014 CW 2017-11-25 0339 XE2B          599 6      W6XB          599 03
QSO:  7014 CW 2017-11-25 0340 XE2B          599 6      K7WP          599 03
QSO:  7014 CW 2017-11-25 0341 XE2B          599 6      K3CCR         599 05
QSO:  7014 CW 2017-11-25 0341 XE2B          599 6      K0RF          599 04
QSO:  7014 CW 2017-11-25 0341 XE2B          599 6      W4DAN         599 04
QSO:  7014 CW 2017-11-25 0342 XE2B          599 6      K5TA          599 04
QSO:  7014 CW 2017-11-25 0343 XE2B          599 6      TK0C          599 15
QSO:  7014 CW 2017-11-25 0343 XE2B          599 6      AF5CC         599 04
QSO:  7014 CW 2017-11-25 0344 XE2B          599 6      N0NI          599 04
QSO:  7014 CW 2017-11-25 0344 XE2B          599 6      WD9Q          599 04
QSO:  7014 CW 2017-11-25 0345 XE2B          599 6      W9OSI         599 04
QSO:  7014 CW 2017-11-25 0345 XE2B          599 6      K5LJ          599 04
QSO:  7014 CW 2017-11-25 0346 XE2B          599 6      W7WA          599 03
QSO:  7014 CW 2017-11-25 0346 XE2B          599 6      W7RM          599 03
QSO:  7014 CW 2017-11-25 0347 XE2B          599 6      DL4A          599 14
QSO:  7014 CW 2017-11-25 0348 XE2B          599 6      N4DU          599 05
QSO:  7014 CW 2017-11-25 0349 XE2B          599 6      ED8X          599 33
QSO:  7019 CW 2017-11-25 0352 XE2B          599 6      9A1P          599 15
QSO:  7020 CW 2017-11-25 0352 XE2B          599 6      K5RM          599 04
QSO:  7023 CW 2017-11-25 0354 XE2B          599 6      II9P          599 15
QSO:  7027 CW 2017-11-25 0356 XE2B          599 6      PS2T          599 11
QSO:  7027 CW 2017-11-25 0358 XE2B          599 6      S59ABC        599 15
QSO:  7039 CW 2017-11-25 0403 XE2B          599 6      S50A          599 15
QSO:  7041 CW 2017-11-25 0405 XE2B          599 6      IR4M          599 15
QSO:  7042 CW 2017-11-25 0407 XE2B          599 6      EC2DX         599 14
QSO:  7048 CW 2017-11-25 0411 XE2B          599 6      K5TR          599 04
QSO: 21019 CW 2017-11-25 1405 XE2B          599 6      VE2BWL        599 05
QSO: 21030 CW 2017-11-25 1409 XE2B          599 6      OA4SS         599 10
QSO: 21031 CW 2017-11-25 1409 XE2B          599 6      W4FS          599 05
QSO: 14009 CW 2017-11-25 1412 XE2B          599 6      NN7CW         599 05
QSO: 21036 CW 2017-11-25 1414 XE2B          599 6      S58N          599 15
QSO: 21002 CW 2017-11-25 1415 XE2B          599 6      K3LR          599 05
QSO: 14014 CW 2017-11-25 1416 XE2B          599 6      K3LR          599 05
QSO: 21005 CW 2017-11-25 1418 XE2B          599 6      WC1M          599 05
QSO: 21012 CW 2017-11-25 1421 XE2B          599 6      9A7A          599 15
QSO: 21021 CW 2017-11-25 1428 XE2B          599 6      K0MD          599 04
QSO: 21023 CW 2017-11-25 1430 XE2B          599 6      LZ5R          599 20
QSO: 21024 CW 2017-11-25 1431 XE2B          599 6      EA5RS         599 14
QSO: 21026 CW 2017-11-25 1432 XE2B          599 6      M6T           599 14
QSO: 21028 CW 2017-11-25 1433 XE2B          599 6      TK0C          599 15
QSO: 21030 CW 2017-11-25 1435 XE2B          599 6      HG6N          599 15
QSO: 21032 CW 2017-11-25 1436 XE2B          599 6      K8AZ          599 04
QSO: 21037 CW 2017-11-25 1439 XE2B          599 6      G5U           599 14
QSO: 21037 CW 2017-11-25 1440 XE2B          599 6      IO2X          599 15
QSO: 21038 CW 2017-11-25 1442 XE2B          599 6      HB9DQL        599 14
QSO: 21039 CW 2017-11-25 1444 XE2B          599 6      DK6WL         599 14
QSO: 21039 CW 2017-11-25 1444 XE2B          599 6      LX7I          599 14
QSO: 21040 CW 2017-11-25 1445 XE2B          599 6      IR4X          599 15
QSO: 21042 CW 2017-11-25 1447 XE2B          599 6      6Y3M          599 08
QSO: 21042 CW 2017-11-25 1448 XE2B          599 6      DL6FBL        599 14
QSO: 21043 CW 2017-11-25 1450 XE2B          599 6      M0DXR         599 14
QSO: 21045 CW 2017-11-25 1451 XE2B          599 6      EF2A          599 14
QSO: 21045 CW 2017-11-25 1452 XE2B          599 6      OK7K          599 15
QSO: 21046 CW 2017-11-25 1453 XE2B          599 6      V47T          599 08
QSO: 21046 CW 2017-11-25 1454 XE2B          599 6      K2SSS         599 05
QSO: 21049 CW 2017-11-25 1455 XE2B          599 6      CN2AA         599 33
QSO: 21050 CW 2017-11-25 1457 XE2B          599 6      CR3W          599 33
QSO: 21050 CW 2017-11-25 1458 XE2B          599 6      ED8X          599 33
QSO: 21051 CW 2017-11-25 1459 XE2B          599 6      TO2SP         599 08
QSO: 21053 CW 2017-11-25 1502 XE2B          599 6      V26K          599 08
QSO: 21055 CW 2017-11-25 1503 XE2B          599 6      EF8U          599 33
QSO: 21056 CW 2017-11-25 1504 XE2B          599 6      G5O           599 14
QSO: 21059 CW 2017-11-25 1506 XE2B          599 6      CR6K          599 14
QSO: 21061 CW 2017-11-25 1508 XE2B          599 6      ZF2MJ         599 08
QSO: 21068 CW 2017-11-25 1509 XE2B          599 6      CR2M          599 14
QSO: 21060 CW 2017-11-25 1512 XE2B          599 6      FG/F6ARC      599 08
QSO: 21074 CW 2017-11-25 1513 XE2B          599 6      KG9N          599 04
QSO: 21069 CW 2017-11-25 1514 XE2B          599 6      H79H          599 07
QSO: 21048 CW 2017-11-25 1517 XE2B          599 6      W4CB          599 05
QSO: 21038 CW 2017-11-25 1519 XE2B          599 6      FM5FJ         599 08
QSO: 21040 CW 2017-11-25 1520 XE2B          599 6      VP5M          599 08
QSO: 21034 CW 2017-11-25 1520 XE2B          599 6      PZ5V          599 09
QSO: 21034 CW 2017-11-25 1522 XE2B          599 6      TM6M          599 14
QSO: 21023 CW 2017-11-25 1525 XE2B          599 6      EA8CN         599 33
QSO: 21025 CW 2017-11-25 1526 XE2B          599 6      K1TTT         599 05
QSO: 28024 CW 2017-11-25 1528 XE2B          599 6      PJ2T          599 09
QSO: 28026 CW 2017-11-25 1530 XE2B          599 6      HI3CC         599 08
QSO: 21071 CW 2017-11-25 1532 XE2B          599 6      6W1SU         599 35
QSO: 21072 CW 2017-11-25 1533 XE2B          599 6      HQ9X          599 07
QSO: 21073 CW 2017-11-25 1533 XE2B          599 6      NP2X          599 08
QSO: 21045 CW 2017-11-25 1535 XE2B          599 6      N0NI          599 04
QSO: 21026 CW 2017-11-25 1537 XE2B          599 6      ZW5B          599 11
QSO: 21009 CW 2017-11-25 1539 XE2B          599 6      K0RF          599 04
QSO:  7007 CW 2017-11-26 0235 XE2B          599 6      NR4M          599 05
QSO:  7020 CW 2017-11-26 0239 XE2B          599 6      CN2AA         599 33
QSO:  7025 CW 2017-11-26 0241 XE2B          599 6      W6DR          599 03
QSO:  7025 CW 2017-11-26 0241 XE2B          599 6      W3LPL         599 05
QSO:  7025 CW 2017-11-26 0241 XE2B          599 6      KO7SS         599 03
QSO:  7025 CW 2017-11-26 0242 XE2B          599 6      K5RX          599 04
QSO:  7025 CW 2017-11-26 0242 XE2B          599 6      K7UT          599 03
QSO:  7025 CW 2017-11-26 0242 XE2B          599 6      NA6O          599 03
QSO:  7025 CW 2017-11-26 0242 XE2B          599 6      K0CN          599 04
QSO:  7025 CW 2017-11-26 0243 XE2B          599 6      W6AYC         599 03
QSO:  7025 CW 2017-11-26 0243 XE2B          599 6      K8AZ          599 04
QSO:  7025 CW 2017-11-26 0244 XE2B          599 6      N4NO          599 04
QSO:  7025 CW 2017-11-26 0245 XE2B          599 6      N4KG          599 04
QSO:  7025 CW 2017-11-26 0245 XE2B          599 6      K9IMM         599 04
QSO:  7025 CW 2017-11-26 0246 XE2B          599 6      K1TTT         599 05
QSO:  7025 CW 2017-11-26 0246 XE2B          599 6      W3KB          599 05
QSO:  7025 CW 2017-11-26 0246 XE2B          599 6      WO9S          599 04
QSO:  7025 CW 2017-11-26 0247 XE2B          599 6      W8UE          599 04
QSO:  7025 CW 2017-11-26 0248 XE2B          599 6      CT9/OM3BS     599 33
QSO:  7025 CW 2017-11-26 0249 XE2B          599 6      NK8Q          599 05
QSO:  7025 CW 2017-11-26 0249 XE2B          599 6      WY3A          599 05
QSO:  7025 CW 2017-11-26 0249 XE2B          599 6      K9IL          599 04
QSO:  7025 CW 2017-11-26 0250 XE2B          599 6      AE0G          599 04
QSO:  7025 CW 2017-11-26 0250 XE2B          599 6      KJ4M          599 04
QSO:  3505 CW 2017-11-26 0254 XE2B          599 6      NC1I          599 05
QSO:  3504 CW 2017-11-26 0256 XE2B          599 6      K9IMM         599 04
QSO:  3504 CW 2017-11-26 0256 XE2B          599 6      K8AZ          599 04
QSO:  3504 CW 2017-11-26 0256 XE2B          599 6      W2FU          599 05
QSO:  3504 CW 2017-11-26 0257 XE2B          599 6      N7AT          599 03
QSO:  3504 CW 2017-11-26 0258 XE2B          599 6      EF8R          599 33
QSO:  3504 CW 2017-11-26 0258 XE2B          599 6      W5NE          599 04
QSO:  3504 CW 2017-11-26 0258 XE2B          599 6      K3MM          599 05
QSO:  3504 CW 2017-11-26 0259 XE2B          599 6      W0VX          599 04
QSO:  3504 CW 2017-11-26 0259 XE2B          599 6      WX0B          599 04
QSO:  3504 CW 2017-11-26 0300 XE2B          599 6      KD5M          599 05
QSO:  3504 CW 2017-11-26 0301 XE2B          599 6      N6XI          599 03
QSO:  3504 CW 2017-11-26 0303 XE2B          599 6      P33W          599 20
QSO:  3504 CW 2017-11-26 0304 XE2B          599 6      K5ZD          599 05
QSO:  3503 CW 2017-11-26 0307 XE2B          599 6      N3QE          599 05
QSO:  3503 CW 2017-11-26 0307 XE2B          599 6      N7IP          599 04
QSO:  3503 CW 2017-11-26 0308 XE2B          599 6      K9RS          599 05
QSO:  3503 CW 2017-11-26 0308 XE2B          599 6      K0RF          599 04
QSO:  3503 CW 2017-11-26 0309 XE2B          599 6      K1RU          599 05
QSO:  3503 CW 2017-11-26 0310 XE2B          599 6      WE9V          599 04
QSO:  3503 CW 2017-11-26 0311 XE2B          599 6      KU4V          599 05
QSO:  3503 CW 2017-11-26 0312 XE2B          599 6      WA0MHJ        599 04
QSO:  3503 CW 2017-11-26 0312 XE2B          599 6      K5ZO          599 04
QSO:  3503 CW 2017-11-26 0312 XE2B          599 6      K3CCR         599 05
QSO:  3503 CW 2017-11-26 0313 XE2B          599 6      W3ZGD         599 05
QSO:  3503 CW 2017-11-26 0313 XE2B          599 6      N8UM          599 04
QSO:  3503 CW 2017-11-26 0313 XE2B          599 6      K3LR          599 05
QSO:  3503 CW 2017-11-26 0314 XE2B          599 6      W2GDJ         599 05
QSO:  3503 CW 2017-11-26 0315 XE2B          599 6      N1MM          599 05
QSO:  3503 CW 2017-11-26 0315 XE2B          599 6      NA2AA         599 05
QSO:  3503 CW 2017-11-26 0316 XE2B          599 6      W4MYA         599 05
QSO:  3503 CW 2017-11-26 0316 XE2B          599 6      KQ0J          599 05
QSO:  3503 CW 2017-11-26 0316 XE2B          599 6      KE2VB         599 03
QSO:  3503 CW 2017-11-26 0317 XE2B          599 6      W3NO          599 05
QSO:  3503 CW 2017-11-26 0317 XE2B          599 6      W4NBS         599 04
QSO:  3503 CW 2017-11-26 0317 XE2B          599 6      II9P          599 15
QSO:  3503 CW 2017-11-26 0318 XE2B          599 6      W3FJ          599 05
QSO:  3503 CW 2017-11-26 0319 XE2B          599 6      W8FN          599 04
QSO:  3503 CW 2017-11-26 0320 XE2B          599 6      K2TE          599 05
QSO:  3503 CW 2017-11-26 0321 XE2B          599 6      N4KG          599 04
QSO:  3503 CW 2017-11-26 0321 XE2B          599 6      N4QS          599 04
QSO:  3503 CW 2017-11-26 0322 XE2B          599 6      VE2BWL        599 05
QSO:  3503 CW 2017-11-26 0323 XE2B          599 6      K4XU          599 03
QSO:  3503 CW 2017-11-26 0324 XE2B          599 6      K0SRL         599 04
QSO:  3503 CW 2017-11-26 0324 XE2B          599 6      K5CD          599 04
QSO:  3503 CW 2017-11-26 0326 XE2B          599 6      N9NB          599 05
QSO:  3503 CW 2017-11-26 0326 XE2B          599 6      K5CI          599 04
QSO:  3503 CW 2017-11-26 0326 XE2B          599 6      N4AF          599 05
QSO:  3503 CW 2017-11-26 0327 XE2B          599 6      NO9E          599 05
QSO:  3503 CW 2017-11-26 0327 XE2B          599 6      AB0RX         599 04
QSO:  3503 CW 2017-11-26 0327 XE2B          599 6      KE4KY         599 04
QSO:  3503 CW 2017-11-26 0328 XE2B          599 6      KE1F          599 05
QSO:  3503 CW 2017-11-26 0328 XE2B          599 6      K1KP          599 05
QSO:  3503 CW 2017-11-26 0330 XE2B          599 6      NW0M          599 04
QSO:  3503 CW 2017-11-26 0330 XE2B          599 6      W9PA          599 04
QSO:  3503 CW 2017-11-26 0331 XE2B          599 6      N1DG          599 05
QSO:  3503 CW 2017-11-26 0331 XE2B          599 6      K3PH          599 05
QSO:  3503 CW 2017-11-26 0332 XE2B          599 6      NJ3I          599 05
QSO:  3503 CW 2017-11-26 0333 XE2B          599 6      K5TR          599 04
QSO:  3503 CW 2017-11-26 0333 XE2B          599 6      WA5SOG        599 04
QSO:  3503 CW 2017-11-26 0334 XE2B          599 6      N6WIN         599 03
QSO:  3503 CW 2017-11-26 0334 XE2B          599 6      W7FW          599 04
QSO:  3503 CW 2017-11-26 0335 XE2B          599 6      K6YK          599 03
QSO:  3503 CW 2017-11-26 0335 XE2B          599 6      KC7QY         599 04
QSO:  3503 CW 2017-11-26 0337 XE2B          599 6      KX4TT         599 05
QSO:  3503 CW 2017-11-26 0337 XE2B          599 6      K2LE          599 05
QSO:  3503 CW 2017-11-26 0338 XE2B          599 6      N4RA          599 05
QSO:  3503 CW 2017-11-26 0339 XE2B          599 6      K1GU          599 04
QSO:  3503 CW 2017-11-26 0339 XE2B          599 6      N9NA          599 03
QSO:  3503 CW 2017-11-26 0340 XE2B          599 6      N3ZA          599 05
QSO:  3503 CW 2017-11-26 0341 XE2B          599 6      IK7XLU        599 15
QSO:  3503 CW 2017-11-26 0342 XE2B          599 6      WO7R          599 03
QSO:  3503 CW 2017-11-26 0344 XE2B          599 6      K3OO          599 05
QSO:  3503 CW 2017-11-26 0344 XE2B          599 6      W7AT          599 03
QSO:  7019 CW 2017-11-26 0345 XE2B          599 6      NG7M          599 03
QSO:  7019 CW 2017-11-26 0346 XE2B          599 6      K3KO          599 05
QSO:  7019 CW 2017-11-26 0346 XE2B          599 6      N0KQ          599 03
QSO:  7019 CW 2017-11-26 0347 XE2B          599 6      NJ0F          599 04
QSO:  7019 CW 2017-11-26 0348 XE2B          599 6      N6MB          599 03
QSO:  7019 CW 2017-11-26 0348 XE2B          599 6      K9BGL         599 04
QSO:  7019 CW 2017-11-26 0349 XE2B          599 6      W4SO          599 05
QSO:  7019 CW 2017-11-26 0350 XE2B          599 6      WE9V          599 04
QSO:  7019 CW 2017-11-26 0350 XE2B          599 6      WW4LL         599 05
QSO:  7019 CW 2017-11-26 0351 XE2B          599 6      AE6C          599 03
QSO:  7019 CW 2017-11-26 0351 XE2B          599 6      W9UM          599 04
QSO:  7019 CW 2017-11-26 0351 XE2B          599 6      W0BM          599 04
QSO:  7019 CW 2017-11-26 0352 XE2B          599 6      KA9A          599 03
QSO:  7019 CW 2017-11-26 0353 XE2B          599 6      K7HP          599 03
QSO:  7019 CW 2017-11-26 0353 XE2B          599 6      W5PF          599 04
QSO:  7019 CW 2017-11-26 0354 XE2B          599 6      N6QQ          599 03
QSO:  7019 CW 2017-11-26 0354 XE2B          599 6      K5WA          599 04
QSO:  7019 CW 2017-11-26 0355 XE2B          599 6      K6BZZ         599 03
QSO:  7019 CW 2017-11-26 0355 XE2B          599 6      CE3CT         599 12
QSO:  7019 CW 2017-11-26 0355 XE2B          599 6      KJ5Y          599 04
QSO:  7019 CW 2017-11-26 0356 XE2B          599 6      WA7NWL        599 03
QSO:  7019 CW 2017-11-26 0357 XE2B          599 6      NS7B          599 03
QSO:  7019 CW 2017-11-26 0357 XE2B          599 6      K6RIM         599 03
QSO:  7019 CW 2017-11-26 0358 XE2B          599 6      N8PR          599 05
QSO:  7019 CW 2017-11-26 0358 XE2B          599 6      N9CO          599 04
QSO:  7019 CW 2017-11-26 0359 XE2B          599 6      N4HB          599 05
QSO:  7019 CW 2017-11-26 0400 XE2B          599 6      W7QL          599 03
QSO:  7019 CW 2017-11-26 0400 XE2B          599 6      K2LE          599 05
QSO:  7019 CW 2017-11-26 0401 XE2B          599 6      AA6EE         599 03
QSO:  3507 CW 2017-11-26 0403 XE2B          599 6      VE5MX         599 04
QSO:  3507 CW 2017-11-26 0403 XE2B          599 6      N0NI          599 04
QSO:  3507 CW 2017-11-26 0404 XE2B          599 6      NN5T          599 04
QSO:  1822 CW 2017-11-26 0406 XE2B          599 6      VE3EJ         599 04
QSO:  1816 CW 2017-11-26 0408 XE2B          599 6      WX0B          599 04
QSO:  1817 CW 2017-11-26 0408 XE2B          599 6      W8AV          599 04
QSO:  1817 CW 2017-11-26 0410 XE2B          599 6      KZ5D          599 04
QSO:  1817 CW 2017-11-26 0410 XE2B          599 6      VE3ZI         599 04
QSO:  1817 CW 2017-11-26 0411 XE2B          599 6      K0EJ          599 04
QSO:  1817 CW 2017-11-26 0412 XE2B          599 6      KO7SS         599 03
QSO:  1821 CW 2017-11-26 0417 XE2B          599 6      6Y0W          599 08
QSO:  1833 CW 2017-11-26 0421 XE2B          599 6      PJ2T          599 09
QSO:  3509 CW 2017-11-26 0435 XE2B          599 6      XL3T          599 04
QSO:  3508 CW 2017-11-26 0436 XE2B          599 6      K5WA          599 04
QSO:  3514 CW 2017-11-26 0437 XE2B          599 6      W3LPL         599 05
QSO:  3515 CW 2017-11-26 0440 XE2B          599 6      TI7W          599 07
QSO:  1814 CW 2017-11-26 0442 XE2B          599 6      TO2SP         599 08
QSO:  1829 CW 2017-11-26 0446 XE2B          599 6      WA7NB         599 03
QSO:  1830 CW 2017-11-26 0448 XE2B          599 6      K4PV          599 05
QSO:  1830 CW 2017-11-26 0449 XE2B          599 6      K6LL          599 03
QSO:  1830 CW 2017-11-26 0449 XE2B          599 6      K5RX          599 04
QSO:  1830 CW 2017-11-26 0449 XE2B          599 6      K0KX          599 04
QSO:  1830 CW 2017-11-26 0450 XE2B          599 6      K4OY          599 05
QSO:  1830 CW 2017-11-26 0451 XE2B          599 6      N4PN          599 05
QSO:  1830 CW 2017-11-26 0451 XE2B          599 6      W6XI          599 03
QSO:  1830 CW 2017-11-26 0452 XE2B          599 6      K5KC          599 04
QSO:  1830 CW 2017-11-26 0455 XE2B          599 6      K9IMM         599 04
QSO:  1830 CW 2017-11-26 0455 XE2B          599 6      NA6O          599 03
QSO:  7006 CW 2017-11-26 0502 XE2B          599 6      K5TU          599 04
QSO:  7006 CW 2017-11-26 0504 XE2B          599 6      K9CT          599 04
QSO:  7006 CW 2017-11-26 0505 XE2B          599 6      VA7DZ         599 03
QSO:  7020 CW 2017-11-26 0509 XE2B          599 6      EA4KD         599 14
QSO:  7034 CW 2017-11-26 0514 XE2B          599 6      KH7M          599 31
QSO:  7036 CW 2017-11-26 0515 XE2B          599 6      CR3W          599 33
