START-OF-LOG: 3.0
CALLSIGN: DO6LE
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 106304
NAME: Martin Heyde
LOCATION: DX
CLUB: DARC B02
CERTIFICATE: YES
CREATED-BY: UcxLog 7.75
QSO: 21000 CW 2017-11-25 0830 DO6LE         599 14     UN9GD         599 17     1
QSO: 21000 CW 2017-11-25 0834 DO6LE         599 14     UR8RF         599 16     1
QSO: 21000 CW 2017-11-25 0841 DO6LE         599 14     RA7A          599 16     1
QSO: 21000 CW 2017-11-25 0845 DO6LE         599 14     A45XR         599 21     1
QSO: 21000 CW 2017-11-25 0849 DO6LE         599 14     CR3OO         599 33     1
QSO: 21000 CW 2017-11-25 0859 DO6LE         599 14     UV5U          599 16     1
QSO: 21000 CW 2017-11-25 0906 DO6LE         599 14     CN2R          599 33     1
QSO: 21000 CW 2017-11-25 0906 DO6LE         599 14     CR2M          599 14     1
QSO: 21000 CW 2017-11-25 0910 DO6LE         599 14     VR20EH        599 24     1
QSO: 21000 CW 2017-11-25 0915 DO6LE         599 14     RT9S          599 16     1
QSO: 21000 CW 2017-11-25 0917 DO6LE         599 14     RY7G          599 16     1
QSO: 21000 CW 2017-11-25 0921 DO6LE         599 14     RC6U          599 16     1
QSO: 21000 CW 2017-11-25 0930 DO6LE         599 14     PA0BWL        599 14     1
QSO: 21000 CW 2017-11-25 0933 DO6LE         599 14     CT9/OM3RM     599 33     1
QSO: 21000 CW 2017-11-25 0935 DO6LE         599 14     UA7K          599 16     1
QSO: 21000 CW 2017-11-25 0939 DO6LE         599 14     P33W          599 20     1
QSO: 21000 CW 2017-11-25 0940 DO6LE         599 14     M6T           599 14     1
QSO: 21000 CW 2017-11-25 0945 DO6LE         599 14     ON5JT         599 14     1
QSO: 21000 CW 2017-11-25 0951 DO6LE         599 14     EC7WA         599 14     1
QSO: 21000 CW 2017-11-25 0955 DO6LE         599 14     D1DX          599 06     1
QSO: 21000 CW 2017-11-25 0957 DO6LE         599 14     UR6IM         599 16     1
QSO: 21000 CW 2017-11-25 0958 DO6LE         599 14     UA6GO         599 16     1
QSO: 21000 CW 2017-11-25 0959 DO6LE         599 14     IZ8EPX        599 15     1
QSO: 21000 CW 2017-11-25 1000 DO6LE         599 14     CN2AA         599 33     1
QSO: 21000 CW 2017-11-25 1001 DO6LE         599 14     RT6A          599 16     1
QSO: 21000 CW 2017-11-25 1008 DO6LE         599 14     R4IO          599 16     1
QSO: 21000 CW 2017-11-25 1013 DO6LE         599 14     4X6FR         599 20     1
QSO: 21000 CW 2017-11-25 1013 DO6LE         599 14     RC7A          599 16     1
QSO: 21000 CW 2017-11-25 1016 DO6LE         599 14     RU6CO         599 16     1
QSO: 21000 CW 2017-11-25 1017 DO6LE         599 14     RG4A          599 16     1
QSO: 21000 CW 2017-11-25 1019 DO6LE         599 14     RT4D          599 16     1
QSO: 21000 CW 2017-11-25 1022 DO6LE         599 14     SW9AA         599 20     1
QSO: 21000 CW 2017-11-25 1026 DO6LE         599 14     A44A          599 21     1
QSO: 21000 CW 2017-11-25 1031 DO6LE         599 14     R3ZV          599 16     1
QSO: 21000 CW 2017-11-25 1036 DO6LE         599 14     VK6LW         599 29     1
QSO: 21000 CW 2017-11-25 1047 DO6LE         599 14     RX7M          599 16     1
QSO: 21000 CW 2017-11-25 1048 DO6LE         599 14     EC2DX         599 14     1
QSO: 21000 CW 2017-11-25 1050 DO6LE         599 14     ZW5B          599 11     1
QSO: 21000 CW 2017-11-25 1050 DO6LE         599 14     TM6X          599 14     1
QSO: 21000 CW 2017-11-25 1114 DO6LE         599 14     4Z5LY         599 20     1
QSO: 21000 CW 2017-11-25 1117 DO6LE         599 14     UA4S          599 16     1
QSO: 21000 CW 2017-11-25 1118 DO6LE         599 14     EA3NN         599 14     1
QSO: 21000 CW 2017-11-25 1119 DO6LE         599 14     RM4P          599 16     1
QSO: 21000 CW 2017-11-25 1121 DO6LE         599 14     4L8A          599 21     1
QSO: 21000 CW 2017-11-25 1123 DO6LE         599 14     RN9T          599 16     1
QSO: 21000 CW 2017-11-25 1127 DO6LE         599 14     EA4SV         599 14     1
QSO: 21000 CW 2017-11-25 1138 DO6LE         599 14     V47T          599 08     1
QSO: 21000 CW 2017-11-25 1141 DO6LE         599 14     9G5W          599 35     1
QSO: 21000 CW 2017-11-25 1152 DO6LE         599 14     ZB2TT         599 14     1
QSO: 21000 CW 2017-11-25 1155 DO6LE         599 14     PY1SL         599 11     1
QSO: 21000 CW 2017-11-25 1207 DO6LE         599 14     C4W           599 20     1
QSO: 21000 CW 2017-11-25 1213 DO6LE         599 14     N4AF          599 5      1
QSO: 21000 CW 2017-11-25 1215 DO6LE         599 14     PX2A          599 11     1
QSO: 21000 CW 2017-11-25 1220 DO6LE         599 14     LU4OC         599 13     1
QSO: 21000 CW 2017-11-25 1235 DO6LE         599 14     WP2B          599 08     1
QSO: 21000 CW 2017-11-25 1237 DO6LE         599 14     NP2X          599 08     1
QSO: 21000 CW 2017-11-25 1241 DO6LE         599 14     P40L          599 09     1
QSO: 21000 CW 2017-11-25 1247 DO6LE         599 14     N1LN          599 5      1
QSO: 21000 CW 2017-11-25 1248 DO6LE         599 14     KQ2M          599 5      1
QSO: 21000 CW 2017-11-25 1252 DO6LE         599 14     NR3X          599 5      1
QSO: 21000 CW 2017-11-25 1307 DO6LE         599 14     6Y0W          599 08     1
QSO: 21000 CW 2017-11-25 1310 DO6LE         599 14     K1VR          599 5      1
QSO: 21000 CW 2017-11-25 1313 DO6LE         599 14     AA1ON         599 5      1
QSO: 21000 CW 2017-11-25 1314 DO6LE         599 14     K1ZZ          599 5      1
QSO: 21000 CW 2017-11-25 1314 DO6LE         599 14     W3LPL         599 5      1
QSO: 21000 CW 2017-11-25 1315 DO6LE         599 14     K1GQ          599 5      1
QSO: 21000 CW 2017-11-25 1316 DO6LE         599 14     K3RV          599 5      1
QSO: 21000 CW 2017-11-25 1318 DO6LE         599 14     W1KM          599 5      1
QSO: 21000 CW 2017-11-25 1321 DO6LE         599 14     N4BP          599 5      1
QSO: 21000 CW 2017-11-25 1323 DO6LE         599 14     W1NK          599 5      1
