START-OF-LOG: 3.0
CALLSIGN: OA4SS
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 1788885
NAME: Ed
LOCATION: DX
OPERATORS: OA4SS
CLUB: None
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.6903.0
SOAPBOX: 80 meters was really great Saturday night.
QSO: 14017 CW 2017-11-25 0000 OA4SS         599 10     N2MF          599 05
QSO: 14017 CW 2017-11-25 0001 OA4SS         599 10     W8MJ          599 04
QSO: 14017 CW 2017-11-25 0001 OA4SS         599 10     N4KG          599 04
QSO: 14017 CW 2017-11-25 0002 OA4SS         599 10     W2UP0         599 05
QSO: 14017 CW 2017-11-25 0002 OA4SS         599 10     W2UP          599 04
QSO: 14017 CW 2017-11-25 0003 OA4SS         599 10     KM6JD         599 03
QSO: 14017 CW 2017-11-25 0004 OA4SS         599 10     W1GQ          599 05
QSO: 14017 CW 2017-11-25 0004 OA4SS         599 10     W6TMD         599 03
QSO: 14017 CW 2017-11-25 0004 OA4SS         599 10     N7WY          599 04
QSO: 14017 CW 2017-11-25 0005 OA4SS         599 10     N0AX          599 04
QSO: 14017 CW 2017-11-25 0005 OA4SS         599 10     W3EP          599 05
QSO: 14017 CW 2017-11-25 0006 OA4SS         599 10     K3MD          599 05
QSO: 14017 CW 2017-11-25 0007 OA4SS         599 10     W3LPL         599 05
QSO: 14017 CW 2017-11-25 0009 OA4SS         599 10     N8II          599 05
QSO: 14017 CW 2017-11-25 0010 OA4SS         599 10     K9QVB         599 04
QSO: 14017 CW 2017-11-25 0011 OA4SS         599 10     P40W          599 09
QSO: 14017 CW 2017-11-25 0011 OA4SS         599 10     VE3VEE        599 04
QSO: 14017 CW 2017-11-25 0012 OA4SS         599 10     N3RD          599 05
QSO: 14017 CW 2017-11-25 0013 OA4SS         599 10     J68GD         599 08
QSO: 14017 CW 2017-11-25 0014 OA4SS         599 10     N8BJQ         599 04
QSO: 14017 CW 2017-11-25 0014 OA4SS         599 10     K5ZD          599 05
QSO: 14017 CW 2017-11-25 0015 OA4SS         599 10     N2CU          599 05
QSO: 14017 CW 2017-11-25 0016 OA4SS         599 10     YV5AAX        599 09
