START-OF-LOG: 3.0
CALLSIGN: VK2IG
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE:
NAME: MIKE DOWER
LOCATION: DX
OPERATORS: VK2IG
CLUB:
CERTIFICATE: NO
CREATED-BY: DXKEEPER 14.2.8
SOAPBOX: Thanks to everyone for another enjoyable contest! Conditions were variable.
SOAPBOX: Didn't work any new zones in the 2nd 24 hours but heard zones 1, 6, 7, 8,
SOAPBOX: 10, 11, 13 & 22 - either very weak, strong but dogpiled (e.g. zone 1), or
SOAPBOX: answering CQs.  Managed to avoid the thunderstorms in the district in the
SOAPBOX: last few hours.  Equipment: TS480HX @ 100W output, 80m OCF dipole (for 40m),
SOAPBOX: 40m dipole, and 5-band spiderbeam (for 20/15/10m).
SOAPBOX: Looking forward to participating next year.
QSO: 28025 CW 2017-11-25 0225 VK2IG         599     30 JE1LFX        599     25
QSO: 28013 CW 2017-11-25 0246 VK2IG         599     30 JA3YBK        599     25
QSO: 21005 CW 2017-11-25 0248 VK2IG         599     30 9V1OW         599     28
QSO: 21011 CW 2017-11-25 0252 VK2IG         599     30 BY8AC         599     24
QSO: 21023 CW 2017-11-25 0254 VK2IG         599     30 HS0ZIA        599     26
QSO: 21026 CW 2017-11-25 0256 VK2IG         599     30 E2X           599     26
QSO: 14039 CW 2017-11-25 0304 VK2IG         599     30 BI4SSB        599     24
QSO: 14044 CW 2017-11-25 0306 VK2IG         599     30 AH2R          599     27
QSO: 14043 CW 2017-11-25 0310 VK2IG         599     30 9M6NA         599     28
QSO: 14026 CW 2017-11-25 0315 VK2IG         599     30 BI4IZ         599     24
QSO: 14007 CW 2017-11-25 0317 VK2IG         599     30 VK6RT         599     29
QSO: 21051 CW 2017-11-25 0318 VK2IG         599     30 JR4OZR        599     25
QSO: 21049 CW 2017-11-25 0319 VK2IG         599     30 JA1BJI        599     25
QSO: 21036 CW 2017-11-25 0321 VK2IG         599     30 R0WC          599     18
QSO: 21030 CW 2017-11-25 0325 VK2IG         599     30 RW0BG         599     18
QSO: 21015 CW 2017-11-25 0329 VK2IG         599     30 R0AA          599     18
QSO: 21009 CW 2017-11-25 0331 VK2IG         599     30 VR2CC         599     24
