START-OF-LOG: 3.0
CALLSIGN: PA1LEX
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 253095
NAME: lex
LOCATION: DX
OPERATORS: PA1LEX
CLUB:
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.6903.0
QSO: 21029 CW 2017-11-25 0755 PA1LEX        599 14     RZ7T          599 16
QSO: 21033 CW 2017-11-25 0756 PA1LEX        599 14     UN9GD         599 17
QSO: 21035 CW 2017-11-25 0758 PA1LEX        599 14     ES9C          599 15
QSO: 21041 CW 2017-11-25 0800 PA1LEX        599 14     UZ2M          599 16
QSO: 21007 CW 2017-11-25 0802 PA1LEX        599 14     YL2KO         599 15
QSO: 21010 CW 2017-11-25 0803 PA1LEX        599 14     RC7A          599 16
QSO: 21024 CW 2017-11-25 0806 PA1LEX        599 14     SP6OJK        599 15
QSO: 21029 CW 2017-11-25 0808 PA1LEX        599 14     SN8B          599 15
QSO: 21031 CW 2017-11-25 0808 PA1LEX        599 14     RU9TN         599 16
QSO: 14000 CW 2017-11-25 0810 PA1LEX        599 14     UA7K          599 16
QSO: 14002 CW 2017-11-25 0812 PA1LEX        599 14     RT9S          599 16
QSO: 14001 CW 2017-11-25 0814 PA1LEX        599 14     IZ8VYU        599 15
QSO: 14004 CW 2017-11-25 0815 PA1LEX        599 14     P33W          599 20
QSO: 14007 CW 2017-11-25 0816 PA1LEX        599 14     EA5KM         599 14
QSO: 14008 CW 2017-11-25 0817 PA1LEX        599 14     EA1AOQ        599 14
QSO: 14014 CW 2017-11-25 0819 PA1LEX        599 14     RW9DX         599 17
QSO: 14017 CW 2017-11-25 0820 PA1LEX        599 14     CT7AJL        599 14
QSO: 14018 CW 2017-11-25 0821 PA1LEX        599 14     UX4U          599 16
QSO: 14018 CW 2017-11-25 0822 PA1LEX        599 14     LZ5R          599 20
QSO: 14018 CW 2017-11-25 0822 PA1LEX        599 14     R3ZV          599 16
QSO: 14019 CW 2017-11-25 0823 PA1LEX        599 14     UW1M          599 16
QSO: 14020 CW 2017-11-25 0824 PA1LEX        599 14     EA5RS         599 14
QSO: 14025 CW 2017-11-25 0825 PA1LEX        599 14     SN8B          599 15
QSO: 14025 CW 2017-11-25 0825 PA1LEX        599 14     RW3XZ         599 16
QSO: 14027 CW 2017-11-25 0826 PA1LEX        599 14     IB9T          599 15
QSO: 14028 CW 2017-11-25 0827 PA1LEX        599 14     R7LV          599 16
QSO: 14030 CW 2017-11-25 0829 PA1LEX        599 14     ZA1WW         599 15
QSO: 14031 CW 2017-11-25 0829 PA1LEX        599 14     9A1A          599 15
QSO: 14031 CW 2017-11-25 0830 PA1LEX        599 14     YT5A          599 15
QSO: 14033 CW 2017-11-25 0834 PA1LEX        599 14     S57AW         599 15
QSO: 14035 CW 2017-11-25 0834 PA1LEX        599 14     LZ9W          599 20
QSO: 14036 CW 2017-11-25 0834 PA1LEX        599 14     IK0YVV        599 15
QSO: 14037 CW 2017-11-25 0835 PA1LEX        599 14     IT9SSI        599 15
QSO: 14038 CW 2017-11-25 0835 PA1LEX        599 14     R7AB          599 16
QSO: 14040 CW 2017-11-25 0853 PA1LEX        599 14     SN7Q          599 15
QSO: 14040 CW 2017-11-25 0854 PA1LEX        599 14     ER4A          599 16
QSO: 14042 CW 2017-11-25 0855 PA1LEX        599 14     OM4Q          599 15
QSO: 14043 CW 2017-11-25 0856 PA1LEX        599 14     EC5CR         599 14
QSO: 14043 CW 2017-11-25 0857 PA1LEX        599 14     IT9RDG        599 15
QSO: 14045 CW 2017-11-25 0859 PA1LEX        599 14     YT2ISM        599 15
QSO: 14045 CW 2017-11-25 0859 PA1LEX        599 14     OM7O          599 15
QSO: 14048 CW 2017-11-25 0901 PA1LEX        599 14     EF8U          599 33
QSO: 14048 CW 2017-11-25 0902 PA1LEX        599 14     CR3OO         599 33
QSO: 14049 CW 2017-11-25 0902 PA1LEX        599 14     OL3A          599 15
QSO: 14051 CW 2017-11-25 0903 PA1LEX        599 14     Z3B           599 15
