START-OF-LOG: 3.0
CALLSIGN: LZ1FH
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 296431
NAME: Boyko V. Zarev
LOCATION: DX
OPERATORS: LZ1FH
CLUB: None
CERTIFICATE: NO
CREATED-BY: N1MM Logger V14.8.0
QSO: 14001 CW 2017-11-25 0955 LZ1FH         599 20     LY4L          599 15
QSO: 14002 CW 2017-11-25 1000 LZ1FH         599 20     LY7Z          599 15
QSO: 14003 CW 2017-11-25 1003 LZ1FH         599 20     RC3W          599 16
QSO: 14016 CW 2017-11-25 1003 LZ1FH         599 20     RW0A          599 18
QSO: 14031 CW 2017-11-25 1004 LZ1FH         599 20     R3AP          599 16
QSO: 14021 CW 2017-11-25 1005 LZ1FH         599 20     UR5R          599 16
QSO: 28011 CW 2017-11-25 1007 LZ1FH         599 20     LZ9W          599 20
QSO: 21023 CW 2017-11-25 1010 LZ1FH         599 20     HS0ZIA        599 26
QSO: 21036 CW 2017-11-25 1011 LZ1FH         599 20     HS0AC         599 26
QSO: 21043 CW 2017-11-25 1012 LZ1FH         599 20     ES2MC         599 15
QSO: 21016 CW 2017-11-25 1013 LZ1FH         599 20     RQ4D          599 16
QSO: 21048 CW 2017-11-25 1014 LZ1FH         599 20     OH9W          599 15
QSO: 21039 CW 2017-11-25 1015 LZ1FH         599 20     YE1K          599 28
QSO: 21069 CW 2017-11-25 1018 LZ1FH         599 20     9M2CNC        599 28
QSO: 21007 CW 2017-11-25 1023 LZ1FH         599 20     RM9A          599 17
QSO: 21016 CW 2017-11-25 1026 LZ1FH         599 20     YE1C          599 28
QSO: 21002 CW 2017-11-25 1026 LZ1FH         599 20     OF6MW         599 15
QSO: 21009 CW 2017-11-25 1027 LZ1FH         599 20     RN4HAB        599 16
QSO: 21023 CW 2017-11-25 1030 LZ1FH         599 20     RN9T          599 16
QSO: 21057 CW 2017-11-25 1032 LZ1FH         599 20     3B9HA         599 39
QSO: 21068 CW 2017-11-25 1034 LZ1FH         599 20     A71EM         599 21
QSO: 21066 CW 2017-11-25 1036 LZ1FH         599 20     ED5W          599 14
QSO: 21033 CW 2017-11-25 1046 LZ1FH         599 20     S79K          599 39
QSO: 21006 CW 2017-11-25 1050 LZ1FH         599 20     EF5R          599 14
QSO: 21021 CW 2017-11-25 1051 LZ1FH         599 20     UD8A          599 17
QSO: 21048 CW 2017-11-25 1053 LZ1FH         599 20     VK6LW         599 29
QSO: 21032 CW 2017-11-25 1102 LZ1FH         599 20     EF5T          599 14
QSO: 14001 CW 2017-11-25 1109 LZ1FH         599 20     DD1A          599 14
QSO: 14003 CW 2017-11-25 1119 LZ1FH         599 20     RC3W          599 16
QSO: 14015 CW 2017-11-25 1120 LZ1FH         599 20     UP2L          599 17
QSO: 14047 CW 2017-11-25 1125 LZ1FH         599 20     A71EM         599 21
QSO: 21026 CW 2017-11-25 1132 LZ1FH         599 20     ZW5B          599 11
QSO: 21049 CW 2017-11-25 1133 LZ1FH         599 20     CN2AA         599 33
QSO: 21069 CW 2017-11-25 1135 LZ1FH         599 20     A45XR         599 21
QSO: 21013 CW 2017-11-25 1138 LZ1FH         599 20     CN2R          599 33
QSO: 21043 CW 2017-11-25 1139 LZ1FH         599 20     G4R           599 14
QSO: 21082 CW 2017-11-25 1141 LZ1FH         599 20     PY2KJ         599 11
QSO: 21011 CW 2017-11-25 1150 LZ1FH         599 20     RK4R          599 16
QSO: 21067 CW 2017-11-25 1154 LZ1FH         599 20     CR2M          599 14
QSO: 21067 CW 2017-11-25 1155 LZ1FH         599 20     GW9J          599 14
QSO: 21052 CW 2017-11-25 1158 LZ1FH         599 20     9G5W          599 35
QSO: 21024 CW 2017-11-25 1200 LZ1FH         599 20     EA4KD         599 14
QSO: 21013 CW 2017-11-25 1201 LZ1FH         599 20     CN3R          599 33
QSO: 21005 CW 2017-11-25 1206 LZ1FH         599 20     ZB2TT         599 14
QSO: 21046 CW 2017-11-25 1228 LZ1FH         599 20     R4IO          599 16
QSO: 21004 CW 2017-11-25 1230 LZ1FH         599 20     PX2A          599 11
QSO: 21048 CW 2017-11-25 1231 LZ1FH         599 20     PS2T          599 11
QSO: 21058 CW 2017-11-25 1233 LZ1FH         599 20     CW5W          599 13
QSO: 14001 CW 2017-11-25 1236 LZ1FH         599 20     K2LE          599 05
QSO: 14006 CW 2017-11-25 1240 LZ1FH         599 20     M6T           599 14
QSO: 14006 CW 2017-11-25 1241 LZ1FH         599 20     N2MF          599 05
QSO: 14007 CW 2017-11-25 1242 LZ1FH         599 20     W4CB          599 05
QSO: 14007 CW 2017-11-25 1242 LZ1FH         599 20     N3RS          599 05
QSO: 14007 CW 2017-11-25 1243 LZ1FH         599 20     KQ2M          599 05
QSO: 14008 CW 2017-11-25 1244 LZ1FH         599 20     AB3CX         599 05
QSO: 14008 CW 2017-11-25 1245 LZ1FH         599 20     YL5X          599 15
QSO: 14010 CW 2017-11-25 1247 LZ1FH         599 20     UW1M          599 16
QSO: 14010 CW 2017-11-25 1249 LZ1FH         599 20     W3UA          599 05
QSO: 14010 CW 2017-11-25 1250 LZ1FH         599 20     K2QMF         599 05
QSO: 14011 CW 2017-11-25 1252 LZ1FH         599 20     F5ROX         599 14
QSO: 14011 CW 2017-11-25 1252 LZ1FH         599 20     W3LPL         599 05
QSO: 14007 CW 2017-11-25 1325 LZ1FH         599 20     LY5R          599 15
QSO: 14013 CW 2017-11-25 1327 LZ1FH         599 20     UB3A          599 16
QSO: 14014 CW 2017-11-25 1329 LZ1FH         599 20     K3LR          599 05
QSO: 14016 CW 2017-11-25 1330 LZ1FH         599 20     6Y0W          599 08
QSO: 14016 CW 2017-11-25 1332 LZ1FH         599 20     K0ZR          599 05
QSO: 14019 CW 2017-11-25 1334 LZ1FH         599 20     WS9V          599 04
QSO: 14020 CW 2017-11-25 1335 LZ1FH         599 20     F6ENO         599 14
QSO: 14022 CW 2017-11-25 1337 LZ1FH         599 20     DR5N          599 14
QSO: 14026 CW 2017-11-25 1340 LZ1FH         599 20     M0DXR         599 14
QSO: 14026 CW 2017-11-25 1341 LZ1FH         599 20     TM0R          599 14
QSO: 14027 CW 2017-11-25 1342 LZ1FH         599 20     IR1Y          599 15
QSO: 14028 CW 2017-11-25 1343 LZ1FH         599 20     ED2C          599 14
QSO: 14028 CW 2017-11-25 1344 LZ1FH         599 20     OZ5E          599 14
QSO: 14029 CW 2017-11-25 1345 LZ1FH         599 20     ES9C          599 15
QSO: 14000 CW 2017-11-25 1350 LZ1FH         599 20     YT1A          599 15
QSO: 14003 CW 2017-11-25 1353 LZ1FH         599 20     IZ8GCB        599 15
QSO: 14003 CW 2017-11-25 1354 LZ1FH         599 20     NR4M          599 05
QSO: 14003 CW 2017-11-25 1355 LZ1FH         599 20     KC1XX         599 05
QSO: 14024 CW 2017-11-25 1357 LZ1FH         599 20     VE3EJ         599 04
QSO: 14023 CW 2017-11-25 1359 LZ1FH         599 20     KF3B          599 05
QSO: 14022 CW 2017-11-25 1400 LZ1FH         599 20     W8MJ          599 04
QSO: 14027 CW 2017-11-25 1401 LZ1FH         599 20     IR9Y          599 15
QSO: 14029 CW 2017-11-25 1403 LZ1FH         599 20     EI5KF         599 14
QSO: 14024 CW 2017-11-25 1404 LZ1FH         599 20     G9Y           599 14
QSO: 14023 CW 2017-11-25 1406 LZ1FH         599 20     ON4UN         599 14
QSO: 14037 CW 2017-11-25 1407 LZ1FH         599 20     N4KH          599 04
QSO: 14037 CW 2017-11-25 1408 LZ1FH         599 20     HA8M          599 15
QSO: 14042 CW 2017-11-25 1411 LZ1FH         599 20     HB9CA         599 14
QSO: 14017 CW 2017-11-25 1412 LZ1FH         599 20     S59N          599 15
QSO: 14063 CW 2017-11-25 1418 LZ1FH         599 20     K8AZ          599 04
QSO: 14032 CW 2017-11-25 1419 LZ1FH         599 20     VE2IM         599 02
QSO: 14054 CW 2017-11-25 1419 LZ1FH         599 20     GI5I          599 14
QSO: 14048 CW 2017-11-25 1420 LZ1FH         599 20     TK0C          599 15
QSO: 14056 CW 2017-11-25 1421 LZ1FH         599 20     HG7T          599 15
QSO: 14007 CW 2017-11-25 1422 LZ1FH         599 20     HG5D          599 15
QSO: 14008 CW 2017-11-25 1424 LZ1FH         599 20     YR9F          599 20
QSO: 14008 CW 2017-11-25 1424 LZ1FH         599 20     EA5KM         599 14
QSO: 14032 CW 2017-11-25 1426 LZ1FH         599 20     CT9/OM3GI     599 33
QSO: 14020 CW 2017-11-25 1429 LZ1FH         599 20     S57AL         599 15
QSO: 14100 CW 2017-11-25 1433 LZ1FH         599 20     K2XR          599 05
QSO: 14099 CW 2017-11-25 1435 LZ1FH         599 20     W1GD          599 05
QSO: 14099 CW 2017-11-25 1435 LZ1FH         599 20     7X2ARA        599 33
QSO: 14098 CW 2017-11-25 1436 LZ1FH         599 20     K9CT          599 04
QSO: 14098 CW 2017-11-25 1436 LZ1FH         599 20     SZ1A          599 20
QSO: 14097 CW 2017-11-25 1437 LZ1FH         599 20     E79EA         599 15
QSO: 14095 CW 2017-11-25 1438 LZ1FH         599 20     GJ2A          599 14
QSO: 14094 CW 2017-11-25 1440 LZ1FH         599 20     N4AF          599 05
QSO: 14093 CW 2017-11-25 1441 LZ1FH         599 20     K1DG          599 05
QSO: 14092 CW 2017-11-25 1441 LZ1FH         599 20     DJ5MO         599 14
QSO: 14091 CW 2017-11-25 1442 LZ1FH         599 20     SP4Z          599 15
QSO: 14090 CW 2017-11-25 1444 LZ1FH         599 20     DK0TA         599 14
QSO: 14089 CW 2017-11-25 1445 LZ1FH         599 20     OL6P          599 15
QSO: 14087 CW 2017-11-25 1446 LZ1FH         599 20     PA4M          599 14
QSO: 14086 CW 2017-11-25 1446 LZ1FH         599 20     CR3OO         599 33
QSO: 14037 CW 2017-11-25 1450 LZ1FH         599 20     CN2R          599 33
QSO: 14011 CW 2017-11-25 1455 LZ1FH         599 20     9A7A          599 15
QSO: 14010 CW 2017-11-25 1456 LZ1FH         599 20     N9NI          599 04
QSO: 14013 CW 2017-11-25 1500 LZ1FH         599 20     OK2QA         599 15
QSO: 14020 CW 2017-11-25 1502 LZ1FH         599 20     SX1T          599 20
QSO: 14017 CW 2017-11-25 1505 LZ1FH         599 20     K0RF          599 04
QSO: 14016 CW 2017-11-25 1506 LZ1FH         599 20     DK0TU         599 14
QSO: 14015 CW 2017-11-25 1507 LZ1FH         599 20     HG1R          599 15
QSO: 14014 CW 2017-11-25 1509 LZ1FH         599 20     YT4W          599 15
QSO: 14014 CW 2017-11-25 1510 LZ1FH         599 20     HA9RT         599 15
QSO: 14013 CW 2017-11-25 1513 LZ1FH         599 20     9A2EY         599 15
QSO: 14013 CW 2017-11-25 1513 LZ1FH         599 20     SP3DIK        599 15
QSO: 14013 CW 2017-11-25 1514 LZ1FH         599 20     K3CCR         599 05
QSO: 14013 CW 2017-11-25 1514 LZ1FH         599 20     SP6RLF        599 15
QSO: 14013 CW 2017-11-25 1515 LZ1FH         599 20     F5ORB         599 14
QSO: 14013 CW 2017-11-25 1516 LZ1FH         599 20     S59DR         599 15
QSO: 14013 CW 2017-11-25 1519 LZ1FH         599 20     S57WJ         599 15
QSO: 14005 CW 2017-11-25 1523 LZ1FH         599 20     PJ4Y          599 09
QSO: 14013 CW 2017-11-25 1527 LZ1FH         599 20     OK2EA         599 15
QSO: 14019 CW 2017-11-25 1530 LZ1FH         599 20     VE2BWL        599 05
QSO: 14020 CW 2017-11-25 1531 LZ1FH         599 20     NE3H          599 05
QSO: 14020 CW 2017-11-25 1532 LZ1FH         599 20     VE3EJ         599 04
QSO: 14021 CW 2017-11-25 1532 LZ1FH         599 20     N7IP          599 04
QSO: 14020 CW 2017-11-25 1533 LZ1FH         599 20     OM7M          599 15
QSO: 14020 CW 2017-11-25 1534 LZ1FH         599 20     GM2V          599 14
QSO: 14022 CW 2017-11-25 1536 LZ1FH         599 20     IT9SSI        599 15
QSO: 14023 CW 2017-11-25 1537 LZ1FH         599 20     K5ZD          599 05
QSO: 14024 CW 2017-11-25 1537 LZ1FH         599 20     DJ7UC         599 14
QSO: 14030 CW 2017-11-25 1539 LZ1FH         599 20     TO2SP         599 08
QSO: 14105 CW 2017-11-25 1543 LZ1FH         599 20     OY1CT         599 14
