START-OF-LOG: 3.0
CALLSIGN: OE6U
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 123519
NAME: RCCW + ADL601 Club Station
LOCATION: DX
OPERATORS: OE6TTD OE6PPE OE6TFF OE6EWF OE6SMF OE6RDD OE6FEG OE6AVD OE6JFA OE1UVA OE1VZ
CLUB:
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.6916.0
SOAPBOX: CQ WW Contest Teilnahme OE6XUG mit OE6U, Teamleiter OE6RDD
QSO:  3537 CW 2017-11-25 0702 OE6U          599 15     IR2L          599 15     1
QSO:  3538 CW 2017-11-25 0719 OE6U          599 15     DR4A          599 14     1
QSO:  3534 CW 2017-11-25 0810 OE6U          599 15     OK1MGW        599 15     1
QSO:  3531 CW 2017-11-25 0812 OE6U          599 15     9A1A          599 15     1
QSO:  3518 CW 2017-11-25 0816 OE6U          599 15     DM3M          599 14     1
QSO:  3512 CW 2017-11-25 0821 OE6U          599 15     S57Z          599 15     1
QSO:  7009 CW 2017-11-25 0826 OE6U          599 15     LY4T          599 15     1
QSO:  7010 CW 2017-11-25 0828 OE6U          599 15     UW5U          599 16     1
QSO:  7011 CW 2017-11-25 0831 OE6U          599 15     9A1P          599 15     1
QSO:  7012 CW 2017-11-25 0832 OE6U          599 15     YT5A          599 15     1
QSO:  7011 CW 2017-11-25 0834 OE6U          599 15     OQ5M          599 14     1
QSO:  7011 CW 2017-11-25 0834 OE6U          599 15     OK2VWB        599 15     1
QSO:  7017 CW 2017-11-25 0838 OE6U          599 15     YT4T          599 15     1
QSO:  7017 CW 2017-11-25 0840 OE6U          599 15     5P3WW         599 14     1
QSO: 14007 CW 2017-11-25 0849 OE6U          599 15     EA5KM         599 14     1
QSO: 14009 CW 2017-11-25 0852 OE6U          599 15     MM2T          599 14     1
QSO: 14010 CW 2017-11-25 0908 OE6U          599 15     TM6M          599 14     1
QSO: 21028 CW 2017-11-25 0914 OE6U          599 15     CR5T          599 14     1
QSO: 21029 CW 2017-11-25 0915 OE6U          599 15     RZ7T          599 16     1
QSO: 21030 CW 2017-11-25 0918 OE6U          599 15     C4W           599 20     1
QSO: 21037 CW 2017-11-25 0923 OE6U          599 15     R5AJ          599 16     1
QSO: 14008 CW 2017-11-25 0928 OE6U          599 15     EI7KD         599 14     1
QSO: 14009 CW 2017-11-25 0931 OE6U          599 15     UW1M          599 16     1
QSO: 14012 CW 2017-11-25 0933 OE6U          599 15     GM3A          599 14     1
QSO: 14013 CW 2017-11-25 0935 OE6U          599 15     RA3AN         599 16     1
QSO: 14013 CW 2017-11-25 0936 OE6U          599 15     GM2V          599 14     1
QSO: 14017 CW 2017-11-25 0942 OE6U          599 15     PI4CC         599 14     1
QSO: 14019 CW 2017-11-25 0943 OE6U          599 15     GU3HFN        599 14     1
QSO: 14019 CW 2017-11-25 1002 OE6U          599 15     SE6W          599 14     1
QSO: 14020 CW 2017-11-25 1006 OE6U          599 15     M2G           599 14     1
QSO: 14021 CW 2017-11-25 1011 OE6U          599 15     TA3AER/QRP    599 20     1
QSO: 14021 CW 2017-11-25 1014 OE6U          599 15     UR5R          599 16     1
QSO: 14022 CW 2017-11-25 1015 OE6U          599 15     G5O           599 14     1
QSO: 14022 CW 2017-11-25 1017 OE6U          599 15     G3V           599 14     1
QSO: 14024 CW 2017-11-25 1020 OE6U          599 15     S52ZW         599 15     1
QSO: 14025 CW 2017-11-25 1028 OE6U          599 15     9A1A          599 15     1
QSO: 14025 CW 2017-11-25 1029 OE6U          599 15     OL3Z          599 15     1
QSO: 14026 CW 2017-11-25 1030 OE6U          599 15     R7CA          599 16     1
QSO: 14026 CW 2017-11-25 1031 OE6U          599 15     TM0R          599 14     1
QSO: 14027 CW 2017-11-25 1032 OE6U          599 15     IR4M          599 15     1
QSO: 14027 CW 2017-11-25 1032 OE6U          599 15     LN8W          599 14     1
QSO: 14028 CW 2017-11-25 1034 OE6U          599 15     S59ABC        599 15     1
QSO: 14028 CW 2017-11-25 1036 OE6U          599 15     ES9C          599 15     1
QSO: 14030 CW 2017-11-25 1042 OE6U          599 15     9H6A          599 15     1
QSO: 14033 CW 2017-11-25 1116 OE6U          599 15     R7AB          599 16     1
QSO: 14035 CW 2017-11-25 1120 OE6U          599 15     LA8HGA        599 14     1
QSO: 14032 CW 2017-11-25 1127 OE6U          599 15     II9P          599 15     1
QSO: 14019 CW 2017-11-25 1131 OE6U          599 15     OH9W          599 15     1
QSO: 14016 CW 2017-11-25 1134 OE6U          599 15     EA3NN         599 14     1
QSO: 14014 CW 2017-11-25 1139 OE6U          599 15     W1KM          599 05     1
QSO: 14013 CW 2017-11-25 1141 OE6U          599 15     YT4W          599 15     1
QSO: 21042 CW 2017-11-25 1146 OE6U          599 15     EC2DXE        599 14     1
QSO: 21049 CW 2017-11-25 1150 OE6U          599 15     CN2AA         599 33     1
QSO: 21049 CW 2017-11-25 1153 OE6U          599 15     RA3R          599 16     1
