START-OF-LOG: 3.0
CALLSIGN: LA7DHA
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 121923
NAME: Per
LOCATION: DX
OPERATORS: LA7DHA
CLUB:
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.6903.0
QSO:  3500 CW 2017-11-25 0507 LA7DHA        599 14     DL7ON         599 14
QSO:  3500 CW 2017-11-25 0512 LA7DHA        599 14     LA7GIA        599 14
QSO:  3500 CW 2017-11-25 0519 LA7DHA        599 14     CT9/9A3XV     599 33
QSO: 21000 CW 2017-11-25 0840 LA7DHA        599 14     TM4K          599 14
QSO: 21000 CW 2017-11-25 0843 LA7DHA        599 14     CN2R          599 33
QSO: 21000 CW 2017-11-25 0844 LA7DHA        599 14     EC7WA         599 14
QSO: 21000 CW 2017-11-25 0845 LA7DHA        599 14     TK0C          599 15
QSO: 21000 CW 2017-11-25 0846 LA7DHA        599 14     RZ7T          599 16
QSO: 21000 CW 2017-11-25 0849 LA7DHA        599 14     IR2L          599 15
QSO: 28000 CW 2017-11-25 0850 LA7DHA        599 14     LA7GIA        599 14
QSO: 21000 CW 2017-11-25 0856 LA7DHA        599 14     CR3OO         599 33
QSO: 21000 CW 2017-11-25 0857 LA7DHA        599 14     ED5W          599 14
QSO: 21000 CW 2017-11-25 0859 LA7DHA        599 14     II9P          599 15
QSO: 21000 CW 2017-11-25 0900 LA7DHA        599 14     HB9DQL        599 14
QSO: 14000 CW 2017-11-25 0902 LA7DHA        599 14     UA4S          599 16
QSO: 14000 CW 2017-11-25 0903 LA7DHA        599 14     S57DX         599 15
QSO: 14000 CW 2017-11-25 0942 LA7DHA        599 14     HA7GN         599 15
QSO: 14000 CW 2017-11-25 0945 LA7DHA        599 14     HG1R          599 15
QSO: 14000 CW 2017-11-25 0946 LA7DHA        599 14     M6T           599 14
QSO: 14000 CW 2017-11-25 0946 LA7DHA        599 14     EA5KM         599 14
QSO: 21000 CW 2017-11-25 1001 LA7DHA        599 14     UA7K          599 16
QSO: 21000 CW 2017-11-25 1002 LA7DHA        599 14     LZ5R          599 20
QSO: 21000 CW 2017-11-25 1002 LA7DHA        599 14     LZ4AW         599 20
QSO: 21000 CW 2017-11-25 1003 LA7DHA        599 14     RT9S          599 16
QSO: 21000 CW 2017-11-25 1005 LA7DHA        599 14     LZ1ZJ         599 20
QSO: 21000 CW 2017-11-25 1009 LA7DHA        599 14     EF5T          599 14
QSO: 21000 CW 2017-11-25 1010 LA7DHA        599 14     R7AB          599 16
QSO: 21000 CW 2017-11-25 1011 LA7DHA        599 14     RX7K          599 16
