START-OF-LOG: 3.0
CALLSIGN: PA0MIR
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: 15M
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 14300
NAME: Nico van der Bijl
LOCATION: DX
OPERATORS: PA0MIR
CLUB: Waterland
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.6895.0
SOAPBOX: Early closing of 21 MHz band did not permit more QSO's as taking
SOAPBOX: care of XYL had priority. Somehow started out on wire antenna
SOAPBOX: first day which was no big success, switching error taken care of
SOAPBOX: sunday made going slightly easier but century could not be
SOAPBOX: realised with the breaks. Maybe next time will have a go on other
SOAPBOX: band.
QSO: 21029 CW 2017-11-25 1145 PA0MIR        599 14     RZ7T          599 16
QSO: 21034 CW 2017-11-25 1148 PA0MIR        599 14     EA6VQ         599 14
QSO: 21037 CW 2017-11-25 1149 PA0MIR        599 14     II9P          599 15
QSO: 21048 CW 2017-11-25 1153 PA0MIR        599 14     CR3W          599 33
QSO: 21049 CW 2017-11-25 1154 PA0MIR        599 14     R4IO          599 16
QSO: 21049 CW 2017-11-25 1154 PA0MIR        599 14     CN2AA         599 33
QSO: 21055 CW 2017-11-25 1155 PA0MIR        599 14     EF8R          599 33
QSO: 21001 CW 2017-11-25 1158 PA0MIR        599 14     P33W          599 20
QSO: 21002 CW 2017-11-25 1159 PA0MIR        599 14     4X6FR         599 20
QSO: 21003 CW 2017-11-25 1200 PA0MIR        599 14     CT3KN         599 33
QSO: 21004 CW 2017-11-25 1203 PA0MIR        599 14     PX2A          599 11
QSO: 21055 CW 2017-11-25 1209 PA0MIR        599 14     IB9T          599 15
QSO: 21067 CW 2017-11-25 1219 PA0MIR        599 14     CR2M          599 14
QSO: 21085 CW 2017-11-25 1221 PA0MIR        599 14     PY1SL         599 11
QSO: 21033 CW 2017-11-25 1229 PA0MIR        599 14     PA0JNH        599 14
QSO: 21033 CW 2017-11-25 1231 PA0MIR        599 14     IQ0ID         599 15
QSO: 21033 CW 2017-11-25 1232 PA0MIR        599 14     4X1IM         599 20
QSO: 21033 CW 2017-11-25 1236 PA0MIR        599 14     YO3APJ        599 20
QSO: 21020 CW 2017-11-25 1252 PA0MIR        599 14     IS0AFM        599 15
QSO: 21003 CW 2017-11-25 1253 PA0MIR        599 14     RC6U          599 16
QSO: 21004 CW 2017-11-25 1254 PA0MIR        599 14     LU6UO         599 13
QSO: 21012 CW 2017-11-25 1259 PA0MIR        599 14     W3LPL         599 05
QSO: 21010 CW 2017-11-26 0945 PA0MIR        599 14     UZ3A          599 16
QSO: 21011 CW 2017-11-26 0946 PA0MIR        599 14     R8WF          599 16
QSO: 21011 CW 2017-11-26 0948 PA0MIR        599 14     RN3GQ         599 16
QSO: 21019 CW 2017-11-26 0950 PA0MIR        599 14     R4RR          599 16
QSO: 21027 CW 2017-11-26 0952 PA0MIR        599 14     UA3RF         599 16
QSO: 21028 CW 2017-11-26 0953 PA0MIR        599 14     PA3AAV        599 14
QSO: 21033 CW 2017-11-26 0954 PA0MIR        599 14     UT7IA         599 16
QSO: 21039 CW 2017-11-26 0955 PA0MIR        599 14     R7AB          599 16
QSO: 21040 CW 2017-11-26 0956 PA0MIR        599 14     R3ZZ          599 16
QSO: 21049 CW 2017-11-26 0957 PA0MIR        599 14     UZ2M          599 16
QSO: 21063 CW 2017-11-26 1000 PA0MIR        599 14     E28AI         599 26
QSO: 21064 CW 2017-11-26 1001 PA0MIR        599 14     RU4SO         599 16
