START-OF-LOG: 3.0
CREATED-BY: tlf-1.3.0
CONTEST: CQ-WW-CW
CALLSIGN: DB0RC
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 149340
LOCATION: DX
NAME: Sebastian Kricner, Markus Heller
OPERATORS: DL1KSE DL8RDS
SOAPBOX: This time, there were no technical issues. Except a minor one: Too much latency
SOAPBOX: while using a RIGBLASTER Box with tlf. Very nice hospitality by the clubstation
SOAPBOX: owners. There were operator issues, because of exhaustion of other life related
SOAPBOX: issues.  But hopefully, next time it will be much better, again.
QSO:  3515 CW 2017-11-25 0723 DB0RC         599 14     DR5N          599 14     0
QSO:  3539 CW 2017-11-25 0725 DB0RC         599 14     G5O           599 14     0
QSO: 14015 CW 2017-11-25 0845 DB0RC         599 14     OH8X          599 15     0
QSO: 14000 CW 2017-11-25 0943 DB0RC         599 14     UR5R          599 16     0
QSO: 14000 CW 2017-11-25 1005 DB0RC         599 14     HG7T          599 15     0
QSO: 14000 CW 2017-11-25 1022 DB0RC         599 14     UR5QU         599 16     0
QSO: 14000 CW 2017-11-25 1023 DB0RC         599 14     R3QA          599 16     0
QSO: 14000 CW 2017-11-25 1037 DB0RC         599 14     Z31NA         599 15     0
QSO: 14000 CW 2017-11-25 1038 DB0RC         599 14     R9PA          599 18     0
QSO: 14000 CW 2017-11-25 1039 DB0RC         599 14     RV3FF         599 16     0
QSO: 14000 CW 2017-11-25 1040 DB0RC         599 14     M2X           599 14     0
QSO: 14000 CW 2017-11-25 1041 DB0RC         599 14     EF2A          599 14     0
QSO: 14000 CW 2017-11-25 1045 DB0RC         599 14     4X2M          599 20     0
QSO: 14000 CW 2017-11-25 1046 DB0RC         599 14     GM3A          599 14     0
QSO: 14000 CW 2017-11-25 1047 DB0RC         599 14     SI9AM         599 14     0
QSO: 14000 CW 2017-11-25 1047 DB0RC         599 14     GI5I          599 14     0
QSO: 14000 CW 2017-11-25 1051 DB0RC         599 14     YR8E          599 20     0
QSO: 14000 CW 2017-11-25 1052 DB0RC         599 14     OH8X          599 15     0
QSO: 14000 CW 2017-11-25 1057 DB0RC         599 14     UA9LDD        599 17     0
QSO: 14000 CW 2017-11-25 1100 DB0RC         599 14     RC3W          599 16     0
QSO: 14000 CW 2017-11-25 1106 DB0RC         599 14     YT1A          599 15     0
QSO: 14000 CW 2017-11-25 1107 DB0RC         599 14     LZ1QN         599 20     0
QSO: 14000 CW 2017-11-25 1110 DB0RC         599 14     OK7K          599 15     0
QSO: 14000 CW 2017-11-25 1112 DB0RC         599 14     LZ7J          599 20     0
QSO: 14000 CW 2017-11-25 1114 DB0RC         599 14     OY1CT         599 14     0
QSO: 14000 CW 2017-11-25 1115 DB0RC         599 14     EI0R          599 14     0
QSO: 14000 CW 2017-11-25 1119 DB0RC         599 14     DF0SAX        599 14     0
QSO: 14000 CW 2017-11-25 1120 DB0RC         599 14     UY5ZZ         599 16     0
QSO: 14000 CW 2017-11-25 1122 DB0RC         599 14     UX1UX         599 16     0
QSO: 14000 CW 2017-11-25 1124 DB0RC         599 14     EA5RS         599 14     0
QSO: 14000 CW 2017-11-25 1124 DB0RC         599 14     CR6K          599 14     0
QSO: 14000 CW 2017-11-25 1127 DB0RC         599 14     IT9SSI        599 15     0
QSO: 14000 CW 2017-11-25 1128 DB0RC         599 14     UA3EDQ        599 16     0
QSO: 14000 CW 2017-11-25 1129 DB0RC         599 14     YO9RIJ        599 20     0
QSO: 21000 CW 2017-11-25 1132 DB0RC         599 14     RM4P          599 16     0
QSO: 21000 CW 2017-11-25 1135 DB0RC         599 14     PY2KJ         599 11     0
QSO: 21000 CW 2017-11-25 1136 DB0RC         599 14     LU4OC         599 13     0
QSO: 21000 CW 2017-11-25 1137 DB0RC         599 14     R6RA/9        599 17     0
QSO: 21000 CW 2017-11-25 1139 DB0RC         599 14     LT1F          599 13     0
QSO: 21000 CW 2017-11-25 1150 DB0RC         599 14     CT9/OM3RM     599 33     0
QSO: 21000 CW 2017-11-25 1156 DB0RC         599 14     EF8R          599 33     0
