START-OF-LOG: 3.0
CALLSIGN: PA3DAT
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 102757
NAME: Aloys de Vries
LOCATION: DX
OPERATORS: PA3DAT
CLUB:
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.6903.0
SOAPBOX: I really enjoyed the contest, it was fun to participate.
QSO: 21041 CW 2017-11-25 1014 PA3DAT        599 14     CT9/OM3RM     599 33
QSO: 21041 CW 2017-11-25 1015 PA3DAT        599 14     SZ1A          599 20
QSO: 21043 CW 2017-11-25 1017 PA3DAT        599 14     ES2MC         599 15
QSO: 21046 CW 2017-11-25 1018 PA3DAT        599 14     UR6IM         599 16
QSO: 21047 CW 2017-11-25 1019 PA3DAT        599 14     PS2T          599 11
QSO: 21048 CW 2017-11-25 1020 PA3DAT        599 14     CR3W          599 33
QSO: 21050 CW 2017-11-25 1021 PA3DAT        599 14     UA4M          599 16
QSO: 21059 CW 2017-11-25 1026 PA3DAT        599 14     IR1Y          599 15
QSO: 21061 CW 2017-11-25 1027 PA3DAT        599 14     HG7T          599 15
QSO: 21063 CW 2017-11-25 1027 PA3DAT        599 14     IK3UNA        599 15
QSO: 21065 CW 2017-11-25 1028 PA3DAT        599 14     RC7A          599 16
QSO: 21067 CW 2017-11-25 1029 PA3DAT        599 14     CR2M          599 14
QSO: 21052 CW 2017-11-25 1208 PA3DAT        599 14     9G5W          599 35
QSO: 21049 CW 2017-11-25 1210 PA3DAT        599 14     R4IO          599 16
QSO: 21045 CW 2017-11-25 1221 PA3DAT        599 14     CT9/R7KW      599 33
QSO: 21038 CW 2017-11-25 1222 PA3DAT        599 14     EA4SV         599 14
QSO: 14010 CW 2017-11-25 1238 PA3DAT        599 14     W3UA          599 05
QSO: 14015 CW 2017-11-25 1241 PA3DAT        599 14     UP2L          599 17
QSO: 14016 CW 2017-11-25 1243 PA3DAT        599 14     K0ZR          599 05
QSO: 14017 CW 2017-11-25 1244 PA3DAT        599 14     RV3FF         599 16
QSO: 14018 CW 2017-11-25 1246 PA3DAT        599 14     HG7T          599 15
QSO: 14020 CW 2017-11-25 1247 PA3DAT        599 14     RX7M          599 16
QSO: 14024 CW 2017-11-25 1252 PA3DAT        599 14     VE3EJ         599 04
QSO: 14026 CW 2017-11-25 1253 PA3DAT        599 14     CR3OO         599 33
QSO: 14027 CW 2017-11-25 1255 PA3DAT        599 14     UR7R          599 16
QSO: 14029 CW 2017-11-25 1255 PA3DAT        599 14     ES9C          599 15
QSO: 14031 CW 2017-11-25 1257 PA3DAT        599 14     YT5A          599 15
QSO: 14032 CW 2017-11-25 1258 PA3DAT        599 14     II9P          599 15
QSO: 14034 CW 2017-11-25 1300 PA3DAT        599 14     OF5Z          599 15
QSO: 14035 CW 2017-11-25 1334 PA3DAT        599 14     K3CCR         599 05
QSO: 14038 CW 2017-11-25 1336 PA3DAT        599 14     CR6K          599 14
QSO: 14050 CW 2017-11-25 1337 PA3DAT        599 14     YQ6A          599 20
QSO: 14055 CW 2017-11-25 1339 PA3DAT        599 14     V26K          599 08
QSO: 14055 CW 2017-11-25 1344 PA3DAT        599 14     4X2M          599 20
QSO: 14060 CW 2017-11-25 1345 PA3DAT        599 14     P40L          599 09
QSO: 14062 CW 2017-11-25 1346 PA3DAT        599 14     LZ7W          599 20
QSO: 14010 CW 2017-11-25 1549 PA3DAT        599 14     EW6W          599 16
QSO: 14041 CW 2017-11-25 1553 PA3DAT        599 14     E77W          599 15
QSO: 14042 CW 2017-11-25 1553 PA3DAT        599 14     HB9CA         599 14
QSO: 14044 CW 2017-11-25 1555 PA3DAT        599 14     IZ4OSH        599 15
QSO: 14046 CW 2017-11-25 1556 PA3DAT        599 14     S50K          599 15
QSO: 14048 CW 2017-11-25 1556 PA3DAT        599 14     TK0C          599 15
QSO: 14051 CW 2017-11-25 1557 PA3DAT        599 14     EU1A          599 16
QSO: 14054 CW 2017-11-25 1600 PA3DAT        599 14     NE2V          599 05
QSO: 14054 CW 2017-11-25 1600 PA3DAT        599 14     K1TTT         599 05
QSO: 14061 CW 2017-11-25 1604 PA3DAT        599 14     NC1I          599 05
QSO: 14005 CW 2017-11-25 1607 PA3DAT        599 14     PJ4Y          599 09
QSO: 14015 CW 2017-11-25 1610 PA3DAT        599 14     SN8D          599 15
QSO:  7010 CW 2017-11-25 1614 PA3DAT        599 14     YT5A          599 15
QSO:  7006 CW 2017-11-25 1616 PA3DAT        599 14     LY4A          599 15
QSO:  7007 CW 2017-11-25 1617 PA3DAT        599 14     YU7U          599 15
QSO:  7008 CW 2017-11-25 1618 PA3DAT        599 14     UA4I          599 16
QSO:  7011 CW 2017-11-25 1620 PA3DAT        599 14     YT4T          599 15
QSO:  7011 CW 2017-11-25 1620 PA3DAT        599 14     OL8R          599 15
QSO:  7024 CW 2017-11-25 1626 PA3DAT        599 14     RT3F          599 16
QSO:  7028 CW 2017-11-25 1629 PA3DAT        599 14     OK2D          599 15
QSO:  7030 CW 2017-11-25 1630 PA3DAT        599 14     MJ0RTI        599 14
QSO:  7031 CW 2017-11-25 1632 PA3DAT        599 14     EA7OT         599 14
QSO:  7046 CW 2017-11-25 1634 PA3DAT        599 14     RU1A          599 16
QSO:  7054 CW 2017-11-25 1635 PA3DAT        599 14     G3TXF         599 14
QSO:  3535 CW 2017-11-25 2043 PA3DAT        599 14     OH3K          599 15
QSO:  3504 CW 2017-11-25 2046 PA3DAT        599 14     LZ5R          599 20
QSO:  3507 CW 2017-11-25 2048 PA3DAT        599 14     DK1NO         599 14
QSO:  3508 CW 2017-11-25 2049 PA3DAT        599 14     R7NW          599 16
QSO:  3508 CW 2017-11-25 2050 PA3DAT        599 14     PA1HR         599 14
QSO:  3513 CW 2017-11-25 2054 PA3DAT        599 14     YL3CW         599 15
QSO:  3517 CW 2017-11-25 2056 PA3DAT        599 14     SP9KDA        599 15
QSO:  3518 CW 2017-11-25 2057 PA3DAT        599 14     SP3UR         599 15
QSO:  3519 CW 2017-11-25 2059 PA3DAT        599 14     TM3R          599 14
QSO:  3524 CW 2017-11-25 2103 PA3DAT        599 14     EI0R          599 14
QSO:  3525 CW 2017-11-25 2104 PA3DAT        599 14     SN5N          599 15
QSO:  3528 CW 2017-11-25 2105 PA3DAT        599 14     OF5Z          599 15
QSO:  3539 CW 2017-11-25 2108 PA3DAT        599 14     M7W           599 14
QSO:  3542 CW 2017-11-25 2109 PA3DAT        599 14     HG0R          599 15
QSO:  1812 CW 2017-11-25 2113 PA3DAT        599 14     OF5Z          599 15
QSO:  1812 CW 2017-11-25 2114 PA3DAT        599 14     DJ0MDR        599 14
QSO:  1813 CW 2017-11-25 2116 PA3DAT        599 14     DK0TA         599 14
QSO:  1814 CW 2017-11-25 2118 PA3DAT        599 14     HG1G          599 15
QSO:  1816 CW 2017-11-25 2121 PA3DAT        599 14     9A1A          599 15
QSO:  1818 CW 2017-11-25 2123 PA3DAT        599 14     HA8A          599 15
QSO:  1819 CW 2017-11-25 2124 PA3DAT        599 14     LY7Z          599 15
QSO:  1820 CW 2017-11-25 2126 PA3DAT        599 14     LY2W          599 15
QSO:  1820 CW 2017-11-25 2127 PA3DAT        599 14     LY2XW         599 15
QSO:  1820 CW 2017-11-25 2128 PA3DAT        599 14     HG8R          599 15
QSO:  1826 CW 2017-11-25 2134 PA3DAT        599 14     M6T           599 14
QSO:  1829 CW 2017-11-25 2139 PA3DAT        599 14     YO5AJR        599 20
QSO:  1829 CW 2017-11-25 2140 PA3DAT        599 14     LX/PA3EZC/P   599 14
QSO:  1831 CW 2017-11-25 2147 PA3DAT        599 14     G5LP          599 14
QSO:  1832 CW 2017-11-25 2148 PA3DAT        599 14     DK8R          599 14
QSO:  1834 CW 2017-11-25 2149 PA3DAT        599 14     OK3RM         599 15
QSO:  1835 CW 2017-11-25 2150 PA3DAT        599 14     DK2ZO         599 14
QSO:  1837 CW 2017-11-25 2151 PA3DAT        599 14     DL3DQL        599 14
QSO:  1837 CW 2017-11-25 2153 PA3DAT        599 14     DJ2BC         599 14
QSO:  1838 CW 2017-11-25 2153 PA3DAT        599 14     OL3A          599 15
QSO:  1828 CW 2017-11-25 2156 PA3DAT        599 14     SM3EVR        599 14
QSO:  1823 CW 2017-11-25 2159 PA3DAT        599 14     LZ9W          599 20
QSO:  7019 CW 2017-11-25 2206 PA3DAT        599 14     EI5KF         599 14
QSO:  7020 CW 2017-11-25 2207 PA3DAT        599 14     CN2AA         599 33
QSO:  1810 CW 2017-11-26 0552 PA3DAT        599 14     DF0HQ         599 14
QSO:  1813 CW 2017-11-26 0555 PA3DAT        599 14     R1DX          599 16
QSO:  1816 CW 2017-11-26 0556 PA3DAT        599 14     LZ2WO         599 20
QSO:  1818 CW 2017-11-26 0601 PA3DAT        599 14     DM7C          599 14
QSO:  1820 CW 2017-11-26 0603 PA3DAT        599 14     DL0GL         599 14
QSO:  1821 CW 2017-11-26 0605 PA3DAT        599 14     OH0Z          599 15
QSO:  1822 CW 2017-11-26 0606 PA3DAT        599 14     DM4EE         599 14
QSO:  1831 CW 2017-11-26 0608 PA3DAT        599 14     YL6W          599 15
QSO:  1832 CW 2017-11-26 0610 PA3DAT        599 14     OM4Q          599 15
QSO:  1834 CW 2017-11-26 0611 PA3DAT        599 14     S58MU         599 15
QSO:  1836 CW 2017-11-26 0612 PA3DAT        599 14     GM4AFF        599 14
QSO:  1837 CW 2017-11-26 0615 PA3DAT        599 14     8S0DX         599 14
QSO:  1845 CW 2017-11-26 0618 PA3DAT        599 14     LY4A          599 15
QSO:  1844 CW 2017-11-26 0619 PA3DAT        599 14     G3V           599 14
QSO:  1844 CW 2017-11-26 0620 PA3DAT        599 14     YU5R          599 15
QSO:  1843 CW 2017-11-26 0622 PA3DAT        599 14     DL2SWW        599 14
QSO:  1832 CW 2017-11-26 0626 PA3DAT        599 14     CN2AA         599 33
QSO:  1828 CW 2017-11-26 0628 PA3DAT        599 14     IR4X          599 15
QSO:  3504 CW 2017-11-26 0630 PA3DAT        599 14     HA8RM         599 15
QSO:  3504 CW 2017-11-26 0630 PA3DAT        599 14     4U1A          599 15
QSO:  3507 CW 2017-11-26 0634 PA3DAT        599 14     SN7Q          599 15
QSO:  3516 CW 2017-11-26 0636 PA3DAT        599 14     DL4CF         599 14
QSO:  3520 CW 2017-11-26 0638 PA3DAT        599 14     OE3KAB        599 15
QSO:  3521 CW 2017-11-26 0638 PA3DAT        599 14     9A1A          599 15
QSO:  7018 CW 2017-11-26 0640 PA3DAT        599 14     3Z0X          599 15
QSO:  7017 CW 2017-11-26 0641 PA3DAT        599 14     EA6NB         599 14
QSO:  7016 CW 2017-11-26 0642 PA3DAT        599 14     US1Q          599 16
QSO:  7012 CW 2017-11-26 0643 PA3DAT        599 14     SK2T          599 14
QSO:  7011 CW 2017-11-26 0644 PA3DAT        599 14     9A3AG         599 15
QSO:  7010 CW 2017-11-26 0645 PA3DAT        599 14     TK0C          599 15
QSO: 14026 CW 2017-11-26 0657 PA3DAT        599 14     LZ5R          599 20
QSO: 14021 CW 2017-11-26 0658 PA3DAT        599 14     RC3W          599 16
QSO: 14015 CW 2017-11-26 0700 PA3DAT        599 14     RT5K          599 16
QSO: 14014 CW 2017-11-26 0701 PA3DAT        599 14     UX7IW         599 16
QSO: 14002 CW 2017-11-26 0705 PA3DAT        599 14     P33W          599 20
QSO: 14016 CW 2017-11-26 0708 PA3DAT        599 14     R3WR          599 16
QSO: 14018 CW 2017-11-26 0713 PA3DAT        599 14     UR5IFM        599 16
QSO: 14025 CW 2017-11-26 0715 PA3DAT        599 14     UA9LDD        599 17
QSO: 14026 CW 2017-11-26 0717 PA3DAT        599 14     SZ1A          599 20
QSO: 14027 CW 2017-11-26 0718 PA3DAT        599 14     R7LV          599 16
QSO: 14030 CW 2017-11-26 0719 PA3DAT        599 14     UT7I          599 16
QSO: 14034 CW 2017-11-26 0723 PA3DAT        599 14     ZA1WW         599 15
QSO: 14035 CW 2017-11-26 0724 PA3DAT        599 14     RW3XZ         599 16
QSO: 14040 CW 2017-11-26 0727 PA3DAT        599 14     R3ZZ          599 16
QSO: 14032 CW 2017-11-26 0728 PA3DAT        599 14     CN2R          599 33
QSO: 14037 CW 2017-11-26 0731 PA3DAT        599 14     IB9T          599 15
QSO: 14047 CW 2017-11-26 0735 PA3DAT        599 14     LZ9W          599 20
QSO: 14050 CW 2017-11-26 0736 PA3DAT        599 14     R2VA          599 16
QSO: 14050 CW 2017-11-26 0737 PA3DAT        599 14     UZ2M          599 16
QSO: 14058 CW 2017-11-26 0740 PA3DAT        599 14     JA1ZGO        599 25
QSO: 14063 CW 2017-11-26 0743 PA3DAT        599 14     RU6K          599 16
QSO: 14069 CW 2017-11-26 0745 PA3DAT        599 14     LZ7J          599 20
QSO: 14068 CW 2017-11-26 0748 PA3DAT        599 14     UZ3U          599 16
QSO: 14064 CW 2017-11-26 0749 PA3DAT        599 14     UA3FF         599 16
QSO: 14058 CW 2017-11-26 0751 PA3DAT        599 14     CN8KD         599 33
QSO: 14056 CW 2017-11-26 0755 PA3DAT        599 14     CN2AA         599 33
QSO: 14049 CW 2017-11-26 0757 PA3DAT        599 14     UA4M          599 16
QSO: 14046 CW 2017-11-26 0805 PA3DAT        599 14     R7AB          599 16
QSO: 14044 CW 2017-11-26 0902 PA3DAT        599 14     CR3W          599 33
QSO: 14043 CW 2017-11-26 0905 PA3DAT        599 14     VA1GIC        599 05
QSO: 14005 CW 2017-11-26 0909 PA3DAT        599 14     RA3W          599 16
QSO: 14010 CW 2017-11-26 0913 PA3DAT        599 14     UI8J          599 17
QSO: 14012 CW 2017-11-26 0915 PA3DAT        599 14     RL3A          599 16
QSO: 14018 CW 2017-11-26 0917 PA3DAT        599 14     RW4W          599 16
QSO: 14022 CW 2017-11-26 0919 PA3DAT        599 14     UN9L          599 17
QSO: 14023 CW 2017-11-26 0922 PA3DAT        599 14     EA5GIE        599 14
QSO: 14025 CW 2017-11-26 0926 PA3DAT        599 14     TC3JB         599 40
QSO: 14022 CW 2017-11-26 0932 PA3DAT        599 14     ED8X          599 33
QSO: 14016 CW 2017-11-26 0934 PA3DAT        599 14     UC5D          599 16
QSO: 14010 CW 2017-11-26 0940 PA3DAT        599 14     LY2XW         599 15
QSO: 14015 CW 2017-11-26 0941 PA3DAT        599 14     RK0S          599 18
QSO: 14003 CW 2017-11-26 0943 PA3DAT        599 14     UA7K          599 16
QSO: 14003 CW 2017-11-26 0943 PA3DAT        599 14     YL2KO         599 15
QSO: 21002 CW 2017-11-26 0948 PA3DAT        599 14     P33W          599 20
QSO: 21010 CW 2017-11-26 0951 PA3DAT        599 14     RM9A          599 17
QSO: 21010 CW 2017-11-26 0951 PA3DAT        599 14     RU3UR         599 16
QSO: 21014 CW 2017-11-26 0954 PA3DAT        599 14     RU4A          599 16
QSO: 21017 CW 2017-11-26 0955 PA3DAT        599 14     UT4LW         599 16
QSO: 21019 CW 2017-11-26 0956 PA3DAT        599 14     R4RR          599 16
QSO: 21038 CW 2017-11-26 1015 PA3DAT        599 14     UW7LL         599 16
QSO: 21041 CW 2017-11-26 1016 PA3DAT        599 14     LZ7J          599 20
QSO: 21049 CW 2017-11-26 1018 PA3DAT        599 14     UZ2M          599 16
QSO: 21050 CW 2017-11-26 1019 PA3DAT        599 14     D1CTT         599 16
QSO: 21056 CW 2017-11-26 1030 PA3DAT        599 14     ED8X          599 33
QSO: 21058 CW 2017-11-26 1032 PA3DAT        599 14     US7IA         599 16
QSO: 21062 CW 2017-11-26 1034 PA3DAT        599 14     R7MM          599 16
QSO: 21008 CW 2017-11-26 1040 PA3DAT        599 14     EF8R          599 33
QSO: 21009 CW 2017-11-26 1042 PA3DAT        599 14     LZ2HA         599 20
QSO: 21016 CW 2017-11-26 1043 PA3DAT        599 14     RA0LQ/MM      599 19
QSO: 21020 CW 2017-11-26 1226 PA3DAT        599 14     W4SO          599 05
QSO: 21015 CW 2017-11-26 1230 PA3DAT        599 14     CT9/R7W       599 33
QSO: 21050 CW 2017-11-26 1235 PA3DAT        599 14     V47T          599 08
QSO: 21053 CW 2017-11-26 1236 PA3DAT        599 14     CR3OO         599 33
QSO: 14004 CW 2017-11-26 1248 PA3DAT        599 14     K3LR          599 05
QSO: 14004 CW 2017-11-26 1250 PA3DAT        599 14     LZ5Z          599 20
QSO: 14011 CW 2017-11-26 1253 PA3DAT        599 14     UX4U          599 16
QSO: 14019 CW 2017-11-26 1258 PA3DAT        599 14     N2MF          599 05
QSO: 14024 CW 2017-11-26 1302 PA3DAT        599 14     VE2IM         599 02
QSO: 14032 CW 2017-11-26 1315 PA3DAT        599 14     CR3WW         599 33
QSO: 14033 CW 2017-11-26 1317 PA3DAT        599 14     UW1M          599 16
QSO: 14035 CW 2017-11-26 1323 PA3DAT        599 14     K2AX          599 05
QSO: 14035 CW 2017-11-26 1325 PA3DAT        599 14     K3OO          599 05
QSO: 14037 CW 2017-11-26 1327 PA3DAT        599 14     ER4A          599 16
QSO: 14044 CW 2017-11-26 1333 PA3DAT        599 14     OF8L          599 15
QSO: 14046 CW 2017-11-26 1334 PA3DAT        599 14     LY4T          599 15
QSO: 14014 CW 2017-11-26 1537 PA3DAT        599 14     K5ZD          599 05
QSO: 14021 CW 2017-11-26 1539 PA3DAT        599 14     K1KP          599 05
QSO: 14035 CW 2017-11-26 1541 PA3DAT        599 14     N3RS          599 05
QSO: 21063 CW 2017-11-26 1551 PA3DAT        599 14     EA8KC         599 33
QSO: 21010 CW 2017-11-26 1557 PA3DAT        599 14     LZ5R          599 20
QSO:  1810 CW 2017-11-26 2026 PA3DAT        599 14     HB9CA         599 14
QSO:  1815 CW 2017-11-26 2030 PA3DAT        599 14     OH2XX         599 15
QSO:  1817 CW 2017-11-26 2032 PA3DAT        599 14     TK0C          599 15
QSO:  1819 CW 2017-11-26 2033 PA3DAT        599 14     LY5E          599 15
QSO:  1822 CW 2017-11-26 2037 PA3DAT        599 14     LY2NK         599 15
QSO:  1821 CW 2017-11-26 2038 PA3DAT        599 14     ON4IA         599 14
QSO:  1822 CW 2017-11-26 2039 PA3DAT        599 14     9A9A          599 15
QSO:  1824 CW 2017-11-26 2042 PA3DAT        599 14     OL1A          599 15
QSO:  1834 CW 2017-11-26 2048 PA3DAT        599 14     M7W           599 14
QSO:  1839 CW 2017-11-26 2052 PA3DAT        599 14     SP4Z          599 15
QSO:  3511 CW 2017-11-26 2055 PA3DAT        599 14     EW6W          599 16
QSO:  3512 CW 2017-11-26 2057 PA3DAT        599 14     YT1EA         599 15
QSO:  3514 CW 2017-11-26 2058 PA3DAT        599 14     LY6A          599 15
QSO:  3517 CW 2017-11-26 2100 PA3DAT        599 14     GM3YOR        599 14
QSO:  3519 CW 2017-11-26 2102 PA3DAT        599 14     UZ2M          599 16
QSO:  3519 CW 2017-11-26 2102 PA3DAT        599 14     DK8R          599 14
QSO:  3520 CW 2017-11-26 2103 PA3DAT        599 14     9A8M          599 15
QSO:  3523 CW 2017-11-26 2105 PA3DAT        599 14     GI8VL         599 14
QSO:  3526 CW 2017-11-26 2108 PA3DAT        599 14     LX7I          599 14
QSO:  3527 CW 2017-11-26 2108 PA3DAT        599 14     DL1NEO        599 14
QSO:  3527 CW 2017-11-26 2109 PA3DAT        599 14     UN4L          599 17
QSO:  3528 CW 2017-11-26 2111 PA3DAT        599 14     E70T          599 15
QSO:  3528 CW 2017-11-26 2111 PA3DAT        599 14     LY5E          599 15
QSO:  3529 CW 2017-11-26 2112 PA3DAT        599 14     IZ1GAR        599 15
QSO:  3529 CW 2017-11-26 2114 PA3DAT        599 14     DF0SQ         599 14
QSO:  3530 CW 2017-11-26 2115 PA3DAT        599 14     SN8B          599 15
QSO:  3530 CW 2017-11-26 2116 PA3DAT        599 14     OE9WGI        599 15
QSO:  3531 CW 2017-11-26 2117 PA3DAT        599 14     M6T           599 14
QSO:  3532 CW 2017-11-26 2118 PA3DAT        599 14     DJ5MO         599 14
QSO:  3533 CW 2017-11-26 2119 PA3DAT        599 14     LA0CX         599 14
QSO:  3534 CW 2017-11-26 2119 PA3DAT        599 14     HB0A          599 14
QSO:  3535 CW 2017-11-26 2120 PA3DAT        599 14     IB9T          599 15
QSO:  3537 CW 2017-11-26 2121 PA3DAT        599 14     F6ENO         599 14
QSO:  3537 CW 2017-11-26 2122 PA3DAT        599 14     UA4M          599 16
QSO:  3538 CW 2017-11-26 2123 PA3DAT        599 14     SG7T          599 14
QSO:  3538 CW 2017-11-26 2124 PA3DAT        599 14     OK2EA         599 15
QSO:  3539 CW 2017-11-26 2125 PA3DAT        599 14     UT7NY         599 16
QSO:  3541 CW 2017-11-26 2126 PA3DAT        599 14     SP2KPD        599 15
QSO:  3549 CW 2017-11-26 2127 PA3DAT        599 14     5P3WW         599 14
QSO:  3543 CW 2017-11-26 2129 PA3DAT        599 14     EI9C          599 14
QSO:  3544 CW 2017-11-26 2131 PA3DAT        599 14     CN2R          599 33
QSO:  3545 CW 2017-11-26 2132 PA3DAT        599 14     SM5ACQ        599 14
