START-OF-LOG: 3.0
CALLSIGN: EA3PP
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE:
NAME: Andres German Rojo
LOCATION: DX
OPERATORS: EA3PP
CLUB:
CERTIFICATE: YES
CREATED-BY: WinURECon 3.9 (Windows 7)
QSO: 21000 CW 2017-11-25 0915 EA3PP         599 14     UA7K          599 16
QSO: 21000 CW 2017-11-25 0917 EA3PP         599 14     P33W          599 20
QSO: 21000 CW 2017-11-25 0918 EA3PP         599 14     OF6MW         599 15
QSO: 21000 CW 2017-11-25 0924 EA3PP         599 14     UT6TD         599 16
QSO: 21000 CW 2017-11-25 0926 EA3PP         599 14     R0AA          599 18
QSO: 21000 CW 2017-11-25 0926 EA3PP         599 14     UB0A          599 18
QSO: 21000 CW 2017-11-25 0927 EA3PP         599 14     DL1LOD        599 14
QSO: 21000 CW 2017-11-25 0929 EA3PP         599 14     C4W           599 20
QSO: 21000 CW 2017-11-25 0930 EA3PP         599 14     ES9C          599 15
QSO: 21000 CW 2017-11-25 0934 EA3PP         599 14     RT6A          599 16
QSO: 21000 CW 2017-11-25 0936 EA3PP         599 14     ED8X          599 33
QSO: 21000 CW 2017-11-25 0938 EA3PP         599 14     CR2M          599 14
QSO: 14000 CW 2017-11-25 0941 EA3PP         599 14     UA4S          599 16
QSO: 14000 CW 2017-11-25 0943 EA3PP         599 14     KV2K          599 05
QSO: 14000 CW 2017-11-25 0943 EA3PP         599 14     EU1WW         599 16
QSO: 14000 CW 2017-11-25 0944 EA3PP         599 14     HA7GN         599 15
QSO: 14000 CW 2017-11-25 0947 EA3PP         599 14     RC3W          599 16
QSO: 14000 CW 2017-11-25 0952 EA3PP         599 14     EW6W          599 16
QSO: 14000 CW 2017-11-25 0953 EA3PP         599 14     HG7T          599 15
QSO: 14000 CW 2017-11-25 0954 EA3PP         599 14     E77W          599 15
QSO: 14000 CW 2017-11-25 0955 EA3PP         599 14     RW9DX         599 17
QSO: 14000 CW 2017-11-25 0956 EA3PP         599 14     W1KM          599 05
QSO: 14000 CW 2017-11-25 0958 EA3PP         599 14     DJ7MH         599 14
QSO: 14000 CW 2017-11-25 0959 EA3PP         599 14     HG4F          599 15
QSO: 14000 CW 2017-11-25 0959 EA3PP         599 14     SE6W          599 14
QSO: 14000 CW 2017-11-25 1002 EA3PP         599 14     YT6T          599 15
QSO: 14000 CW 2017-11-25 1002 EA3PP         599 14     S57DX         599 15
QSO: 14000 CW 2017-11-25 1004 EA3PP         599 14     M2G           599 14
QSO: 14000 CW 2017-11-25 1005 EA3PP         599 14     UR5R          599 16
QSO: 14000 CW 2017-11-25 1006 EA3PP         599 14     DR5N          599 14
QSO: 14000 CW 2017-11-25 1007 EA3PP         599 14     S51TA         599 15
QSO: 14000 CW 2017-11-25 1007 EA3PP         599 14     9A1A          599 15
QSO: 14000 CW 2017-11-25 1008 EA3PP         599 14     OL3Z          599 15
QSO: 14000 CW 2017-11-25 1014 EA3PP         599 14     PZ5V          599 09
QSO: 14000 CW 2017-11-25 1015 EA3PP         599 14     TM0R          599 14
QSO: 14000 CW 2017-11-25 1015 EA3PP         599 14     LN9W          599 14
QSO: 14000 CW 2017-11-25 1016 EA3PP         599 14     CW5W          599 13
QSO: 14000 CW 2017-11-25 1018 EA3PP         599 14     SP3A          599 15
QSO: 14000 CW 2017-11-25 1019 EA3PP         599 14     DM7C          599 14
QSO: 14000 CW 2017-11-25 1020 EA3PP         599 14     PI4COM        599 14
QSO: 14000 CW 2017-11-25 1020 EA3PP         599 14     YQ6A          599 20
QSO: 14000 CW 2017-11-25 1024 EA3PP         599 14     W2ID          599 05
QSO: 14000 CW 2017-11-25 1025 EA3PP         599 14     LY5R          599 15
QSO: 14000 CW 2017-11-25 1026 EA3PP         599 14     PA6X          599 14
QSO: 14000 CW 2017-11-25 1026 EA3PP         599 14     R3XA          599 16
QSO: 14000 CW 2017-11-25 1027 EA3PP         599 14     HA8M          599 15
QSO: 14000 CW 2017-11-25 1028 EA3PP         599 14     LY2W          599 15
QSO: 14000 CW 2017-11-25 1029 EA3PP         599 14     IT9SSI        599 15
QSO: 14000 CW 2017-11-25 1030 EA3PP         599 14     IT9BXR        599 15
QSO: 14000 CW 2017-11-25 1033 EA3PP         599 14     CN8KD         599 33
QSO: 14000 CW 2017-11-25 1034 EA3PP         599 14     OH8X          599 15
QSO: 14000 CW 2017-11-25 1035 EA3PP         599 14     OH1TX         599 15
QSO: 14000 CW 2017-11-25 1036 EA3PP         599 14     OM4Q          599 15
QSO: 14000 CW 2017-11-25 1036 EA3PP         599 14     S57AL         599 15
QSO: 14000 CW 2017-11-25 1038 EA3PP         599 14     CR6K          599 14
QSO: 14000 CW 2017-11-25 1038 EA3PP         599 14     RT1O          599 16
QSO: 14000 CW 2017-11-25 1041 EA3PP         599 14     OM7M          599 15
QSO: 14000 CW 2017-11-25 1041 EA3PP         599 14     CR3OO         599 33
QSO: 14000 CW 2017-11-25 1042 EA3PP         599 14     UX1UX         599 16
QSO: 14000 CW 2017-11-25 1042 EA3PP         599 14     IT9ESW        599 15
QSO: 14000 CW 2017-11-25 1043 EA3PP         599 14     OK7W          599 15
QSO: 14000 CW 2017-11-25 1044 EA3PP         599 14     DL6FBL        599 14
QSO: 14000 CW 2017-11-25 1045 EA3PP         599 14     DF0HQ         599 14
QSO: 14000 CW 2017-11-25 1100 EA3PP         599 14     EF8U          599 33
QSO: 14000 CW 2017-11-25 1101 EA3PP         599 14     RC9J          599 17
QSO: 14000 CW 2017-11-25 1102 EA3PP         599 14     G9Y           599 14
QSO: 14000 CW 2017-11-25 1104 EA3PP         599 14     DF0SAX        599 14
QSO: 14000 CW 2017-11-25 1104 EA3PP         599 14     PI4CC         599 14
QSO: 14000 CW 2017-11-25 1107 EA3PP         599 14     4X2M          599 20
QSO: 14000 CW 2017-11-25 1109 EA3PP         599 14     OY1CT         599 14
QSO: 14000 CW 2017-11-25 1110 EA3PP         599 14     OL0W          599 15
QSO: 14000 CW 2017-11-25 1113 EA3PP         599 14     OM7LW         599 15
QSO: 14000 CW 2017-11-25 1114 EA3PP         599 14     LZ7J          599 20
QSO: 14000 CW 2017-11-25 1131 EA3PP         599 14     S50K          599 15
QSO: 14000 CW 2017-11-25 1132 EA3PP         599 14     DL7VEE        599 14
QSO: 14000 CW 2017-11-25 1133 EA3PP         599 14     Z31NA         599 15
QSO: 14000 CW 2017-11-25 1134 EA3PP         599 14     IQ3RK         599 15
QSO: 14000 CW 2017-11-25 1135 EA3PP         599 14     HA1TJ         599 15
QSO: 14000 CW 2017-11-25 1136 EA3PP         599 14     LY4A          599 15
QSO: 14000 CW 2017-11-25 1136 EA3PP         599 14     HG5A          599 15
QSO: 14000 CW 2017-11-25 1138 EA3PP         599 14     PA6NB         599 14
QSO: 14000 CW 2017-11-25 1139 EA3PP         599 14     GW5R          599 14
