START-OF-LOG: 3.0
CALLSIGN: M0CVO
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 16434
NAME: NIGEL BOOTH
LOCATION: DX
OPERATORS: M0CVO
CLUB:
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.6858.0
SOAPBOX: Main antenna is down so made do with wire OCFD.
QSO: 14000 CW 2017-11-25 0828 M0CVO         599 14     HG6N          599 15
QSO: 14000 CW 2017-11-25 0829 M0CVO         599 14     HA8M          599 15
QSO: 14000 CW 2017-11-25 0833 M0CVO         599 14     RT6A          599 16
QSO: 14000 CW 2017-11-25 0834 M0CVO         599 14     SN7Q          599 15
QSO: 14000 CW 2017-11-25 0837 M0CVO         599 14     OM7M          599 15
QSO: 14000 CW 2017-11-25 0840 M0CVO         599 14     9A5Y          599 15
QSO: 14000 CW 2017-11-25 0841 M0CVO         599 14     OL3A          599 15
QSO: 14000 CW 2017-11-25 0842 M0CVO         599 14     S50K          599 15
QSO: 14000 CW 2017-11-25 0845 M0CVO         599 14     EA3NO         599 14
QSO: 14000 CW 2017-11-25 0846 M0CVO         599 14     CT9/OM3GI     599 33
QSO: 14000 CW 2017-11-25 0848 M0CVO         599 14     OK7K          599 15
QSO: 14000 CW 2017-11-25 0850 M0CVO         599 14     HA1TJ         599 15
QSO: 14000 CW 2017-11-25 0851 M0CVO         599 14     UR8RF         599 16
QSO: 14000 CW 2017-11-25 0902 M0CVO         599 14     OL1C          599 15
QSO: 14000 CW 2017-11-25 1015 M0CVO         599 14     LY4T          599 15
QSO: 14000 CW 2017-11-25 1016 M0CVO         599 14     SO4R          599 15
QSO: 14000 CW 2017-11-25 1019 M0CVO         599 14     UX1UX         599 16
QSO: 14000 CW 2017-11-25 1022 M0CVO         599 14     OF8L          599 15
QSO: 14000 CW 2017-11-25 1023 M0CVO         599 14     OH1TX         599 15
QSO: 14000 CW 2017-11-25 1024 M0CVO         599 14     SK3W          599 14
QSO: 14000 CW 2017-11-25 1027 M0CVO         599 14     LY5R          599 15
QSO: 14000 CW 2017-11-25 1028 M0CVO         599 14     IK0YVV        599 15
QSO: 14000 CW 2017-11-25 1030 M0CVO         599 14     S57AW         599 15
QSO: 14000 CW 2017-11-25 1031 M0CVO         599 14     ZA1WW         599 15
QSO: 14000 CW 2017-11-25 1032 M0CVO         599 14     YQ6A          599 20
QSO: 14000 CW 2017-11-25 1034 M0CVO         599 14     S59ABC        599 15
QSO: 14000 CW 2017-11-25 1035 M0CVO         599 14     IR4M          599 15
QSO: 14000 CW 2017-11-25 1036 M0CVO         599 14     TM0R          599 14
QSO: 14000 CW 2017-11-25 1037 M0CVO         599 14     S52ZW         599 15
QSO: 14000 CW 2017-11-25 1040 M0CVO         599 14     SQ9HQ         599 15
QSO: 14000 CW 2017-11-25 1040 M0CVO         599 14     HG7T          599 15
QSO: 21000 CW 2017-11-25 1046 M0CVO         599 14     UW7LL         599 16
QSO: 21000 CW 2017-11-25 1048 M0CVO         599 14     R7AB          599 16
QSO: 21000 CW 2017-11-25 1051 M0CVO         599 14     TK0K          599 15
QSO: 14000 CW 2017-11-25 1218 M0CVO         599 14     TM1A          599 14
QSO: 14000 CW 2017-11-25 1229 M0CVO         599 14     HG4F          599 15
QSO: 14000 CW 2017-11-25 1232 M0CVO         599 14     DL1A          599 14
QSO: 14000 CW 2017-11-25 1234 M0CVO         599 14     LY4L          599 15
QSO: 14000 CW 2017-11-25 1236 M0CVO         599 14     RA7A          599 16
QSO: 14000 CW 2017-11-25 1236 M0CVO         599 14     RX7M          599 16
QSO: 14000 CW 2017-11-25 1238 M0CVO         599 14     OH3K          599 15
QSO: 14000 CW 2017-11-25 1239 M0CVO         599 14     UR7R          599 16
QSO: 14000 CW 2017-11-25 1241 M0CVO         599 14     IZ8GCB        599 15
QSO: 21000 CW 2017-11-25 1247 M0CVO         599 14     P33W          599 20
QSO:  7000 CW 2017-11-25 1253 M0CVO         599 14     SM7ZDI        599 14
QSO:  7000 CW 2017-11-25 1300 M0CVO         599 14     HG5C          599 15
QSO:  7000 CW 2017-11-25 1302 M0CVO         599 14     LY2W          599 15
QSO:  7000 CW 2017-11-25 1304 M0CVO         599 14     9A3AG         599 15
QSO:  7000 CW 2017-11-25 1305 M0CVO         599 14     OZ8SW         599 14
QSO:  7000 CW 2017-11-25 1307 M0CVO         599 14     RU1A          599 16
QSO:  7000 CW 2017-11-25 1308 M0CVO         599 14     LN8W          599 14
QSO:  7000 CW 2017-11-25 1309 M0CVO         599 14     SM6CPY        599 14
QSO:  7000 CW 2017-11-25 1314 M0CVO         599 14     OZ3IT         599 14
QSO:  7000 CW 2017-11-25 1318 M0CVO         599 14     YL3FT         599 15
QSO:  7000 CW 2017-11-25 1320 M0CVO         599 14     OK7FL         599 15
QSO:  7000 CW 2017-11-25 1321 M0CVO         599 14     S50A          599 15
QSO: 14000 CW 2017-11-25 1326 M0CVO         599 14     YT9A          599 15
QSO: 14000 CW 2017-11-25 1329 M0CVO         599 14     ES9C          599 15
QSO: 14000 CW 2017-11-25 1331 M0CVO         599 14     UT6UD         599 16
QSO: 14000 CW 2017-11-25 1334 M0CVO         599 14     OM7LW         599 15
QSO: 14000 CW 2017-11-25 1339 M0CVO         599 14     IU1A          599 15
QSO: 14000 CW 2017-11-25 1352 M0CVO         599 14     DR4A          599 14
QSO: 14000 CW 2017-11-25 1354 M0CVO         599 14     HA0LP         599 15
QSO: 14000 CW 2017-11-25 1358 M0CVO         599 14     HB9CA         599 14
QSO:  7000 CW 2017-11-25 1430 M0CVO         599 14     SN2M          599 15
QSO:  7000 CW 2017-11-25 1432 M0CVO         599 14     UX1UX         599 16
QSO:  7000 CW 2017-11-25 1434 M0CVO         599 14     HA5UA         599 15
QSO:  7000 CW 2017-11-25 1435 M0CVO         599 14     DL4ME         599 14
QSO:  7000 CW 2017-11-25 1440 M0CVO         599 14     LY4L          599 15
QSO:  7000 CW 2017-11-25 1445 M0CVO         599 14     DF0HQ         599 14
QSO:  7000 CW 2017-11-25 1448 M0CVO         599 14     OL8R          599 15
QSO:  7000 CW 2017-11-25 1453 M0CVO         599 14     ON2RRR        599 14
QSO:  7000 CW 2017-11-25 1455 M0CVO         599 14     RK3PWR        599 16
QSO:  7000 CW 2017-11-25 1511 M0CVO         599 14     OL3A          599 15
QSO:  7000 CW 2017-11-25 1515 M0CVO         599 14     DL1WA         599 14
QSO:  7000 CW 2017-11-25 1515 M0CVO         599 14     DL2ZBO        599 14
QSO:  7000 CW 2017-11-25 1626 M0CVO         599 14     UW1GZ         599 16
QSO:  7000 CW 2017-11-25 1627 M0CVO         599 14     DR1D          599 14
QSO:  7000 CW 2017-11-25 1629 M0CVO         599 14     OK2EA         599 15
QSO:  7000 CW 2017-11-25 1631 M0CVO         599 14     S51TA         599 15
QSO:  7000 CW 2017-11-25 1634 M0CVO         599 14     UX4U          599 16
QSO:  7000 CW 2017-11-25 1636 M0CVO         599 14     RL4A          599 16
QSO:  7000 CW 2017-11-25 1637 M0CVO         599 14     F6ENO         599 14
QSO:  7000 CW 2017-11-25 1640 M0CVO         599 14     OR3A          599 14
QSO:  7000 CW 2017-11-25 1641 M0CVO         599 14     RM9A          599 17
QSO:  3500 CW 2017-11-25 1648 M0CVO         599 14     GM3YOR        599 14
QSO:  3500 CW 2017-11-25 1657 M0CVO         599 14     RW2F          599 15
QSO:  3500 CW 2017-11-25 1659 M0CVO         599 14     DL9GFB        599 14
QSO:  3500 CW 2017-11-25 1706 M0CVO         599 14     E7OT          599 21
QSO:  7000 CW 2017-11-25 1757 M0CVO         599 14     RZ7T          599 16
QSO:  7000 CW 2017-11-25 1805 M0CVO         599 14     LZ7A          599 20
QSO:  7000 CW 2017-11-25 1811 M0CVO         599 14     YT1HA         599 15
QSO:  7000 CW 2017-11-26 0645 M0CVO         599 14     YL5X          599 15
QSO:  7000 CW 2017-11-26 0655 M0CVO         599 14     TK0C          599 15
QSO:  7000 CW 2017-11-26 0701 M0CVO         599 14     YL3FT         599 15
QSO:  7000 CW 2017-11-26 0703 M0CVO         599 14     I53X          599 15
QSO:  3500 CW 2017-11-26 0709 M0CVO         599 14     DL1NKS        599 14
QSO:  7000 CW 2017-11-26 0713 M0CVO         599 14     RL5A          599 16
QSO:  7000 CW 2017-11-26 0715 M0CVO         599 14     RT3F          599 16
QSO:  7000 CW 2017-11-26 0716 M0CVO         599 14     S56X          599 15
QSO:  7000 CW 2017-11-26 0718 M0CVO         599 14     EQ3RK         599 21
QSO:  7000 CW 2017-11-26 0719 M0CVO         599 14     LY5E          599 15
QSO:  7000 CW 2017-11-26 0729 M0CVO         599 14     SN7Q          599 15
QSO:  7000 CW 2017-11-26 0732 M0CVO         599 14     OH3Z          599 15
QSO:  7000 CW 2017-11-26 0734 M0CVO         599 14     EA5RS         599 14
QSO:  7000 CW 2017-11-26 0737 M0CVO         599 14     LZ5K          599 20
QSO:  7000 CW 2017-11-26 0739 M0CVO         599 14     UT6UD         599 16
QSO:  7000 CW 2017-11-26 0740 M0CVO         599 14     HG5A          599 15
QSO:  7000 CW 2017-11-26 0744 M0CVO         599 14     S56A          599 15
QSO: 14000 CW 2017-11-26 0749 M0CVO         599 14     P33W          599 20
QSO: 14000 CW 2017-11-26 0754 M0CVO         599 14     YT4W          599 15
QSO: 14000 CW 2017-11-26 0759 M0CVO         599 14     UA9LDD        599 17
QSO: 14000 CW 2017-11-26 0801 M0CVO         599 14     RG6U          599 16
QSO: 14000 CW 2017-11-26 0802 M0CVO         599 14     RV3FF         599 16
QSO: 14000 CW 2017-11-26 0821 M0CVO         599 14     UP2L          599 17
QSO: 14000 CW 2017-11-26 0823 M0CVO         599 14     RN9T          599 16
QSO: 14000 CW 2017-11-26 0825 M0CVO         599 14     LY2XW         599 15
QSO: 14000 CW 2017-11-26 0827 M0CVO         599 14     RK4FF         599 16
QSO:  7000 CW 2017-11-26 0833 M0CVO         599 14     EC2DX         599 14
QSO:  7000 CW 2017-11-26 0835 M0CVO         599 14     CT9/OM3BH     599 33
QSO:  7000 CW 2017-11-26 0840 M0CVO         599 14     OF1RX         599 15
QSO:  7000 CW 2017-11-26 0843 M0CVO         599 14     R3XA          599 16
QSO:  7000 CW 2017-11-26 0845 M0CVO         599 14     US1Q          599 16
QSO:  7000 CW 2017-11-26 0846 M0CVO         599 14     DR5N          599 14
QSO: 14000 CW 2017-11-26 0853 M0CVO         599 14     9A7A          599 15
QSO: 14000 CW 2017-11-26 0855 M0CVO         599 14     UA4PN         599 16
QSO: 14000 CW 2017-11-26 0905 M0CVO         599 14     IK6QON        599 15
QSO: 14000 CW 2017-11-26 0906 M0CVO         599 14     LY4A          599 15
QSO: 14000 CW 2017-11-26 0909 M0CVO         599 14     UW3U          599 16
QSO: 14000 CW 2017-11-26 0910 M0CVO         599 14     SG6O          599 14
QSO: 14000 CW 2017-11-26 0918 M0CVO         599 14     SP4Z          599 15
QSO: 14000 CW 2017-11-26 0919 M0CVO         599 14     OH8NW         599 15
QSO: 14000 CW 2017-11-26 0920 M0CVO         599 14     R7CA          599 16
QSO: 14000 CW 2017-11-26 0922 M0CVO         599 14     RW0A          599 18
QSO: 14000 CW 2017-11-26 0923 M0CVO         599 14     UC5D          599 16
QSO: 14000 CW 2017-11-26 0926 M0CVO         599 14     OK5ZZ         599 15
QSO: 14000 CW 2017-11-26 0928 M0CVO         599 14     R3ZV          599 16
QSO:  7000 CW 2017-11-26 0932 M0CVO         599 14     F5ROX         599 14
QSO:  7000 CW 2017-11-26 0934 M0CVO         599 14     SP5Y          599 15
QSO:  7000 CW 2017-11-26 0937 M0CVO         599 14     DK2DQ         599 14
QSO:  7000 CW 2017-11-26 0939 M0CVO         599 14     EW8W          599 16
QSO:  7000 CW 2017-11-26 0940 M0CVO         599 14     S59ABC        599 15
QSO:  7000 CW 2017-11-26 0943 M0CVO         599 14     ES9C          599 15
QSO:  7000 CW 2017-11-26 0944 M0CVO         599 14     EF5T          599 14
QSO:  7000 CW 2017-11-26 0946 M0CVO         599 14     SP3MEP        599 15
QSO:  7000 CW 2017-11-26 1311 M0CVO         599 14     OE9WGI        599 15
QSO:  7000 CW 2017-11-26 1314 M0CVO         599 14     OH7R          599 15
QSO: 14000 CW 2017-11-26 1319 M0CVO         599 14     LY6A          599 15
END-OF-LOG:
