START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: R1QE
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-STATION: FIXED
CATEGORY-TIME: 24-HOURS
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 0
LOCATION: DX
CLUB: RUSSIAN CW CLUB
CREATED-BY: UR5EQF log v.3.31-60
NAME: Bobrov Vladimir
OPERATORS: R1QE
SOAPBOX: Rig ICOM-718, 100Wt. Ant. Quad 160m. All band. 10m. up
QSO:  7000 PH 2018-10-27 1822 R1QE          59  16     S52AW         59  15
QSO:  7000 PH 2018-10-27 1823 R1QE          59  16     Z33C          59  15
QSO:  7000 PH 2018-10-27 1829 R1QE          59  16     S53K          59  15
QSO:  7000 PH 2018-10-27 1830 R1QE          59  16     YT0W          59  15
QSO:  7000 PH 2018-10-27 1832 R1QE          59  16     UW5Y          59  16
QSO:  7000 PH 2018-10-27 1835 R1QE          59  16     RT6A          59  16
QSO:  7000 PH 2018-10-27 1836 R1QE          59  16     HG8R          59  15
QSO:  7000 PH 2018-10-27 1842 R1QE          59  16     ER4DX         59  16
QSO:  7000 PH 2018-10-27 1843 R1QE          59  16     S53M          59  15
QSO:  7000 PH 2018-10-27 1850 R1QE          59  16     HG7T          59  15
QSO:  7000 PH 2018-10-27 1854 R1QE          59  16     SN8B          59  15
QSO:  3500 PH 2018-10-27 1904 R1QE          59  16     SN7H          59  15
QSO:  3500 PH 2018-10-27 1906 R1QE          59  16     RC6U          59  16
QSO:  3500 PH 2018-10-27 1908 R1QE          59  16     OH5Z          59  15
QSO:  3500 PH 2018-10-27 1911 R1QE          59  16     P33W          59  20
QSO:  3500 PH 2018-10-27 1923 R1QE          59  16     RT4O          59  16
QSO:  3500 PH 2018-10-27 1926 R1QE          59  16     UP2L          59  17
QSO:  3500 PH 2018-10-27 1929 R1QE          59  16     UW7LL         59  16
QSO:  1800 PH 2018-10-27 1932 R1QE          59  16     RT2H          59  16
QSO:  1800 PH 2018-10-27 1933 R1QE          59  16     RL4F          59  16
QSO:  1800 PH 2018-10-27 1934 R1QE          59  16     ES6RW         59  15
QSO:  1800 PH 2018-10-27 1948 R1QE          59  16     ES9C          59  15
QSO:  1800 PH 2018-10-27 1950 R1QE          59  16     UX1VT         59  16
QSO:  3500 PH 2018-10-28 0505 R1QE          59  16     LY5W          59  15
QSO:  3500 PH 2018-10-28 0520 R1QE          59  16     ES9C          59  15
QSO:  3500 PH 2018-10-28 0524 R1QE          59  16     DM0Y          59  14
QSO:  3500 PH 2018-10-28 0526 R1QE          59  16     EU1WW         59  16
QSO:  7000 PH 2018-10-28 0533 R1QE          59  16     SP8K          59  15
QSO:  7000 PH 2018-10-28 0536 R1QE          59  16     UZ2I          59  16
QSO:  7000 PH 2018-10-28 0549 R1QE          59  16     S50C          59  15
QSO:  7000 PH 2018-10-28 0617 R1QE          59  16     OH5Z          59  15
QSO:  7000 PH 2018-10-28 0621 R1QE          59  16     OM3PA         59  15
QSO: 14000 PH 2018-10-28 0631 R1QE          59  16     RK0UT         59  18
QSO: 14000 PH 2018-10-28 0632 R1QE          59  16     9H6A          59  15
QSO: 14000 PH 2018-10-28 0633 R1QE          59  16     EX9A          59  17
QSO: 14000 PH 2018-10-28 0633 R1QE          59  16     YT1A          59  15
QSO: 14000 PH 2018-10-28 0635 R1QE          59  16     PI4AMF        59  14
QSO: 14000 PH 2018-10-28 0636 R1QE          59  16     ED7P          59  14
QSO: 14000 PH 2018-10-28 0638 R1QE          59  16     TC0F          59  20
QSO: 14000 PH 2018-10-28 0638 R1QE          59  16     SZ1A          59  20
QSO: 14000 PH 2018-10-28 0640 R1QE          59  16     F8DVD         59  14
QSO: 14000 PH 2018-10-28 0645 R1QE          59  16     LZ9W          59  20
QSO: 14000 PH 2018-10-28 0646 R1QE          59  16     R7KZ          59  16
QSO: 14000 PH 2018-10-28 0647 R1QE          59  16     E44WE         59  20
QSO: 14000 PH 2018-10-28 0651 R1QE          59  16     UI8J          59  17
QSO: 14000 PH 2018-10-28 0653 R1QE          59  16     UA9MA         59  17
QSO: 14000 PH 2018-10-28 0653 R1QE          59  16     HG5A          59  15
QSO: 14000 PH 2018-10-28 0654 R1QE          59  16     DR1A          59  14
QSO: 14000 PH 2018-10-28 0655 R1QE          59  16     S50K          59  15
QSO: 14000 PH 2018-10-28 0700 R1QE          59  16     HG7T          59  15
QSO: 14000 PH 2018-10-28 0702 R1QE          59  16     C4A           59  20
QSO: 14000 PH 2018-10-28 0703 R1QE          59  16     UP0L          59  17
QSO: 14000 PH 2018-10-28 0704 R1QE          59  16     P33W          59  20
QSO: 14000 PH 2018-10-28 0705 R1QE          59  16     HZ1TL         59  21
QSO: 14000 PH 2018-10-28 0707 R1QE          59  16     OP4K          59  14
QSO: 14000 PH 2018-10-28 0709 R1QE          59  16     DA2X          59  14
QSO: 14000 PH 2018-10-28 0709 R1QE          59  16     9A5Y          59  15
QSO: 14000 PH 2018-10-28 0710 R1QE          59  16     IO5O          59  15
QSO: 14000 PH 2018-10-28 0711 R1QE          59  16     A73A          59  21
QSO: 14000 PH 2018-10-28 0712 R1QE          59  16     S57DX         59  15
QSO: 14000 PH 2018-10-28 0713 R1QE          59  16     DP7D          59  14
QSO: 14000 PH 2018-10-28 0715 R1QE          59  16     RW8T          59  16
QSO: 14000 PH 2018-10-28 0716 R1QE          59  16     S50C          59  15
QSO: 14000 PH 2018-10-28 0718 R1QE          59  16     SP9KDA        59  15
QSO: 14000 PH 2018-10-28 0721 R1QE          59  16     RN0CT         59  19
QSO: 14000 PH 2018-10-28 0722 R1QE          59  16     UN6LN         59  17
QSO: 14000 PH 2018-10-28 0723 R1QE          59  16     OE8Q          59  15
QSO: 14000 PH 2018-10-28 0724 R1QE          59  16     ED3X          59  14
QSO: 14000 PH 2018-10-28 0725 R1QE          59  16     SO9C          59  15
QSO: 14000 PH 2018-10-28 0725 R1QE          59  16     SN2B          59  15
QSO: 14000 PH 2018-10-28 0726 R1QE          59  16     HG6N          59  15
QSO: 21000 PH 2018-10-28 0733 R1QE          59  16     RW0A          59  18
QSO: 21000 PH 2018-10-28 0734 R1QE          59  16     A73A          59  21
QSO: 21000 PH 2018-10-28 0736 R1QE          59  16     RZ8U          59  18
QSO: 21000 PH 2018-10-28 0738 R1QE          59  16     JT1KAI        59  23
QSO: 21000 PH 2018-10-28 0742 R1QE          59  16     IK5ZWU        59  15
QSO: 21000 PH 2018-10-28 0745 R1QE          59  16     II9L          59  15
QSO: 21000 PH 2018-10-28 0746 R1QE          59  16     LX7I          59  14
QSO: 21000 PH 2018-10-28 0747 R1QE          59  16     ED3X          59  14
QSO: 21000 PH 2018-10-28 0748 R1QE          59  16     UC8U          59  18
QSO: 21000 PH 2018-10-28 0749 R1QE          59  16     I2WIJ         59  15
QSO: 21000 PH 2018-10-28 0750 R1QE          59  16     UA2FF         59  15
QSO: 21000 PH 2018-10-28 0751 R1QE          59  16     ED1R          59  14
QSO: 21000 PH 2018-10-28 0753 R1QE          59  16     IO5O          59  15
QSO: 21000 PH 2018-10-28 0754 R1QE          59  16     RN0A          59  18
QSO: 21000 PH 2018-10-28 0755 R1QE          59  16     EA3HJO        59  14
QSO: 21000 PH 2018-10-28 0756 R1QE          59  16     IN3ZNR        59  15
QSO: 21000 PH 2018-10-28 0758 R1QE          59  16     B9K           59  23
QSO: 21000 PH 2018-10-28 0801 R1QE          59  16     UN4PG         59  17
QSO: 21000 PH 2018-10-28 0803 R1QE          59  16     OK1NP         59  15
QSO: 21000 PH 2018-10-28 0804 R1QE          59  16     DL2CC         59  14
QSO: 21000 PH 2018-10-28 0806 R1QE          59  16     DH8BQA        59  14
QSO: 21000 PH 2018-10-28 0820 R1QE          59  16     R9MJ          59  17
QSO: 21000 PH 2018-10-28 0822 R1QE          59  16     4Z5LY         59  20
QSO: 21000 PH 2018-10-28 0824 R1QE          59  16     LZ2UW         59  20
QSO: 21000 PH 2018-10-28 0826 R1QE          59  16     P33W          59  20
QSO: 21000 PH 2018-10-28 0828 R1QE          59  16     TM5Y          59  14
QSO: 21000 PH 2018-10-28 0832 R1QE          59  16     RV9UP         59  18
QSO: 21000 PH 2018-10-28 0838 R1QE          59  16     4X1DX         59  20
QSO: 21000 PH 2018-10-28 0846 R1QE          59  16     EK7DX         59  21
QSO: 21000 PH 2018-10-28 0848 R1QE          59  16     SZ4KRD        59  20
QSO: 21000 PH 2018-10-28 0850 R1QE          59  16     IK1JJM        59  15
QSO: 21000 PH 2018-10-28 0857 R1QE          59  16     EF5Y          59  14
QSO: 21000 PH 2018-10-28 0858 R1QE          59  16     UN7PGA        59  17
QSO: 21000 PH 2018-10-28 0859 R1QE          59  16     C4A           59  20
QSO: 28000 PH 2018-10-28 0903 R1QE          59  16     9K2HN         59  21
QSO: 28000 PH 2018-10-28 0905 R1QE          59  16     FR4QT         59  39
QSO: 14000 PH 2018-10-28 0920 R1QE          59  16     LC5W          59  14
QSO: 14000 PH 2018-10-28 0922 R1QE          59  16     CT9ABO        59  33
QSO: 14000 PH 2018-10-28 0924 R1QE          59  16     EF8R          59  33
QSO: 21000 PH 2018-10-28 1231 R1QE          59  16     EI9E          59  14
QSO: 21000 PH 2018-10-28 1235 R1QE          59  16     UW5ZM         59  16
QSO: 14000 PH 2018-10-28 1249 R1QE          59  16     VE3EJ         59  04
QSO: 14000 PH 2018-10-28 1250 R1QE          59  16     4K6FO         59  21
QSO: 14000 PH 2018-10-28 1252 R1QE          59  16     VA3DF         59  04
QSO: 14000 PH 2018-10-28 1255 R1QE          59  16     CF3A          59  04
QSO: 14000 PH 2018-10-28 1301 R1QE          59  16     VA2WA         59  05
QSO: 14000 PH 2018-10-28 1308 R1QE          59  16     ZF1A          59  08
QSO: 14000 PH 2018-10-28 1311 R1QE          59  16     4L2M          59  21
QSO: 14000 PH 2018-10-28 1312 R1QE          59  16     K3LR          59  05
QSO: 14000 PH 2018-10-28 1316 R1QE          59  16     N5DX          59  05
QSO: 14000 PH 2018-10-28 1320 R1QE          59  16     LZ5R          59  20
QSO: 14000 PH 2018-10-28 1321 R1QE          59  16     N2PP          59  05
QSO: 14000 PH 2018-10-28 1332 R1QE          59  16     K3PP          59  05
QSO: 14000 PH 2018-10-28 1340 R1QE          59  16     S50R          59  15
QSO: 14000 PH 2018-10-28 1342 R1QE          59  16     A44A          59  21
QSO: 14000 PH 2018-10-28 1346 R1QE          59  16     LC6C          59  14
QSO: 14000 PH 2018-10-28 1348 R1QE          59  16     A61FK         59  21
QSO: 14000 PH 2018-10-28 1350 R1QE          59  16     A61HA         59  21
QSO: 14000 PH 2018-10-28 1352 R1QE          59  16     SP1GA         59  15
QSO: 14000 PH 2018-10-28 1353 R1QE          59  16     OK5Z          59  15
QSO: 14000 PH 2018-10-28 1423 R1QE          59  16     YO3RU         59  20
QSO: 14000 PH 2018-10-28 1434 R1QE          59  16     PD5JFK        59  14
QSO: 14000 PH 2018-10-28 1440 R1QE          59  16     LX1HD         59  14
QSO: 14000 PH 2018-10-28 1457 R1QE          59  16     LZ7A          59  20
QSO: 14000 PH 2018-10-28 1458 R1QE          59  16     HA6NL         59  15
QSO: 14000 PH 2018-10-28 1509 R1QE          59  16     DL5GAC        59  14
QSO:  7000 PH 2018-10-28 1538 R1QE          59  16     S51R          59  15
QSO:  7000 PH 2018-10-28 1539 R1QE          59  16     YT5A          59  15
QSO:  7000 PH 2018-10-28 1544 R1QE          59  16     US5D          59  16
QSO:  7000 PH 2018-10-28 1545 R1QE          59  16     RA9V          59  18
QSO:  7000 PH 2018-10-28 1551 R1QE          59  16     S56X          59  15
QSO:  7000 PH 2018-10-28 1552 R1QE          59  16     HA8M          59  15
QSO:  7000 PH 2018-10-28 1553 R1QE          59  16     SQ9C          59  15
QSO:  7000 PH 2018-10-28 1604 R1QE          59  16     LZ9W          59  20
QSO:  7000 PH 2018-10-28 1610 R1QE          59  16     EI4IX         59  14
QSO:  7000 PH 2018-10-28 1622 R1QE          59  16     OY9JD         59  14
QSO:  7000 PH 2018-10-28 1626 R1QE          59  16     UT4U          59  16
QSO:  7000 PH 2018-10-28 1627 R1QE          59  16     US9IDD        59  16
QSO:  7000 PH 2018-10-28 1631 R1QE          59  16     S57O          59  15
QSO:  7000 PH 2018-10-28 1634 R1QE          59  16     US1Q          59  16
QSO:  7000 PH 2018-10-28 1749 R1QE          59  16     UT4EK         59  16
QSO:  7000 PH 2018-10-28 1751 R1QE          59  16     UK9AA         59  17
QSO:  7000 PH 2018-10-28 1753 R1QE          59  16     4X1DX         59  20
QSO:  7000 PH 2018-10-28 1755 R1QE          59  16     C4A           59  20
QSO:  7000 PH 2018-10-28 1757 R1QE          59  16     M6T           59  14
QSO:  7000 PH 2018-10-28 1759 R1QE          59  16     SP9QMP        59  15
QSO:  7000 PH 2018-10-28 1801 R1QE          59  16     J42L          59  20
QSO:  7000 PH 2018-10-28 1806 R1QE          59  16     SX2X          59  20
QSO:  7000 PH 2018-10-28 1809 R1QE          59  16     UP0L          59  17
QSO:  7000 PH 2018-10-28 1817 R1QE          59  16     SO100ZHP      59  15
QSO:  7000 PH 2018-10-28 1817 R1QE          59  16     OM4Q          59  15
QSO:  7000 PH 2018-10-28 1819 R1QE          59  16     9A5Y          59  15
QSO:  7000 PH 2018-10-28 1821 R1QE          59  16     SN3A          59  15
QSO:  7000 PH 2018-10-28 1823 R1QE          59  16     DF0HQ         59  14
QSO:  7000 PH 2018-10-28 1827 R1QE          59  16     LZ5R          59  20
QSO:  7000 PH 2018-10-28 1828 R1QE          59  16     EI5IX         59  14
QSO:  3500 PH 2018-10-28 1836 R1QE          59  16     LY9A          59  15
QSO:  3500 PH 2018-10-28 1837 R1QE          59  16     PA9M          59  14
QSO:  3500 PH 2018-10-28 1839 R1QE          59  16     SJ0X          59  14
QSO:  3500 PH 2018-10-28 1840 R1QE          59  16     LY2RJ         59  15
QSO:  3500 PH 2018-10-28 1841 R1QE          59  16     LY7Z          59  15
QSO:  3500 PH 2018-10-28 1846 R1QE          59  16     RT3F          59  16
QSO:  3500 PH 2018-10-28 1848 R1QE          59  16     OK8WW         59  15
QSO:  3500 PH 2018-10-28 1848 R1QE          59  16     OM2VL         59  15
QSO:  3500 PH 2018-10-28 1855 R1QE          59  16     SN8B          59  15
QSO:  3500 PH 2018-10-28 1856 R1QE          59  16     SN2M          59  15
QSO:  3500 PH 2018-10-28 1859 R1QE          59  16     SQ2PHG        59  15
QSO:  3500 PH 2018-10-28 1900 R1QE          59  16     OM100CSR      59  15
QSO:  3500 PH 2018-10-28 1905 R1QE          59  16     UT7NY         59  16
QSO:  1800 PH 2018-10-28 1933 R1QE          59  16     DF0HQ         59  14
QSO:  1800 PH 2018-10-28 1934 R1QE          59  16     UA1OMS        59  16
QSO:  1800 PH 2018-10-28 1936 R1QE          59  16     SO4R          59  15
QSO:  1800 PH 2018-10-28 1939 R1QE          59  16     LY4ZZ         59  15
QSO:  1800 PH 2018-10-28 1942 R1QE          59  16     LY4T          59  15
QSO:  1800 PH 2018-10-28 1944 R1QE          59  16     UX5IS         59  16
QSO:  1800 PH 2018-10-28 1952 R1QE          59  16     OK7K          59  15
QSO:  1800 PH 2018-10-28 2000 R1QE          59  16     OG5Z          59  15
END-OF-LOG:
