START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: NY3C
LOCATION: DE
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 111962
NAME: Gene MC DOWELL
OPERATORS: NY3C
CLUB: FRANKFORD RADIO CLUB
CERTIFICATE: NO
CREATED-BY: GenLog v7.0
SOAPBOX: Fun but sure will be glad when band condx improve!
QSO: 14000 PH 2018-10-28 1443 NY3C          59  05     II2S          59  15
QSO: 14000 PH 2018-10-28 1445 NY3C          59  05     IR7T          59  15
QSO: 14000 PH 2018-10-28 1447 NY3C          59  05     F2JD          59  14
QSO: 14000 PH 2018-10-28 1450 NY3C          59  05     YL2SW         59  15
QSO: 14000 PH 2018-10-28 1451 NY3C          59  05     PI4M          59  14
QSO: 14000 PH 2018-10-28 1454 NY3C          59  05     DA2X          59  14
QSO: 14000 PH 2018-10-28 1454 NY3C          59  05     DR5N          59  14
QSO: 14000 PH 2018-10-28 1455 NY3C          59  05     LY5Y          59  15
QSO: 14000 PH 2018-10-28 1457 NY3C          59  05     IK4LZH        59  15
QSO: 14000 PH 2018-10-28 1500 NY3C          59  05     S50R          59  15
QSO: 14000 PH 2018-10-28 1502 NY3C          59  05     PD8DX         59  14
QSO: 14000 PH 2018-10-28 1504 NY3C          59  05     N7DD          59  03
QSO: 14000 PH 2018-10-28 1506 NY3C          59  05     G5K           59  14
QSO: 14000 PH 2018-10-28 1512 NY3C          59  05     CR6P          59  14
QSO: 14000 PH 2018-10-28 1516 NY3C          59  05     G4RRM         59  14
QSO: 14000 PH 2018-10-28 1516 NY3C          59  05     9A9A          59  15
QSO: 14000 PH 2018-10-28 1517 NY3C          59  05     LY2MM         59  15
QSO: 14000 PH 2018-10-28 1520 NY3C          59  05     S53M          59  15
QSO: 14000 PH 2018-10-28 1520 NY3C          59  05     M6T           59  14
QSO: 14000 PH 2018-10-28 1521 NY3C          59  05     HB9EOU        59  14
QSO: 14000 PH 2018-10-28 1522 NY3C          59  05     IR4M          59  15
QSO: 14000 PH 2018-10-28 1523 NY3C          59  05     F6DZU         59  14
QSO: 14000 PH 2018-10-28 1529 NY3C          59  05     DK5TX         59  14
QSO: 14000 PH 2018-10-28 1530 NY3C          59  05     EC4DX         59  14
QSO: 14000 PH 2018-10-28 1531 NY3C          59  05     RA2F          59  15
QSO: 14000 PH 2018-10-28 1532 NY3C          59  05     DR1A          59  14
QSO: 14000 PH 2018-10-28 1532 NY3C          59  05     OZ5E          59  14
QSO: 14000 PH 2018-10-28 1536 NY3C          59  05     IR4X          59  15
QSO: 14000 PH 2018-10-28 1536 NY3C          59  05     GM2T          59  14
QSO: 14000 PH 2018-10-28 1537 NY3C          59  05     SK7K          59  14
QSO: 14000 PH 2018-10-28 1538 NY3C          59  05     SN7H          59  15
QSO: 14000 PH 2018-10-28 1538 NY3C          59  05     TM1T          59  14
QSO: 14000 PH 2018-10-28 1539 NY3C          59  05     OK5Z          59  15
QSO: 14000 PH 2018-10-28 1539 NY3C          59  05     TM3R          59  14
QSO: 14000 PH 2018-10-28 1541 NY3C          59  05     IR3Z          59  15
QSO: 14000 PH 2018-10-28 1541 NY3C          59  05     TM4L          59  14
QSO: 14000 PH 2018-10-28 1542 NY3C          59  05     F6GOE         59  14
QSO: 14000 PH 2018-10-28 1542 NY3C          59  05     OZ7X          59  14
QSO: 14000 PH 2018-10-28 1544 NY3C          59  05     SN2B          59  15
QSO: 14000 PH 2018-10-28 1545 NY3C          59  05     OM2Y          59  15
QSO: 14000 PH 2018-10-28 1548 NY3C          59  05     OK1XC         59  15
QSO: 14000 PH 2018-10-28 1549 NY3C          59  05     LX7I          59  14
QSO: 14000 PH 2018-10-28 1552 NY3C          59  05     J42L          59  20
QSO: 14000 PH 2018-10-28 1553 NY3C          59  05     SO4R          59  15
QSO: 14000 PH 2018-10-28 1556 NY3C          59  05     TF2R          59  40
QSO: 14000 PH 2018-10-28 1556 NY3C          59  05     EU1A          59  16
QSO: 14000 PH 2018-10-28 1557 NY3C          59  05     CR5E          59  14
QSO: 14000 PH 2018-10-28 1557 NY3C          59  05     9A7A          59  15
QSO: 14000 PH 2018-10-28 1558 NY3C          59  05     IT9GSF        59  15
QSO: 14000 PH 2018-10-28 1559 NY3C          59  05     F6BGC         59  14
QSO: 14000 PH 2018-10-28 1600 NY3C          59  05     IK4UXB        59  15
QSO: 14000 PH 2018-10-28 1601 NY3C          59  05     F6KOP         59  14
QSO: 14000 PH 2018-10-28 1601 NY3C          59  05     EA5ON         59  14
QSO: 14000 PH 2018-10-28 1603 NY3C          59  05     HA8JV         59  15
QSO: 14000 PH 2018-10-28 1604 NY3C          59  05     EI7M          59  14
QSO: 14000 PH 2018-10-28 1605 NY3C          59  05     TM2Y          59  14
QSO: 14000 PH 2018-10-28 1606 NY3C          59  05     OE9MON        59  15
QSO: 14000 PH 2018-10-28 1606 NY3C          59  05     IR2L          59  15
QSO: 14000 PH 2018-10-28 1607 NY3C          59  05     LZ5R          59  20
QSO: 14000 PH 2018-10-28 1608 NY3C          59  05     OG60F         59  15
QSO: 14000 PH 2018-10-28 1609 NY3C          59  05     OL0M          59  15
QSO: 14000 PH 2018-10-28 1610 NY3C          59  05     ES9C          59  15
QSO: 14000 PH 2018-10-28 1611 NY3C          59  05     DL7ON         59  14
QSO: 14000 PH 2018-10-28 1612 NY3C          59  05     ED7B          59  14
QSO: 14000 PH 2018-10-28 1613 NY3C          59  05     DL2ARD        59  14
QSO: 14000 PH 2018-10-28 1614 NY3C          59  05     S57DX         59  15
QSO: 14000 PH 2018-10-28 1614 NY3C          59  05     9A5Y          59  15
QSO: 14000 PH 2018-10-28 1615 NY3C          59  05     YT1A          59  15
QSO: 14000 PH 2018-10-28 1616 NY3C          59  05     F4GGQ         59  14
QSO: 14000 PH 2018-10-28 1616 NY3C          59  05     OK1GTH        59  15
QSO: 14000 PH 2018-10-28 1618 NY3C          59  05     PJ4G          59  09
QSO: 14000 PH 2018-10-28 1621 NY3C          59  05     IO5O          59  15
QSO: 14000 PH 2018-10-28 1621 NY3C          59  05     PI4COM        59  14
QSO: 14000 PH 2018-10-28 1623 NY3C          59  05     OZ0TX         59  14
QSO: 14000 PH 2018-10-28 1626 NY3C          59  05     n4ww          59  5
QSO: 14000 PH 2018-10-28 1629 NY3C          59  05     J68GD         59  08
QSO: 14000 PH 2018-10-28 1633 NY3C          59  05     FY5KE         59  09
QSO: 14000 PH 2018-10-28 1635 NY3C          59  05     TG9ANF        59  07
QSO: 14000 PH 2018-10-28 1638 NY3C          59  05     TM6M          59  14
QSO: 14000 PH 2018-10-28 1639 NY3C          59  05     OP4K          59  14
QSO: 14000 PH 2018-10-28 1640 NY3C          59  05     S52OT         59  15
QSO: 14000 PH 2018-10-28 1643 NY3C          59  05     CN3A          59  33
QSO: 14000 PH 2018-10-28 1645 NY3C          59  05     ON4KCY        59  14
QSO: 14000 PH 2018-10-28 1647 NY3C          59  05     OT4A          59  14
QSO: 14000 PH 2018-10-28 1650 NY3C          59  05     EA5DFV        59  14
QSO: 21000 PH 2018-10-28 1651 NY3C          59  05     TI1T          59  07
QSO: 21000 PH 2018-10-28 1652 NY3C          59  05     PJ4G          59  09
QSO: 21000 PH 2018-10-28 1654 NY3C          59  05     IR4X          59  15
QSO: 21000 PH 2018-10-28 1656 NY3C          59  05     HC0E          59  10
QSO: 21000 PH 2018-10-28 1658 NY3C          59  05     N3RS          59  05
QSO: 21000 PH 2018-10-28 1702 NY3C          59  05     CE3CT         59  12
QSO: 21000 PH 2018-10-28 1704 NY3C          59  05     CV7S          59  13
QSO: 21000 PH 2018-10-28 1704 NY3C          59  05     LT1F          59  13
QSO: 21000 PH 2018-10-28 1709 NY3C          59  05     PJ2T          59  09
QSO: 14000 PH 2018-10-28 1711 NY3C          59  05     PJ2T          59  09
QSO: 14000 PH 2018-10-28 1714 NY3C          59  05     ZF9CW         59  08
QSO: 14000 PH 2018-10-28 1717 NY3C          59  05     HI3LT         59  08
QSO: 21000 PH 2018-10-28 1721 NY3C          59  05     PY9GC         59  11
QSO: 21000 PH 2018-10-28 1725 NY3C          59  05     CX5UA         59  13
QSO: 21000 PH 2018-10-28 1737 NY3C          59  05     CE5JZO        59  12
QSO: 21000 PH 2018-10-28 1738 NY3C          59  05     FY5KE         59  09
QSO: 21000 PH 2018-10-28 1744 NY3C          59  05     KH7XS         59  31
QSO: 21000 PH 2018-10-28 1745 NY3C          59  05     VE5PV         59  04
QSO: 21000 PH 2018-10-28 1748 NY3C          59  05     HP2BWJ        59  07
QSO: 21000 PH 2018-10-28 1748 NY3C          59  05     9Y4W          59  09
QSO: 21000 PH 2018-10-28 1752 NY3C          59  05     ED7B          59  14
QSO: 21000 PH 2018-10-28 1753 NY3C          59  05     CN2CO         59  33
QSO: 21000 PH 2018-10-28 1756 NY3C          59  05     PZ5K          59  09
QSO: 21000 PH 2018-10-28 1758 NY3C          59  05     LU1VM         59  13
QSO: 21000 PH 2018-10-28 1803 NY3C          59  05     LQ7E          59  13
QSO: 14000 PH 2018-10-28 1806 NY3C          59  05     VE7GL         59  03
QSO: 14000 PH 2018-10-28 1806 NY3C          59  05     G6XX          59  14
QSO: 14000 PH 2018-10-28 1809 NY3C          59  05     K9BGL         59  04
QSO: 14000 PH 2018-10-28 1811 NY3C          59  05     VE7NY         59  03
QSO: 14000 PH 2018-10-28 1812 NY3C          59  05     KL7RA         59  01
QSO: 14000 PH 2018-10-28 1814 NY3C          59  05     ZF1A          59  08
QSO: 14000 PH 2018-10-28 1818 NY3C          59  05     CT9ABO        59  33
QSO: 14000 PH 2018-10-28 1821 NY3C          59  05     EA4ETN        59  14
QSO: 14000 PH 2018-10-28 1823 NY3C          59  05     IR6T          59  15
QSO: 14000 PH 2018-10-28 1829 NY3C          59  05     TI2OY         59  07
QSO: 14000 PH 2018-10-28 1832 NY3C          59  05     VP5W          59  08
QSO: 14000 PH 2018-10-28 1834 NY3C          59  05     PY9GC         59  11
QSO: 14000 PH 2018-10-28 1836 NY3C          59  05     NP2P          59  08
QSO: 14000 PH 2018-10-28 1840 NY3C          59  05     VY0ERC        59  02
QSO: 14000 PH 2018-10-28 1843 NY3C          59  05     OX7A          59  40
QSO: 14000 PH 2018-10-28 1845 NY3C          59  05     F8DVD         59  14
QSO: 14000 PH 2018-10-28 1846 NY3C          59  05     N3AD          59  05
QSO: 14000 PH 2018-10-28 1847 NY3C          59  05     ED7P          59  14
QSO: 14000 PH 2018-10-28 1850 NY3C          59  05     EF1W          59  14
QSO: 14000 PH 2018-10-28 1853 NY3C          59  05     V26B          59  08
QSO: 14000 PH 2018-10-28 1855 NY3C          59  05     T42T          59  08
QSO: 14000 PH 2018-10-28 1857 NY3C          59  05     KP4LE         59  08
QSO: 14000 PH 2018-10-28 1859 NY3C          59  05     ED8W          59  33
QSO: 14000 PH 2018-10-28 1900 NY3C          59  05     8P5A          59  08
END-OF-LOG:
