START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: M0REG
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 196272
NAME: Mike Hoddy
OPERATORS: G0JXX M0HVD G7RQD M0EAU G8ZNK G3SXE G0XAN M0TVV
CLUB: Worthing radio events group
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.7300.0
QSO: 14000 PH 2018-10-27 0735 M0REG         59  14     RT8U          59  18     0
QSO: 14000 PH 2018-10-27 0737 M0REG         59  14     LZ5R          59  20     0
QSO: 14214 PH 2018-10-27 0739 M0REG         59  14     YT1X          59  15     0
QSO: 14276 PH 2018-10-27 0749 M0REG         59  14     S50G          59  15     0
QSO: 14281 PH 2018-10-27 0750 M0REG         59  14     E7DX          59  15     0
QSO: 14282 PH 2018-10-27 0752 M0REG         59  14     Z62FB         59  15     0
QSO: 14284 PH 2018-10-27 0752 M0REG         59  14     HG6N          59  15     0
QSO: 14289 PH 2018-10-27 0753 M0REG         59  14     9A5Y          59  15     0
QSO: 14295 PH 2018-10-27 0755 M0REG         59  14     EA9LZ         59  33     0
QSO: 14297 PH 2018-10-27 0756 M0REG         59  14     S57DX         59  15     0
QSO: 14330 PH 2018-10-27 0800 M0REG         59  14     IO9A          59  15     0
QSO: 14349 PH 2018-10-27 0801 M0REG         59  14     CN8MAA        59  33     0
QSO: 14334 PH 2018-10-27 0802 M0REG         59  14     IR8P          59  15     0
QSO: 14267 PH 2018-10-27 0805 M0REG         59  14     ED8W          59  33     0
QSO: 14338 PH 2018-10-27 0809 M0REG         59  14     OH1VR         59  15     0
QSO: 14290 PH 2018-10-27 0817 M0REG         59  14     HG3R          59  15     0
QSO: 14284 PH 2018-10-27 0819 M0REG         59  14     LZ7A          59  20     0
QSO: 14277 PH 2018-10-27 0820 M0REG         59  14     OM2Y          59  15     0
QSO: 14141 PH 2018-10-27 0825 M0REG         59  14     EF8R          59  33     0
QSO: 14144 PH 2018-10-27 0826 M0REG         59  14     HA9A          59  15     0
QSO: 14155 PH 2018-10-27 0829 M0REG         59  14     CT9ABO        59  33     0
QSO: 14163 PH 2018-10-27 0902 M0REG         59  14     SX2X          59  20     0
