START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: LC1U
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: TWO
CATEGORY-OVERLAY:
CLAIMED-SCORE:
NAME:
OPERATORS: LB8CG LB1RH
CLUB: LA4O
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.7300.0
SOAPBOX: We operated from rented cabin at JP50VA with pretty simple antennas.
QSO:  3642 PH 2018-10-27 0131 LC1U          59  14     DF5BM         59  14     1
QSO:  3648 PH 2018-10-27 0133 LC1U          59  14     OQ5M          59  14     1
QSO:  3784 PH 2018-10-27 0135 LC1U          59  14     SN5V          59  15     1
QSO:  3799 PH 2018-10-27 0141 LC1U          59  14     DF0HQ         59  14     1
QSO:  3796 PH 2018-10-27 0143 LC1U          59  14     LZ9W          59  20     1
QSO:  3790 PH 2018-10-27 0144 LC1U          59  14     M6T           59  14     1
QSO:  3788 PH 2018-10-27 0145 LC1U          59  14     HG6N          59  15     1
QSO:  3776 PH 2018-10-27 0147 LC1U          59  14     RJ4P          59  16     1
QSO:  3770 PH 2018-10-27 0148 LC1U          59  14     UW7LL         59  16     1
QSO:  3769 PH 2018-10-27 0149 LC1U          59  14     UP0L          59  17     1
QSO:  3765 PH 2018-10-27 0150 LC1U          59  14     DR1A          59  14     1
QSO:  3760 PH 2018-10-27 0151 LC1U          59  14     OG7A          59  15     1
QSO:  3746 PH 2018-10-27 0154 LC1U          59  14     MM3AWD        59  14     1
QSO:  3730 PH 2018-10-27 0200 LC1U          59  14     II2S          59  15     1
QSO:  3781 PH 2018-10-27 0202 LC1U          59  14     SN8B          59  15     1
QSO:  3778 PH 2018-10-27 0204 LC1U          59  14     IR3Z          59  15     1
QSO:  3748 PH 2018-10-27 0204 LC1U          59  14     DM0Y          59  14     1
QSO:  3754 PH 2018-10-27 0208 LC1U          59  14     TM2T          59  14     1
QSO: 14173 PH 2018-10-27 0213 LC1U          59  14     OH8X          59  15     1
QSO:  7149 PH 2018-10-27 0216 LC1U          59  14     S53M          59  15     1
QSO:  7137 PH 2018-10-27 0217 LC1U          59  14     US1Q          59  16     1
QSO:  7187 PH 2018-10-27 0223 LC1U          59  14     9A7A          59  15     1
QSO:  7152 PH 2018-10-27 0226 LC1U          59  14     HG5A          59  15     1
QSO:  7148 PH 2018-10-27 0226 LC1U          59  14     SQ9C          59  15     1
QSO:  7140 PH 2018-10-27 0227 LC1U          59  14     CR5E          59  14     1
QSO:  7102 PH 2018-10-27 0231 LC1U          59  14     F4HIK         59  14     1
QSO:  7092 PH 2018-10-27 0232 LC1U          59  14     YT1HA         59  15     1
QSO:  7083 PH 2018-10-27 0236 LC1U          59  14     RU3WR         59  16     1
QSO:  7083 PH 2018-10-27 0237 LC1U          59  14     IZ4VQS        59  15     1
QSO:  7080 PH 2018-10-27 0241 LC1U          59  14     EU1WW         59  16     1
QSO:  7083 PH 2018-10-27 0243 LC1U          59  14     OK2BZE        59  15     1
QSO:  7083 PH 2018-10-27 0244 LC1U          59  14     DR6C          59  14     1
QSO:  7065 PH 2018-10-27 0249 LC1U          59  14     LX8M          59  14     1
QSO:  7087 PH 2018-10-27 0250 LC1U          59  14     F4FET         59  14     1
QSO:  7094 PH 2018-10-27 0250 LC1U          59  14     DL0AO         59  14     1
QSO:  7083 PH 2018-10-27 0251 LC1U          59  14     DL1NKS        59  14     1
QSO:  7083 PH 2018-10-27 0252 LC1U          59  14     RO2E          59  16     1
QSO:  7083 PH 2018-10-27 0255 LC1U          59  14     YO2LEA        59  20     1
QSO:  7083 PH 2018-10-27 0255 LC1U          59  14     UA3BL         59  16     1
QSO:  7083 PH 2018-10-27 0256 LC1U          59  14     SN100L        59  15     1
QSO:  7083 PH 2018-10-27 0257 LC1U          59  14     C37NL         59  14     1
QSO:  7133 PH 2018-10-27 0302 LC1U          59  14     IR4M          59  15     1
QSO:  7125 PH 2018-10-27 0305 LC1U          59  14     YT0W          59  15     1
QSO:  7131 PH 2018-10-27 0306 LC1U          59  14     S56X          59  15     1
QSO:  7172 PH 2018-10-27 0308 LC1U          59  14     TM0T          59  14     1
QSO:  7192 PH 2018-10-27 0309 LC1U          59  14     LZ1D          59  20     1
QSO:  1880 PH 2018-10-27 0313 LC1U          59  14     SQ7CL         59  15     1
QSO:  1870 PH 2018-10-27 0314 LC1U          59  14     SP2PIK        59  15     1
QSO:  1866 PH 2018-10-27 0314 LC1U          59  14     DF0HQ         59  14     1
QSO:  1860 PH 2018-10-27 0315 LC1U          59  14     EW6W          59  16     1
QSO:  1855 PH 2018-10-27 0318 LC1U          59  14     LC5K          59  14     1
QSO:  1841 PH 2018-10-27 0321 LC1U          59  14     SN5O          59  15     1
QSO:  1838 PH 2018-10-27 0322 LC1U          59  14     UA1CEI        59  16     1
QSO:  1844 PH 2018-10-27 0325 LC1U          59  14     EU6DX         59  16     1
QSO:  1850 PH 2018-10-27 0333 LC1U          59  14     RW1F          59  16     1
QSO:  1853 PH 2018-10-27 0334 LC1U          59  14     G5O           59  14     1
QSO:  1874 PH 2018-10-27 0337 LC1U          59  14     PC2L          59  14     1
QSO:  1885 PH 2018-10-27 0339 LC1U          59  14     UA1OMS        59  16     1
QSO:  1898 PH 2018-10-27 0342 LC1U          59  14     UR5AS         59  16     1
QSO:  3684 PH 2018-10-27 0344 LC1U          59  14     OM3ZWA        59  15     1
QSO:  3680 PH 2018-10-27 0345 LC1U          59  14     OL9R          59  15     1
QSO:  3659 PH 2018-10-27 0347 LC1U          59  14     OG60F         59  15     1
QSO:  3632 PH 2018-10-27 0349 LC1U          59  14     PA6AA         59  14     1
QSO:  3661 PH 2018-10-27 0351 LC1U          59  14     YU5R          59  15     1
QSO:  3671 PH 2018-10-27 0351 LC1U          59  14     GD9W          59  14     1
QSO:  3706 PH 2018-10-27 0354 LC1U          59  14     SX2X          59  20     1
QSO:  3713 PH 2018-10-27 0354 LC1U          59  14     OL7T          59  15     1
QSO:  3725 PH 2018-10-27 0356 LC1U          59  14     SO4R          59  15     1
QSO:  3759 PH 2018-10-27 0357 LC1U          59  14     OK5D          59  15     1
QSO:  3638 PH 2018-10-27 0403 LC1U          59  14     F6KOP         59  14     1
QSO:  7000 PH 2018-10-27 0432 LC1U          59  14     4U1A          59  15     0
QSO:  3751 PH 2018-10-27 0436 LC1U          59  14     9A5Y          59  15     1
QSO:  3766 PH 2018-10-27 0437 LC1U          59  14     OT5A          59  14     1
QSO:  3783 PH 2018-10-27 0441 LC1U          59  14     TM0T          59  14     1
QSO:  7000 PH 2018-10-27 0442 LC1U          59  14     SP8K          59  15     0
QSO:  7000 PH 2018-10-27 0448 LC1U          59  14     S54K          59  15     0
QSO:  7109 PH 2018-10-27 0450 LC1U          59  14     RK3E          59  16     0
QSO:  7136 PH 2018-10-27 0454 LC1U          59  14     F4HRM         59  14     0
QSO:  7138 PH 2018-10-27 0455 LC1U          59  14     EA5SR         59  14     0
QSO:  3750 PH 2018-10-27 0456 LC1U          59  14     IR4X          59  15     1
QSO:  3793 PH 2018-10-27 0457 LC1U          59  14     ES6RW         59  15     1
QSO:  7080 PH 2018-10-27 0459 LC1U          59  14     OM7JG         59  15     0
QSO:  7000 PH 2018-10-27 0502 LC1U          59  14     LZ1ABC        59  20     0
QSO:  1853 PH 2018-10-27 0510 LC1U          59  14     HA7I          59  15     1
QSO:  7116 PH 2018-10-27 0512 LC1U          59  14     IQ4FA         59  15     0
QSO:  7118 PH 2018-10-27 0523 LC1U          59  14     EU6DX         59  16     0
QSO:  1852 PH 2018-10-27 0527 LC1U          59  14     LY4ZZ         59  15     1
QSO:  7148 PH 2018-10-27 0528 LC1U          59  14     OK5Z          59  15     0
QSO:  7164 PH 2018-10-27 0532 LC1U          59  14     EW8OP         59  16     0
QSO:  1864 PH 2018-10-27 0532 LC1U          59  14     PI4COM        59  14     1
QSO:  1882 PH 2018-10-27 0533 LC1U          59  14     SN7D          59  15     1
QSO:  7167 PH 2018-10-27 0534 LC1U          59  14     YT5A          59  15     0
QSO:  7173 PH 2018-10-27 0535 LC1U          59  14     UX0LL         59  16     0
QSO:  7184 PH 2018-10-27 0536 LC1U          59  14     F4DVX         59  14     0
QSO:  7200 PH 2018-10-27 0538 LC1U          59  14     E7DX          59  15     0
QSO:  7072 PH 2018-10-27 0538 LC1U          59  14     S51CK         59  15     0
QSO:  7066 PH 2018-10-27 0541 LC1U          59  14     CT9ABP        59  33     0
QSO:  7056 PH 2018-10-27 0543 LC1U          59  14     OY9JD         59  14     0
QSO:  7049 PH 2018-10-27 0543 LC1U          59  14     Z33C          59  15     0
QSO:  7091 PH 2018-10-27 0549 LC1U          59  14     UT4U          59  16     0
QSO:  7105 PH 2018-10-27 0550 LC1U          59  14     RC1W          59  16     0
QSO:  7112 PH 2018-10-27 0552 LC1U          59  14     RC7KY         59  16     0
QSO:  7115 PH 2018-10-27 0553 LC1U          59  14     HG8R          59  15     0
QSO:  7128 PH 2018-10-27 0554 LC1U          59  14     YR100R        59  20     0
QSO: 14209 PH 2018-10-27 0554 LC1U          59  14     4X6TT         59  20     1
QSO:  7141 PH 2018-10-27 0555 LC1U          59  14     EW6F          59  16     0
QSO:  7145 PH 2018-10-27 0558 LC1U          59  14     LY5AA         59  15     0
QSO:  7145 PH 2018-10-27 0559 LC1U          59  14     LY2NK         59  15     0
QSO: 14171 PH 2018-10-27 0600 LC1U          59  14     E72NA         59  15     1
QSO:  7145 PH 2018-10-27 0600 LC1U          59  14     DK1XT         59  14     0
QSO:  7153 PH 2018-10-27 0602 LC1U          59  14     YU1AFV        59  15     0
QSO: 14177 PH 2018-10-27 0604 LC1U          59  14     LZ9W          59  20     1
QSO:  7185 PH 2018-10-27 0606 LC1U          59  14     LY1FW         59  15     0
QSO: 14171 PH 2018-10-27 0607 LC1U          59  14     RZ3Z          59  16     1
QSO:  7168 PH 2018-10-27 0609 LC1U          59  14     HA8W          59  15     0
QSO: 14176 PH 2018-10-27 0609 LC1U          59  14     UR8QE         59  16     1
QSO:  7159 PH 2018-10-27 0610 LC1U          59  14     SN3A          59  15     0
QSO:  7155 PH 2018-10-27 0610 LC1U          59  14     OO7W          59  14     0
QSO:  7150 PH 2018-10-27 0611 LC1U          59  14     DR3W          59  14     0
QSO:  7144 PH 2018-10-27 0612 LC1U          59  14     LY5W          59  15     0
QSO: 14242 PH 2018-10-27 0613 LC1U          59  14     IR8P          59  15     1
QSO:  7139 PH 2018-10-27 0614 LC1U          59  14     LZ5K          59  20     0
QSO: 14298 PH 2018-10-27 0615 LC1U          59  14     YU5R          59  15     1
QSO:  7120 PH 2018-10-27 0615 LC1U          59  14     OR2M          59  14     0
QSO:  7094 PH 2018-10-27 0617 LC1U          59  14     DR5N          59  14     0
QSO: 14310 PH 2018-10-27 0618 LC1U          59  14     UC6K          59  16     1
QSO: 14285 PH 2018-10-27 0619 LC1U          59  14     IT9GSF        59  15     1
QSO: 14127 PH 2018-10-27 0625 LC1U          59  14     UT3EV         59  16     1
QSO:  7050 PH 2018-10-27 0625 LC1U          59  14     PA6AA         59  14     0
QSO:  7068 PH 2018-10-27 0628 LC1U          59  14     LY2J          59  15     0
QSO: 14313 PH 2018-10-27 0629 LC1U          59  14     A61ET         59  21     1
QSO:  7090 PH 2018-10-27 0630 LC1U          59  14     IZ8FFA        59  15     0
QSO: 14301 PH 2018-10-27 0630 LC1U          59  14     HZ1TL         59  21     1
QSO: 14127 PH 2018-10-27 0631 LC1U          59  14     RU5TT         59  16     1
QSO:  7108 PH 2018-10-27 0631 LC1U          59  14     HB2U          59  14     0
QSO: 14127 PH 2018-10-27 0632 LC1U          59  14     UR5NLA        59  16     1
QSO: 14127 PH 2018-10-27 0632 LC1U          59  14     YO6GUU        59  20     1
QSO:  7141 PH 2018-10-27 0632 LC1U          59  14     LX7I          59  14     0
QSO: 14127 PH 2018-10-27 0633 LC1U          59  14     UR5FQB        59  16     1
QSO: 14127 PH 2018-10-27 0633 LC1U          59  14     UW6E          59  16     1
QSO: 14127 PH 2018-10-27 0635 LC1U          59  14     IW2MXY        59  15     1
QSO:  7081 PH 2018-10-27 0636 LC1U          59  14     US5D          59  16     0
QSO: 14110 PH 2018-10-27 0637 LC1U          59  14     4Z5LY         59  20     1
QSO:  7132 PH 2018-10-27 0638 LC1U          59  14     HA6NL         59  15     0
QSO: 14127 PH 2018-10-27 0638 LC1U          59  14     P33W          59  20     1
QSO: 14127 PH 2018-10-27 0640 LC1U          59  14     RA3W          59  16     1
QSO: 14127 PH 2018-10-27 0641 LC1U          59  14     UX0LL         59  16     1
QSO: 14127 PH 2018-10-27 0641 LC1U          59  14     YO4KAK        59  20     1
QSO: 14127 PH 2018-10-27 0642 LC1U          59  14     ED7B          59  14     1
QSO:  7061 PH 2018-10-27 0642 LC1U          59  14     LY2OU         59  15     0
QSO:  7088 PH 2018-10-27 0643 LC1U          59  14     G5O           59  14     0
QSO: 14101 PH 2018-10-27 0644 LC1U          59  14     I1NVU         59  15     1
QSO:  7088 PH 2018-10-27 0645 LC1U          59  14     DK2LO         59  14     0
QSO: 14191 PH 2018-10-27 0645 LC1U          59  14     UY3U          59  16     1
QSO:  7088 PH 2018-10-27 0646 LC1U          59  14     DF5BM         59  14     0
QSO:  7088 PH 2018-10-27 0646 LC1U          59  14     RW1CW         59  16     0
QSO:  7088 PH 2018-10-27 0646 LC1U          59  14     DL5KBO        59  14     0
QSO:  7088 PH 2018-10-27 0647 LC1U          59  14     DJ7YP         59  14     0
QSO:  7088 PH 2018-10-27 0647 LC1U          59  14     EE3E          59  14     0
QSO:  7088 PH 2018-10-27 0647 LC1U          59  14     RM1Q          59  16     0
QSO:  7088 PH 2018-10-27 0647 LC1U          59  14     UW8SM         59  16     0
QSO:  7088 PH 2018-10-27 0648 LC1U          59  14     DL7UXG        59  14     0
QSO: 14117 PH 2018-10-27 0648 LC1U          59  14     UX1UX         59  16     1
QSO: 14127 PH 2018-10-27 0648 LC1U          59  14     I0LYO         59  15     1
QSO:  7088 PH 2018-10-27 0648 LC1U          59  14     SP8BDF        59  15     0
QSO:  7088 PH 2018-10-27 0649 LC1U          59  14     UR3PHG        59  16     0
QSO:  7088 PH 2018-10-27 0649 LC1U          59  14     G3PXT         59  14     0
QSO:  7088 PH 2018-10-27 0649 LC1U          59  14     PD1GE         59  14     0
QSO:  7088 PH 2018-10-27 0650 LC1U          59  14     LY5BT         59  15     0
QSO: 14127 PH 2018-10-27 0650 LC1U          59  14     UT1AA         59  16     1
QSO:  7088 PH 2018-10-27 0650 LC1U          59  14     PA8KW         59  14     0
QSO: 14127 PH 2018-10-27 0651 LC1U          59  14     IW2MXY        59  15     1
QSO: 14127 PH 2018-10-27 0651 LC1U          59  14     RA3Y          59  16     1
QSO:  7088 PH 2018-10-27 0651 LC1U          59  14     DF2RG         59  14     0
QSO: 14127 PH 2018-10-27 0651 LC1U          59  14     UA4M          59  16     1
QSO:  7088 PH 2018-10-27 0651 LC1U          59  14     TM6V          59  14     0
QSO: 14127 PH 2018-10-27 0651 LC1U          59  14     IV3KVC        59  15     1
QSO: 14127 PH 2018-10-27 0651 LC1U          59  14     9A5Y          59  15     1
QSO:  7088 PH 2018-10-27 0652 LC1U          59  14     SP5DRE        59  15     0
QSO: 14127 PH 2018-10-27 0652 LC1U          59  14     4X1DX         59  20     1
QSO:  7088 PH 2018-10-27 0652 LC1U          59  14     LY1K          59  15     0
QSO: 14127 PH 2018-10-27 0652 LC1U          59  14     IK4LZH        59  15     1
QSO: 14127 PH 2018-10-27 0652 LC1U          59  14     US5D          59  16     1
QSO: 14127 PH 2018-10-27 0653 LC1U          59  14     LZ5R          59  20     1
QSO: 14127 PH 2018-10-27 0653 LC1U          59  14     IR6T          59  15     1
QSO: 14127 PH 2018-10-27 0653 LC1U          59  14     9A3XV         59  15     1
QSO: 14127 PH 2018-10-27 0653 LC1U          59  14     UA4C          59  16     1
QSO: 14127 PH 2018-10-27 0653 LC1U          59  14     E7DX          59  15     1
QSO: 14127 PH 2018-10-27 0654 LC1U          59  14     IW1FRU        59  15     1
QSO:  7088 PH 2018-10-27 0654 LC1U          59  14     SQ1OD         59  15     0
QSO: 14127 PH 2018-10-27 0654 LC1U          59  14     EW8AX         59  16     1
QSO:  7088 PH 2018-10-27 0654 LC1U          59  14     LY1R          59  15     0
QSO:  7088 PH 2018-10-27 0655 LC1U          59  14     EF1W          59  14     0
QSO: 14127 PH 2018-10-27 0655 LC1U          59  14     UZ7M          59  16     1
QSO: 14127 PH 2018-10-27 0655 LC1U          59  14     UT3RS         59  16     1
QSO:  7088 PH 2018-10-27 0656 LC1U          59  14     3Z5A          59  15     0
QSO:  7088 PH 2018-10-27 0656 LC1U          59  14     DP6A          59  14     0
QSO: 14127 PH 2018-10-27 0656 LC1U          59  14     IW2EVH        59  15     1
QSO: 14127 PH 2018-10-27 0656 LC1U          59  14     UA9MA         59  17     1
QSO: 14127 PH 2018-10-27 0656 LC1U          59  14     HZ1FI         59  21     1
QSO:  7088 PH 2018-10-27 0656 LC1U          59  14     DL9BBE        59  14     0
QSO: 14127 PH 2018-10-27 0657 LC1U          59  14     IZ0OTV        59  15     1
QSO:  7088 PH 2018-10-27 0657 LC1U          59  14     HA6PD         59  15     0
QSO: 14127 PH 2018-10-27 0658 LC1U          59  14     LA4C          59  14     1
QSO: 14127 PH 2018-10-27 0658 LC1U          59  14     CR5E          59  14     1
QSO: 14127 PH 2018-10-27 0658 LC1U          59  14     IK4UXB        59  15     1
QSO: 14127 PH 2018-10-27 0659 LC1U          59  14     RA9AP         59  17     1
QSO:  7088 PH 2018-10-27 0659 LC1U          59  14     LY5G          59  15     0
QSO: 14127 PH 2018-10-27 0659 LC1U          59  14     HG3R          59  15     1
QSO: 14127 PH 2018-10-27 0700 LC1U          59  14     EW8OM         59  16     1
QSO: 14127 PH 2018-10-27 0700 LC1U          59  14     UX2MF         59  16     1
QSO:  7088 PH 2018-10-27 0700 LC1U          59  14     F6DZU         59  14     0
QSO: 14127 PH 2018-10-27 0700 LC1U          59  14     RU5A          59  16     1
QSO: 14127 PH 2018-10-27 0700 LC1U          59  14     RO9A          59  17     1
QSO:  7088 PH 2018-10-27 0700 LC1U          59  14     DP9MK         59  14     0
QSO: 14127 PH 2018-10-27 0701 LC1U          59  14     RK0UT         59  18     1
QSO:  7088 PH 2018-10-27 0701 LC1U          59  14     G9Y           59  14     0
QSO: 14127 PH 2018-10-27 0701 LC1U          59  14     9A2EY         59  15     1
QSO:  7088 PH 2018-10-27 0702 LC1U          59  14     YO4AR         59  20     0
QSO:  7088 PH 2018-10-27 0702 LC1U          59  14     SQ2WHH        59  15     0
QSO:  7088 PH 2018-10-27 0702 LC1U          59  14     G3AB          59  14     0
QSO: 14127 PH 2018-10-27 0703 LC1U          59  14     SO7O          59  15     1
QSO:  7088 PH 2018-10-27 0703 LC1U          59  14     LY2TS         59  15     0
QSO: 14127 PH 2018-10-27 0703 LC1U          59  14     IO3X          59  15     1
QSO:  7088 PH 2018-10-27 0703 LC1U          59  14     G4IIY         59  14     0
QSO: 14127 PH 2018-10-27 0704 LC1U          59  14     IR7T          59  15     1
QSO:  7088 PH 2018-10-27 0704 LC1U          59  14     DQ1P          59  14     0
QSO:  7088 PH 2018-10-27 0705 LC1U          59  14     DL4LAM        59  14     0
QSO: 14127 PH 2018-10-27 0705 LC1U          59  14     YO4BEX        59  20     1
QSO: 14127 PH 2018-10-27 0706 LC1U          59  14     UC5D          59  16     1
QSO:  7088 PH 2018-10-27 0707 LC1U          59  14     PD0RWL/P      59  14     0
QSO:  7088 PH 2018-10-27 0707 LC1U          59  14     PD2GSP        59  14     0
QSO:  7088 PH 2018-10-27 0708 LC1U          59  14     PA3AAV        59  14     0
QSO: 14127 PH 2018-10-27 0708 LC1U          59  14     RW8T          59  16     1
QSO:  7088 PH 2018-10-27 0708 LC1U          59  14     OG6N          59  15     0
QSO:  7088 PH 2018-10-27 0708 LC1U          59  14     LY2CO         59  15     0
QSO: 14127 PH 2018-10-27 0708 LC1U          59  14     UR7HCX        59  16     1
QSO:  7088 PH 2018-10-27 0709 LC1U          59  14     PI4AMF        59  14     0
QSO: 14127 PH 2018-10-27 0709 LC1U          59  14     RT3S          59  16     1
QSO:  7088 PH 2018-10-27 0709 LC1U          59  14     DM4EE         59  14     0
QSO: 14127 PH 2018-10-27 0710 LC1U          59  14     RM3DA         59  16     1
QSO: 14127 PH 2018-10-27 0710 LC1U          59  14     UZ5ZU         59  16     1
QSO:  7088 PH 2018-10-27 0711 LC1U          59  14     G4BYY         59  15     0
QSO:  7088 PH 2018-10-27 0711 LC1U          59  14     PA3EQN        59  14     0
QSO:  7088 PH 2018-10-27 0711 LC1U          59  14     ON7AH         59  14     0
QSO: 14127 PH 2018-10-27 0712 LC1U          59  14     US5UO         59  16     1
QSO:  7088 PH 2018-10-27 0712 LC1U          59  14     LY5T          59  15     0
QSO: 14127 PH 2018-10-27 0712 LC1U          59  14     RZ4Z          59  16     1
QSO:  7088 PH 2018-10-27 0712 LC1U          59  14     DL8QS         59  14     0
QSO:  7088 PH 2018-10-27 0713 LC1U          59  14     LY5I          59  15     0
QSO: 14127 PH 2018-10-27 0714 LC1U          59  14     UY7MM         59  16     1
QSO: 14127 PH 2018-10-27 0714 LC1U          59  14     RM3F          59  16     1
QSO:  7088 PH 2018-10-27 0715 LC1U          59  14     OH5Z          59  15     0
QSO:  7088 PH 2018-10-27 0715 LC1U          59  14     OK2RU         59  15     0
QSO:  7088 PH 2018-10-27 0716 LC1U          59  14     M0CVO         59  14     0
QSO: 14127 PH 2018-10-27 0716 LC1U          59  14     SV2GJV        59  20     1
QSO:  7088 PH 2018-10-27 0716 LC1U          59  14     PH7A          59  14     0
QSO: 14127 PH 2018-10-27 0717 LC1U          59  14     YP8W          59  20     1
QSO:  7088 PH 2018-10-27 0717 LC1U          59  14     UT1S          59  16     0
QSO: 14127 PH 2018-10-27 0717 LC1U          59  14     I2SVA         59  15     1
QSO:  7088 PH 2018-10-27 0719 LC1U          59  14     G3Q           59  14     0
QSO:  7088 PH 2018-10-27 0719 LC1U          59  14     F5DRD         59  14     0
QSO:  7088 PH 2018-10-27 0721 LC1U          59  14     PA0AA         59  14     0
QSO:  7088 PH 2018-10-27 0722 LC1U          59  14     HA7VK         59  15     0
QSO:  7088 PH 2018-10-27 0722 LC1U          59  14     DK8ZZ         59  14     0
QSO:  7088 PH 2018-10-27 0724 LC1U          59  14     G4OZG         59  14     0
QSO:  7088 PH 2018-10-27 0725 LC1U          59  14     DH4PSG        59  14     0
QSO:  7088 PH 2018-10-27 0726 LC1U          59  14     ES6RMR        59  15     0
QSO:  7088 PH 2018-10-27 0728 LC1U          59  14     MM3AWD        59  14     0
QSO:  7088 PH 2018-10-27 0728 LC1U          59  14     M0SNA         59  14     0
QSO:  7088 PH 2018-10-27 0729 LC1U          59  14     UW0K          59  16     0
QSO: 14136 PH 2018-10-27 0729 LC1U          59  14     R2VA          59  16     1
QSO:  7088 PH 2018-10-27 0730 LC1U          59  14     SQ9PL         59  15     0
QSO: 14136 PH 2018-10-27 0735 LC1U          59  14     YT1RK         59  15     1
QSO: 14136 PH 2018-10-27 0808 LC1U          59  14     HA1RJ         59  15     1
QSO: 21229 PH 2018-10-27 0813 LC1U          59  14     MR7C          59  16     0
