START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: KQ2M
LOCATION: CT
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 969362
NAME: Robert L. Shohet
CLUB: Yankee Clipper Contest Club
CERTIFICATE: NO
CREATED-BY: CT Version 9.65
SOAPBOX: Lots of antennas broken in the May 15th Macroburst with 110 mph wind
SOAPBOX: gusts have still not been repaired, so this was a very limited effort
SOAPBOX: with 1 radio.  Always fun to say hello to old friends and make new ones.
SOAPBOX: Tnx for the q's and the mults!  73  Bob KQ2M
QSO: 21216 PH 2018-10-27 1316 KQ2M           59 5      DL4JLM        59  14
QSO: 21216 PH 2018-10-27 1316 KQ2M           59 5      DL5RMH        59  14
QSO: 21216 PH 2018-10-27 1316 KQ2M           59 5      W1CTN         59  05
QSO: 21216 PH 2018-10-27 1316 KQ2M           59 5      SZ1A          59  20
QSO: 21216 PH 2018-10-27 1316 KQ2M           59 5      OK1PMA        59  15
QSO: 21216 PH 2018-10-27 1317 KQ2M           59 5      SN8B          59  15
QSO: 21216 PH 2018-10-27 1317 KQ2M           59 5      SP6LUV        59  15
QSO: 21216 PH 2018-10-27 1317 KQ2M           59 5      HG3C          59  15
QSO: 21216 PH 2018-10-27 1317 KQ2M           59 5      IV3ZNK        59  15
QSO: 21216 PH 2018-10-27 1317 KQ2M           59 5      DA2X          59  14
QSO: 21216 PH 2018-10-27 1317 KQ2M           59 5      OK1MAM        59  15
QSO: 21216 PH 2018-10-27 1318 KQ2M           59 5      W1GHD         59  05
QSO: 21216 PH 2018-10-27 1318 KQ2M           59 5      IV3ZCS        59  15
QSO: 21216 PH 2018-10-27 1319 KQ2M           59 5      9A5Y          59  15
QSO: 21216 PH 2018-10-27 1319 KQ2M           59 5      DK7MCX        59  14
QSO: 21216 PH 2018-10-27 1319 KQ2M           59 5      IR6T          59  15
QSO: 21216 PH 2018-10-27 1319 KQ2M           59 5      EF2O          59  14
QSO: 21216 PH 2018-10-27 1320 KQ2M           59 5      OM3IAG        59  15
QSO: 21216 PH 2018-10-27 1320 KQ2M           59 5      EC5AN         59  14
QSO: 21216 PH 2018-10-27 1320 KQ2M           59 5      OE1HHB        59  15
QSO: 21216 PH 2018-10-27 1320 KQ2M           59 5      DL2VK         59  14
QSO: 21216 PH 2018-10-27 1320 KQ2M           59 5      IK1JJM        59  15
QSO: 21216 PH 2018-10-27 1321 KQ2M           59 5      IR4E          59  15
QSO: 21216 PH 2018-10-27 1321 KQ2M           59 5      LZ1QN         59  20
QSO: 21216 PH 2018-10-27 1322 KQ2M           59 5      DL1M          59  14
QSO: 21216 PH 2018-10-27 1322 KQ2M           59 5      9H3AY         59  15
QSO: 21216 PH 2018-10-27 1322 KQ2M           59 5      F6ACD         59  14
QSO: 21216 PH 2018-10-27 1322 KQ2M           59 5      DF2DR         59  14
QSO: 21216 PH 2018-10-27 1323 KQ2M           59 5      IZ7WWY        59  15
QSO: 21216 PH 2018-10-27 1323 KQ2M           59 5      DH8BQA        59  14
QSO: 21216 PH 2018-10-27 1323 KQ2M           59 5      DF2AJ         59  14
QSO: 21216 PH 2018-10-27 1324 KQ2M           59 5      EE7Y          59  14
QSO: 21216 PH 2018-10-27 1324 KQ2M           59 5      ON8ZA         59  14
QSO: 21216 PH 2018-10-27 1324 KQ2M           59 5      OK6T          59  15
QSO: 21216 PH 2018-10-27 1324 KQ2M           59 5      9A1CKH        59  15
QSO: 21216 PH 2018-10-27 1325 KQ2M           59 5      F6KOP         59  14
QSO: 21216 PH 2018-10-27 1325 KQ2M           59 5      DL8TR         59  14
QSO: 21216 PH 2018-10-27 1325 KQ2M           59 5      TM3Z          59  14
QSO: 21216 PH 2018-10-27 1326 KQ2M           59 5      OM5WW         59  15
QSO: 21216 PH 2018-10-27 1326 KQ2M           59 5      US5D          59  16
QSO: 21216 PH 2018-10-27 1326 KQ2M           59 5      DF9IX         59  14
QSO: 21216 PH 2018-10-27 1326 KQ2M           59 5      F6FDR         59  14
QSO: 21216 PH 2018-10-27 1326 KQ2M           59 5      HB9HFM        59  14
QSO: 21216 PH 2018-10-27 1326 KQ2M           59 5      EE5V          59  14
QSO: 21216 PH 2018-10-27 1327 KQ2M           59 5      HG7T          59  15
QSO: 21216 PH 2018-10-27 1327 KQ2M           59 5      OK1HEH        59  15
QSO: 21216 PH 2018-10-27 1328 KQ2M           59 5      F4HXJ         59  14
QSO: 21216 PH 2018-10-27 1328 KQ2M           59 5      ER4LX         59  16
QSO: 21216 PH 2018-10-27 1328 KQ2M           59 5      HB9BUN        59  14
QSO: 21216 PH 2018-10-27 1328 KQ2M           59 5      OZ2BZE        59  14
QSO: 21216 PH 2018-10-27 1329 KQ2M           59 5      I2SVA         59  15
QSO: 21216 PH 2018-10-27 1329 KQ2M           59 5      DL5MAE        59  14
QSO: 21216 PH 2018-10-27 1329 KQ2M           59 5      W1DQ          59  05
QSO: 21216 PH 2018-10-27 1329 KQ2M           59 5      OE5WGL        59  15
QSO: 21216 PH 2018-10-27 1329 KQ2M           59 5      DL8QS         59  14
QSO: 21216 PH 2018-10-27 1329 KQ2M           59 5      F4FTA         59  14
QSO: 21216 PH 2018-10-27 1330 KQ2M           59 5      OM3CAQ        59  15
QSO: 21216 PH 2018-10-27 1330 KQ2M           59 5      YO3FRI        59  20
QSO: 21216 PH 2018-10-27 1330 KQ2M           59 5      DL5AN         59  14
QSO: 21216 PH 2018-10-27 1330 KQ2M           59 5      YU6DX         59  15
QSO: 21216 PH 2018-10-27 1331 KQ2M           59 5      F6BQG         59  14
QSO: 21216 PH 2018-10-27 1331 KQ2M           59 5      OE1KFR        59  15
QSO: 21216 PH 2018-10-27 1331 KQ2M           59 5      UW7W          59  16
QSO: 21216 PH 2018-10-27 1332 KQ2M           59 5      F6BKZ         59  14
QSO: 21216 PH 2018-10-27 1332 KQ2M           59 5      F5JU          59  14
QSO: 21216 PH 2018-10-27 1332 KQ2M           59 5      DH2VC         59  14
QSO: 21216 PH 2018-10-27 1332 KQ2M           59 5      EE1G          59  14
QSO: 21216 PH 2018-10-27 1333 KQ2M           59 5      DK4VW         59  14
QSO: 21216 PH 2018-10-27 1333 KQ2M           59 5      F4ETG         59  14
QSO: 21216 PH 2018-10-27 1333 KQ2M           59 5      IV3DSG        59  15
QSO: 21216 PH 2018-10-27 1333 KQ2M           59 5      SO7M          59  15
QSO: 21216 PH 2018-10-27 1334 KQ2M           59 5      YU9MBA        59  15
QSO: 21216 PH 2018-10-27 1334 KQ2M           59 5      EN4U          59  16
QSO: 21216 PH 2018-10-27 1334 KQ2M           59 5      HB9BS         59  14
QSO: 21216 PH 2018-10-27 1334 KQ2M           59 5      HA5KY         59  15
QSO: 21216 PH 2018-10-27 1335 KQ2M           59 5      ON4QX         59  14
QSO: 21216 PH 2018-10-27 1335 KQ2M           59 5      F4KKE         59  14
QSO: 21216 PH 2018-10-27 1335 KQ2M           59 5      EA1XT         59  14
QSO: 21216 PH 2018-10-27 1335 KQ2M           59 5      DL6JZ         59  14
QSO: 21216 PH 2018-10-27 1335 KQ2M           59 5      HA1DAE        59  15
QSO: 21216 PH 2018-10-27 1335 KQ2M           59 5      HA0HW         59  15
QSO: 21216 PH 2018-10-27 1336 KQ2M           59 5      IU2IOT        59  15
QSO: 21216 PH 2018-10-27 1336 KQ2M           59 5      KB1EFS        59  05
QSO: 21216 PH 2018-10-27 1336 KQ2M           59 5      DL3SKF        59  14
QSO: 21216 PH 2018-10-27 1337 KQ2M           59 5      S52BT         59  15
QSO: 21216 PH 2018-10-27 1337 KQ2M           59 5      YO7DAA        59  20
QSO: 21216 PH 2018-10-27 1337 KQ2M           59 5      OE3A          59  15
QSO: 21216 PH 2018-10-27 1337 KQ2M           59 5      9A2EU         59  15
QSO: 21216 PH 2018-10-27 1337 KQ2M           59 5      EA5DFV        59  14
QSO: 21216 PH 2018-10-27 1338 KQ2M           59 5      IZ0OTV        59  15
QSO: 21216 PH 2018-10-27 1338 KQ2M           59 5      F5KMY         59  14
QSO: 21216 PH 2018-10-27 1338 KQ2M           59 5      OK2RU         59  15
QSO: 21216 PH 2018-10-27 1338 KQ2M           59 5      F5PHY         59  14
QSO: 21216 PH 2018-10-27 1339 KQ2M           59 5      IT9QQP        59  15
QSO: 21216 PH 2018-10-27 1339 KQ2M           59 5      DJ9HX         59  14
QSO: 21216 PH 2018-10-27 1339 KQ2M           59 5      OE3DXA        59  15
QSO: 21216 PH 2018-10-27 1340 KQ2M           59 5      EB5CS         59  14
QSO: 21216 PH 2018-10-27 1340 KQ2M           59 5      S53K          59  15
QSO: 21216 PH 2018-10-27 1340 KQ2M           59 5      YO4RST        59  20
QSO: 21216 PH 2018-10-27 1340 KQ2M           59 5      IQ5PO         59  15
QSO: 21216 PH 2018-10-27 1341 KQ2M           59 5      9A6KZH        59  15
QSO: 21216 PH 2018-10-27 1341 KQ2M           59 5      OH1RX         59  15
QSO: 21216 PH 2018-10-27 1342 KQ2M           59 5      LY5Y          59  15
QSO: 21216 PH 2018-10-27 1343 KQ2M           59 5      F4VPL         59  14
QSO: 21216 PH 2018-10-27 1343 KQ2M           59 5      YO2IS         59  20
QSO: 21216 PH 2018-10-27 1344 KQ2M           59 5      ES1BH         59  15
QSO: 21216 PH 2018-10-27 1345 KQ2M           59 5      AT3A          59  22
QSO: 21216 PH 2018-10-27 1345 KQ2M           59 5      IK3TPP        59  15
QSO: 21216 PH 2018-10-27 1346 KQ2M           59 5      EU1A          59  16
QSO: 21216 PH 2018-10-27 1346 KQ2M           59 5      F4NNE         59  14
QSO: 21216 PH 2018-10-27 1346 KQ2M           59 5      LZ5R          59  20
QSO: 21216 PH 2018-10-27 1346 KQ2M           59 5      ED5T          59  14
QSO: 21216 PH 2018-10-27 1347 KQ2M           59 5      YV4NR         59  09
QSO: 21216 PH 2018-10-27 1347 KQ2M           59 5      G4BYY         59  14
QSO: 21216 PH 2018-10-27 1348 KQ2M           59 5      YL2LW         59  15
QSO: 21216 PH 2018-10-27 1348 KQ2M           59 5      EA4ETN        59  14
QSO: 21216 PH 2018-10-27 1348 KQ2M           59 5      HG8QU         59  15
QSO: 21216 PH 2018-10-27 1349 KQ2M           59 5      IR7R          59  15
QSO: 21216 PH 2018-10-27 1350 KQ2M           59 5      CT7AQS        59  14
QSO: 21216 PH 2018-10-27 1350 KQ2M           59 5      OH1HB         59  15
QSO: 21216 PH 2018-10-27 1350 KQ2M           59 5      YO7DBR        59  20
QSO: 21216 PH 2018-10-27 1351 KQ2M           59 5      F5LIW         59  14
QSO: 21216 PH 2018-10-27 1351 KQ2M           59 5      9A2R          59  15
QSO: 21216 PH 2018-10-27 1351 KQ2M           59 5      RT2H          59  16
QSO: 21216 PH 2018-10-27 1352 KQ2M           59 5      F1RHS         59  14
QSO: 21216 PH 2018-10-27 1352 KQ2M           59 5      SQ8BGR        59  15
QSO: 21216 PH 2018-10-27 1352 KQ2M           59 5      LY5W          59  15
QSO: 21216 PH 2018-10-27 1352 KQ2M           59 5      LZ3FN         59  20
QSO: 21216 PH 2018-10-27 1353 KQ2M           59 5      PY2XC         59  11
QSO: 21216 PH 2018-10-27 1353 KQ2M           59 5      IR2L          59  15
QSO: 21216 PH 2018-10-27 1353 KQ2M           59 5      S56K          59  15
QSO: 21216 PH 2018-10-27 1353 KQ2M           59 5      LY3A          59  15
QSO: 21216 PH 2018-10-27 1353 KQ2M           59 5      SP7C          59  15
QSO: 21216 PH 2018-10-27 1353 KQ2M           59 5      F8KGH         59  14
QSO: 21216 PH 2018-10-27 1354 KQ2M           59 5      EA2KR         59  14
QSO: 21216 PH 2018-10-27 1354 KQ2M           59 5      S52NR         59  15
QSO: 21216 PH 2018-10-27 1354 KQ2M           59 5      RW1CW         59  16
QSO: 21216 PH 2018-10-27 1355 KQ2M           59 5      S52ZW         59  15
QSO: 21216 PH 2018-10-27 1355 KQ2M           59 5      EA2LMI        59  14
QSO: 21216 PH 2018-10-27 1356 KQ2M           59 5      LZ7A          59  20
QSO: 21216 PH 2018-10-27 1356 KQ2M           59 5      EF8R          59  33
QSO: 21216 PH 2018-10-27 1357 KQ2M           59 5      F5KSE         59  14
QSO: 21216 PH 2018-10-27 1358 KQ2M           59 5      LA5LJA        59  14
QSO: 21216 PH 2018-10-27 1358 KQ2M           59 5      LY2NY         59  15
QSO: 21216 PH 2018-10-27 1358 KQ2M           59 5      4Z5LY         59  20
QSO: 21216 PH 2018-10-27 1358 KQ2M           59 5      ED3X          59  14
QSO: 21216 PH 2018-10-27 1358 KQ2M           59 5      SM5NQB        59  14
QSO: 21216 PH 2018-10-27 1359 KQ2M           59 5      IK1BPL        59  15
QSO: 21216 PH 2018-10-27 1400 KQ2M           59 5      DP6A          59  14
QSO: 14313 PH 2018-10-28 1124 KQ2M           59 5      OR3A          59  14
QSO: 14313 PH 2018-10-28 1124 KQ2M           59 5      EW8AX         59  16
QSO: 14313 PH 2018-10-28 1125 KQ2M           59 5      DL7LX         59  14
QSO: 14313 PH 2018-10-28 1125 KQ2M           59 5      DL2DQL        59  14
QSO: 14313 PH 2018-10-28 1126 KQ2M           59 5      LA9TY         59  14
QSO: 14313 PH 2018-10-28 1126 KQ2M           59 5      US5AT         59  16
QSO: 14313 PH 2018-10-28 1127 KQ2M           59 5      9A2EU         59  15
QSO: 14313 PH 2018-10-28 1127 KQ2M           59 5      DJ6OZ         59  14
QSO: 14313 PH 2018-10-28 1127 KQ2M           59 5      IZ5WTV        59  15
QSO: 14313 PH 2018-10-28 1128 KQ2M           59 5      CT1BXT        59  14
QSO: 14313 PH 2018-10-28 1129 KQ2M           59 5      PG1AA         59  14
QSO: 14313 PH 2018-10-28 1129 KQ2M           59 5      YT5IVN        59  15
QSO: 14313 PH 2018-10-28 1130 KQ2M           59 5      DB1HCL        59  14
QSO: 14313 PH 2018-10-28 1131 KQ2M           59 5      PA4GDR        59  14
QSO: 14313 PH 2018-10-28 1132 KQ2M           59 5      SQ1KW         59  15
QSO: 14313 PH 2018-10-28 1133 KQ2M           59 5      SP2CYK        59  15
QSO: 14313 PH 2018-10-28 1133 KQ2M           59 5      G3Y           59  14
QSO: 14313 PH 2018-10-28 1133 KQ2M           59 5      LZ5R          59  20
QSO: 14313 PH 2018-10-28 1134 KQ2M           59 5      SN7O          59  15
QSO: 14313 PH 2018-10-28 1134 KQ2M           59 5      DL1EJD        59  14
QSO: 14313 PH 2018-10-28 1134 KQ2M           59 5      GB2IWM        59  14
QSO: 14313 PH 2018-10-28 1134 KQ2M           59 5      TM6AM         59  14
QSO: 14313 PH 2018-10-28 1135 KQ2M           59 5      SP6LUV        59  15
QSO: 14313 PH 2018-10-28 1135 KQ2M           59 5      OE5WHN        59  15
QSO: 14313 PH 2018-10-28 1135 KQ2M           59 5      I0LYO         59  15
QSO: 14313 PH 2018-10-28 1135 KQ2M           59 5      DG7SF         59  14
QSO: 14313 PH 2018-10-28 1136 KQ2M           59 5      SN5U          59  15
QSO: 14313 PH 2018-10-28 1136 KQ2M           59 5      MN0VFW        59  14
QSO: 14313 PH 2018-10-28 1136 KQ2M           59 5      OZ8CT         59  14
QSO: 14313 PH 2018-10-28 1137 KQ2M           59 5      DL7FF         59  14
QSO: 14313 PH 2018-10-28 1137 KQ2M           59 5      IZ6ERS        59  15
QSO: 14313 PH 2018-10-28 1137 KQ2M           59 5      SP3BBS        59  15
QSO: 14313 PH 2018-10-28 1137 KQ2M           59 5      OM100CSR      59  15
QSO: 14313 PH 2018-10-28 1138 KQ2M           59 5      IK1RQQ        59  15
QSO: 14313 PH 2018-10-28 1138 KQ2M           59 5      ER1JA         59  16
QSO: 14313 PH 2018-10-28 1138 KQ2M           59 5      DL9LM         59  14
QSO: 14313 PH 2018-10-28 1139 KQ2M           59 5      LZ2PS         59  20
QSO: 14313 PH 2018-10-28 1141 KQ2M           59 5      M0YDB         59  14
QSO: 14313 PH 2018-10-28 1142 KQ2M           59 5      M6IWD         59  14
QSO: 14313 PH 2018-10-28 1143 KQ2M           59 5      RT5Z          59  16
QSO: 14313 PH 2018-10-28 1144 KQ2M           59 5      RJ4P          59  16
QSO: 14313 PH 2018-10-28 1144 KQ2M           59 5      ED1A          59  14
QSO: 14313 PH 2018-10-28 1144 KQ2M           59 5      PI4MM         59  14
QSO: 14313 PH 2018-10-28 1144 KQ2M           59 5      EA5IJG        59  14
QSO: 14313 PH 2018-10-28 1145 KQ2M           59 5      YO5BRE        59  20
QSO: 14313 PH 2018-10-28 1145 KQ2M           59 5      RA3BL         59  16
QSO: 14313 PH 2018-10-28 1146 KQ2M           59 5      EA1JO         59  14
QSO: 14313 PH 2018-10-28 1146 KQ2M           59 5      F2AR          59  14
QSO: 14313 PH 2018-10-28 1146 KQ2M           59 5      OH3RT         59  15
QSO: 14313 PH 2018-10-28 1146 KQ2M           59 5      UR5R          59  16
QSO: 14313 PH 2018-10-28 1147 KQ2M           59 5      3Z1E          59  15
QSO: 14313 PH 2018-10-28 1147 KQ2M           59 5      OK2D          59  15
QSO: 14313 PH 2018-10-28 1147 KQ2M           59 5      M0KED         59  14
QSO: 14313 PH 2018-10-28 1147 KQ2M           59 5      S50G          59  15
QSO: 14313 PH 2018-10-28 1147 KQ2M           59 5      A61FK         59  21
QSO: 14313 PH 2018-10-28 1147 KQ2M           59 5      UZ5ZU         59  16
QSO: 14313 PH 2018-10-28 1148 KQ2M           59 5      UR7CT         59  16
QSO: 14313 PH 2018-10-28 1148 KQ2M           59 5      IZ0CUV        59  15
QSO: 14313 PH 2018-10-28 1148 KQ2M           59 5      ED3X          59  14
QSO: 14313 PH 2018-10-28 1148 KQ2M           59 5      UA4M          59  16
QSO: 14313 PH 2018-10-28 1150 KQ2M           59 5      S53K          59  15
QSO: 14313 PH 2018-10-28 1150 KQ2M           59 5      ON4AT         59  14
QSO: 14313 PH 2018-10-28 1150 KQ2M           59 5      EC4DX         59  14
QSO: 14313 PH 2018-10-28 1150 KQ2M           59 5      OO4O          59  14
QSO: 14313 PH 2018-10-28 1151 KQ2M           59 5      UY3U          59  16
QSO: 14313 PH 2018-10-28 1151 KQ2M           59 5      OE3A          59  15
QSO: 14313 PH 2018-10-28 1151 KQ2M           59 5      SP6CYN        59  15
QSO: 14313 PH 2018-10-28 1151 KQ2M           59 5      UN6LN         59  17
QSO: 14313 PH 2018-10-28 1152 KQ2M           59 5      DJ4MX         59  14
QSO: 14313 PH 2018-10-28 1152 KQ2M           59 5      YO3RU         59  20
QSO: 14313 PH 2018-10-28 1152 KQ2M           59 5      EA1AJV        59  14
QSO: 14313 PH 2018-10-28 1152 KQ2M           59 5      F6FET         59  14
QSO: 14313 PH 2018-10-28 1152 KQ2M           59 5      LZ9W          59  20
QSO: 14313 PH 2018-10-28 1153 KQ2M           59 5      RO9A          59  17
QSO: 14313 PH 2018-10-28 1153 KQ2M           59 5      EA3DJL        59  14
QSO: 14313 PH 2018-10-28 1153 KQ2M           59 5      HB9ZZ         59  14
QSO: 14313 PH 2018-10-28 1154 KQ2M           59 5      KP2M          59  08
QSO: 14313 PH 2018-10-28 1154 KQ2M           59 5      EI4GNB        59  14
QSO: 14313 PH 2018-10-28 1154 KQ2M           59 5      HI3LT         59  08
QSO: 14313 PH 2018-10-28 1154 KQ2M           59 5      RT9L          59  17
QSO: 14313 PH 2018-10-28 1154 KQ2M           59 5      F6HLC         59  14
QSO: 14313 PH 2018-10-28 1155 KQ2M           59 5      UW0K          59  16
QSO: 14313 PH 2018-10-28 1155 KQ2M           59 5      ED7P          59  14
QSO: 14313 PH 2018-10-28 1155 KQ2M           59 5      LY2XW         59  15
QSO: 14313 PH 2018-10-28 1155 KQ2M           59 5      DL6DH         59  14
QSO: 14313 PH 2018-10-28 1155 KQ2M           59 5      YR100R        59  20
QSO: 14313 PH 2018-10-28 1155 KQ2M           59 5      F4GGQ         59  14
QSO: 14313 PH 2018-10-28 1156 KQ2M           59 5      SP5DXU        59  15
QSO: 14313 PH 2018-10-28 1156 KQ2M           59 5      SQ100I        59  15
QSO: 14313 PH 2018-10-28 1156 KQ2M           59 5      SM5DXR        59  14
QSO: 14313 PH 2018-10-28 1156 KQ2M           59 5      DH0MB         59  14
QSO: 14313 PH 2018-10-28 1156 KQ2M           59 5      EA8HE         59  33
QSO: 14313 PH 2018-10-28 1156 KQ2M           59 5      G3B           59  14
QSO: 14313 PH 2018-10-28 1157 KQ2M           59 5      RN4SN         59  16
QSO: 14313 PH 2018-10-28 1157 KQ2M           59 5      YU2A          59  15
QSO: 14313 PH 2018-10-28 1158 KQ2M           59 5      UA1CUR        59  16
QSO: 14313 PH 2018-10-28 1158 KQ2M           59 5      S50C          59  15
QSO: 14313 PH 2018-10-28 1158 KQ2M           59 5      LY2SA         59  15
QSO: 14313 PH 2018-10-28 1158 KQ2M           59 5      R1CU          59  16
QSO: 14313 PH 2018-10-28 1159 KQ2M           59 5      OH5BM         59  15
QSO: 14313 PH 2018-10-28 1159 KQ2M           59 5      US6IKF        59  16
QSO: 14313 PH 2018-10-28 1200 KQ2M           59 5      G3JIR         59  14
QSO: 14313 PH 2018-10-28 1200 KQ2M           59 5      OE1KFR        59  15
QSO: 14313 PH 2018-10-28 1200 KQ2M           59 5      OE3DXA        59  15
QSO: 14313 PH 2018-10-28 1200 KQ2M           59 5      RM3DA         59  16
QSO: 14313 PH 2018-10-28 1201 KQ2M           59 5      HA3LN         59  15
QSO: 14313 PH 2018-10-28 1201 KQ2M           59 5      OK2BRX        59  15
QSO: 14313 PH 2018-10-28 1201 KQ2M           59 5      DL8RBR        59  14
QSO: 14313 PH 2018-10-28 1201 KQ2M           59 5      4X1DX         59  20
QSO: 14313 PH 2018-10-28 1202 KQ2M           59 5      I2WIJ         59  15
QSO: 14313 PH 2018-10-28 1202 KQ2M           59 5      R1CAM         59  16
QSO: 14313 PH 2018-10-28 1202 KQ2M           59 5      DJ7AQ         59  14
QSO: 14313 PH 2018-10-28 1202 KQ2M           59 5      OE9CBV        59  15
QSO: 14313 PH 2018-10-28 1203 KQ2M           59 5      DL7ON         59  14
QSO: 14313 PH 2018-10-28 1203 KQ2M           59 5      9A7A          59  15
QSO: 14313 PH 2018-10-28 1203 KQ2M           59 5      UX1UX         59  16
QSO: 14313 PH 2018-10-28 1203 KQ2M           59 5      SQ8ERS        59  15
QSO: 14313 PH 2018-10-28 1203 KQ2M           59 5      IZ8EFD        59  15
QSO: 14313 PH 2018-10-28 1203 KQ2M           59 5      DP6T          59  14
QSO: 14313 PH 2018-10-28 1204 KQ2M           59 5      OZ9KL         59  14
QSO: 14313 PH 2018-10-28 1204 KQ2M           59 5      SV9FBG        59  20
QSO: 14313 PH 2018-10-28 1204 KQ2M           59 5      RD3TBQ        59  16
QSO: 14313 PH 2018-10-28 1204 KQ2M           59 5      ON6VOX        59  14
QSO: 14313 PH 2018-10-28 1205 KQ2M           59 5      RM1Q          59  16
QSO: 14313 PH 2018-10-28 1205 KQ2M           59 5      RZ4Z          59  16
QSO: 14313 PH 2018-10-28 1207 KQ2M           59 5      EA1BNF        59  14
QSO: 14313 PH 2018-10-28 1210 KQ2M           59 5      DL1NEO        59  14
QSO: 14313 PH 2018-10-28 1210 KQ2M           59 5      C37NL         59  14
QSO: 14313 PH 2018-10-28 1210 KQ2M           59 5      S54K          59  15
QSO: 14313 PH 2018-10-28 1210 KQ2M           59 5      OK2TS         59  15
QSO: 14313 PH 2018-10-28 1211 KQ2M           59 5      PI4D          59  14
QSO: 14313 PH 2018-10-28 1211 KQ2M           59 5      LY2K          59  15
QSO: 14313 PH 2018-10-28 1212 KQ2M           59 5      DK5FF         59  14
QSO: 14313 PH 2018-10-28 1212 KQ2M           59 5      EM2G          59  16
QSO: 14313 PH 2018-10-28 1212 KQ2M           59 5      PJ2T          59  09
QSO: 14313 PH 2018-10-28 1213 KQ2M           59 5      UX1VT         59  16
QSO: 14313 PH 2018-10-28 1213 KQ2M           59 5      DG2BHB        59  14
QSO: 14313 PH 2018-10-28 1214 KQ2M           59 5      OK2FD         59  15
QSO: 14313 PH 2018-10-28 1215 KQ2M           59 5      SP5GNI        59  15
QSO: 14313 PH 2018-10-28 1215 KQ2M           59 5      LY2N          59  15
QSO: 14313 PH 2018-10-28 1217 KQ2M           59 5      DJ5MW         59  14
QSO: 14313 PH 2018-10-28 1218 KQ2M           59 5      M1DDD         59  14
QSO: 14313 PH 2018-10-28 1219 KQ2M           59 5      DL0EF         59  14
QSO: 14313 PH 2018-10-28 1219 KQ2M           59 5      UP0L          59  17
QSO: 14313 PH 2018-10-28 1220 KQ2M           59 5      DL1ATZ        59  14
QSO: 14313 PH 2018-10-28 1220 KQ2M           59 5      M5GUS         59  14
QSO: 14313 PH 2018-10-28 1220 KQ2M           59 5      CT1ENV        59  14
QSO: 14313 PH 2018-10-28 1220 KQ2M           59 5      EC5AN         59  14
QSO: 14313 PH 2018-10-28 1220 KQ2M           59 5      FY5KE         59  09
QSO: 14313 PH 2018-10-28 1221 KQ2M           59 5      DG7NFX        59  14
QSO: 14313 PH 2018-10-28 1221 KQ2M           59 5      DM5EM         59  14
QSO: 14313 PH 2018-10-28 1221 KQ2M           59 5      M0MCV         59  14
QSO: 14313 PH 2018-10-28 1221 KQ2M           59 5      HB9OK         59  14
QSO: 14313 PH 2018-10-28 1222 KQ2M           59 5      PH9E          59  14
QSO: 14313 PH 2018-10-28 1222 KQ2M           59 5      DD5MA         59  14
QSO: 14313 PH 2018-10-28 1222 KQ2M           59 5      EA4ETN        59  14
QSO: 14313 PH 2018-10-28 1223 KQ2M           59 5      G8KEK         59  14
QSO: 14313 PH 2018-10-28 1223 KQ2M           59 5      LB6UH         59  14
QSO: 14313 PH 2018-10-28 1223 KQ2M           59 5      OL0M          59  15
QSO: 14313 PH 2018-10-28 1225 KQ2M           59 5      SM4EMO        59  14
QSO: 14313 PH 2018-10-28 1226 KQ2M           59 5      UA9XMC        59  17
QSO: 14313 PH 2018-10-28 1226 KQ2M           59 5      G4ZZG         59  14
QSO: 14313 PH 2018-10-28 1227 KQ2M           59 5      IU3BTY        59  15
QSO: 14313 PH 2018-10-28 1227 KQ2M           59 5      HB9H          59  14
QSO: 14313 PH 2018-10-28 1227 KQ2M           59 5      CT7AJL        59  14
QSO: 14313 PH 2018-10-28 1228 KQ2M           59 5      R1CAV         59  16
QSO: 14313 PH 2018-10-28 1228 KQ2M           59 5      DD1LD         59  14
QSO: 14313 PH 2018-10-28 1229 KQ2M           59 5      RC9A          59  17
QSO: 14313 PH 2018-10-28 1230 KQ2M           59 5      EA2ASB        59  14
QSO: 14313 PH 2018-10-28 1231 KQ2M           59 5      S51SL         59  15
QSO: 14312 PH 2018-10-28 1233 KQ2M           59 5      GM2T          59  14
QSO: 14312 PH 2018-10-28 1237 KQ2M           59 5      G3PXT         59  14
QSO: 14312 PH 2018-10-28 1238 KQ2M           59 5      GW5L          59  14
QSO: 14312 PH 2018-10-28 1238 KQ2M           59 5      SP1V          59  15
QSO: 14312 PH 2018-10-28 1239 KQ2M           59 5      IZ6OUX        59  15
QSO: 14312 PH 2018-10-28 1239 KQ2M           59 5      IK4AUY        59  15
QSO: 14312 PH 2018-10-28 1239 KQ2M           59 5      DB2BJT        59  14
QSO: 14312 PH 2018-10-28 1240 KQ2M           59 5      LY1SR         59  15
QSO: 14312 PH 2018-10-28 1240 KQ2M           59 5      UT6EE         59  16
QSO: 14312 PH 2018-10-28 1241 KQ2M           59 5      OL3R          59  15
QSO: 14312 PH 2018-10-28 1241 KQ2M           59 5      DB8AH         59  14
