START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: PG1R
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 55074
NAME: Ruud Ivens
OPERATORS: PG1R
CLUB:
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.7300.0
SOAPBOX: Rig TS590S, barefoot, average output 50 Watts in this contest.
QSO: 14266 PH 2018-10-27 1023 PG1R          59  14     Z62FB         59  15
QSO: 14270 PH 2018-10-27 1024 PG1R          59  14     IO9R          59  15
QSO: 14277 PH 2018-10-27 1025 PG1R          59  14     OM2Y          59  15
QSO: 14285 PH 2018-10-27 1026 PG1R          59  14     RW1F          59  16
QSO: 14291 PH 2018-10-27 1028 PG1R          59  14     RO2E          59  16
QSO: 14294 PH 2018-10-27 1028 PG1R          59  14     LY2MM         59  15
QSO: 14295 PH 2018-10-27 1029 PG1R          59  14     EA9LZ         59  33
QSO: 14298 PH 2018-10-27 1030 PG1R          59  14     SZ3P          59  20
QSO: 14300 PH 2018-10-27 1031 PG1R          59  14     IR7T          59  15
QSO: 14313 PH 2018-10-27 1032 PG1R          59  14     SO4R          59  15
QSO: 14315 PH 2018-10-27 1032 PG1R          59  14     CN3A          59  33
QSO: 14319 PH 2018-10-27 1033 PG1R          59  14     ES9C          59  15
QSO: 14322 PH 2018-10-27 1036 PG1R          59  14     LZ7A          59  20
QSO: 14333 PH 2018-10-27 1036 PG1R          59  14     LY2SA         59  15
QSO: 14341 PH 2018-10-27 1037 PG1R          59  14     LY7Z          59  15
QSO: 14345 PH 2018-10-27 1038 PG1R          59  14     V26B          59  08
QSO: 14347 PH 2018-10-27 1040 PG1R          59  14     OH5BM         59  15
QSO: 14349 PH 2018-10-27 1040 PG1R          59  14     ED7B          59  14
QSO: 14350 PH 2018-10-27 1041 PG1R          59  14     IF9A          59  15
QSO:  7181 PH 2018-10-27 1044 PG1R          59  14     DF0HQ         59  14
QSO:  7175 PH 2018-10-27 1044 PG1R          59  14     OM7JG         59  15
QSO:  7164 PH 2018-10-27 1046 PG1R          59  14     SP9KDA        59  15
QSO:  7160 PH 2018-10-27 1047 PG1R          59  14     F5KKE         59  14
QSO:  7150 PH 2018-10-27 1049 PG1R          59  14     DP6T          59  14
QSO:  7147 PH 2018-10-27 1050 PG1R          59  14     G3CO          59  14
QSO:  7144 PH 2018-10-27 1050 PG1R          59  14     OH5Z          59  15
QSO:  7140 PH 2018-10-27 1052 PG1R          59  14     IK3ZAQ        59  15
QSO:  7134 PH 2018-10-27 1052 PG1R          59  14     M6T           59  14
QSO:  7129 PH 2018-10-27 1053 PG1R          59  14     S51CK         59  15
QSO:  7127 PH 2018-10-27 1053 PG1R          59  14     S56X          59  15
QSO:  7123 PH 2018-10-27 1054 PG1R          59  14     IW2MZX        59  15
QSO:  7112 PH 2018-10-27 1055 PG1R          59  14     IQ3UV         59  15
QSO:  7090 PH 2018-10-27 1057 PG1R          59  14     DG7LAN/P      59  14
QSO:  7084 PH 2018-10-27 1058 PG1R          59  14     TM3Z          59  14
QSO:  7079 PH 2018-10-27 1059 PG1R          59  14     S52AW         59  15
QSO: 21155 PH 2018-10-27 1205 PG1R          59  14     TC0F          59  20
QSO: 21181 PH 2018-10-27 1209 PG1R          59  14     4X2M          59  20
QSO: 21255 PH 2018-10-27 1216 PG1R          59  14     CT1AHU        59  14
QSO: 21320 PH 2018-10-27 1218 PG1R          59  14     SV9DJO        59  20
QSO: 21359 PH 2018-10-27 1220 PG1R          59  14     CR3DX         59  33
QSO: 21370 PH 2018-10-27 1221 PG1R          59  14     HZ1SK         59  21
QSO: 21412 PH 2018-10-27 1222 PG1R          59  14     LZ9V          59  20
QSO: 14101 PH 2018-10-27 1224 PG1R          59  14     ER1JA         59  16
QSO: 14110 PH 2018-10-27 1226 PG1R          59  14     IZ6ERS        59  15
QSO: 14117 PH 2018-10-27 1227 PG1R          59  14     UT7NY         59  16
QSO: 14150 PH 2018-10-27 1235 PG1R          59  14     E79D          59  15
QSO: 14157 PH 2018-10-27 1239 PG1R          59  14     N1UR          59  05
QSO: 14189 PH 2018-10-27 1247 PG1R          59  14     K1RX          59  05
QSO: 14202 PH 2018-10-27 1250 PG1R          59  14     IB9A          59  15
QSO: 14205 PH 2018-10-27 1251 PG1R          59  14     RW3XZ         59  16
QSO: 14209 PH 2018-10-27 1251 PG1R          59  14     YT5LD         59  15
QSO: 14212 PH 2018-10-27 1252 PG1R          59  14     UW5Y          59  16
QSO: 14214 PH 2018-10-27 1252 PG1R          59  14     HG5A          59  15
QSO: 14226 PH 2018-10-27 1256 PG1R          59  14     S51A          59  15
QSO: 14237 PH 2018-10-27 1258 PG1R          59  14     IO5O          59  15
QSO: 14257 PH 2018-10-27 1301 PG1R          59  14     YP3A          59  20
QSO: 14291 PH 2018-10-27 1307 PG1R          59  14     IR4X          59  15
QSO: 14296 PH 2018-10-27 1309 PG1R          59  14     P33W          59  20
QSO: 14299 PH 2018-10-27 1310 PG1R          59  14     S57DX         59  15
QSO: 14322 PH 2018-10-27 1313 PG1R          59  14     HG3R          59  15
QSO: 14326 PH 2018-10-27 1314 PG1R          59  14     IZ4COW        59  15
QSO: 14332 PH 2018-10-27 1316 PG1R          59  14     S50K          59  15
QSO: 14337 PH 2018-10-27 1319 PG1R          59  14     IR2L          59  15
QSO: 14348 PH 2018-10-27 1321 PG1R          59  14     N5DX          59  05
QSO: 14132 PH 2018-10-27 1336 PG1R          59  14     IW2MXY        59  15
QSO: 14138 PH 2018-10-27 1337 PG1R          59  14     YP0C          59  20
QSO: 14148 PH 2018-10-27 1338 PG1R          59  14     OX7A          59  40
QSO: 14151 PH 2018-10-27 1341 PG1R          59  14     K3LR          59  05
QSO: 14155 PH 2018-10-27 1342 PG1R          59  14     K1TTT         59  05
QSO: 14165 PH 2018-10-27 1343 PG1R          59  14     LZ2JA         59  20
QSO: 14177 PH 2018-10-27 1345 PG1R          59  14     TC0F          59  20
QSO: 14181 PH 2018-10-27 1346 PG1R          59  14     7Z1SJ         59  21
QSO: 14218 PH 2018-10-27 1350 PG1R          59  14     IK2YCW        59  15
QSO: 14232 PH 2018-10-27 1354 PG1R          59  14     IQ4FA         59  15
QSO: 14108 PH 2018-10-27 1703 PG1R          59  14     VE3JM         59  04
QSO: 14112 PH 2018-10-27 1704 PG1R          59  14     9H6A          59  15
QSO: 14118 PH 2018-10-27 1705 PG1R          59  14     VE9FI         59  05
QSO: 14125 PH 2018-10-27 1708 PG1R          59  14     EA5IJG        59  14
QSO: 14130 PH 2018-10-27 1709 PG1R          59  14     VE9CB         59  05
QSO: 14139 PH 2018-10-27 1710 PG1R          59  14     VA2WA         59  05
QSO: 14172 PH 2018-10-27 1716 PG1R          59  14     KU2M          59  05
QSO:  7168 PH 2018-10-27 1740 PG1R          59  14     SN3A          59  15
QSO:  7161 PH 2018-10-27 1742 PG1R          59  14     IZ6ERS        59  15
QSO:  7155 PH 2018-10-27 1743 PG1R          59  14     F1DHX         59  14
QSO:  7150 PH 2018-10-27 1746 PG1R          59  14     EI5IX         59  14
QSO:  7143 PH 2018-10-27 1747 PG1R          59  14     IR7T          59  15
QSO:  7140 PH 2018-10-27 1749 PG1R          59  14     ES9C          59  15
QSO:  7134 PH 2018-10-27 1750 PG1R          59  14     HA8M          59  15
QSO:  7130 PH 2018-10-27 1752 PG1R          59  14     9A9R          59  15
QSO:  7122 PH 2018-10-27 1753 PG1R          59  14     SP8K          59  15
QSO:  7119 PH 2018-10-27 1754 PG1R          59  14     DL0NM         59  14
QSO:  7112 PH 2018-10-27 1755 PG1R          59  14     RT6A          59  16
QSO:  7106 PH 2018-10-27 1757 PG1R          59  14     OG7A          59  15
QSO:  7100 PH 2018-10-27 1758 PG1R          59  14     YT0W          59  15
QSO:  7089 PH 2018-10-27 1802 PG1R          59  14     RA2F          59  15
QSO:  7084 PH 2018-10-27 1802 PG1R          59  14     E73KT         59  15
QSO:  7073 PH 2018-10-27 1804 PG1R          59  14     UA4S          59  16
QSO:  7065 PH 2018-10-27 1805 PG1R          59  14     YT1HA         59  15
QSO:  3793 PH 2018-10-27 1807 PG1R          59  14     M6T           59  14
QSO:  3790 PH 2018-10-27 1808 PG1R          59  14     DF0HQ         59  14
QSO:  3768 PH 2018-10-27 1810 PG1R          59  14     SP1GA         59  15
QSO:  3763 PH 2018-10-27 1810 PG1R          59  14     S57AL         59  15
QSO:  3761 PH 2018-10-27 1812 PG1R          59  14     PA2TMS        59  14
QSO:  3745 PH 2018-10-27 1813 PG1R          59  14     OK8WW         59  15
QSO:  3653 PH 2018-10-27 1821 PG1R          59  14     DP5N          59  14
QSO:  3627 PH 2018-10-27 1822 PG1R          59  14     SK7K          59  14
QSO:  3617 PH 2018-10-27 1823 PG1R          59  14     OS8A          59  14
QSO: 14114 PH 2018-10-27 1832 PG1R          59  14     CF3A          59  04
QSO: 14137 PH 2018-10-27 1835 PG1R          59  14     VE3EJ         59  04
QSO: 14170 PH 2018-10-27 1841 PG1R          59  14     KC1XX         59  05
QSO: 14251 PH 2018-10-27 1845 PG1R          59  14     PA0AA         59  14
QSO: 14290 PH 2018-10-27 1846 PG1R          59  14     WB9Z          59  04
QSO:  7191 PH 2018-10-27 1851 PG1R          59  14     SN8B          59  15
QSO:  7175 PH 2018-10-27 1854 PG1R          59  14     LY1FW         59  15
QSO:  7173 PH 2018-10-27 1854 PG1R          59  14     HG7T          59  15
QSO:  7162 PH 2018-10-27 1858 PG1R          59  14     OH0V          59  15
QSO:  7156 PH 2018-10-27 2002 PG1R          59  14     EE5V          59  14
QSO:  7145 PH 2018-10-27 2006 PG1R          59  14     ER4DX         59  16
QSO:  7142 PH 2018-10-27 2006 PG1R          59  14     LZ5R          59  20
QSO:  7140 PH 2018-10-27 2007 PG1R          59  14     IR8P          59  15
QSO:  7107 PH 2018-10-27 2015 PG1R          59  14     EA5DFV        59  14
QSO:  7104 PH 2018-10-27 2017 PG1R          59  14     J42L          59  20
QSO:  7099 PH 2018-10-27 2018 PG1R          59  14     OY9JD         59  14
QSO:  7083 PH 2018-10-27 2022 PG1R          59  14     RC7KY         59  16
QSO:  7052 PH 2018-10-27 2026 PG1R          59  14     UW0K          59  16
QSO:  7048 PH 2018-10-27 2027 PG1R          59  14     E78T          59  15
QSO:  3780 PH 2018-10-27 2029 PG1R          59  14     DR5N          59  14
QSO:  3769 PH 2018-10-27 2031 PG1R          59  14     OT5A          59  14
QSO:  3757 PH 2018-10-27 2033 PG1R          59  14     G2F           59  14
QSO:  3742 PH 2018-10-27 2035 PG1R          59  14     OK1FPS        59  15
QSO:  3735 PH 2018-10-27 2039 PG1R          59  14     DM0Y          59  14
QSO:  3725 PH 2018-10-27 2040 PG1R          59  14     ON4KCY        59  14
QSO:  3722 PH 2018-10-27 2040 PG1R          59  14     SN8B          59  15
QSO:  3705 PH 2018-10-27 2043 PG1R          59  14     MW5R          59  14
QSO:  3677 PH 2018-10-27 2045 PG1R          59  14     DA2X          59  14
QSO:  3637 PH 2018-10-27 2048 PG1R          59  14     GS7V          59  14
QSO:  3613 PH 2018-10-27 2051 PG1R          59  14     DJ5MW         59  14
QSO:  3786 PH 2018-10-27 2052 PG1R          59  14     TM3R          59  14
QSO:  3774 PH 2018-10-27 2057 PG1R          59  14     ES9C          59  15
QSO: 28452 PH 2018-10-28 1003 PG1R          59  14     HG5A          59  15
QSO: 28524 PH 2018-10-28 1006 PG1R          59  14     E7DX          59  15
QSO: 21163 PH 2018-10-28 1013 PG1R          59  14     RJ4P          59  16
QSO: 21165 PH 2018-10-28 1014 PG1R          59  14     UA4S          59  16
QSO: 21174 PH 2018-10-28 1015 PG1R          59  14     RL6M          59  16
QSO: 21187 PH 2018-10-28 1016 PG1R          59  14     RL4F          59  16
QSO: 21214 PH 2018-10-28 1018 PG1R          59  14     IR4X          59  15
QSO: 21238 PH 2018-10-28 1023 PG1R          59  14     TC7C          59  20
QSO: 21244 PH 2018-10-28 1023 PG1R          59  14     IZ4JMU        59  15
QSO: 21248 PH 2018-10-28 1024 PG1R          59  14     RC7A          59  16
QSO: 21253 PH 2018-10-28 1024 PG1R          59  14     IR3Z          59  15
QSO: 21259 PH 2018-10-28 1025 PG1R          59  14     IR6T          59  15
QSO: 21271 PH 2018-10-28 1028 PG1R          59  14     EF8R          59  33
QSO: 21297 PH 2018-10-28 1029 PG1R          59  14     CN3A          59  33
QSO: 21305 PH 2018-10-28 1029 PG1R          59  14     IO5O          59  15
QSO: 21339 PH 2018-10-28 1032 PG1R          59  14     EF8U          59  33
QSO: 21347 PH 2018-10-28 1034 PG1R          59  14     UY7MM         59  16
QSO: 21358 PH 2018-10-28 1035 PG1R          59  14     RL4A          59  16
QSO: 21365 PH 2018-10-28 1037 PG1R          59  14     RL3DX         59  16
QSO: 28445 PH 2018-10-28 1045 PG1R          59  14     PA0AA         59  14
QSO: 14102 PH 2018-10-28 1048 PG1R          59  14     YU1KN         59  15
QSO: 14107 PH 2018-10-28 1049 PG1R          59  14     EW1TZ         59  16
QSO: 14110 PH 2018-10-28 1050 PG1R          59  14     OH6K          59  15
QSO: 14123 PH 2018-10-28 1054 PG1R          59  14     OH6RE         59  15
QSO: 14126 PH 2018-10-28 1055 PG1R          59  14     RZ3Z          59  16
QSO: 14129 PH 2018-10-28 1056 PG1R          59  14     OH4XX         59  15
QSO: 14136 PH 2018-10-28 1059 PG1R          59  14     LY2BIS        59  15
QSO: 14139 PH 2018-10-28 1059 PG1R          59  14     LY2K          59  15
QSO: 14146 PH 2018-10-28 1101 PG1R          59  14     IK6QON        59  15
QSO: 14175 PH 2018-10-28 1108 PG1R          59  14     K1LZ          59  05
QSO: 14176 PH 2018-10-28 1108 PG1R          59  14     IR3Z          59  15
QSO: 14178 PH 2018-10-28 1109 PG1R          59  14     TF1AM         59  40
QSO: 14185 PH 2018-10-28 1110 PG1R          59  14     EA5DFV        59  14
QSO: 14188 PH 2018-10-28 1112 PG1R          59  14     CR6P          59  14
QSO: 14213 PH 2018-10-28 1114 PG1R          59  14     SZ1A          59  20
QSO: 14225 PH 2018-10-28 1116 PG1R          59  14     SV2HJQ        59  20
QSO: 14232 PH 2018-10-28 1119 PG1R          59  14     RT5Z          59  16
QSO: 14253 PH 2018-10-28 1123 PG1R          59  14     CR5E          59  14
QSO: 14256 PH 2018-10-28 1123 PG1R          59  14     YT1X          59  15
QSO: 14305 PH 2018-10-28 1127 PG1R          59  14     9A7A          59  15
QSO: 14307 PH 2018-10-28 1128 PG1R          59  14     LZ5R          59  20
QSO: 14311 PH 2018-10-28 1128 PG1R          59  14     UX1UX         59  16
QSO: 14314 PH 2018-10-28 1130 PG1R          59  14     KQ2M          59  05
QSO: 14317 PH 2018-10-28 1132 PG1R          59  14     S50G          59  15
QSO: 14331 PH 2018-10-28 1134 PG1R          59  14     LY2J          59  15
QSO:  7195 PH 2018-10-28 1139 PG1R          59  14     F4FET         59  14
QSO:  7180 PH 2018-10-28 1140 PG1R          59  14     G9Y           59  14
QSO:  7178 PH 2018-10-28 1141 PG1R          59  14     OZ4EDR        59  14
QSO:  7171 PH 2018-10-28 1142 PG1R          59  14     S57O          59  15
QSO:  7170 PH 2018-10-28 1142 PG1R          59  14     S54ZZ         59  15
QSO:  7157 PH 2018-10-28 1144 PG1R          59  14     DL2LDE        59  14
QSO:  7148 PH 2018-10-28 1146 PG1R          59  14     OK7GU         59  15
QSO:  7134 PH 2018-10-28 1147 PG1R          59  14     OL5J          59  15
QSO:  7131 PH 2018-10-28 1148 PG1R          59  14     LC1U          59  14
QSO:  7104 PH 2018-10-28 1150 PG1R          59  14     DG1IU         59  14
QSO:  7100 PH 2018-10-28 1151 PG1R          59  14     G8X           59  14
QSO:  7098 PH 2018-10-28 1151 PG1R          59  14     S50B          59  15
QSO:  7084 PH 2018-10-28 1153 PG1R          59  14     S56Y          59  15
QSO:  7064 PH 2018-10-28 1154 PG1R          59  14     OE5T          59  15
QSO: 21230 PH 2018-10-28 1236 PG1R          59  14     YT9X          59  15
QSO: 21239 PH 2018-10-28 1237 PG1R          59  14     9A7A          59  15
QSO: 21255 PH 2018-10-28 1239 PG1R          59  14     OE3A          59  15
QSO: 21304 PH 2018-10-28 1240 PG1R          59  14     OE8Q          59  15
QSO: 21316 PH 2018-10-28 1241 PG1R          59  14     HA1BC         59  15
QSO: 21335 PH 2018-10-28 1243 PG1R          59  14     HG7T          59  15
QSO: 21337 PH 2018-10-28 1243 PG1R          59  14     ES9C          59  15
QSO: 21345 PH 2018-10-28 1244 PG1R          59  14     YT2SS         59  15
QSO: 21415 PH 2018-10-28 1246 PG1R          59  14     LY7Z          59  15
QSO: 21420 PH 2018-10-28 1246 PG1R          59  14     S52ZW         59  15
QSO: 21177 PH 2018-10-28 1247 PG1R          59  14     PZ5K          59  09
QSO: 21298 PH 2018-10-28 1255 PG1R          59  14     ED8G          59  33
QSO: 21308 PH 2018-10-28 1257 PG1R          59  14     S56K          59  15
QSO: 21319 PH 2018-10-28 1258 PG1R          59  14     II2S          59  15
QSO: 21322 PH 2018-10-28 1258 PG1R          59  14     9A2EU         59  15
QSO: 21327 PH 2018-10-28 1259 PG1R          59  14     YL7X          59  15
QSO: 21407 PH 2018-10-28 1303 PG1R          59  14     IK4GRO        59  15
QSO: 21197 PH 2018-10-28 1307 PG1R          59  14     OM5CM         59  15
QSO: 21221 PH 2018-10-28 1309 PG1R          59  14     HA1TJ         59  15
QSO: 14108 PH 2018-10-28 1316 PG1R          59  14     PJ4G          59  09
QSO: 14130 PH 2018-10-28 1320 PG1R          59  14     RM1T          59  16
QSO: 14134 PH 2018-10-28 1320 PG1R          59  14     OE5BGN        59  15
QSO: 14163 PH 2018-10-28 1324 PG1R          59  14     II2S          59  15
QSO: 14173 PH 2018-10-28 1327 PG1R          59  14     W3LPL         59  05
QSO: 14179 PH 2018-10-28 1327 PG1R          59  14     SV7BVM        59  20
QSO: 14186 PH 2018-10-28 1328 PG1R          59  14     HB9H          59  14
QSO: 14195 PH 2018-10-28 1329 PG1R          59  14     9A2AE         59  15
QSO: 14196 PH 2018-10-28 1330 PG1R          59  14     K3PP          59  05
QSO: 14218 PH 2018-10-28 1334 PG1R          59  14     S50R          59  15
QSO: 14229 PH 2018-10-28 1336 PG1R          59  14     YR100R        59  20
QSO: 14233 PH 2018-10-28 1337 PG1R          59  14     OM4Q          59  15
QSO: 14251 PH 2018-10-28 1340 PG1R          59  14     RA3W          59  16
QSO: 14265 PH 2018-10-28 1343 PG1R          59  14     IR6T          59  15
QSO: 14272 PH 2018-10-28 1343 PG1R          59  14     OK5Z          59  15
QSO: 14288 PH 2018-10-28 1346 PG1R          59  14     HG7T          59  15
QSO: 14291 PH 2018-10-28 1347 PG1R          59  14     S53EO         59  15
QSO: 14307 PH 2018-10-28 1350 PG1R          59  14     YO3RU         59  20
QSO: 14314 PH 2018-10-28 1351 PG1R          59  14     F4CWN         59  14
QSO: 14315 PH 2018-10-28 1352 PG1R          59  14     RT6A          59  16
QSO: 14323 PH 2018-10-28 1352 PG1R          59  14     HA8JV         59  15
QSO: 21252 PH 2018-10-28 1443 PG1R          59  14     R7AB          59  16
QSO: 21333 PH 2018-10-28 1447 PG1R          59  14     EF8L          59  33
QSO:  7175 PH 2018-10-28 1453 PG1R          59  14     DK6SP         59  14
QSO:  7160 PH 2018-10-28 1457 PG1R          59  14     DL5L          59  14
QSO:  7137 PH 2018-10-28 1501 PG1R          59  14     DL0AO         59  14
QSO:  7130 PH 2018-10-28 1503 PG1R          59  14     LY2BKT        59  15
QSO:  7105 PH 2018-10-28 1507 PG1R          59  14     UA3R          59  16
QSO:  7093 PH 2018-10-28 1510 PG1R          59  14     GW4W          59  14
QSO:  7074 PH 2018-10-28 1513 PG1R          59  14     S54I          59  15
QSO:  7068 PH 2018-10-28 1514 PG1R          59  14     F4BHW         59  14
QSO:  7050 PH 2018-10-28 1524 PG1R          59  14     OL100A        59  15
QSO: 14106 PH 2018-10-28 1526 PG1R          59  14     UT7CR         59  16
QSO: 14108 PH 2018-10-28 1528 PG1R          59  14     OM100CSR      59  15
QSO: 14125 PH 2018-10-28 1530 PG1R          59  14     A73A          59  21
QSO: 14142 PH 2018-10-28 1532 PG1R          59  14     YT70SRV       59  15
QSO: 14160 PH 2018-10-28 1539 PG1R          59  14     EA9KB         59  33
QSO: 14199 PH 2018-10-28 1544 PG1R          59  14     UW5ZM         59  16
QSO: 14218 PH 2018-10-28 1546 PG1R          59  14     UW1M          59  16
QSO: 14233 PH 2018-10-28 1548 PG1R          59  14     S53M          59  15
QSO: 14276 PH 2018-10-28 1554 PG1R          59  14     S52NR         59  15
QSO:  7194 PH 2018-10-28 1604 PG1R          59  14     F4DVX         59  14
QSO:  7174 PH 2018-10-28 1607 PG1R          59  14     DJ5MW         59  14
QSO:  7172 PH 2018-10-28 1608 PG1R          59  14     UT4U          59  16
QSO:  7134 PH 2018-10-28 1615 PG1R          59  14     SQ9C          59  15
QSO:  7129 PH 2018-10-28 1616 PG1R          59  14     HB9OK         59  14
QSO:  7115 PH 2018-10-28 1620 PG1R          59  14     IU1JCZ        59  15
QSO:  7107 PH 2018-10-28 1621 PG1R          59  14     IK2YCW        59  15
QSO:  7100 PH 2018-10-28 1621 PG1R          59  14     RL3A          59  16
QSO:  7081 PH 2018-10-28 1625 PG1R          59  14     II2S          59  15
QSO:  7070 PH 2018-10-28 1626 PG1R          59  14     R4LR          59  16
QSO:  7056 PH 2018-10-28 1628 PG1R          59  14     IK1JJM        59  15
QSO:  7052 PH 2018-10-28 1629 PG1R          59  14     DM4X          59  14
END-OF-LOG:
