START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: ED8G
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 427452
NAME: Grupo DX Teide
OPERATORS: EA8AM, EA8ARG, EA8BFH, EA8BRW, EA8CH, EA8DK
CLUB:
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.7300.0
SOAPBOX: We are a group of operators who decided to operate during the contest
SOAPBOX: from the Buenavista del Norte lighthouse.  It is located in the
QSO: 21310  PH  2018-10-27  1242 ED8G  59 33  IV3UT     59 15  0
QSO: 21310  PH  2018-10-27  1243 ED8G  59 33  ON6LR     59 14  0
QSO: 21310  PH  2018-10-27  1243 ED8G  59 33  DL1M      59 14  0
QSO: 21310  PH  2018-10-27  1244 ED8G  59 33  ON3ND     59 14  0
QSO: 21310  PH  2018-10-27  1244 ED8G  59 33  IZ2SXZ    59 15  0
QSO: 21310  PH  2018-10-27  1245 ED8G  59 33  DM4M      59 14  0
QSO: 21310  PH  2018-10-27  1247 ED8G  59 33  OZ4MU     59 14  0
QSO: 21310  PH  2018-10-27  1249 ED8G  59 33  PI4FL     59 14  0
QSO: 21310  PH  2018-10-27  1249 ED8G  59 33  PA6AA     59 14  0
QSO: 21310  PH  2018-10-27  1250 ED8G  59 33  DL1SEH    59 14  0
QSO: 21310  PH  2018-10-27  1251 ED8G  59 33  DL0HMK    59 14  0
QSO: 21310  PH  2018-10-27  1252 ED8G  59 33  DL5AN     59 14  0
QSO: 21310  PH  2018-10-27  1252 ED8G  59 33  G7Y       59 14  0
QSO: 21310  PH  2018-10-27  1252 ED8G  59 33  II9Y      59 15  0
QSO: 21310  PH  2018-10-27  1253 ED8G  59 33  S59DXX    59 15  0
QSO: 21310  PH  2018-10-27  1253 ED8G  59 33  DF9IX     59 14  0
QSO: 21310  PH  2018-10-27  1253 ED8G  59 33  MI0OBC    59 14  0
QSO: 21310  PH  2018-10-27  1254 ED8G  59 33  DJ5MW     59 14  0
QSO: 21310  PH  2018-10-27  1256 ED8G  59 33  PI4D      59 14  0
QSO: 21310  PH  2018-10-27  1258 ED8G  59 33  DJ6OZ     59 14  0
QSO: 21310  PH  2018-10-27  1258 ED8G  59 33  OM3CAQ    59 15  0
QSO: 21310  PH  2018-10-27  1259 ED8G  59 33  G3B       59 14  0
QSO: 21310  PH  2018-10-27  1301 ED8G  59 33  HB9AUS    59 14  0
QSO: 14263  PH  2018-10-27  1301 ED8G  59 33  CR5E      59 14  1
QSO: 21310  PH  2018-10-27  1302 ED8G  59 33  IW2NRT    59 15  0
QSO: 21310  PH  2018-10-27  1302 ED8G  59 33  GW0ANA    59 14  0
QSO: 21310  PH  2018-10-27  1304 ED8G  59 33  G4IIY     59 14  0
QSO: 14332  PH  2018-10-27  1308 ED8G  59 33  S50K      59 15  1
QSO: 21313  PH  2018-10-27  1316 ED8G  59 33  IZ8IEV    59 15  0
QSO: 21324  PH  2018-10-27  1318 ED8G  59 33  IK4GRO    59 15  0
QSO: 21327  PH  2018-10-27  1319 ED8G  59 33  IZ5CML    59 15  0
QSO: 21329  PH  2018-10-27  1320 ED8G  59 33  S50C      59 15  0
QSO: 21337  PH  2018-10-27  1322 ED8G  59 33  IO9R      59 15  0
QSO: 21340  PH  2018-10-27  1323 ED8G  59 33  J42L      59 20  0
QSO: 21344  PH  2018-10-27  1323 ED8G  59 33  DP6A      59 14  0
QSO: 21350  PH  2018-10-27  1325 ED8G  59 33  YT2SS     59 15  0
QSO: 21357  PH  2018-10-27  1328 ED8G  59 33  IQ0RU     59 15  0
QSO: 21363  PH  2018-10-27  1334 ED8G  59 33  N4PN      59 05  0
QSO: 21371  PH  2018-10-27  1334 ED8G  59 33  PZ5K      59 09  0
QSO: 21370  PH  2018-10-27  1336 ED8G  59 33  K0AEL     59 04  0
QSO: 21370  PH  2018-10-27  1336 ED8G  59 33  W0AIH     59 04  0
QSO: 21370  PH  2018-10-27  1337 ED8G  59 33  IS0NHT    59 15  0
QSO: 21346  PH  2018-10-27  1346 ED8G  59 33  XT2SZZ    59 35  0
QSO: 21315  PH  2018-10-27  1416 ED8G  59 33  KA5CJJ    59 04  0
QSO: 21315  PH  2018-10-27  1418 ED8G  59 33  I4LCK     59 15  0
QSO: 21315  PH  2018-10-27  1420 ED8G  59 33  KB9IE     59 04  0
QSO: 21315  PH  2018-10-27  1426 ED8G  59 33  F4WBL     59 14  0
QSO: 21315  PH  2018-10-27  1439 ED8G  59 33  K0BBB     59 04  0
QSO: 21315  PH  2018-10-27  1440 ED8G  59 33  F5LMH     59 14  0
QSO: 21315  PH  2018-10-27  1446 ED8G  59 33  IB4X      59 15  0
QSO: 21315  PH  2018-10-27  1446 ED8G  59 33  YW4D      59 09  0
QSO: 21315  PH  2018-10-27  1448 ED8G  59 33  IW1BCO    59 15  0
QSO: 21344  PH  2018-10-27  1607 ED8G  59 33  PY2MET    59 11  0
QSO: 21354  PH  2018-10-27  1608 ED8G  59 33  PQ5B      59 11  0
QSO: 21355  PH  2018-10-27  1610 ED8G  59 33  CB1H      59 12  0
QSO: 21356  PH  2018-10-27  1613 ED8G  59 33  K1RX      59 05  0
QSO: 21347  PH  2018-10-27  1615 ED8G  59 33  ON4KCY    59 14  0
QSO: 21336  PH  2018-10-27  1616 ED8G  59 33  9A5Y      59 15  0
QSO: 21327  PH  2018-10-27  1618 ED8G  59 33  LT1F      59 13  0
QSO: 21306  PH  2018-10-27  1624 ED8G  59 33  ZV5O      59 11  0
QSO: 14144  PH  2018-10-27  1626 ED8G  59 33  OE5BGN    59 15  1
QSO: 21301  PH  2018-10-27  1626 ED8G  59 33  II2S      59 15  0
QSO: 14146  PH  2018-10-27  1627 ED8G  59 33  HG6N      59 15  1
QSO: 14149  PH  2018-10-27  1632 ED8G  59 33  OX7A      59 40  1
QSO: 21272  PH  2018-10-27  1634 ED8G  59 33  W2ID      59 05  0
QSO: 21264  PH  2018-10-27  1639 ED8G  59 33  L77D      59 13  0
QSO: 21258  PH  2018-10-27  1640 ED8G  59 33  PS2T      59 11  0
QSO: 21229  PH  2018-10-27  1650 ED8G  59 33  D4C       59 35  0
QSO: 21204  PH  2018-10-27  1652 ED8G  59 33  K3LR      59 05  0
QSO: 21191  PH  2018-10-27  1653 ED8G  59 33  CE6PGO    59 12  0
QSO: 21183  PH  2018-10-27  1656 ED8G  59 33  PT2AW     59 11  0
QSO: 21170  PH  2018-10-27  1659 ED8G  59 33  6W1PZ     59 35  0
QSO: 21405  PH  2018-10-27  1710 ED8G  59 33  ZS6TVB    59 38  0
QSO: 21395  PH  2018-10-27  1714 ED8G  59 33  V26B      59 08  0
QSO: 21362  PH  2018-10-27  1720 ED8G  59 33  PJ4K      59 09  0
QSO:  7172  PH  2018-10-27  1925 ED8G  59 33  IR4X      59 15  1
QSO: 21000  PH  2018-10-27  1926 ED8G  59 33  NK7L      59 03  0
QSO: 21000  PH  2018-10-27  1928 ED8G  59 33  N2IC      59 04  0
QSO: 21000  PH  2018-10-27  1929 ED8G  59 33  K6JAT     59 03  0
QSO: 21000  PH  2018-10-27  1929 ED8G  59 33  NA7OM     59 03  0
QSO: 21000  PH  2018-10-27  1931 ED8G  59 33  N9EF      59 04  0
QSO: 21000  PH  2018-10-27  1939 ED8G  59 33  KQ0C      59 04  0
QSO: 21000  PH  2018-10-27  1940 ED8G  59 33  AA3S      59 05  0
QSO: 21000  PH  2018-10-27  1941 ED8G  59 33  K3RSJ     59 05  0
QSO: 21000  PH  2018-10-27  1942 ED8G  59 33  K1TTT     59 05  0
QSO: 21000  PH  2018-10-27  1942 ED8G  59 33  W4AAW     59 05  0
QSO: 21000  PH  2018-10-27  1942 ED8G  59 33  KU2C      59 05  0
QSO: 21000  PH  2018-10-27  1943 ED8G  59 33  NB3I      59 05  0
QSO: 21000  PH  2018-10-27  1943 ED8G  59 33  K5GN      59 04  0
QSO: 21000  PH  2018-10-27  1943 ED8G  59 33  W3LPL     59 05  0
QSO: 21000  PH  2018-10-27  1944 ED8G  59 33  PJ4G      59 09  0
QSO: 21000  PH  2018-10-27  1944 ED8G  59 33  K7JA      59 03  0
QSO: 21000  PH  2018-10-27  1945 ED8G  59 33  KC1XX     59 05  0
QSO: 21000  PH  2018-10-27  2043 ED8G  59 33  W7ZR      59 03  0
QSO: 21000  PH  2018-10-27  2050 ED8G  59 33  WA9MSR    59 04  0
QSO: 21000  PH  2018-10-27  2059 ED8G  59 33  CO2RQ     59 08  0
QSO:  1847  PH  2018-10-27  2222 ED8G  59 33  OK7K      59 15  1
QSO:  7116  PH  2018-10-28  0806 ED8G  59 33  TM1T      59 14  1
QSO: 14000  PH  2018-10-28  0832 ED8G  59 33  EA1HTF    59 14  0
QSO: 14000  PH  2018-10-28  0846 ED8G  59 33  EC3AIT    59 14  0
QSO: 14000  PH  2018-10-28  0847 ED8G  59 33  EA2KV     59 14  0
QSO: 14000  PH  2018-10-28  0851 ED8G  59 33  IK2ULV    59 15  0
QSO: 14000  PH  2018-10-28  0938 ED8G  59 33  HB9BS     59 14  0
QSO: 14000  PH  2018-10-28  0943 ED8G  59 33  ED1S      59 14  0
QSO: 14000  PH  2018-10-28  0945 ED8G  59 33  EA1BNF    59 14  0
QSO: 14000  PH  2018-10-28  0949 ED8G  59 33  EA7JWT    59 14  0
QSO: 14000  PH  2018-10-28  0950 ED8G  59 33  EA7R      59 14  0
QSO: 14000  PH  2018-10-28  0958 ED8G  59 33  DL4VAI    59 14  0
QSO: 14000  PH  2018-10-28  0958 ED8G  59 33  EA4BT     59 14  0
QSO: 14000  PH  2018-10-28  0959 ED8G  59 33  IO3X      59 15  0
QSO: 14000  PH  2018-10-28  0959 ED8G  59 33  IZ2JCD    59 15  0
QSO: 14000  PH  2018-10-28  1000 ED8G  59 33  HB9ZZ     59 14  0
QSO: 14000  PH  2018-10-28  1001 ED8G  59 33  M0PGX     59 14  0
QSO: 14000  PH  2018-10-28  1002 ED8G  59 33  EA5IJG    59 14  0
QSO: 21000  PH  2018-10-28  1009 ED8G  59 33  F4FTA     59 14  0
QSO: 21000  PH  2018-10-28  1010 ED8G  59 33  M0SNB     59 14  0
QSO: 21000  PH  2018-10-28  1010 ED8G  59 33  OK2BRX    59 15  0
QSO: 21000  PH  2018-10-28  1011 ED8G  59 33  M0KYR     59 14  0
QSO: 21000  PH  2018-10-28  1012 ED8G  59 33  EI6GI     59 14  0
QSO: 21000  PH  2018-10-28  1012 ED8G  59 33  IZ5HQB    59 15  0
QSO: 21000  PH  2018-10-28  1013 ED8G  59 33  F5AAZ     59 14  0
QSO: 21000  PH  2018-10-28  1014 ED8G  59 33  I4VIL     59 15  0
QSO: 21000  PH  2018-10-28  1015 ED8G  59 33  DL3GBO    59 14  0
QSO: 21000  PH  2018-10-28  1016 ED8G  59 33  OK6T      59 15  0
QSO: 21000  PH  2018-10-28  1016 ED8G  59 33  F5KMY     59 14  0
QSO: 21000  PH  2018-10-28  1016 ED8G  59 33  IZ2JNN    59 15  0
QSO: 21000  PH  2018-10-28  1016 ED8G  59 33  RW3DU     59 16  0
QSO: 21000  PH  2018-10-28  1017 ED8G  59 33  IZ0AXF    59 15  0
QSO: 21000  PH  2018-10-28  1017 ED8G  59 33  M5DIK     59 14  0
QSO: 21000  PH  2018-10-28  1017 ED8G  59 33  II8T      59 15  0
QSO: 21000  PH  2018-10-28  1018 ED8G  59 33  F5KKE     59 14  0
QSO: 21000  PH  2018-10-28  1018 ED8G  59 33  UT7CR     59 16  0
QSO: 21000  PH  2018-10-28  1018 ED8G  59 33  UY1HY     59 16  0
QSO: 21000  PH  2018-10-28  1019 ED8G  59 33  EI3ENB    59 14  0
QSO: 21000  PH  2018-10-28  1020 ED8G  59 33  F/PA3DCU  59 14  0
QSO: 21000  PH  2018-10-28  1021 ED8G  59 33  IK0VWH    59 15  0
QSO: 21000  PH  2018-10-28  1021 ED8G  59 33  RV3YR     59 16  0
QSO: 21000  PH  2018-10-28  1022 ED8G  59 33  IT9ZTX    59 15  0
QSO: 21000  PH  2018-10-28  1023 ED8G  59 33  S53EO     59 15  0
QSO: 21000  PH  2018-10-28  1023 ED8G  59 33  RT6A      59 16  0
QSO: 21000  PH  2018-10-28  1024 ED8G  59 33  9A3CX     59 15  0
QSO: 21000  PH  2018-10-28  1025 ED8G  59 33  UZ2I      59 16  0
QSO: 21000  PH  2018-10-28  1026 ED8G  59 33  I4AUM     59 15  0
QSO: 21000  PH  2018-10-28  1028 ED8G  59 33  F8CRS     59 14  0
QSO: 21000  PH  2018-10-28  1028 ED8G  59 33  F6DRP     59 14  0
QSO: 21000  PH  2018-10-28  1029 ED8G  59 33  RT9L      59 17  0
QSO: 21000  PH  2018-10-28  1029 ED8G  59 33  F5DRD     59 14  0
QSO: 21000  PH  2018-10-28  1031 ED8G  59 33  G4P       59 14  0
QSO: 21000  PH  2018-10-28  1032 ED8G  59 33  DC5VU     59 14  0
QSO: 21000  PH  2018-10-28  1033 ED8G  59 33  F4HXC     59 14  0
QSO: 21000  PH  2018-10-28  1033 ED8G  59 33  DA2X      59 14  0
QSO: 21000  PH  2018-10-28  1034 ED8G  59 33  F4IAY     59 14  0
QSO: 21000  PH  2018-10-28  1035 ED8G  59 33  UA9XMC    59 17  0
QSO: 21000  PH  2018-10-28  1035 ED8G  59 33  IZ5HZO    59 15  0
QSO: 21000  PH  2018-10-28  1036 ED8G  59 33  F5MAA/P   59 14  0
QSO: 14112  PH  2018-10-28  1036 ED8G  59 33  4M1K      59 09  1
QSO: 21000  PH  2018-10-28  1037 ED8G  59 33  G8GHD     59 14  0
QSO: 21000  PH  2018-10-28  1037 ED8G  59 33  F4HXJ     59 14  0
QSO: 21000  PH  2018-10-28  1038 ED8G  59 33  DL1ATL    59 14  0
QSO: 14114  PH  2018-10-28  1038 ED8G  59 33  8K5P      59 25  1
QSO: 21000  PH  2018-10-28  1040 ED8G  59 33  F5KSE     59 14  0
QSO: 21000  PH  2018-10-28  1040 ED8G  59 33  IZ5NFD    59 15  0
QSO: 21000  PH  2018-10-28  1041 ED8G  59 33  ON6FC     59 14  0
QSO: 21000  PH  2018-10-28  1041 ED8G  59 33  9H3HZ     59 15  0
QSO: 21000  PH  2018-10-28  1041 ED8G  59 33  YO2LEA    59 20  0
QSO: 21000  PH  2018-10-28  1042 ED8G  59 33  UN5GX     59 17  0
QSO: 21000  PH  2018-10-28  1042 ED8G  59 33  IZ2BHQ    59 15  0
QSO: 21000  PH  2018-10-28  1043 ED8G  59 33  DL1NEO    59 14  0
QSO: 14148  PH  2018-10-28  1045 ED8G  59 33  RL5A      59 16  1
QSO: 21000  PH  2018-10-28  1045 ED8G  59 33  DL9GS     59 14  0
QSO: 21000  PH  2018-10-28  1046 ED8G  59 33  RN4NF     59 16  0
QSO: 21000  PH  2018-10-28  1046 ED8G  59 33  IZ8FFA    59 15  0
QSO: 21000  PH  2018-10-28  1048 ED8G  59 33  S57Q      59 15  0
QSO: 21000  PH  2018-10-28  1049 ED8G  59 33  IW2NRI    59 15  0
QSO: 21000  PH  2018-10-28  1051 ED8G  59 33  M0IHT     59 14  0
QSO: 21000  PH  2018-10-28  1052 ED8G  59 33  SP7C      59 15  0
QSO: 21000  PH  2018-10-28  1052 ED8G  59 33  DO3ME     59 14  0
QSO: 21000  PH  2018-10-28  1053 ED8G  59 33  GD3YUM    59 14  0
QSO: 21000  PH  2018-10-28  1053 ED8G  59 33  RO9A      59 17  0
QSO: 21000  PH  2018-10-28  1054 ED8G  59 33  G4DCF     59 14  0
QSO: 21000  PH  2018-10-28  1054 ED8G  59 33  IR4M      59 15  0
QSO: 21000  PH  2018-10-28  1054 ED8G  59 33  DO9SR     59 14  0
QSO: 21000  PH  2018-10-28  1055 ED8G  59 33  UA4M      59 16  0
QSO: 21000  PH  2018-10-28  1055 ED8G  59 33  MI0DWE    59 14  0
QSO: 21000  PH  2018-10-28  1056 ED8G  59 33  DQ5M      59 14  0
QSO: 14205  PH  2018-10-28  1056 ED8G  59 33  D4C       59 35  1
QSO: 21000  PH  2018-10-28  1058 ED8G  59 33  DL0ESA    59 14  0
QSO: 21000  PH  2018-10-28  1058 ED8G  59 33  F5PAL     59 14  0
QSO: 21000  PH  2018-10-28  1059 ED8G  59 33  F1UVN     59 14  0
QSO: 21000  PH  2018-10-28  1059 ED8G  59 33  IR6T      59 15  0
QSO: 21000  PH  2018-10-28  1100 ED8G  59 33  HB3YXD    59 14  0
QSO: 21000  PH  2018-10-28  1101 ED8G  59 33  F4ETG     59 14  0
QSO: 21000  PH  2018-10-28  1101 ED8G  59 33  DL4LAM    59 14  0
QSO: 21000  PH  2018-10-28  1101 ED8G  59 33  OQ4Q      59 14  0
QSO: 14248  PH  2018-10-28  1102 ED8G  59 33  NP4AW     59 08  1
QSO: 21000  PH  2018-10-28  1103 ED8G  59 33  G4BYY     59 14  0
QSO: 21000  PH  2018-10-28  1103 ED8G  59 33  DR5N      59 14  0
QSO: 21000  PH  2018-10-28  1104 ED8G  59 33  F4GOT     59 14  0
QSO: 21000  PH  2018-10-28  1104 ED8G  59 33  F4DBD     59 14  0
QSO: 21000  PH  2018-10-28  1104 ED8G  59 33  F4HTA     59 14  0
QSO: 21000  PH  2018-10-28  1105 ED8G  59 33  IK2OFS    59 15  0
QSO: 21000  PH  2018-10-28  1106 ED8G  59 33  DL0RD     59 14  0
QSO: 21000  PH  2018-10-28  1107 ED8G  59 33  M0MCV     59 14  0
QSO: 14280  PH  2018-10-28  1107 ED8G  59 33  KU2C      59 05  1
QSO: 21000  PH  2018-10-28  1107 ED8G  59 33  M0REG     59 14  0
QSO: 21000  PH  2018-10-28  1108 ED8G  59 33  PA3ACA    59 14  0
QSO: 21000  PH  2018-10-28  1109 ED8G  59 33  M8C       59 14  0
QSO: 21000  PH  2018-10-28  1109 ED8G  59 33  IK1JJM    59 15  0
QSO: 21000  PH  2018-10-28  1110 ED8G  59 33  M4A       59 14  0
QSO: 21000  PH  2018-10-28  1111 ED8G  59 33  IR1X      59 15  0
QSO: 21000  PH  2018-10-28  1112 ED8G  59 33  RZ6BR     59 16  0
QSO: 21000  PH  2018-10-28  1113 ED8G  59 33  DG7JB     59 14  0
QSO: 21000  PH  2018-10-28  1114 ED8G  59 33  M6T       59 14  0
QSO: 21000  PH  2018-10-28  1116 ED8G  59 33  G4NBS     59 14  0
QSO: 21000  PH  2018-10-28  1117 ED8G  59 33  G4FKA     59 14  0
QSO: 21000  PH  2018-10-28  1117 ED8G  59 33  F6GEU     59 14  0
QSO: 21000  PH  2018-10-28  1119 ED8G  59 33  M0KOX     59 14  0
QSO: 21000  PH  2018-10-28  1119 ED8G  59 33  DL6DH     59 14  0
QSO: 21000  PH  2018-10-28  1120 ED8G  59 33  EE3X      59 14  0
QSO: 21000  PH  2018-10-28  1120 ED8G  59 33  MW2I      59 14  0
QSO: 21000  PH  2018-10-28  1121 ED8G  59 33  M0ZVB     59 14  0
