START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: VK2RSG
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 852550
NAME: Fisher's Ghost Amateur Radio Club
OPERATORS: VK2PR VK2KDP VK2ND VK2RSG
CLUB: Fisher's Ghost Amateur Radio Club
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.7300.0
QSO: 21256 PH 2018-10-27 0001 VK2RSG        59  30     K2PO          59  03     0
QSO: 21247 PH 2018-10-27 0015 VK2RSG        59  30     K7VAP         59  03     0
QSO: 21247 PH 2018-10-27 0015 VK2RSG        59  30     K7SS          59  03     0
QSO: 21247 PH 2018-10-27 0015 VK2RSG        59  30     K7JP          59  03     0
QSO: 21247 PH 2018-10-27 0016 VK2RSG        59  30     W0AIH         59  04     0
QSO: 21247 PH 2018-10-27 0018 VK2RSG        59  30     VK5PAS        59  30     0
QSO: 21247 PH 2018-10-27 0022 VK2RSG        59  30     W7OM          59  03     0
QSO: 21247 PH 2018-10-27 0023 VK2RSG        59  30     W7TJ          59  03     0
QSO: 21247 PH 2018-10-27 0023 VK2RSG        59  30     AI5SF         59  04     0
QSO: 21247 PH 2018-10-27 0024 VK2RSG        59  30     K3LR          59  05     0
QSO: 21247 PH 2018-10-27 0025 VK2RSG        59  30     WB9Z          59  04     0
QSO: 21247 PH 2018-10-27 0025 VK2RSG        59  30     N4PN          59  05     0
QSO: 21247 PH 2018-10-27 0026 VK2RSG        59  30     VK5IR         59  30     0
QSO: 21247 PH 2018-10-27 0026 VK2RSG        59  30     WA7OYY        59  03     0
QSO: 21247 PH 2018-10-27 0027 VK2RSG        59  30     WA7AT         59  03     0
QSO: 21247 PH 2018-10-27 0029 VK2RSG        59  30     N0MA          59  04     0
