START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: K5ZD
LOCATION: WMA
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 3120862
NAME: Randy Thompson
OPERATORS: K5ZD
CLUB: Yankee Clipper Contest Club
CERTIFICATE: NO
CREATED-BY: WriteLog V12.33H
SOAPBOX: Red Sox going 18 innings definitely reduced my operating time!
QSO:  7184 PH 2018-10-27 0107 K5ZD           59     05 DF0HQ          59     14
QSO:  7185 PH 2018-10-27 0107 K5ZD           59     05 E7DX           59     15
QSO:  7185 PH 2018-10-27 0107 K5ZD           59     05 IQ4FA          59     15
QSO:  7187 PH 2018-10-27 0108 K5ZD           59     05 9A7A           59     15
QSO:  7192 PH 2018-10-27 0109 K5ZD           59     05 9K2HN          59     21
QSO:  7191 PH 2018-10-27 0109 K5ZD           59     05 EF8R           59     33
QSO:  7195 PH 2018-10-27 0110 K5ZD           59     05 LZ5K           59     20
QSO:  7197 PH 2018-10-27 0110 K5ZD           59     05 EI9E           59     14
QSO:  7199 PH 2018-10-27 0111 K5ZD           59     05 YT1HA          59     15
QSO:  7200 PH 2018-10-27 0111 K5ZD           59     05 IR6T           59     15
QSO:  7203 PH 2018-10-27 0112 K5ZD           59     05 PY9GC          59     11
QSO:  7210 PH 2018-10-27 0113 K5ZD           59     05 ZF9CW          59      8
QSO:  7213 PH 2018-10-27 0113 K5ZD           59     05 P40L           59      9
QSO:  7225 PH 2018-10-27 0114 K5ZD           59     05 TO1J           59      8
QSO:  7237 PH 2018-10-27 0114 K5ZD           59     05 8P5A           59      8
QSO:  7247 PH 2018-10-27 0115 K5ZD           59     05 VA4HZ          59      4
QSO:  7205 PH 2018-10-27 0115 K5ZD           59     05 YV4GAC         59      9
QSO:  7189 PH 2018-10-27 0117 K5ZD           59     05 LZ5R           59     20
QSO:  7180 PH 2018-10-27 0118 K5ZD           59     05 ED3M           59     14
QSO:  7176 PH 2018-10-27 0119 K5ZD           59     05 ES9C           59     15
QSO:  7173 PH 2018-10-27 0120 K5ZD           59     05 GD9W           59     14
QSO:  7172 PH 2018-10-27 0121 K5ZD           59     05 EE7P           59     14
QSO:  7165 PH 2018-10-27 0122 K5ZD           59     05 F1DHX          59     14
QSO:  7161 PH 2018-10-27 0124 K5ZD           59     05 EW6W           59     16
QSO:  7160 PH 2018-10-27 0124 K5ZD           59     05 HG6N           59     15
QSO:  7155 PH 2018-10-27 0126 K5ZD           59     05 CN2CO          59     33
QSO:  7152 PH 2018-10-27 0127 K5ZD           59     05 ED8W           59     33
QSO:  7150 PH 2018-10-27 0128 K5ZD           59     05 IK3ZAQ         59     15
QSO:  7142 PH 2018-10-27 0129 K5ZD           59     05 P40T           59      9
QSO:  7141 PH 2018-10-27 0129 K5ZD           59     05 D4C            59     35
QSO:  7140 PH 2018-10-27 0130 K5ZD           59     05 CR5E           59     14
QSO:  7134 PH 2018-10-27 0130 K5ZD           59     05 UW2M           59     16
QSO:  7130 PH 2018-10-27 0131 K5ZD           59     05 S50C           59     15
QSO:  7272 PH 2018-10-27 0133 K5ZD           59     05 DR1A           59     14
QSO:  7205 PH 2018-10-27 0135 K5ZD           59     05 KP3Z           59      8
QSO:  7215 PH 2018-10-27 0135 K5ZD           59     05 KP2M           59      8
QSO:  7218 PH 2018-10-27 0136 K5ZD           59     05 IO3T           59     15
QSO:  3799 PH 2018-10-27 0138 K5ZD           59     05 DF0HQ          59     14
QSO:  3796 PH 2018-10-27 0140 K5ZD           59     05 LZ9W           59     20
QSO:  3792 PH 2018-10-27 0140 K5ZD           59     05 9A5Y           59     15
QSO:  3790 PH 2018-10-27 0141 K5ZD           59     05 M6T            59     14
QSO:  3779 PH 2018-10-27 0142 K5ZD           59     05 VO1GRC         59      5
QSO:  3770 PH 2018-10-27 0143 K5ZD           59     05 UW7LL          59     16
QSO:  3763 PH 2018-10-27 0144 K5ZD           59     05 V26B           59      8
QSO:  3758 PH 2018-10-27 0145 K5ZD           59     05 VE2GSO         59      5
QSO:  3755 PH 2018-10-27 0145 K5ZD           59     05 CN3A           59     33
QSO:  3724 PH 2018-10-27 0148 K5ZD           59     05 OM2VL          59     15
QSO:  3714 PH 2018-10-27 0150 K5ZD           59     05 CF3A           59      4
QSO:  3712 PH 2018-10-27 0151 K5ZD           59     05 EA6FO          59     14
QSO:  3709 PH 2018-10-27 0151 K5ZD           59     05 OS8A           59     14
QSO:  3698 PH 2018-10-27 0153 K5ZD           59     05 KP2M           59      8
QSO:  3695 PH 2018-10-27 0154 K5ZD           59     05 ZF1A           59      8
QSO:  3693 PH 2018-10-27 0154 K5ZD           59     05 PA9M           59     14
QSO:  3689 PH 2018-10-27 0155 K5ZD           59     05 SQ2PHG         59     15
QSO:  3686 PH 2018-10-27 0155 K5ZD           59     05 HB9H           59     14
QSO:  3683 PH 2018-10-27 0156 K5ZD           59     05 S53M           59     15
QSO:  3680 PH 2018-10-27 0156 K5ZD           59     05 OL9R           59     15
QSO:  3678 PH 2018-10-27 0157 K5ZD           59     05 HB9EOU         59     14
QSO:  3674 PH 2018-10-27 0158 K5ZD           59     05 TF3T           59     40
QSO:  3665 PH 2018-10-27 0158 K5ZD           59     05 CR2L           59     14
QSO:  3648 PH 2018-10-27 0200 K5ZD           59     05 OQ5M           59     14
QSO:  3627 PH 2018-10-27 0203 K5ZD           59     05 SK7K           59     14
QSO:  3619 PH 2018-10-27 0203 K5ZD           59     05 PA3AAV         59     14
QSO:  3617 PH 2018-10-27 0204 K5ZD           59     05 US5D           59     16
QSO:  3612 PH 2018-10-27 0205 K5ZD           59     05 DL1MGB         59     14
QSO:  3610 PH 2018-10-27 0206 K5ZD           59     05 LA4C           59     14
QSO:  3788 PH 2018-10-27 0208 K5ZD           59     05 HG6N           59     15
QSO:  3781 PH 2018-10-27 0209 K5ZD           59     05 SN8B           59     15
QSO:  3777 PH 2018-10-27 0209 K5ZD           59     05 FM5DN          59      8
QSO:  3820 PH 2018-10-27 0210 K5ZD           59     05 TM3R           59     14
QSO:  1823 PH 2018-10-27 0211 K5ZD           59     05 VA3AC          59      4
QSO:  1838 PH 2018-10-27 0212 K5ZD           59     05 NP2J           59      8
QSO:  1855 PH 2018-10-27 0213 K5ZD           59     05 VE3EJ          59      4
QSO:  1857 PH 2018-10-27 0214 K5ZD           59     05 OK7K           59     15
QSO:  1858 PH 2018-10-27 0214 K5ZD           59     05 VA3WW          59      4
QSO:  1871 PH 2018-10-27 0215 K5ZD           59     05 VE2GSO         59      5
QSO:  1882 PH 2018-10-27 0216 K5ZD           59     05 K4AJA/VP9      59      5
QSO:  1898 PH 2018-10-27 0216 K5ZD           59     05 UR5AS          59     16
QSO:  1845 PH 2018-10-27 0222 K5ZD           59     05 LZ9W           59     20
QSO:  1835 PH 2018-10-27 0222 K5ZD           59     05 VE3MGY         59      4
QSO:  1823 PH 2018-10-27 0223 K5ZD           59     05 VA2WA          59      5
QSO:  1860 PH 2018-10-27 0227 K5ZD           59     05 K3LR           59      5
QSO:  1852 PH 2018-10-27 0734 K5ZD           59     05 VE3MIS         59      4
QSO:  3789 PH 2018-10-27 0736 K5ZD           59     05 CT9/OM2KW      59     33
QSO:  3788 PH 2018-10-27 0736 K5ZD           59     05 ZX5J           59     11
QSO:  3781 PH 2018-10-27 0737 K5ZD           59     05 PZ5K           59      9
QSO:  3777 PH 2018-10-27 0737 K5ZD           59     05 ZW5B           59     11
QSO:  3751 PH 2018-10-27 0738 K5ZD           59     05 HK6P           59      9
QSO:  3746 PH 2018-10-27 0738 K5ZD           59     05 PJ2T           59      9
QSO:  3743 PH 2018-10-27 0739 K5ZD           59     05 VE2BWL         59      5
QSO:  3740 PH 2018-10-27 0740 K5ZD           59     05 VP9I           59      5
QSO:  3736 PH 2018-10-27 0740 K5ZD           59     05 ZF9CW          59      8
QSO:  3734 PH 2018-10-27 0740 K5ZD           59     05 D4C            59     35
QSO:  3666 PH 2018-10-27 0741 K5ZD           59     05 VE3JM          59      4
QSO:  3790 PH 2018-10-27 0743 K5ZD           59     05 8P5A           59      8
QSO:  7150 PH 2018-10-27 0745 K5ZD           59     05 YY2HCM         59      9
QSO:  7153 PH 2018-10-27 0745 K5ZD           59     05 OA4O           59     10
QSO:  7163 PH 2018-10-27 0746 K5ZD           59     05 T42T           59      8
QSO:  7162 PH 2018-10-27 0747 K5ZD           59     05 LU8YE          59     13
QSO:  7167 PH 2018-10-27 0747 K5ZD           59     05 HI3LT          59      8
QSO:  7171 PH 2018-10-27 0748 K5ZD           59     05 VP2MDG         59      8
QSO:  7174 PH 2018-10-27 0748 K5ZD           59     05 ZM4T           59     32
QSO:  7176 PH 2018-10-27 0749 K5ZD           59     05 NH7A           59     31
QSO:  7180 PH 2018-10-27 0749 K5ZD           59     05 CB1H           59     12
QSO:  7183 PH 2018-10-27 0750 K5ZD           59     05 NP2P           59      8
QSO:  7190 PH 2018-10-27 0750 K5ZD           59     05 PJ2T           59      9
QSO:  7193 PH 2018-10-27 0750 K5ZD           59     05 ZP6A           59     11
QSO:  7201 PH 2018-10-27 0751 K5ZD           59     05 ZY2A           59     11
QSO:  7203 PH 2018-10-27 0752 K5ZD           59     05 ZL1RQ          59     32
QSO:  7205 PH 2018-10-27 0752 K5ZD           59     05 PZ5K           59      9
QSO:  7206 PH 2018-10-27 0753 K5ZD           59     05 CE3CT          59     12
QSO:  7212 PH 2018-10-27 0754 K5ZD           59     05 VK3GK          59     30
QSO:  7210 PH 2018-10-27 0754 K5ZD           59     05 ZW5B           59     11
QSO:  7213 PH 2018-10-27 0754 K5ZD           59     05 PQ5B           59     11
QSO:  7216 PH 2018-10-27 0755 K5ZD           59     05 PJ4Q           59      9
QSO:  7219 PH 2018-10-27 0755 K5ZD           59     05 PJ4G           59      9
QSO:  7228 PH 2018-10-27 0756 K5ZD           59     05 LU2DD          59     13
QSO:  7197 PH 2018-10-27 0756 K5ZD           59     05 ZF1A           59      8
QSO:  7166 PH 2018-10-27 0759 K5ZD           59     05 9Y4W           59      9
QSO:  7160 PH 2018-10-27 0759 K5ZD           59     05 4M8E           59      9
QSO:  7233 PH 2018-10-27 0801 K5ZD           59     05 V26B           59      8
QSO:  1842 PH 2018-10-27 0803 K5ZD           59     05 VP2MDG         59      8
QSO:  1860 PH 2018-10-27 0806 K5ZD           59     05 VE2BWL         59      5
QSO:  1847 PH 2018-10-27 0807 K5ZD           59     05 TO1J           59      8
QSO:  1852 PH 2018-10-27 0812 K5ZD           59     05 PJ2T           59      9
QSO:  3782 PH 2018-10-27 0814 K5ZD           59     05 XE2T           59      6
QSO:  3769 PH 2018-10-27 0815 K5ZD           59     05 VE3EJ          59      4
QSO:  3764 PH 2018-10-27 0815 K5ZD           59     05 P40W           59      9
QSO:  3756 PH 2018-10-27 0816 K5ZD           59     05 FY5KE          59      9
QSO:  3722 PH 2018-10-27 0818 K5ZD           59     05 K4AJA/VP9      59      5
QSO:  3766 PH 2018-10-27 0820 K5ZD           59     05 YW5DX          59      9
QSO:  3767 PH 2018-10-27 0820 K5ZD           59     05 YV4YC          59      9
QSO:  3771 PH 2018-10-27 0821 K5ZD           59     05 9Y4W           59      9
QSO: 14151 PH 2018-10-27 0824 K5ZD           59     05 K3LR           59      5
QSO:  7133 PH 2018-10-27 0825 K5ZD           59     05 N6RV           59      3
QSO:  7188 PH 2018-10-27 0827 K5ZD           59     05 VK4KW          59     30
QSO:  7214 PH 2018-10-27 0828 K5ZD           59     05 VK2RSG         59     30
QSO:  7158 PH 2018-10-27 0834 K5ZD           59     05 CQ8M           59     14
QSO:  7168 PH 2018-10-27 0835 K5ZD           59     05 CR5T           59     14
QSO:  7175 PH 2018-10-27 0836 K5ZD           59     05 F4DVX          59     14
QSO:  1841 PH 2018-10-27 0838 K5ZD           59     05 V26B           59      8
QSO:  1850 PH 2018-10-27 1028 K5ZD           59     05 VE6SV          59      4
QSO:  3796 PH 2018-10-27 1030 K5ZD           59     05 K7RL           59      3
QSO:  3779 PH 2018-10-27 1030 K5ZD           59     05 VA3DF          59      4
QSO:  3761 PH 2018-10-27 1032 K5ZD           59     05 KH6J           59     31
QSO:  3749 PH 2018-10-27 1032 K5ZD           59     05 VC3M           59      4
QSO:  3725 PH 2018-10-27 1033 K5ZD           59     05 VE3MGY         59      4
QSO:  3715 PH 2018-10-27 1033 K5ZD           59     05 VC3R           59      4
QSO:  3710 PH 2018-10-27 1034 K5ZD           59     05 V3A            59      7
QSO:  3708 PH 2018-10-27 1034 K5ZD           59     05 VE3MIS         59      4
QSO:  3790 PH 2018-10-27 1036 K5ZD           59     05 PJ4G           59      9
QSO:  7136 PH 2018-10-27 1038 K5ZD           59     05 KH6J           59     31
QSO:  7144 PH 2018-10-27 1039 K5ZD           59     05 XE2T           59      6
QSO:  7157 PH 2018-10-27 1041 K5ZD           59     05 4M6R           59      9
QSO:  7193 PH 2018-10-27 1043 K5ZD           59     05 VP9I           59      5
QSO:  7205 PH 2018-10-27 1044 K5ZD           59     05 KH7XS          59     31
QSO:  7213 PH 2018-10-27 1045 K5ZD           59     05 VP5W           59      8
QSO:  7215 PH 2018-10-27 1047 K5ZD           59     05 YY2WTF         59      9
QSO:  7239 PH 2018-10-27 1048 K5ZD           59     05 KH6TU          59     31
QSO:  7249 PH 2018-10-27 1049 K5ZD           59     05 VK2BCQ         59     30
QSO:  7243 PH 2018-10-27 1050 K5ZD           59     05 VK7GN          59     30
QSO:  7236 PH 2018-10-27 1050 K5ZD           59     05 VE3JM          59      4
QSO: 14176 PH 2018-10-27 1053 K5ZD           59     05 LZ9W           59     20
QSO: 14182 PH 2018-10-27 1053 K5ZD           59     05 EA5ON          59     14
QSO: 14196 PH 2018-10-27 1056 K5ZD           59     05 DP6T           59     14
QSO: 14200 PH 2018-10-27 1056 K5ZD           59     05 ED7R           59     14
QSO: 14218 PH 2018-10-27 1057 K5ZD           59     05 IB9A           59     15
QSO: 14226 PH 2018-10-27 1058 K5ZD           59     05 S51A           59     15
QSO: 14234 PH 2018-10-27 1100 K5ZD           59     05 IR4M           59     15
QSO: 14238 PH 2018-10-27 1101 K5ZD           59     05 IW1CHX         59     15
QSO: 14238 PH 2018-10-27 1101 K5ZD           59     05 F/G4KIU        59     14
QSO: 14238 PH 2018-10-27 1101 K5ZD           59     05 IR2L           59     15
QSO: 14238 PH 2018-10-27 1102 K5ZD           59     05 DK3YD          59     14
QSO: 14240 PH 2018-10-27 1104 K5ZD           59     05 FY5KE          59      9
QSO: 14243 PH 2018-10-27 1104 K5ZD           59     05 C37NL          59     14
QSO: 14245 PH 2018-10-27 1105 K5ZD           59     05 TM6M           59     14
QSO: 14247 PH 2018-10-27 1105 K5ZD           59     05 EC4DX          59     14
QSO: 14251 PH 2018-10-27 1106 K5ZD           59     05 EA9KB          59     33
QSO: 14254 PH 2018-10-27 1107 K5ZD           59     05 EI7M           59     14
QSO: 14258 PH 2018-10-27 1107 K5ZD           59     05 9A7A           59     15
QSO: 14272 PH 2018-10-27 1108 K5ZD           59     05 S52OT          59     15
QSO: 14274 PH 2018-10-27 1108 K5ZD           59     05 TM4L           59     14
QSO: 14275 PH 2018-10-27 1109 K5ZD           59     05 C31LK          59     14
QSO: 14275 PH 2018-10-27 1109 K5ZD           59     05 OE5XRL         59     15
QSO: 14277 PH 2018-10-27 1109 K5ZD           59     05 OM2Y           59     15
QSO: 14279 PH 2018-10-27 1109 K5ZD           59     05 S50G           59     15
QSO: 14281 PH 2018-10-27 1110 K5ZD           59     05 E7DX           59     15
QSO: 14282 PH 2018-10-27 1110 K5ZD           59     05 9A2T           59     15
QSO: 14287 PH 2018-10-27 1110 K5ZD           59     05 OG60F          59     15
QSO: 14297 PH 2018-10-27 1112 K5ZD           59     05 S57DX          59     15
QSO: 14301 PH 2018-10-27 1112 K5ZD           59     05 EE5T           59     14
QSO: 14306 PH 2018-10-27 1113 K5ZD           59     05 DL2ARD         59     14
QSO: 14310 PH 2018-10-27 1113 K5ZD           59     05 SN8B           59     15
QSO: 14312 PH 2018-10-27 1114 K5ZD           59     05 S50C           59     15
QSO: 14315 PH 2018-10-27 1114 K5ZD           59     05 OL7T           59     15
QSO: 14320 PH 2018-10-27 1114 K5ZD           59     05 SN2B           59     15
QSO: 14322 PH 2018-10-27 1115 K5ZD           59     05 HG6N           59     15
QSO: 14324 PH 2018-10-27 1115 K5ZD           59     05 OK2D           59     15
QSO: 14327 PH 2018-10-27 1115 K5ZD           59     05 LX7I           59     14
QSO: 14329 PH 2018-10-27 1115 K5ZD           59     05 S53M           59     15
QSO: 14331 PH 2018-10-27 1116 K5ZD           59     05 S50K           59     15
QSO: 14335 PH 2018-10-27 1116 K5ZD           59     05 YT1X           59     15
QSO: 14342 PH 2018-10-27 1116 K5ZD           59     05 OL0M           59     15
QSO: 14345 PH 2018-10-27 1117 K5ZD           59     05 NP2P           59      8
QSO: 14347 PH 2018-10-27 1117 K5ZD           59     05 G2F            59     14
QSO: 14155 PH 2018-10-27 1118 K5ZD           59     05 CT9ABO         59     33
QSO: 14159 PH 2018-10-27 1118 K5ZD           59     05 VP5W           59      8
QSO: 14163 PH 2018-10-27 1118 K5ZD           59     05 LY2K           59     15
QSO: 14172 PH 2018-10-27 1120 K5ZD           59     05 EA8DEG         59     33
QSO: 14172 PH 2018-10-27 1121 K5ZD           59     05 IZ3NVR         59     15
QSO: 14172 PH 2018-10-27 1121 K5ZD           59     05 OK1TD          59     15
QSO: 14172 PH 2018-10-27 1121 K5ZD           59     05 DL9FBF         59     14
QSO: 14172 PH 2018-10-27 1123 K5ZD           59     05 IW4CLJ         59     15
QSO: 14172 PH 2018-10-27 1123 K5ZD           59     05 EA5IJG         59     14
QSO: 14172 PH 2018-10-27 1123 K5ZD           59     05 SP1NY          59     15
QSO: 14172 PH 2018-10-27 1123 K5ZD           59     05 PA3AAV         59     14
QSO: 14172 PH 2018-10-27 1124 K5ZD           59     05 IW0BMC         59     15
QSO: 14172 PH 2018-10-27 1124 K5ZD           59     05 EA5DFV         59     14
QSO: 14172 PH 2018-10-27 1124 K5ZD           59     05 IK4LZH         59     15
QSO: 14172 PH 2018-10-27 1124 K5ZD           59     05 OZ3ABU         59     14
QSO: 14172 PH 2018-10-27 1125 K5ZD           59     05 F6BNX          59     14
QSO: 14172 PH 2018-10-27 1125 K5ZD           59     05 TM5L           59     14
QSO: 14172 PH 2018-10-27 1125 K5ZD           59     05 G8DX           59     14
QSO: 14172 PH 2018-10-27 1125 K5ZD           59     05 UX0LL          59     16
QSO: 14172 PH 2018-10-27 1125 K5ZD           59     05 IK2XDE         59     15
QSO: 14172 PH 2018-10-27 1125 K5ZD           59     05 UR2Y           59     16
QSO: 14172 PH 2018-10-27 1126 K5ZD           59     05 UW0K           59     16
QSO: 14172 PH 2018-10-27 1126 K5ZD           59     05 SO7O           59     15
QSO: 14172 PH 2018-10-27 1126 K5ZD           59     05 RM2D           59     16
QSO: 14172 PH 2018-10-27 1127 K5ZD           59     05 SV5DKL         59     20
QSO: 14172 PH 2018-10-27 1127 K5ZD           59     05 IZ6OUX         59     15
QSO: 14172 PH 2018-10-27 1127 K5ZD           59     05 HB9ZZ          59     14
QSO: 14172 PH 2018-10-27 1127 K5ZD           59     05 OZ4MU          59     14
QSO: 14172 PH 2018-10-27 1127 K5ZD           59     05 UA4M           59     16
QSO: 14172 PH 2018-10-27 1128 K5ZD           59     05 DL2SER         59     14
QSO: 14172 PH 2018-10-27 1128 K5ZD           59     05 T42T           59      8
QSO: 14172 PH 2018-10-27 1128 K5ZD           59     05 DL4LAM         59     14
QSO: 14172 PH 2018-10-27 1128 K5ZD           59     05 SQ5AAG         59     15
QSO: 14172 PH 2018-10-27 1129 K5ZD           59     05 EI8GS          59     14
QSO: 14172 PH 2018-10-27 1129 K5ZD           59     05 UX9Q           59     16
QSO: 14172 PH 2018-10-27 1129 K5ZD           59     05 F4FEP          59     14
QSO: 14172 PH 2018-10-27 1129 K5ZD           59     05 F1GRH          59     14
QSO: 14172 PH 2018-10-27 1130 K5ZD           59     05 EA4TX          59     14
QSO: 14172 PH 2018-10-27 1130 K5ZD           59     05 SP2KPD         59     15
QSO: 14172 PH 2018-10-27 1130 K5ZD           59     05 UT3RS          59     16
QSO: 14172 PH 2018-10-27 1130 K5ZD           59     05 DL5GAC         59     14
QSO: 14172 PH 2018-10-27 1131 K5ZD           59     05 MI0AYR         59     14
QSO: 14172 PH 2018-10-27 1131 K5ZD           59     05 ON9COP         59     14
QSO: 14172 PH 2018-10-27 1131 K5ZD           59     05 DL1NKS         59     14
QSO: 14172 PH 2018-10-27 1131 K5ZD           59     05 UC6K           59     16
QSO: 14172 PH 2018-10-27 1132 K5ZD           59     05 OH1RX          59     15
QSO: 14172 PH 2018-10-27 1132 K5ZD           59     05 SP3A           59     15
QSO: 14172 PH 2018-10-27 1132 K5ZD           59     05 RA3BL          59     16
QSO: 14172 PH 2018-10-27 1132 K5ZD           59     05 HA9A           59     15
QSO: 14172 PH 2018-10-27 1132 K5ZD           59     05 ON6LR          59     14
QSO: 14172 PH 2018-10-27 1133 K5ZD           59     05 RU5TT          59     16
QSO: 14172 PH 2018-10-27 1133 K5ZD           59     05 RO2E           59     16
QSO: 14172 PH 2018-10-27 1133 K5ZD           59     05 P33W           59     20
QSO: 14172 PH 2018-10-27 1133 K5ZD           59     05 SO100N         59     15
QSO: 14172 PH 2018-10-27 1134 K5ZD           59     05 DM5Z           59     14
QSO: 14172 PH 2018-10-27 1134 K5ZD           59     05 IR4X           59     15
QSO: 14172 PH 2018-10-27 1134 K5ZD           59     05 KA1YQC         59      5
QSO: 14172 PH 2018-10-27 1134 K5ZD           59     05 ON4AT          59     14
QSO: 14172 PH 2018-10-27 1134 K5ZD           59     05 PA3EVY         59     14
QSO: 14172 PH 2018-10-27 1135 K5ZD           59     05 SP6DVP         59     15
QSO: 14172 PH 2018-10-27 1135 K5ZD           59     05 OK1K           59     15
QSO: 14172 PH 2018-10-27 1135 K5ZD           59     05 OK1JBL         59     15
QSO: 14172 PH 2018-10-27 1135 K5ZD           59     05 SQ5LTT         59     15
QSO: 14172 PH 2018-10-27 1136 K5ZD           59     05 RZ3Z           59     16
QSO: 14172 PH 2018-10-27 1136 K5ZD           59     05 N1JAO          59      5
QSO: 14172 PH 2018-10-27 1136 K5ZD           59     05 DK0SB          59     14
