START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: WA7LNW
LOCATION: UT
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 165804
NAME: Jack Reed
OPERATORS: WA7LNW
CLUB: Arizona Outlaws Contest Club
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.7300.0
SOAPBOX: Nice conditions after summer dry spell....however, I found myself
SOAPBOX: having to operate S&P the entire contest.  Surprised by a nice opening
SOAPBOX: to middle east and my first contact with Palestine, E44WE.
QSO:  3783 PH 2018-10-28 0647 WA7LNW        59  3      ZF1A          59  08
QSO:  3790 PH 2018-10-28 0651 WA7LNW        59  3      VP6D          59  32
QSO:  7090 PH 2018-10-28 1323 WA7LNW        59  3      VP6D          59  32
QSO:  7194 PH 2018-10-28 1325 WA7LNW        59  3      JA3YBK        59  25
QSO:  7189 PH 2018-10-28 1325 WA7LNW        59  3      JH4UYB        59  25
QSO:  7156 PH 2018-10-28 1330 WA7LNW        59  3      JA7ZFN        59  25
QSO:  7151 PH 2018-10-28 1334 WA7LNW        59  3      RT0F          59  19
QSO:  7160 PH 2018-10-28 1335 WA7LNW        59  3      RT0C          59  19
QSO:  7174 PH 2018-10-28 1336 WA7LNW        59  3      JR2GRX        59  25
QSO:  7184 PH 2018-10-28 1338 WA7LNW        59  3      VE7NY         59  03
QSO:  7198 PH 2018-10-28 1338 WA7LNW        59  3      JA7YRR        59  25
QSO:  7203 PH 2018-10-28 1339 WA7LNW        59  3      VE6AO         59  04
QSO: 14340 PH 2018-10-28 1353 WA7LNW        59  3      S57DX         59  15
QSO: 14265 PH 2018-10-28 1355 WA7LNW        59  3      YU5R          59  15
QSO: 14230 PH 2018-10-28 1355 WA7LNW        59  3      LY2MM         59  15
QSO: 14277 PH 2018-10-28 1359 WA7LNW        59  3      HB2U          59  14
QSO: 14164 PH 2018-10-28 1404 WA7LNW        59  3      LZ5R          59  20
QSO: 14314 PH 2018-10-28 1407 WA7LNW        59  3      RT6A          59  16
QSO: 14321 PH 2018-10-28 1408 WA7LNW        59  3      TM0T          59  14
QSO: 14329 PH 2018-10-28 1408 WA7LNW        59  3      OL0M          59  15
QSO: 14320 PH 2018-10-28 1411 WA7LNW        59  3      EI7M          59  14
QSO: 14268 PH 2018-10-28 1412 WA7LNW        59  3      SN7H          59  15
QSO: 14323 PH 2018-10-28 1415 WA7LNW        59  3      OH0V          59  15
QSO: 14155 PH 2018-10-28 1418 WA7LNW        59  3      IK6QON        59  15
QSO: 14229 PH 2018-10-28 1418 WA7LNW        59  3      OM100CSR      59  15
QSO: 21297 PH 2018-10-28 1419 WA7LNW        59  3      W1NT          59  05
QSO: 14189 PH 2018-10-28 1421 WA7LNW        59  3      DA2X          59  14
QSO: 14234 PH 2018-10-28 1423 WA7LNW        59  3      SK7K          59  14
QSO: 14178 PH 2018-10-28 1427 WA7LNW        59  3      PC2T          59  14
QSO: 14187 PH 2018-10-28 1427 WA7LNW        59  3      M0SNB         59  14
QSO: 14249 PH 2018-10-28 1431 WA7LNW        59  3      OP4K          59  14
QSO: 14222 PH 2018-10-28 1431 WA7LNW        59  3      CR6P          59  14
QSO: 14307 PH 2018-10-28 1433 WA7LNW        59  3      S54K          59  15
QSO: 14334 PH 2018-10-28 1437 WA7LNW        59  3      OH8X          59  15
QSO: 14290 PH 2018-10-28 1438 WA7LNW        59  3      E7DX          59  15
QSO: 14248 PH 2018-10-28 1439 WA7LNW        59  3      4X1DX         59  20
QSO: 14215 PH 2018-10-28 1444 WA7LNW        59  3      CN3A          59  33
QSO: 14222 PH 2018-10-28 1446 WA7LNW        59  3      HG4F          59  15
QSO: 14274 PH 2018-10-28 1447 WA7LNW        59  3      TM4L          59  14
QSO: 14219 PH 2018-10-28 1457 WA7LNW        59  3      G5K           59  14
QSO: 14244 PH 2018-10-28 1501 WA7LNW        59  3      LC6C          59  14
QSO: 14330 PH 2018-10-28 1503 WA7LNW        59  3      ES9C          59  15
QSO: 14230 PH 2018-10-28 1507 WA7LNW        59  3      YR100R        59  20
QSO: 14323 PH 2018-10-28 1511 WA7LNW        59  3      OE9MON        59  15
QSO: 14322 PH 2018-10-28 1516 WA7LNW        59  3      UW5Y          59  16
QSO: 14333 PH 2018-10-28 1517 WA7LNW        59  3      ED7B          59  14
QSO: 14257 PH 2018-10-28 1517 WA7LNW        59  3      J42L          59  20
QSO: 14343 PH 2018-10-28 1519 WA7LNW        59  3      9A5Y          59  15
QSO: 14164 PH 2018-10-28 1522 WA7LNW        59  3      TO1J          59  08
QSO: 14244 PH 2018-10-28 1528 WA7LNW        59  3      E44WE         59  20
QSO: 14188 PH 2018-10-28 1532 WA7LNW        59  3      GM0V          59  14
QSO: 14242 PH 2018-10-28 1532 WA7LNW        59  3      ZF1A          59  08
QSO: 21220 PH 2018-10-28 1536 WA7LNW        59  3      FM5DN         59  08
QSO: 21210 PH 2018-10-28 1536 WA7LNW        59  3      V3A           59  07
QSO: 21226 PH 2018-10-28 1538 WA7LNW        59  3      PZ5K          59  09
QSO: 21231 PH 2018-10-28 1539 WA7LNW        59  3      T42T          59  08
QSO: 21330 PH 2018-10-28 1540 WA7LNW        59  3      HC2AP         59  10
QSO: 21260 PH 2018-10-28 1541 WA7LNW        59  3      CM4RSV        59  08
QSO: 21345 PH 2018-10-28 1543 WA7LNW        59  3      PJ2T          59  09
QSO: 21303 PH 2018-10-28 1546 WA7LNW        59  3      HK6P          59  09
QSO: 14203 PH 2018-10-28 1548 WA7LNW        59  3      OX7A          59  40
QSO: 14156 PH 2018-10-28 1549 WA7LNW        59  3      KP2M          59  08
QSO: 21214 PH 2018-10-28 1602 WA7LNW        59  3      PX2A          59  11
QSO: 14232 PH 2018-10-28 1608 WA7LNW        59  3      FR4QT         59  39
QSO: 21266 PH 2018-10-28 1611 WA7LNW        59  3      D4C           59  35
QSO: 21340 PH 2018-10-28 1611 WA7LNW        59  3      9Y4W          59  09
QSO: 21230 PH 2018-10-28 1612 WA7LNW        59  3      8P1W          59  08
QSO: 14318 PH 2018-10-28 1617 WA7LNW        59  3      TF2R          59  40
QSO: 14175 PH 2018-10-28 1619 WA7LNW        59  3      PJ4G          59  09
QSO: 14319 PH 2018-10-28 1621 WA7LNW        59  3      FY5KE         59  09
QSO: 21300 PH 2018-10-28 1621 WA7LNW        59  3      PY0F          59  11
QSO: 21366 PH 2018-10-28 1624 WA7LNW        59  3      NP2P          59  08
QSO: 21243 PH 2018-10-28 1625 WA7LNW        59  3      VP2MDG        59  08
QSO: 21396 PH 2018-10-28 1626 WA7LNW        59  3      EF8R          59  33
QSO: 14210 PH 2018-10-28 1629 WA7LNW        59  3      OZ0TX         59  14
QSO: 21279 PH 2018-10-28 1631 WA7LNW        59  3      TI1T          59  07
QSO: 21335 PH 2018-10-28 1632 WA7LNW        59  3      VC3R          59  04
QSO: 21303 PH 2018-10-28 1634 WA7LNW        59  3      HI3LT         59  08
QSO: 21251 PH 2018-10-28 1651 WA7LNW        59  3      ZX5J          59  11
QSO: 14265 PH 2018-10-28 1651 WA7LNW        59  3      VE9CB         59  05
QSO: 21292 PH 2018-10-28 1654 WA7LNW        59  3      FY5KE         59  09
QSO: 21430 PH 2018-10-28 1703 WA7LNW        59  3      ZS6TVB        59  38
QSO: 21296 PH 2018-10-28 1722 WA7LNW        59  3      CN3A          59  33
QSO: 14237 PH 2018-10-28 1742 WA7LNW        59  3      CT9ABO        59  33
QSO: 21360 PH 2018-10-28 1744 WA7LNW        59  3      LU2DD         59  13
QSO: 21271 PH 2018-10-28 1744 WA7LNW        59  3      CV7S          59  13
QSO: 21350 PH 2018-10-28 1745 WA7LNW        59  3      PJ4Q          59  09
QSO: 14296 PH 2018-10-28 1746 WA7LNW        59  3      P33W          59  20
QSO: 21346 PH 2018-10-28 1751 WA7LNW        59  3      P40W          59  09
QSO: 21277 PH 2018-10-28 1751 WA7LNW        59  3      KP3Z          59  08
QSO: 28456 PH 2018-10-28 1752 WA7LNW        59  3      CX2DK         59  13
QSO: 21287 PH 2018-10-28 1824 WA7LNW        59  3      KH6J          59  31
QSO: 21312 PH 2018-10-28 1825 WA7LNW        59  3      CE5JZO        59  12
QSO: 21283 PH 2018-10-28 1825 WA7LNW        59  3      TG9ANF        59  07
QSO: 14327 PH 2018-10-28 1826 WA7LNW        59  3      8P5A          59  08
QSO: 14303 PH 2018-10-28 1827 WA7LNW        59  3      VE5PV         59  04
QSO: 21366 PH 2018-10-28 1830 WA7LNW        59  3      6W1SU         59  35
QSO: 21383 PH 2018-10-28 2059 WA7LNW        59  3      KL7RA         59  01
QSO: 21295 PH 2018-10-28 2101 WA7LNW        59  3      ZF9CW         59  08
QSO: 21250 PH 2018-10-28 2103 WA7LNW        59  3      ZP5DA         59  11
QSO: 14265 PH 2018-10-28 2105 WA7LNW        59  3      HC2AO         59  10
QSO: 14163 PH 2018-10-28 2107 WA7LNW        59  3      LT1F          59  13
QSO: 14251 PH 2018-10-28 2108 WA7LNW        59  3      KP4RV         59  08
QSO: 21331 PH 2018-10-28 2112 WA7LNW        59  3      PY2EX         59  11
QSO: 21315 PH 2018-10-28 2113 WA7LNW        59  3      HC5VF         59  10
QSO: 21339 PH 2018-10-28 2114 WA7LNW        59  3      LU3DX         59  13
QSO: 14176 PH 2018-10-28 2115 WA7LNW        59  3      VA2BWL        59  05
QSO: 14180 PH 2018-10-28 2117 WA7LNW        59  3      VE6SV         59  04
QSO: 14340 PH 2018-10-28 2117 WA7LNW        59  3      JA7ZFN        59  25
QSO: 14282 PH 2018-10-28 2118 WA7LNW        59  3      JI2ZJS        59  25
QSO: 14341 PH 2018-10-28 2119 WA7LNW        59  3      JW5E          59  40
QSO: 14226 PH 2018-10-28 2121 WA7LNW        59  3      V26B          59  08
QSO: 21329 PH 2018-10-28 2123 WA7LNW        59  3      LU5VV         59  13
QSO: 14321 PH 2018-10-28 2129 WA7LNW        59  3      AH2R          59  27
QSO: 14307 PH 2018-10-28 2129 WA7LNW        59  3      4M1K          59  09
QSO: 14245 PH 2018-10-28 2130 WA7LNW        59  3      PZ5K          59  09
QSO: 14238 PH 2018-10-28 2132 WA7LNW        59  3      VE2IDX        59  02
QSO: 14231 PH 2018-10-28 2132 WA7LNW        59  3      JA3YBK        59  25
QSO: 14210 PH 2018-10-28 2135 WA7LNW        59  3      HI3LT         59  08
QSO: 14184 PH 2018-10-28 2139 WA7LNW        59  3      FG4KH         59  08
QSO: 14292 PH 2018-10-28 2140 WA7LNW        59  3      9Y4W          59  09
QSO: 14301 PH 2018-10-28 2300 WA7LNW        59  3      PJ2T          59  09
QSO: 14177 PH 2018-10-28 2300 WA7LNW        59  3      TI7W          59  07
QSO: 14202 PH 2018-10-28 2301 WA7LNW        59  3      PP5IP         59  11
QSO: 14342 PH 2018-10-28 2302 WA7LNW        59  3      NH7A          59  31
QSO: 21316 PH 2018-10-28 2312 WA7LNW        59  3      VK4KW         59  30
QSO: 21308 PH 2018-10-28 2318 WA7LNW        59  3      ZW5B          59  11
QSO: 14250 PH 2018-10-28 2320 WA7LNW        59  3      ZY2A          59  11
QSO: 14236 PH 2018-10-28 2320 WA7LNW        59  3      ZW5B          59  11
QSO: 14214 PH 2018-10-28 2322 WA7LNW        59  3      VE6FI         59  04
QSO: 14192 PH 2018-10-28 2322 WA7LNW        59  3      VA7XU         59  03
QSO: 21312 PH 2018-10-28 2323 WA7LNW        59  3      VK2GR         59  30
QSO: 14338 PH 2018-10-28 2323 WA7LNW        59  3      PS2T          59  11
QSO: 14340 PH 2018-10-28 2324 WA7LNW        59  3      ZX2B          59  11
QSO: 14288 PH 2018-10-28 2330 WA7LNW        59  3      CX5UA         59  13
QSO: 14258 PH 2018-10-28 2331 WA7LNW        59  3      CB1H          59  12
QSO: 14333 PH 2018-10-28 2334 WA7LNW        59  3      LU2DD         59  13
QSO: 14312 PH 2018-10-28 2334 WA7LNW        59  3      ZP6A          59  11
QSO: 14284 PH 2018-10-28 2336 WA7LNW        59  3      LU3DX         59  13
QSO: 14254 PH 2018-10-28 2336 WA7LNW        59  3      VE6AO         59  04
QSO: 14226 PH 2018-10-28 2337 WA7LNW        59  3      XE1SRA        59  06
QSO: 14188 PH 2018-10-28 2338 WA7LNW        59  3      PY1RY         59  11
QSO: 14277 PH 2018-10-28 2340 WA7LNW        59  3      PY2MP         59  11
QSO: 14208 PH 2018-10-28 2341 WA7LNW        59  3      HC2TKV        59  10
QSO: 14309 PH 2018-10-28 2350 WA7LNW        59  3      B4T           59  24
QSO: 14270 PH 2018-10-28 2351 WA7LNW        59  3      JA1ZGP        59  25
QSO: 14264 PH 2018-10-28 2352 WA7LNW        59  3      VE3VEE        59  04
QSO: 14322 PH 2018-10-28 2353 WA7LNW        59  3      JH1EAQ        59  25
QSO: 14219 PH 2018-10-28 2358 WA7LNW        59  3      3G1D          59  12
QSO: 21295 PH 2018-10-28 2358 WA7LNW        59  3      ZM4T          59  32
QSO: 21345 PH 2018-10-28 2359 WA7LNW        59  3      YJ0CA         59  32
END-OF-LOG:
