START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: VA7FC
LOCATION: BC
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 147951
NAME: PERRY LANGELER
OPERATORS: VA7FC
CLUB: orca dx and contest club
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.7300.0
SOAPBOX: WOW 1ST QRP ENTRY AMAZING HOW WELL I WAS HEARD !
QSO:  3793 PH 2018-10-27 1030 VA7FC         59  3      K3LR          59  05
QSO:  3705 PH 2018-10-27 1037 VA7FC         59  3      NL8F          59  01
QSO:  3761 PH 2018-10-27 1038 VA7FC         59  3      KH6J          59  31
QSO:  7218 PH 2018-10-27 1052 VA7FC         59  3      KP2M          59  08
QSO:  7209 PH 2018-10-27 1052 VA7FC         59  3      NR3X          59  05
QSO:  7197 PH 2018-10-27 1055 VA7FC         59  3      ZF1A          59  08
QSO:  7169 PH 2018-10-27 1103 VA7FC         59  3      N9RV          59  04
QSO:  7152 PH 2018-10-27 1107 VA7FC         59  3      K3ZO          59  05
QSO:  7141 PH 2018-10-27 1108 VA7FC         59  3      W0RIC         59  04
QSO:  7128 PH 2018-10-27 1109 VA7FC         59  3      N8OO          59  04
QSO:  7159 PH 2018-10-27 1111 VA7FC         59  3      K5TR          59  04
QSO:  7180 PH 2018-10-27 1113 VA7FC         59  3      W3LPL         59  05
QSO:  7184 PH 2018-10-27 1115 VA7FC         59  3      W6AFA         59  03
QSO:  7199 PH 2018-10-27 1117 VA7FC         59  3      JH9URT        59  25
QSO:  7218 PH 2018-10-27 1124 VA7FC         59  3      P40L          59  09
QSO:  3766 PH 2018-10-27 1144 VA7FC         59  3      KT7E          59  03
QSO:  3749 PH 2018-10-27 1147 VA7FC         59  3      XE2X          59  06
QSO:  7193 PH 2018-10-27 1151 VA7FC         59  3      JR2GRX        59  25
QSO:  7187 PH 2018-10-27 1152 VA7FC         59  3      JA7YRR        59  25
QSO:  7183 PH 2018-10-27 1153 VA7FC         59  3      JE2YRB        59  25
QSO:  7181 PH 2018-10-27 1154 VA7FC         59  3      JA3YBK        59  25
QSO:  7173 PH 2018-10-27 1154 VA7FC         59  3      K5GN          59  04
QSO:  7167 PH 2018-10-27 1157 VA7FC         59  3      JA7NVF        59  25
QSO:  7150 PH 2018-10-27 1158 VA7FC         59  3      K3LR          59  05
QSO:  7143 PH 2018-10-27 1205 VA7FC         59  3      KC7V          59  03
QSO:  7200 PH 2018-10-27 1209 VA7FC         59  3      JH4UYB        59  25
QSO:  3786 PH 2018-10-27 1216 VA7FC         59  3      AA6AA         59  03
QSO:  7155 PH 2018-10-27 1521 VA7FC         59  3      JA7ZFN        59  25
QSO:  7176 PH 2018-10-27 1524 VA7FC         59  3      K3EST         59  03
QSO:  7190 PH 2018-10-27 1525 VA7FC         59  3      JI2ZJS        59  25
QSO: 14152 PH 2018-10-27 1537 VA7FC         59  3      WX3B          59  05
QSO: 14151 PH 2018-10-27 1553 VA7FC         59  3      K3LR          59  05
QSO: 14161 PH 2018-10-27 1618 VA7FC         59  3      AA1K          59  05
QSO: 14170 PH 2018-10-27 1622 VA7FC         59  3      KC1XX         59  05
QSO: 14189 PH 2018-10-27 1624 VA7FC         59  3      K0PC          59  04
QSO: 14189 PH 2018-10-27 1627 VA7FC         59  3      W0IZ          59  04
QSO: 14189 PH 2018-10-27 1628 VA7FC         59  3      AA8DC         59  04
QSO: 14189 PH 2018-10-27 1630 VA7FC         59  3      W6BDW         59  03
QSO: 14189 PH 2018-10-27 1631 VA7FC         59  3      VE7SS         59  03
QSO: 14189 PH 2018-10-27 1633 VA7FC         59  3      NX8E          59  04
QSO: 14189 PH 2018-10-27 1634 VA7FC         59  3      AE5P          59  04
QSO: 14189 PH 2018-10-27 1637 VA7FC         59  3      KF4AC         59  03
QSO: 14189 PH 2018-10-27 1638 VA7FC         59  3      K5TBA         59  04
QSO: 14189 PH 2018-10-27 1640 VA7FC         59  3      K7GSB         59  03
QSO: 14189 PH 2018-10-27 1641 VA7FC         59  3      VE4EV         59  04
QSO: 14221 PH 2018-10-27 1644 VA7FC         59  3      DR1A          59  14
QSO: 14347 PH 2018-10-27 1657 VA7FC         59  3      DJ5MW         59  14
QSO: 14128 PH 2018-10-27 1658 VA7FC         59  3      II2S          59  15
QSO: 14189 PH 2018-10-27 1702 VA7FC         59  3      NR3X          59  05
QSO: 14307 PH 2018-10-27 1708 VA7FC         59  3      EI7M          59  14
QSO: 14318 PH 2018-10-27 1710 VA7FC         59  3      F4GGQ         59  14
QSO: 14325 PH 2018-10-27 1715 VA7FC         59  3      LX7I          59  14
QSO: 14343 PH 2018-10-27 1717 VA7FC         59  3      OH8X          59  15
QSO: 14167 PH 2018-10-27 1733 VA7FC         59  3      ON4UN         59  14
QSO: 14200 PH 2018-10-27 1734 VA7FC         59  3      GD9W          59  14
QSO: 14241 PH 2018-10-27 1736 VA7FC         59  3      CT9ABO        59  33
QSO: 14245 PH 2018-10-27 1737 VA7FC         59  3      TM6M          59  14
QSO: 14252 PH 2018-10-27 1738 VA7FC         59  3      EA5DFV        59  14
QSO: 21280 PH 2018-10-27 1749 VA7FC         59  3      TI1T          59  07
QSO: 21296 PH 2018-10-27 1750 VA7FC         59  3      K1TTT         59  05
QSO: 21380 PH 2018-10-27 1754 VA7FC         59  3      P40L          59  09
QSO: 21337 PH 2018-10-27 1815 VA7FC         59  3      FY5KE         59  09
QSO: 21293 PH 2018-10-27 1818 VA7FC         59  3      N7WY          59  04
QSO: 21293 PH 2018-10-27 1818 VA7FC         59  3      N8XA          59  04
QSO: 21293 PH 2018-10-27 1819 VA7FC         59  3      KC9LVT        59  04
QSO: 21293 PH 2018-10-27 1820 VA7FC         59  3      K9NW          59  04
QSO: 21293 PH 2018-10-27 1820 VA7FC         59  3      W4AQL         59  05
QSO: 21293 PH 2018-10-27 1821 VA7FC         59  3      K5LLA         59  04
QSO: 21293 PH 2018-10-27 1822 VA7FC         59  3      K2ZR          59  05
QSO: 21293 PH 2018-10-27 1823 VA7FC         59  3      WA5JMZ        59  04
QSO: 21293 PH 2018-10-27 1825 VA7FC         59  3      WA1F          59  05
QSO: 21293 PH 2018-10-27 1825 VA7FC         59  3      WJ2D          59  05
QSO: 21293 PH 2018-10-27 1826 VA7FC         59  3      WY3A          59  05
QSO: 21293 PH 2018-10-27 1826 VA7FC         59  3      K0HPY         59  04
QSO: 21293 PH 2018-10-27 1827 VA7FC         59  3      KD0EE         59  04
QSO: 21293 PH 2018-10-27 1827 VA7FC         59  3      AC8TN         59  04
QSO: 21293 PH 2018-10-27 1828 VA7FC         59  3      KA1ZD         59  05
QSO: 21293 PH 2018-10-27 1828 VA7FC         59  3      K8ET          59  04
QSO: 21293 PH 2018-10-27 1828 VA7FC         59  3      W8KSC         59  04
QSO: 21293 PH 2018-10-27 1829 VA7FC         59  3      K9VER         59  04
QSO: 21293 PH 2018-10-27 1829 VA7FC         59  3      KE8BHP        59  04
QSO: 21293 PH 2018-10-27 1829 VA7FC         59  3      N8PCN         59  04
QSO: 21293 PH 2018-10-27 1830 VA7FC         59  3      AG9S          59  05
QSO: 21293 PH 2018-10-27 1830 VA7FC         59  3      K9IMM         59  04
QSO: 21293 PH 2018-10-27 1830 VA7FC         59  3      W0GJ          59  04
QSO: 21293 PH 2018-10-27 1831 VA7FC         59  3      W3FV          59  05
QSO: 21293 PH 2018-10-27 1831 VA7FC         59  3      KT4FQ         59  04
QSO: 21293 PH 2018-10-27 1833 VA7FC         59  3      WS9M          59  05
QSO: 21293 PH 2018-10-27 1833 VA7FC         59  3      N0BK          59  04
QSO: 21293 PH 2018-10-27 1834 VA7FC         59  3      KE8Y          59  04
QSO: 21293 PH 2018-10-27 1835 VA7FC         59  3      WD9HSY        59  04
QSO: 21293 PH 2018-10-27 1835 VA7FC         59  3      WW3S          59  05
QSO: 21293 PH 2018-10-27 1837 VA7FC         59  3      K0RJW         59  04
QSO: 21293 PH 2018-10-27 1838 VA7FC         59  3      KB0LGF        59  04
QSO: 21293 PH 2018-10-27 1842 VA7FC         59  3      KQ9H/M        59  04
QSO: 21270 PH 2018-10-27 1848 VA7FC         59  3      KP4RV         59  08
QSO: 21229 PH 2018-10-27 1852 VA7FC         59  3      D4C           59  35
QSO: 21232 PH 2018-10-27 1853 VA7FC         59  3      PJ4G          59  09
QSO: 21283 PH 2018-10-27 1855 VA7FC         59  3      9Y4D          59  09
QSO: 21301 PH 2018-10-27 1857 VA7FC         59  3      CE3CT         59  12
QSO: 21306 PH 2018-10-27 1858 VA7FC         59  3      YW4D          59  09
QSO: 21327 PH 2018-10-27 1858 VA7FC         59  3      VY2ZM         59  05
QSO: 21348 PH 2018-10-27 1900 VA7FC         59  3      PJ4K          59  09
QSO: 21354 PH 2018-10-27 1900 VA7FC         59  3      YW5DX         59  09
QSO: 21375 PH 2018-10-27 1902 VA7FC         59  3      PZ5K          59  09
QSO: 21413 PH 2018-10-27 1902 VA7FC         59  3      PJ2T          59  09
QSO: 21439 PH 2018-10-27 1904 VA7FC         59  3      NP2P          59  08
QSO: 21340 PH 2018-10-27 1907 VA7FC         59  3      P43L          59  09
QSO: 28300 PH 2018-10-27 1910 VA7FC         59  3      VE7SS         59  03
QSO: 14326 PH 2018-10-27 1915 VA7FC         59  3      K1TTT         59  05
QSO: 14320 PH 2018-10-27 1917 VA7FC         59  3      CN3A          59  33
QSO: 14268 PH 2018-10-27 1918 VA7FC         59  3      AL1G          59  01
QSO: 14257 PH 2018-10-27 1921 VA7FC         59  3      N9EAT         59  04
QSO: 14257 PH 2018-10-27 1922 VA7FC         59  3      N0KGM         59  03
QSO: 14257 PH 2018-10-27 1923 VA7FC         59  3      N2DDX         59  05
QSO: 14257 PH 2018-10-27 1924 VA7FC         59  3      AK6TR         59  03
QSO: 14257 PH 2018-10-27 1925 VA7FC         59  3      WY3A          59  05
QSO: 14257 PH 2018-10-27 1927 VA7FC         59  3      K3IE          59  04
QSO: 14257 PH 2018-10-27 1927 VA7FC         59  3      WX5S          59  03
QSO: 14257 PH 2018-10-27 1927 VA7FC         59  3      W1PR          59  03
QSO: 14257 PH 2018-10-27 1927 VA7FC         59  3      AI6DR         59  03
QSO: 14257 PH 2018-10-27 1927 VA7FC         59  3      WC3N          59  05
QSO: 14257 PH 2018-10-27 1928 VA7FC         59  3      W6FB          59  03
QSO: 14257 PH 2018-10-27 1928 VA7FC         59  3      SM2EKM        59  14
QSO: 14257 PH 2018-10-27 1929 VA7FC         59  3      N0OST         59  04
QSO: 14257 PH 2018-10-27 1929 VA7FC         59  3      NF7E          59  03
QSO: 14257 PH 2018-10-27 1929 VA7FC         59  3      KM4ATT        59  05
QSO: 14257 PH 2018-10-27 1930 VA7FC         59  3      NT6F          59  03
QSO: 14257 PH 2018-10-27 1930 VA7FC         59  3      KF7U          59  03
QSO: 14257 PH 2018-10-27 1930 VA7FC         59  3      K0HMZ         59  04
QSO: 14257 PH 2018-10-27 1931 VA7FC         59  3      KA0LDG        59  04
QSO: 14257 PH 2018-10-27 1931 VA7FC         59  3      AD4EB         59  04
QSO: 14257 PH 2018-10-27 1931 VA7FC         59  3      W6NF          59  04
QSO: 14257 PH 2018-10-27 1932 VA7FC         59  3      W1CU          59  05
QSO: 14257 PH 2018-10-27 1932 VA7FC         59  3      W2GDJ         59  05
QSO: 14257 PH 2018-10-27 1932 VA7FC         59  3      KZ2I          59  05
QSO: 14257 PH 2018-10-27 1933 VA7FC         59  3      W7CT          59  03
QSO: 14257 PH 2018-10-27 1934 VA7FC         59  3      KL7XU         59  01
QSO: 14257 PH 2018-10-27 1934 VA7FC         59  3      K4RO          59  04
QSO: 14257 PH 2018-10-27 1936 VA7FC         59  3      N7MZW         59  04
QSO: 14257 PH 2018-10-27 1937 VA7FC         59  3      K1KNQ         59  05
QSO: 14257 PH 2018-10-27 1938 VA7FC         59  3      K7NCK         59  04
QSO: 14254 PH 2018-10-27 1940 VA7FC         59  3      OG73X         59  15
QSO: 14183 PH 2018-10-27 1943 VA7FC         59  3      W9RE          59  04
QSO: 14204 PH 2018-10-27 1954 VA7FC         59  3      HI3LT         59  08
QSO: 14173 PH 2018-10-27 2001 VA7FC         59  3      VO2NS         59  02
QSO: 14156 PH 2018-10-27 2001 VA7FC         59  3      W3LPL         59  05
QSO: 21417 PH 2018-10-27 2003 VA7FC         59  3      8P5A          59  08
QSO: 21252 PH 2018-10-27 2036 VA7FC         59  3      PR5O          59  11
QSO: 21274 PH 2018-10-27 2037 VA7FC         59  3      PT4B          59  11
QSO: 21206 PH 2018-10-27 2047 VA7FC         59  3      W3LPL         59  05
QSO: 21203 PH 2018-10-27 2048 VA7FC         59  3      K3LR          59  05
QSO: 21302 PH 2018-10-27 2050 VA7FC         59  3      KH7XS         59  31
QSO: 21367 PH 2018-10-27 2052 VA7FC         59  3      WV4P          59  04
QSO: 14161 PH 2018-10-27 2054 VA7FC         59  3      KU2M          59  05
QSO: 14178 PH 2018-10-27 2055 VA7FC         59  3      W0AIH         59  04
QSO: 14181 PH 2018-10-27 2056 VA7FC         59  3      AH2R          59  27
QSO: 14188 PH 2018-10-27 2057 VA7FC         59  3      JE1RXJ        59  25
QSO: 14213 PH 2018-10-27 2058 VA7FC         59  3      PJ4Q          59  09
QSO: 14216 PH 2018-10-27 2059 VA7FC         59  3      PJ2T          59  09
QSO: 14233 PH 2018-10-27 2100 VA7FC         59  3      W1NA          59  05
QSO: 14243 PH 2018-10-27 2100 VA7FC         59  3      K0MD          59  04
QSO: 14268 PH 2018-10-27 2108 VA7FC         59  3      D4C           59  35
QSO: 14348 PH 2018-10-27 2110 VA7FC         59  3      VP9I          59  05
QSO: 14248 PH 2018-10-27 2114 VA7FC         59  3      K2SSS         59  05
QSO: 14224 PH 2018-10-27 2115 VA7FC         59  3      K1RX          59  05
QSO: 14153 PH 2018-10-27 2123 VA7FC         59  3      KC7V          59  03
QSO: 14158 PH 2018-10-27 2124 VA7FC         59  3      N1UR          59  05
QSO: 14251 PH 2018-10-27 2125 VA7FC         59  3      AD1C          59  04
QSO: 14251 PH 2018-10-27 2125 VA7FC         59  3      KC5DR         59  04
QSO: 14251 PH 2018-10-27 2126 VA7FC         59  3      VE3TJI        59  04
QSO: 14251 PH 2018-10-27 2126 VA7FC         59  3      W4AAW         59  05
QSO: 14251 PH 2018-10-27 2126 VA7FC         59  3      N3MX          59  05
QSO: 14251 PH 2018-10-27 2126 VA7FC         59  3      W1OO          59  05
QSO: 14251 PH 2018-10-27 2126 VA7FC         59  3      N4ZZ          59  04
QSO: 14251 PH 2018-10-27 2127 VA7FC         59  3      KQ0C          59  04
QSO: 14251 PH 2018-10-27 2127 VA7FC         59  3      WR2G          59  05
QSO: 14251 PH 2018-10-27 2127 VA7FC         59  3      W3MF          59  05
QSO: 14251 PH 2018-10-27 2128 VA7FC         59  3      WT1A          59  05
QSO: 14251 PH 2018-10-27 2128 VA7FC         59  3      N1MM          59  05
QSO: 14251 PH 2018-10-27 2129 VA7FC         59  3      K3ZA          59  05
QSO: 14251 PH 2018-10-27 2129 VA7FC         59  3      W1GQ          59  05
QSO: 14251 PH 2018-10-27 2129 VA7FC         59  3      K3SOM         59  05
QSO: 14251 PH 2018-10-27 2129 VA7FC         59  3      N8YXR         59  04
QSO: 14251 PH 2018-10-27 2130 VA7FC         59  3      K3MD          59  05
QSO: 14251 PH 2018-10-27 2131 VA7FC         59  3      K0KX          59  04
QSO: 14251 PH 2018-10-27 2131 VA7FC         59  3      N3RS          59  05
QSO: 14251 PH 2018-10-27 2132 VA7FC         59  3      AA3B          59  05
QSO: 14251 PH 2018-10-27 2134 VA7FC         59  3      JJ0JML        59  25
QSO: 21382 PH 2018-10-27 2137 VA7FC         59  3      ZF9CW         59  08
QSO: 21370 PH 2018-10-27 2138 VA7FC         59  3      P40T          59  09
QSO: 21355 PH 2018-10-27 2139 VA7FC         59  3      HK3TK         59  09
QSO: 21237 PH 2018-10-27 2147 VA7FC         59  3      KP2M          59  08
QSO: 21403 PH 2018-10-27 2151 VA7FC         59  3      ZY2A          59  11
QSO: 21255 PH 2018-10-27 2155 VA7FC         59  3      ZX5J          59  11
QSO: 21241 PH 2018-10-27 2156 VA7FC         59  3      N9RV          59  04
QSO: 21222 PH 2018-10-27 2159 VA7FC         59  3      VK4TL         59  30
QSO: 21324 PH 2018-10-27 2206 VA7FC         59  3      LT1F          59  13
QSO: 21358 PH 2018-10-27 2217 VA7FC         59  3      LU7DH         59  13
QSO: 21385 PH 2018-10-27 2218 VA7FC         59  3      PY2KJ         59  11
QSO: 21291 PH 2018-10-27 2223 VA7FC         59  3      K9CT          59  04
QSO: 14349 PH 2018-10-27 2226 VA7FC         59  3      PY2EX         59  11
QSO: 14344 PH 2018-10-27 2227 VA7FC         59  3      4M1K          59  09
QSO: 14340 PH 2018-10-27 2229 VA7FC         59  3      JA7NVF        59  25
QSO: 14335 PH 2018-10-27 2230 VA7FC         59  3      JI2ZJS        59  25
QSO: 14328 PH 2018-10-27 2231 VA7FC         59  3      JE1LFX        59  25
QSO: 14323 PH 2018-10-27 2232 VA7FC         59  3      8P5A          59  08
QSO: 14310 PH 2018-10-27 2234 VA7FC         59  3      JE6RPM        59  25
QSO: 14299 PH 2018-10-27 2237 VA7FC         59  3      JR3NZC        59  25
QSO: 14261 PH 2018-10-27 2243 VA7FC         59  3      CO5LB         59  08
QSO: 14258 PH 2018-10-27 2246 VA7FC         59  3      KD9CLH        59  04
QSO: 14258 PH 2018-10-27 2247 VA7FC         59  3      N8II          59  05
QSO: 14246 PH 2018-10-27 2254 VA7FC         59  3      NA2U          59  03
QSO: 14229 PH 2018-10-27 2255 VA7FC         59  3      ZF1A          59  08
QSO: 14225 PH 2018-10-27 2255 VA7FC         59  3      ND4Y          59  04
QSO: 14209 PH 2018-10-27 2258 VA7FC         59  3      JA2AXB        59  25
QSO: 14199 PH 2018-10-27 2300 VA7FC         59  3      PZ5K          59  09
QSO: 14289 PH 2018-10-27 2314 VA7FC         59  3      RN0CT         59  19
QSO: 14267 PH 2018-10-27 2334 VA7FC         59  3      JH0EPI        59  25
QSO: 14162 PH 2018-10-27 2339 VA7FC         59  3      JA6BXA        59  25
QSO: 14190 PH 2018-10-27 2341 VA7FC         59  3      JA7YRR        59  25
QSO: 14339 PH 2018-10-27 2354 VA7FC         59  3      N4OX          59  05
QSO:  7194 PH 2018-10-28 0212 VA7FC         59  3      W7VJ          59  03
QSO:  7185 PH 2018-10-28 0215 VA7FC         59  3      N7ZG          59  03
QSO:  7179 PH 2018-10-28 0228 VA7FC         59  3      K7WP          59  03
QSO:  7179 PH 2018-10-28 0229 VA7FC         59  3      KC6X          59  04
QSO:  7179 PH 2018-10-28 0232 VA7FC         59  3      VA7VF         59  03
QSO:  7179 PH 2018-10-28 0232 VA7FC         59  3      VE6FT         59  04
QSO:  7179 PH 2018-10-28 0233 VA7FC         59  3      VA3CCO        59  04
QSO:  1847 PH 2018-10-28 1123 VA7FC         59  3      K3LR          59  05
QSO:  3748 PH 2018-10-28 1131 VA7FC         59  3      WA2BFW        59  03
QSO:  7116 PH 2018-10-28 1134 VA7FC         59  3      XE2S          59  06
QSO:  7167 PH 2018-10-28 1139 VA7FC         59  3      K6XX          59  03
QSO:  7139 PH 2018-10-28 1203 VA7FC         59  3      K2LE          59  05
QSO:  7172 PH 2018-10-28 1206 VA7FC         59  3      NX6T          59  03
QSO:  7200 PH 2018-10-28 1207 VA7FC         59  3      KH7XS         59  31
QSO:  7208 PH 2018-10-28 1209 VA7FC         59  3      ZF9CW         59  08
QSO:  7179 PH 2018-10-28 1213 VA7FC         59  3      KQ0C          59  04
QSO:  3749 PH 2018-10-28 1454 VA7FC         59  3      NC6R          59  03
QSO: 14263 PH 2018-10-28 1505 VA7FC         59  3      KD7RF         59  03
QSO: 21340 PH 2018-10-28 1530 VA7FC         59  3      9Y4W          59  09
QSO: 14319 PH 2018-10-28 1536 VA7FC         59  3      TM0T          59  14
QSO: 14260 PH 2018-10-28 1538 VA7FC         59  3      IR4X          59  15
QSO: 14142 PH 2018-10-28 1612 VA7FC         59  3      S53EO         59  15
QSO: 14238 PH 2018-10-28 1616 VA7FC         59  3      IR4M          59  15
QSO: 14269 PH 2018-10-28 1634 VA7FC         59  3      TM1T          59  14
QSO: 14239 PH 2018-10-28 1636 VA7FC         59  3      IO9A          59  15
QSO: 14183 PH 2018-10-28 1638 VA7FC         59  3      CR5E          59  14
QSO: 14154 PH 2018-10-28 1639 VA7FC         59  3      KQ2M          59  05
QSO: 14146 PH 2018-10-28 1641 VA7FC         59  3      EE5V          59  14
QSO: 14111 PH 2018-10-28 1643 VA7FC         59  3      F2YT          59  14
QSO: 14106 PH 2018-10-28 1644 VA7FC         59  3      EA2KV         59  14
QSO: 14114 PH 2018-10-28 1645 VA7FC         59  3      EA2DMH        59  14
QSO: 14234 PH 2018-10-28 1659 VA7FC         59  3      F4CWN         59  14
QSO: 21336 PH 2018-10-28 1705 VA7FC         59  3      W4RTN         59  04
QSO: 21243 PH 2018-10-28 1710 VA7FC         59  3      VP2MDG        59  08
QSO: 14310 PH 2018-10-28 1724 VA7FC         59  3      EA5ON         59  14
QSO: 14283 PH 2018-10-28 1726 VA7FC         59  3      EF8R          59  33
QSO: 14275 PH 2018-10-28 1726 VA7FC         59  3      EC4DX         59  14
QSO: 14298 PH 2018-10-28 1757 VA7FC         59  3      N6JS          59  03
QSO: 21350 PH 2018-10-28 1804 VA7FC         59  3      PJ4Q          59  09
QSO: 14298 PH 2018-10-28 1819 VA7FC         59  3      P33W          59  20
QSO: 14222 PH 2018-10-28 1823 VA7FC         59  3      N3AD          59  05
QSO: 14217 PH 2018-10-28 1827 VA7FC         59  3      K1LZ          59  05
QSO: 14294 PH 2018-10-28 1831 VA7FC         59  3      OH8A          59  15
QSO: 21376 PH 2018-10-28 1836 VA7FC         59  3      KH6TU         59  31
QSO: 21390 PH 2018-10-28 1840 VA7FC         59  3      V26B          59  08
QSO: 21313 PH 2018-10-28 1849 VA7FC         59  3      KH6J          59  31
QSO: 21258 PH 2018-10-28 1853 VA7FC         59  3      AC0W          59  04
QSO: 14336 PH 2018-10-28 1903 VA7FC         59  3      W0RIC         59  04
QSO: 14336 PH 2018-10-28 1903 VA7FC         59  3      W2CG          59  05
QSO: 14336 PH 2018-10-28 1904 VA7FC         59  3      K3WJV         59  05
QSO: 14336 PH 2018-10-28 1904 VA7FC         59  3      K9IMM         59  04
QSO: 14336 PH 2018-10-28 1904 VA7FC         59  3      W6PH          59  03
QSO: 14336 PH 2018-10-28 1904 VA7FC         59  3      K5EK          59  05
