START-OF-LOG: 3.0
CREATED-BY: TR4W v.4.73.0
CALLSIGN: OK1OA
CONTEST: CQ-WW-SSB
CLAIMED-SCORE: 428800
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: HIGH
CATEGORY-TRANSMITTER: ONE
OPERATORS: OK1OA
LOCATION: JO70MO
NAME: Jiri Bittner
SOAPBOX: rig: FT991A + PA 600W out
QSO: 21000 PH 2018-10-27 0934 OK1OA         59  15     RC6U          59  16
QSO: 21000 PH 2018-10-27 0936 OK1OA         59  15     RC1O          59  16
QSO: 21000 PH 2018-10-27 0939 OK1OA         59  15     EF8R          59  33
QSO: 21000 PH 2018-10-27 0939 OK1OA         59  15     4Z5LY         59  20
QSO: 21000 PH 2018-10-27 0940 OK1OA         59  15     R4IO          59  16
QSO: 21000 PH 2018-10-27 0941 OK1OA         59  15     C44C          59  20
QSO: 21000 PH 2018-10-27 0943 OK1OA         59  15     YB1AR         59  28
QSO: 21000 PH 2018-10-27 0943 OK1OA         59  15     4X6TT         59  20
QSO: 21000 PH 2018-10-27 0945 OK1OA         59  15     IT9ZMX        59  15
QSO: 21000 PH 2018-10-27 0948 OK1OA         59  15     BA4DL         59  24
QSO: 21000 PH 2018-10-27 0950 OK1OA         59  15     4X1DX         59  20
QSO: 21000 PH 2018-10-27 0951 OK1OA         59  15     RV9CTD        59  17
QSO: 21000 PH 2018-10-27 0953 OK1OA         59  15     P33W          59  20
QSO: 21000 PH 2018-10-27 0954 OK1OA         59  15     IO9A          59  15
QSO: 21000 PH 2018-10-27 0955 OK1OA         59  15     RT9S          59  16
QSO: 21000 PH 2018-10-27 0955 OK1OA         59  15     B4T           59  24
QSO: 21000 PH 2018-10-27 0956 OK1OA         59  15     CT7AJL        59  14
QSO: 21000 PH 2018-10-27 0958 OK1OA         59  15     4X0A          59  20
QSO: 21000 PH 2018-10-27 0959 OK1OA         59  15     C4A           59  20
QSO: 21000 PH 2018-10-27 1001 OK1OA         59  15     CR3DX         59  33
QSO: 21000 PH 2018-10-27 1002 OK1OA         59  15     EK7DX         59  21
QSO: 21000 PH 2018-10-27 1002 OK1OA         59  15     EA1FDI        59  14
QSO: 21000 PH 2018-10-27 1003 OK1OA         59  15     G4FKA         59  14
QSO: 21000 PH 2018-10-27 1007 OK1OA         59  15     HZ1HZ         59  21
QSO: 21000 PH 2018-10-27 1008 OK1OA         59  15     CN3A          59  33
