START-OF-LOG: 3.0
CONTEST: SAC-CW
CALLSIGN: MM9I
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
OPERATORS: GM0OPS
CLAIMED-SCORE: 78069
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-MODE: CW
NAME: John Dundas
QSO: 21026 CW 2023-09-16 1202 MM9I          599      1 SM6F          599      4 0
QSO: 21030 CW 2023-09-16 1204 MM9I          599      2 SF1Z          599      8 0
QSO: 21033 CW 2023-09-16 1204 MM9I          599      3 SM5X          599      6 0
QSO: 21028 CW 2023-09-16 1207 MM9I          599      4 OY1CT         599     11 0
QSO: 21020 CW 2023-09-16 1210 MM9I          599      5 LN8W          599     20 0
QSO: 21022 CW 2023-09-16 1211 MM9I          599      6 OG7Z          599     24 0
QSO: 21019 CW 2023-09-16 1212 MM9I          599      7 SB7S          599     22 0
QSO: 21042 CW 2023-09-16 1215 MM9I          599      8 OH6NC         599     26 0
QSO: 14032 CW 2023-09-16 1217 MM9I          599      9 LA1TV         599     32 0
QSO: 14003 CW 2023-09-16 1217 MM9I          599     10 SE4E          599     14 0
QSO: 14040 CW 2023-09-16 1218 MM9I          599     11 OG1F          599     59 0
QSO: 14017 CW 2023-09-16 1219 MM9I          599     12 OH0R          599     45 0
QSO: 14021 CW 2023-09-16 1220 MM9I          599     13 OH3FM         599     48 0
QSO: 14029 CW 2023-09-16 1220 MM9I          599     14 OH7K          599     43 0
QSO: 14027 CW 2023-09-16 1221 MM9I          599     15 OZ3SM         599     42 0
QSO: 14044 CW 2023-09-16 1222 MM9I          599     16 OZ2TF         599     28 0
QSO: 14025 CW 2023-09-16 1222 MM9I          599     17 OZ8SW         599     22 0
QSO: 14031 CW 2023-09-16 1222 MM9I          599     18 SC7DX         599     43 0
QSO: 14031 CW 2023-09-16 1223 MM9I          599     19 SM0HRP        599     53 0
QSO: 14034 CW 2023-09-16 1224 MM9I          599     20 SM0S          599     26 0
QSO: 14035 CW 2023-09-16 1224 MM9I          599     21 SK0QO         599     46 0
QSO: 14032 CW 2023-09-16 1225 MM9I          599     22 SM6M          599     67 0
QSO: 14033 CW 2023-09-16 1225 MM9I          599     23 SM5IMO        599     45 0
QSO: 14035 CW 2023-09-16 1226 MM9I          599     24 SM3EAE        599     39 0
QSO: 14042 CW 2023-09-16 1228 MM9I          599     25 LN8W          599     50 0
QSO: 14022 CW 2023-09-16 1229 MM9I          599     26 OH6BA         599     21 0
QSO: 14015 CW 2023-09-16 1229 MM9I          599     27 TF3D          599     48 0
QSO: 14022 CW 2023-09-16 1230 MM9I          599     28 SM2U          599     62 0
QSO: 14026 CW 2023-09-16 1231 MM9I          599     29 SE5E          599    123 0
