START-OF-LOG: 3.0
CONTEST: CQ-WPX-RTTY
CALLSIGN: JA9CCG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-MODE: RTTY
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 51909
OPERATORS:
CLUB:
CREATED-BY: CTESTWIN by JI1AQY
NAME: Rio Fukuda
SOAPBOX: Though condx were poor, I could enjoy it vy much.
QSO: 21000 RY 2017-02-11 0006 JA9CCG        599 001    LT0H          599 008    0
QSO: 21000 RY 2017-02-11 0009 JA9CCG        599 002    KI6DQH        599 007    0
QSO: 21000 RY 2017-02-11 0012 JA9CCG        599 003    N7BT          599 014    0
QSO: 21000 RY 2017-02-11 0015 JA9CCG        599 004    KA6BIM        599 007    0
QSO: 21000 RY 2017-02-11 0020 JA9CCG        599 005    WR5J          599 027    0
QSO: 21000 RY 2017-02-11 0025 JA9CCG        599 006    W7OM          599 033    0
QSO: 21000 RY 2017-02-11 0027 JA9CCG        599 007    AG1RL         599 001    0
QSO: 21000 RY 2017-02-11 0034 JA9CCG        599 008    N6WS          599 039    0
QSO: 21000 RY 2017-02-11 0036 JA9CCG        599 009    AI6DO         599 044    0
QSO: 21000 RY 2017-02-11 0040 JA9CCG        599 010    KK7PR         599 041    0
QSO: 21000 RY 2017-02-11 0041 JA9CCG        599 011    T88WJ         599 033    0
QSO: 21000 RY 2017-02-11 0050 JA9CCG        599 012    W6SFK         599 049    0
QSO: 21000 RY 2017-02-11 0052 JA9CCG        599 013    WC7Q          599 040    0
QSO: 21000 RY 2017-02-11 0054 JA9CCG        599 014    WK5T          599 147    0
QSO: 21000 RY 2017-02-11 0059 JA9CCG        599 015    YD1SDL/2      599 068    0
QSO: 21000 RY 2017-02-11 0101 JA9CCG        599 016    KU6W          599 072    0
QSO: 14000 RY 2017-02-11 0109 JA9CCG        599 017    BY3CN         599 042    0
QSO: 14000 RY 2017-02-11 0111 JA9CCG        599 018    W7OM          599 075    0
QSO: 14000 RY 2017-02-11 0112 JA9CCG        599 019    NX0U          599 016    0
QSO: 14000 RY 2017-02-11 0118 JA9CCG        599 020    WK7S          599 125    0
QSO: 21000 RY 2017-02-11 0126 JA9CCG        599 021    9M6XRO        599 057    0
QSO: 21000 RY 2017-02-11 0128 JA9CCG        599 022    UA0UK         599 047    0
QSO: 21000 RY 2017-02-11 0132 JA9CCG        599 023    YE1K          599 051    0
QSO: 21000 RY 2017-02-11 0133 JA9CCG        599 024    YB0NDT        599 067    0
QSO: 21000 RY 2017-02-11 0139 JA9CCG        599 025    VK4SN         599 047    0
QSO: 14000 RY 2017-02-11 0141 JA9CCG        599 026    NO6F          599 110    0
QSO: 14000 RY 2017-02-11 0144 JA9CCG        599 027    W7PU          599 071    0
QSO: 14000 RY 2017-02-11 0146 JA9CCG        599 028    HS3LSE        599 040    0
QSO: 14000 RY 2017-02-11 0148 JA9CCG        599 029    BH2RO         599 019    0
QSO: 14000 RY 2017-02-11 0149 JA9CCG        599 030    VR2XMT        599 121    0
QSO: 14000 RY 2017-02-11 0151 JA9CCG        599 031    R0CW          599 055    0
QSO: 14000 RY 2017-02-11 0157 JA9CCG        599 032    UC8U          599 060    0
QSO: 14000 RY 2017-02-11 0200 JA9CCG        599 033    UC0A          599 051    0
QSO: 14000 RY 2017-02-11 0203 JA9CCG        599 034    N7QT          599 132    0
QSO: 14000 RY 2017-02-11 0206 JA9CCG        599 035    UA0OK         599 061    0
QSO: 14000 RY 2017-02-11 0211 JA9CCG        599 036    RW0A          599 142    0
QSO: 14000 RY 2017-02-11 0213 JA9CCG        599 037    WR5J          599 130    0
QSO: 14000 RY 2017-02-11 0219 JA9CCG        599 038    BD2FW         599 41     0
QSO: 14000 RY 2017-02-11 0221 JA9CCG        599 039    KZ1W          599 168    0
QSO: 14000 RY 2017-02-11 0225 JA9CCG        599 040    RA0UF         599 053    0
QSO: 14000 RY 2017-02-11 0228 JA9CCG        599 041    RK0UT         599 026    0
QSO: 14000 RY 2017-02-11 0231 JA9CCG        599 042    WD5DBV        599 126    0
QSO: 14000 RY 2017-02-11 0240 JA9CCG        599 043    NL7S          599 019    0
QSO: 14000 RY 2017-02-11 0242 JA9CCG        599 044    YB9WIC        599 76     0
QSO: 14000 RY 2017-02-11 0247 JA9CCG        599 045    BH7PFH        599 020    0
QSO: 14000 RY 2017-02-11 0416 JA9CCG        599 046    YB8RW         599 069    0
QSO: 28000 RY 2017-02-11 0420 JA9CCG        599 047    DU1JM         599 154    0
QSO: 14000 RY 2017-02-11 0424 JA9CCG        599 048    YE1K          599 122    0
QSO: 28000 RY 2017-02-11 0443 JA9CCG        599 049    9M6XRO        599 191    0
QSO: 14000 RY 2017-02-11 0449 JA9CCG        599 050    YB8TK         599 048    0
QSO: 14000 RY 2017-02-11 0451 JA9CCG        599 051    YB3TET        599 068    0
QSO: 14000 RY 2017-02-11 0502 JA9CCG        599 052    VR2CO         599 015    0
QSO: 14000 RY 2017-02-11 0535 JA9CCG        599 053    RN0C          599 114    0
QSO: 14000 RY 2017-02-11 0540 JA9CCG        599 054    RA3UAG        599 025    0
QSO: 14000 RY 2017-02-11 0541 JA9CCG        599 055    UZ5U          599 018    0
QSO: 14000 RY 2017-02-11 0543 JA9CCG        599 056    RY0CAA        599 029    0
QSO: 14000 RY 2017-02-11 0545 JA9CCG        599 057    RA3TT         599 011    0
QSO: 14000 RY 2017-02-11 0547 JA9CCG        599 058    JF1OPL        599 151    0
QSO: 14000 RY 2017-02-11 0549 JA9CCG        599 059    T88WJ         599 154    0
QSO: 14000 RY 2017-02-11 0554 JA9CCG        599 060    RK4FF         599 118    0
