START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: HC2GRC
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-STATION: FIXED
CATEGORY-OVERLAY:
GRID-LOCATOR: FI07BS
CLAIMED-SCORE: 1421880
NAME: GRC
OPERATORS: HC2AO HC2DR HC2IC HC2TKV HC2TPR HC2TMW HC2TVK HC2TRL
CREATED-BY: N1MM Logger+ 1.0.9319.0
SOAPBOX: We were Low Power on all bands this time.73
QSO: 21000 PH 2021-10-30 2056 HC2GRC 59   10 KU2M   59   05 
QSO: 21000 PH 2021-10-30 2056 HC2GRC 59   10 W3MA   59   05 
QSO: 21000 PH 2021-10-30 2056 HC2GRC 59   10 VA7ST  59   03 
QSO: 21000 PH 2021-10-30 2057 HC2GRC 59   10 WA8LRW 59   04 
QSO: 21000 PH 2021-10-30 2057 HC2GRC 59   10 XE1CL  59   06 
QSO: 21000 PH 2021-10-30 2057 HC2GRC 59   10 WQ6X   59   03 
QSO: 21000 PH 2021-10-30 2057 HC2GRC 59   10 KS7T   59   04 
QSO: 21000 PH 2021-10-30 2057 HC2GRC 59   10 K7SS   59   03 
QSO: 21000 PH 2021-10-30 2058 HC2GRC 59   10 N0RN   59   04 
QSO: 21000 PH 2021-10-30 2058 HC2GRC 59   10 W3ICM  59   05 
QSO: 21000 PH 2021-10-30 2058 HC2GRC 59   10 N9GH   59   04 
QSO: 21000 PH 2021-10-30 2058 HC2GRC 59   10 KT7E   59   03 
QSO: 21000 PH 2021-10-30 2058 HC2GRC 59   10 K1CC   59   05 
QSO: 21000 PH 2021-10-30 2059 HC2GRC 59   10 WO4O   59   05 
QSO: 21000 PH 2021-10-30 2059 HC2GRC 59   10 N3OZT  59   05 
QSO: 21000 PH 2021-10-30 2059 HC2GRC 59   10 VA3PDX 59   04 
QSO: 21000 PH 2021-10-30 2059 HC2GRC 59   10 K9IMM  59   04 
QSO: 21000 PH 2021-10-30 2059 HC2GRC 59   10 AB2E   59   05 
QSO: 21000 PH 2021-10-30 2059 HC2GRC 59   10 KK6P   59   03 
QSO: 21000 PH 2021-10-30 2059 HC2GRC 59   10 W9VQ   59   04 
QSO: 21000 PH 2021-10-30 2100 HC2GRC 59   10 N2LBR  59   05 
QSO: 21000 PH 2021-10-30 2100 HC2GRC 59   10 KN0L   59   04 
QSO: 21000 PH 2021-10-30 2100 HC2GRC 59   10 K2CJ   59   05 
QSO: 21000 PH 2021-10-30 2100 HC2GRC 59   10 AA4DD  59   04 
QSO: 21000 PH 2021-10-30 2100 HC2GRC 59   10 WX7F   59   04 
QSO: 21000 PH 2021-10-30 2100 HC2GRC 59   10 AC9VC  59   04 
QSO: 21000 PH 2021-10-30 2100 HC2GRC 59   10 WA2DHG 59   05 
QSO: 21000 PH 2021-10-30 2100 HC2GRC 59   10 N6MM   59   03 
QSO: 21000 PH 2021-10-30 2101 HC2GRC 59   10 LU3VED 59   13 
QSO: 21000 PH 2021-10-30 2101 HC2GRC 59   10 K2RD   59   03 
QSO: 21000 PH 2021-10-30 2101 HC2GRC 59   10 ZF1A   59   08 
QSO: 21000 PH 2021-10-30 2101 HC2GRC 59   10 W7NIK  59   03 
QSO: 21000 PH 2021-10-30 2101 HC2GRC 59   10 NY9X   59   04 
QSO: 21000 PH 2021-10-30 2101 HC2GRC 59   10 K2ANZ  59   05 
QSO: 21000 PH 2021-10-30 2102 HC2GRC 59   10 N1IBM  59   05 
QSO: 21000 PH 2021-10-30 2102 HC2GRC 59   10 W8MSP  59   04 
QSO: 21000 PH 2021-10-30 2102 HC2GRC 59   10 LW5HR  59   13 
QSO: 21000 PH 2021-10-30 2102 HC2GRC 59   10 W6EU   59   03 
QSO: 21000 PH 2021-10-30 2102 HC2GRC 59   10 NI2M   59   05 
QSO: 21000 PH 2021-10-30 2103 HC2GRC 59   10 K8LX   59   04 
QSO: 21000 PH 2021-10-30 2103 HC2GRC 59   10 KC6SEH 59   03 
QSO: 21000 PH 2021-10-30 2103 HC2GRC 59   10 AA1SU  59   05 
QSO: 21000 PH 2021-10-30 2103 HC2GRC 59   10 NE4DA  59   05 
QSO: 21000 PH 2021-10-30 2103 HC2GRC 59   10 W1NK   59   05 
QSO: 21000 PH 2021-10-30 2103 HC2GRC 59   10 NX3A   59   05 
QSO: 21000 PH 2021-10-30 2104 HC2GRC 59   10 WB9EDP 59   04 
QSO: 21000 PH 2021-10-30 2104 HC2GRC 59   10 AK9PL  59   04 
QSO: 21000 PH 2021-10-30 2104 HC2GRC 59   10 W6JYB  59   03 
QSO: 21000 PH 2021-10-30 2105 HC2GRC 59   10 KH7X/W7 59   03 
QSO: 21000 PH 2021-10-30 2105 HC2GRC 59   10 W7ZR   59   03 
QSO: 21000 PH 2021-10-30 2105 HC2GRC 59   10 VA3OK  59   04 
QSO: 21000 PH 2021-10-30 2105 HC2GRC 59   10 W2OIB  59   05 
QSO: 21000 PH 2021-10-30 2105 HC2GRC 59   10 NF9Z   59   04 
QSO: 21000 PH 2021-10-30 2106 HC2GRC 59   10 W6SX   59   03 
QSO: 21000 PH 2021-10-30 2106 HC2GRC 59   10 K6TQ   59   03 
QSO: 21000 PH 2021-10-30 2107 HC2GRC 59   10 KC9ARP 59   04 
QSO: 21000 PH 2021-10-30 2107 HC2GRC 59   10 N5AW   59   04 
QSO: 21000 PH 2021-10-30 2107 HC2GRC 59   10 W8PR   59   04 
QSO: 21000 PH 2021-10-30 2108 HC2GRC 59   10 NJ9R   59   04 
QSO: 21000 PH 2021-10-30 2109 HC2GRC 59   10 W3PP   59   05 
QSO: 21000 PH 2021-10-30 2109 HC2GRC 59   10 VE5CPU 59   04 
QSO: 21000 PH 2021-10-30 2110 HC2GRC 59   10 KX2T   59   05 
QSO: 21000 PH 2021-10-30 2110 HC2GRC 59   10 N7WY   59   04 
QSO: 21000 PH 2021-10-30 2110 HC2GRC 59   10 W4BAX  59   04 
QSO: 21000 PH 2021-10-30 2111 HC2GRC 59   10 K8LY   59   04 
QSO: 21000 PH 2021-10-30 2111 HC2GRC 59   10 W8MET  59   04 
QSO: 21000 PH 2021-10-30 2112 HC2GRC 59   10 NP2X   59   08 
QSO: 21000 PH 2021-10-30 2112 HC2GRC 59   10 N0OK   59   04 
QSO: 21000 PH 2021-10-30 2112 HC2GRC 59   10 WA0FSE 59   04 
QSO: 21000 PH 2021-10-30 2112 HC2GRC 59   10 VE3JM  59   04 
QSO: 21000 PH 2021-10-30 2113 HC2GRC 59   10 W2CG   59   05 
QSO: 21000 PH 2021-10-30 2113 HC2GRC 59   10 K3PA   59   04 
QSO: 21000 PH 2021-10-30 2113 HC2GRC 59   10 KB7RJ  59   03 
QSO: 21000 PH 2021-10-30 2113 HC2GRC 59   10 W1JQ   59   05 
QSO: 21000 PH 2021-10-30 2114 HC2GRC 59   10 NE1B   59   05 
QSO: 21000 PH 2021-10-30 2114 HC2GRC 59   10 WA0MHJ 59   04 
QSO: 21000 PH 2021-10-30 2115 HC2GRC 59   10 W5DLP  59   04 
QSO: 21000 PH 2021-10-30 2115 HC2GRC 59   10 K3DNE  59   05 
QSO: 28000 PH 2021-10-30 2115 HC2GRC 59   10 W1GD   59   05 
QSO: 21000 PH 2021-10-30 2116 HC2GRC 59   10 WA6IQO 59   03 
QSO: 21000 PH 2021-10-30 2116 HC2GRC 59   10 WO1N   59   05 
QSO: 21000 PH 2021-10-30 2116 HC2GRC 59   10 ND7K   59   03 
QSO: 21000 PH 2021-10-30 2117 HC2GRC 59   10 N2SR   59   05 
QSO: 21000 PH 2021-10-30 2117 HC2GRC 59   10 W4MLB  59   05 
QSO: 21000 PH 2021-10-30 2118 HC2GRC 59   10 W6NCB  59   04 
QSO: 21000 PH 2021-10-30 2119 HC2GRC 59   10 K4CGY  59   05 
QSO: 21000 PH 2021-10-30 2119 HC2GRC 59   10 W1AW   59   05 
QSO: 28000 PH 2021-10-30 2119 HC2GRC 59   10 AD1C   59   04 
QSO: 21000 PH 2021-10-30 2119 HC2GRC 59   10 K2BX   59   05 
QSO: 21000 PH 2021-10-30 2119 HC2GRC 59   10 N8RA   59   05 
QSO: 21000 PH 2021-10-30 2120 HC2GRC 59   10 W1GD   59   05 
QSO: 28000 PH 2021-10-30 2120 HC2GRC 59   10 N6TQ   59   03 
QSO: 21000 PH 2021-10-30 2121 HC2GRC 59   10 K4LEN  59   04 
QSO: 21000 PH 2021-10-30 2121 HC2GRC 59   10 N1UR   59   05 
QSO: 21000 PH 2021-10-30 2121 HC2GRC 59   10 KA2K   59   05 
QSO: 21000 PH 2021-10-30 2122 HC2GRC 59   10 N8WCP  59   04 
QSO: 21000 PH 2021-10-30 2122 HC2GRC 59   10 W2APF  59   05 
QSO: 21000 PH 2021-10-30 2122 HC2GRC 59   10 AA3B   59   05 
QSO: 21000 PH 2021-10-30 2123 HC2GRC 59   10 N1XXU  59   05 
QSO: 21000 PH 2021-10-30 2124 HC2GRC 59   10 N0NZG  59   04 
QSO: 21000 PH 2021-10-30 2124 HC2GRC 59   10 K9BGL  59   04 
QSO: 21000 PH 2021-10-30 2125 HC2GRC 59   10 W4KW   59   04 
QSO: 21000 PH 2021-10-30 2125 HC2GRC 59   10 W7VJ   59   03 
QSO: 21000 PH 2021-10-30 2125 HC2GRC 59   10 WQ5T   59   04 
QSO: 21000 PH 2021-10-30 2126 HC2GRC 59   10 K4FMI  59   05 
QSO: 21000 PH 2021-10-30 2126 HC2GRC 59   10 N2YO   59   05 
QSO: 21000 PH 2021-10-30 2127 HC2GRC 59   10 NW3Y   59   05 
QSO: 21000 PH 2021-10-30 2127 HC2GRC 59   10 WA3AFS 59   05 
QSO: 21000 PH 2021-10-30 2128 HC2GRC 59   10 N4YNU  59   05 
QSO: 21000 PH 2021-10-30 2129 HC2GRC 59   10 KF4ECG 59   04 
QSO: 21000 PH 2021-10-30 2129 HC2GRC 59   10 KJ9B   59   04 
QSO: 21000 PH 2021-10-30 2130 HC2GRC 59   10 WD4KTF 59   05 
QSO: 21000 PH 2021-10-30 2130 HC2GRC 59   10 NA4MM  59   04 
QSO: 21000 PH 2021-10-30 2130 HC2GRC 59   10 K7AR   59   03 
QSO: 21000 PH 2021-10-30 2131 HC2GRC 59   10 AG7O   59   04 
QSO: 21000 PH 2021-10-30 2131 HC2GRC 59   10 N4CF   59   05 
QSO: 21000 PH 2021-10-30 2131 HC2GRC 59   10 KB2UKA 59   05 
QSO: 21000 PH 2021-10-30 2132 HC2GRC 59   10 K1KA   59   05 
QSO: 21000 PH 2021-10-30 2132 HC2GRC 59   10 WX1S   59   05 
QSO: 21000 PH 2021-10-30 2132 HC2GRC 59   10 W4RM   59   05 
QSO: 21000 PH 2021-10-30 2133 HC2GRC 59   10 KU6X   59   03 
QSO: 21000 PH 2021-10-30 2133 HC2GRC 59   10 WA2JQK 59   05 
QSO: 21000 PH 2021-10-30 2133 HC2GRC 59   10 WX2B   59   05 
QSO: 21000 PH 2021-10-30 2134 HC2GRC 59   10 K4KR   59   05 
QSO: 21000 PH 2021-10-30 2134 HC2GRC 59   10 KG8OU  59   04 
QSO: 21000 PH 2021-10-30 2134 HC2GRC 59   10 K2CD   59   05 
QSO: 21000 PH 2021-10-30 2134 HC2GRC 59   10 K8AJJ  59   04 
QSO: 21000 PH 2021-10-30 2135 HC2GRC 59   10 W8FJ   59   05 
QSO: 21000 PH 2021-10-30 2135 HC2GRC 59   10 VE3VN  59   04 
QSO: 21000 PH 2021-10-30 2135 HC2GRC 59   10 N4XL   59   05 
QSO: 21000 PH 2021-10-30 2136 HC2GRC 59   10 K9LA   59   04 
QSO: 21000 PH 2021-10-30 2136 HC2GRC 59   10 K5FUV  59   04 
QSO: 21000 PH 2021-10-30 2137 HC2GRC 59   10 KE4D   59   05 
QSO: 21000 PH 2021-10-30 2137 HC2GRC 59   10 KE0NWG 59   04 
QSO: 21000 PH 2021-10-30 2138 HC2GRC 59   10 WF3H   59   05 
QSO: 21000 PH 2021-10-30 2138 HC2GRC 59   10 AA7V   59   03 
QSO: 21000 PH 2021-10-30 2138 HC2GRC 59   10 W9NZ   59   04 
QSO: 21000 PH 2021-10-30 2139 HC2GRC 59   10 KP3Z   59   08 
QSO: 21000 PH 2021-10-30 2139 HC2GRC 59   10 N5OT   59   04 
QSO: 21000 PH 2021-10-30 2139 HC2GRC 59   10 K9YY   59   04 
QSO: 21000 PH 2021-10-30 2140 HC2GRC 59   10 W9RN   59   04 
QSO: 21000 PH 2021-10-30 2140 HC2GRC 59   10 W1GQ   59   05 
QSO: 21000 PH 2021-10-30 2140 HC2GRC 59   10 N5LPT  59   04 
QSO: 21000 PH 2021-10-30 2141 HC2GRC 59   10 AA7ND  59   04 
QSO: 21000 PH 2021-10-30 2141 HC2GRC 59   10 WA7G   59   03 
QSO: 21000 PH 2021-10-30 2142 HC2GRC 59   10 JA7QVI 59   25 
QSO: 21000 PH 2021-10-30 2143 HC2GRC 59   10 WT1A   59   05 
QSO: 21000 PH 2021-10-30 2143 HC2GRC 59   10 N4ZZ   59   04 
QSO: 21000 PH 2021-10-30 2143 HC2GRC 59   10 WU9F   59   04 
QSO: 21000 PH 2021-10-30 2143 HC2GRC 59   10 AD4F   59   05 
QSO: 21000 PH 2021-10-30 2144 HC2GRC 59   10 W8BI   59   04 
QSO: 21000 PH 2021-10-30 2144 HC2GRC 59   10 KT5C   59   04 
QSO: 21000 PH 2021-10-30 2145 HC2GRC 59   10 K4ZW   59   05 
QSO: 21000 PH 2021-10-30 2145 HC2GRC 59   10 K0BBB  59   04 
QSO: 21000 PH 2021-10-30 2146 HC2GRC 59   10 N2JF   59   05 
QSO: 21000 PH 2021-10-30 2147 HC2GRC 59   10 WB2ZEI 59   03 
QSO: 21000 PH 2021-10-30 2148 HC2GRC 59   10 XE2W   59   06 
QSO: 21000 PH 2021-10-30 2148 HC2GRC 59   10 KH7Q   59   31 
QSO: 21000 PH 2021-10-30 2148 HC2GRC 59   10 KB4S   59   05 
QSO: 21000 PH 2021-10-30 2149 HC2GRC 59   10 K9KE   59   04 
QSO: 21000 PH 2021-10-30 2149 HC2GRC 59   10 W1RH   59   03 
QSO: 21000 PH 2021-10-30 2149 HC2GRC 59   10 W8RID  59   04 
QSO: 21000 PH 2021-10-30 2150 HC2GRC 59   10 NR5T   59   04 
QSO: 21000 PH 2021-10-30 2150 HC2GRC 59   10 W4TTY  59   05 
QSO: 21000 PH 2021-10-30 2150 HC2GRC 59   10 K4ML   59   05 
QSO: 21000 PH 2021-10-30 2150 HC2GRC 59   10 N4SS   59   04 
QSO: 21000 PH 2021-10-30 2151 HC2GRC 59   10 N2BEG  59   05 
QSO: 21000 PH 2021-10-30 2151 HC2GRC 59   10 KW3Z   59   05 
QSO: 21000 PH 2021-10-30 2151 HC2GRC 59   10 KQ3F   59   05 
QSO: 21000 PH 2021-10-30 2151 HC2GRC 59   10 N6RV   59   03 
QSO: 21000 PH 2021-10-30 2153 HC2GRC 59   10 WX4MH  59   04 
QSO: 21000 PH 2021-10-30 2153 HC2GRC 59   10 N8KR   59   04 
QSO: 21000 PH 2021-10-30 2154 HC2GRC 59   10 K2SD   59   05 
QSO: 28000 PH 2021-10-30 2154 HC2GRC 59   10 XE1ACA 59   06 
QSO: 21000 PH 2021-10-30 2154 HC2GRC 59   10 KA4CDN 59   05 
QSO: 21000 PH 2021-10-30 2155 HC2GRC 59   10 NR4N   59   05 
QSO: 21000 PH 2021-10-30 2155 HC2GRC 59   10 N9OK   59   04 
QSO: 21000 PH 2021-10-30 2155 HC2GRC 59   10 N6RSH  59   04 
QSO: 21000 PH 2021-10-30 2156 HC2GRC 59   10 KC8QDQ 59   04 
QSO: 21000 PH 2021-10-30 2156 HC2GRC 59   10 P40W   59   09 
QSO: 21000 PH 2021-10-30 2157 HC2GRC 59   10 K5GN   59   04 
QSO: 21000 PH 2021-10-30 2157 HC2GRC 59   10 W1RM   59   05 
QSO: 21000 PH 2021-10-30 2157 HC2GRC 59   10 N8UKD  59   04 
QSO: 28000 PH 2021-10-30 2158 HC2GRC 59   10 CM2RSV 59   08 
QSO: 21000 PH 2021-10-30 2159 HC2GRC 59   10 JA1IVY 59   25 
QSO: 21000 PH 2021-10-30 2159 HC2GRC 59   10 W9TAB  59   04 
QSO: 21000 PH 2021-10-30 2159 HC2GRC 59   10 AE0MW  59   04 
QSO: 21000 PH 2021-10-30 2200 HC2GRC 59   10 K8PK   59   04 
QSO: 21000 PH 2021-10-30 2201 HC2GRC 59   10 KN4ZUJ 59   05 
QSO: 21000 PH 2021-10-30 2201 HC2GRC 59   10 VE2IM  59   02 
QSO: 21000 PH 2021-10-30 2202 HC2GRC 59   10 WC6H   59   03 
QSO: 21000 PH 2021-10-30 2202 HC2GRC 59   10 W6PH   59   03 
QSO: 21000 PH 2021-10-30 2203 HC2GRC 59   10 VE3MV  59   04 
QSO: 21000 PH 2021-10-30 2203 HC2GRC 59   10 N3AAA  59   05 
QSO: 21000 PH 2021-10-30 2204 HC2GRC 59   10 VE7AWV 59   03 
QSO: 21000 PH 2021-10-30 2204 HC2GRC 59   10 N5KO   59   03 
QSO: 21000 PH 2021-10-30 2204 HC2GRC 59   10 VA3NW  59   04 
QSO: 21000 PH 2021-10-30 2205 HC2GRC 59   10 W9XY   59   04 
QSO: 21000 PH 2021-10-30 2206 HC2GRC 59   10 WB9TFH 59   04 
QSO: 21000 PH 2021-10-30 2206 HC2GRC 59   10 VE6WQ  59   04 
QSO: 21000 PH 2021-10-30 2206 HC2GRC 59   10 W9YK   59   04 
QSO: 21000 PH 2021-10-30 2207 HC2GRC 59   10 W2CCC  59   05 
QSO: 21000 PH 2021-10-30 2207 HC2GRC 59   10 VE7JMN 59   03 
QSO: 21000 PH 2021-10-30 2208 HC2GRC 59   10 KJ6WLV 59   03 
QSO: 21000 PH 2021-10-30 2208 HC2GRC 59   10 WW4XX  59   05 
QSO: 21000 PH 2021-10-30 2208 HC2GRC 59   10 VE5JX  59   04 
QSO: 21000 PH 2021-10-30 2209 HC2GRC 59   10 VE9XX  59   05 
QSO: 14000 PH 2021-10-30 2209 HC2GRC 59   10 AA3B   59   05 
QSO: 14000 PH 2021-10-30 2209 HC2GRC 59   10 K2AX   59   05 
QSO: 14000 PH 2021-10-30 2209 HC2GRC 59   10 N8WCP  59   04 
QSO: 14000 PH 2021-10-30 2210 HC2GRC 59   10 K4TTY  59   05 
QSO: 14000 PH 2021-10-30 2210 HC2GRC 59   10 AB2NL  59   05 
QSO: 14000 PH 2021-10-30 2211 HC2GRC 59   10 N2NL   59   04 
QSO: 21000 PH 2021-10-30 2211 HC2GRC 59   10 K5TBA  59   04 
QSO: 14000 PH 2021-10-30 2211 HC2GRC 59   10 AB4B   59   04 
QSO: 21000 PH 2021-10-30 2211 HC2GRC 59   10 K4SBZ  59   05 
QSO: 21000 PH 2021-10-30 2212 HC2GRC 59   10 WX0Z   59   04 
QSO: 21000 PH 2021-10-30 2213 HC2GRC 59   10 KI4PHE 59   04 
QSO: 21000 PH 2021-10-30 2213 HC2GRC 59   10 KL7RA  59   01 
QSO: 21000 PH 2021-10-30 2213 HC2GRC 59   10 K0KX   59   04 
QSO: 21000 PH 2021-10-30 2214 HC2GRC 59   10 N1DD   59   05 
QSO: 21000 PH 2021-10-30 2214 HC2GRC 59   10 W3OU   59   05 
QSO: 21000 PH 2021-10-30 2215 HC2GRC 59   10 W0GJ   59   04 
QSO: 21000 PH 2021-10-30 2216 HC2GRC 59   10 JJ3CJB 59   25 
QSO: 21000 PH 2021-10-30 2217 HC2GRC 59   10 NN1N   59   04 
QSO: 21000 PH 2021-10-30 2218 HC2GRC 59   10 W5JQK  59   04 
QSO: 21000 PH 2021-10-30 2218 HC2GRC 59   10 KE4Q   59   05 
QSO: 14000 PH 2021-10-30 2218 HC2GRC 59   10 A2WA   59   38 
QSO: 21000 PH 2021-10-30 2218 HC2GRC 59   10 W7PV   59   03 
QSO: 21000 PH 2021-10-30 2218 HC2GRC 59   10 WB5WAJ 59   04 
QSO: 21000 PH 2021-10-30 2219 HC2GRC 59   10 N8UI   59   04 
QSO: 14000 PH 2021-10-30 2219 HC2GRC 59   10 TI2WMP 59   07 
QSO: 21000 PH 2021-10-30 2220 HC2GRC 59   10 VE3IDT 59   04 
QSO: 21000 PH 2021-10-30 2220 HC2GRC 59   10 WB5N   59   04 
QSO: 21000 PH 2021-10-30 2221 HC2GRC 59   10 AC1EV  59   05 
QSO: 21000 PH 2021-10-30 2221 HC2GRC 59   10 K4RO   59   04 
QSO: 21000 PH 2021-10-30 2222 HC2GRC 59   10 WG7X   59   03 
QSO: 21000 PH 2021-10-30 2222 HC2GRC 59   10 W4NF   59   05 
QSO: 21000 PH 2021-10-30 2223 HC2GRC 59   10 W7ZUJ  59   04 
QSO: 21000 PH 2021-10-30 2224 HC2GRC 59   10 HP2BWJ 59   07 
QSO: 21000 PH 2021-10-30 2224 HC2GRC 59   10 N4BQQ  59   05 
QSO: 21000 PH 2021-10-30 2225 HC2GRC 59   10 AA4R   59   05 
QSO: 21000 PH 2021-10-30 2225 HC2GRC 59   10 NF7E   59   03 
QSO: 21000 PH 2021-10-30 2226 HC2GRC 59   10 W4FXZ  59   05 
QSO: 21000 PH 2021-10-30 2226 HC2GRC 59   10 K1MWH  59   04 
QSO: 21000 PH 2021-10-30 2227 HC2GRC 59   10 N9QK   59   04 
QSO: 21000 PH 2021-10-30 2227 HC2GRC 59   10 W8ASA  59   04 
QSO: 21000 PH 2021-10-30 2229 HC2GRC 59   10 WB3GTM 59   05 
QSO: 21000 PH 2021-10-30 2229 HC2GRC 59   10 N6AA   59   03 
QSO: 21000 PH 2021-10-30 2230 HC2GRC 59   10 N6RND  59   03 
QSO: 21000 PH 2021-10-30 2231 HC2GRC 59   10 WA1YZN 59   05 
QSO: 21000 PH 2021-10-30 2233 HC2GRC 59   10 WD0T   59   04 
QSO: 21000 PH 2021-10-30 2233 HC2GRC 59   10 N9NC   59   05 
QSO: 21000 PH 2021-10-30 2234 HC2GRC 59   10 W3TB   59   04 
QSO: 21000 PH 2021-10-30 2235 HC2GRC 59   10 KE0GXN 59   04 
QSO: 21000 PH 2021-10-30 2235 HC2GRC 59   10 WO2T   59   05 
QSO: 21000 PH 2021-10-30 2236 HC2GRC 59   10 AB7YQ  59   03 
QSO: 21000 PH 2021-10-30 2236 HC2GRC 59   10 N7ESU  59   03 
QSO: 21000 PH 2021-10-30 2238 HC2GRC 59   10 JE1BMJ 59   25 
QSO: 14000 PH 2021-10-30 2241 HC2GRC 59   10 KM3LR  59   05 
QSO: 21000 PH 2021-10-30 2242 HC2GRC 59   10 WB2DX  59   05 
QSO: 21000 PH 2021-10-30 2243 HC2GRC 59   10 WA4GGK 59   05 
QSO: 21000 PH 2021-10-30 2244 HC2GRC 59   10 JH1OAI 59   25 
QSO: 21000 PH 2021-10-30 2244 HC2GRC 59   10 WC6J   59   03 
QSO: 14000 PH 2021-10-30 2244 HC2GRC 59   10 WP4T   59   08 
QSO: 21000 PH 2021-10-30 2245 HC2GRC 59   10 LV4V   59   13 
QSO: 21000 PH 2021-10-30 2246 HC2GRC 59   10 W3SUE  59   05 
QSO: 21000 PH 2021-10-30 2247 HC2GRC 59   10 KK6UHE 59   03 
QSO: 21000 PH 2021-10-30 2248 HC2GRC 59   10 AD5XM  59   04 
QSO: 21000 PH 2021-10-30 2248 HC2GRC 59   10 DY1T   59   27 
QSO: 21000 PH 2021-10-30 2249 HC2GRC 59   10 NK5G   59   04 
QSO: 21000 PH 2021-10-30 2249 HC2GRC 59   10 W5GN   59   04 
QSO: 14000 PH 2021-10-30 2250 HC2GRC 59   10 TI0RC  59   07 
QSO: 21000 PH 2021-10-30 2252 HC2GRC 59   10 JH1OLB 59   25 
QSO: 21000 PH 2021-10-30 2252 HC2GRC 59   10 AD4EB  59   04 
QSO: 21000 PH 2021-10-30 2252 HC2GRC 59   10 K8AC   59   05 
QSO: 21000 PH 2021-10-30 2253 HC2GRC 59   10 N4PSE  59   05 
QSO: 21000 PH 2021-10-30 2254 HC2GRC 59   10 7K4XNN 59   25 
QSO: 21000 PH 2021-10-30 2254 HC2GRC 59   10 W0PSY  59   04 
QSO: 14000 PH 2021-10-30 2254 HC2GRC 59   10 VA7RR  59   03 
QSO: 21000 PH 2021-10-30 2255 HC2GRC 59   10 N6QQ   59   03 
QSO: 21000 PH 2021-10-30 2255 HC2GRC 59   10 JF3BFS 59   25 
QSO: 21000 PH 2021-10-30 2256 HC2GRC 59   10 N0BUI  59   04 
QSO: 21000 PH 2021-10-30 2256 HC2GRC 59   10 KO4LFZ 59   04 
QSO: 21000 PH 2021-10-30 2257 HC2GRC 59   10 JL2OES 59   25 
QSO: 21000 PH 2021-10-30 2257 HC2GRC 59   10 N5WC   59   04 
QSO: 21000 PH 2021-10-30 2257 HC2GRC 59   10 VE5SF  59   04 
QSO: 14000 PH 2021-10-30 2258 HC2GRC 59   10 VE4VT  59   04 
QSO: 21000 PH 2021-10-30 2259 HC2GRC 59   10 JH1OYB 59   25 
QSO: 21000 PH 2021-10-30 2259 HC2GRC 59   10 JA1XRA 59   25 
QSO: 21000 PH 2021-10-30 2300 HC2GRC 59   10 JN2OWE 59   25 
QSO: 21000 PH 2021-10-30 2302 HC2GRC 59   10 JH1QDB 59   25 
QSO: 21000 PH 2021-10-30 2305 HC2GRC 59   10 JJ1NZH 59   25 
QSO: 21000 PH 2021-10-30 2305 HC2GRC 59   10 WE9V   59   04 
QSO: 21000 PH 2021-10-30 2306 HC2GRC 59   10 XE2AU  59   06 
QSO: 21000 PH 2021-10-30 2306 HC2GRC 59   10 W7TR   59   03 
QSO: 21000 PH 2021-10-30 2307 HC2GRC 59   10 KD6RMS 59   03 
QSO: 21000 PH 2021-10-30 2307 HC2GRC 59   10 JF7PHE 59   25 
QSO: 21000 PH 2021-10-30 2307 HC2GRC 59   10 W0IZ   59   04 
QSO: 21000 PH 2021-10-30 2308 HC2GRC 59   10 KK7GC  59   03 
QSO: 21000 PH 2021-10-30 2309 HC2GRC 59   10 NK6A   59   03 
QSO: 21000 PH 2021-10-30 2309 HC2GRC 59   10 N5HC   59   04 
QSO: 21000 PH 2021-10-30 2310 HC2GRC 59   10 K7STO  59   03 
QSO: 21000 PH 2021-10-30 2310 HC2GRC 59   10 W2PP   59   05 
QSO: 21000 PH 2021-10-30 2311 HC2GRC 59   10 JA3KGF 59   25 
QSO: 21000 PH 2021-10-30 2311 HC2GRC 59   10 K4AB   59   04 
QSO: 21000 PH 2021-10-30 2312 HC2GRC 59   10 AD1C   59   04 
QSO: 21000 PH 2021-10-30 2313 HC2GRC 59   10 K8TS   59   04 
QSO: 21000 PH 2021-10-30 2313 HC2GRC 59   10 WA8MCD 59   04 
QSO: 21000 PH 2021-10-30 2315 HC2GRC 59   10 W7HU   59   05 
QSO: 21000 PH 2021-10-30 2316 HC2GRC 59   10 W7IAQ  59   03 
QSO: 21000 PH 2021-10-30 2316 HC2GRC 59   10 KG8CW  59   04 
QSO: 21000 PH 2021-10-30 2316 HC2GRC 59   10 K7GS   59   03 
QSO: 21000 PH 2021-10-30 2317 HC2GRC 59   10 K5LAD  59   04 
QSO: 21000 PH 2021-10-30 2317 HC2GRC 59   10 N5EE   59   04 
QSO: 21000 PH 2021-10-30 2319 HC2GRC 59   10 N7DX   59   03 
QSO: 21000 PH 2021-10-30 2319 HC2GRC 59   10 N7RVD  59   03 
QSO: 21000 PH 2021-10-30 2320 HC2GRC 59   10 KA6BIM 59   03 
QSO: 21000 PH 2021-10-30 2321 HC2GRC 59   10 KE7A   59   04 
