START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: W9RE
LOCATION: IN
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CATEGORY-OVERLAY:
GRID-LOCATOR: em69
CLAIMED-SCORE: 5064156
NAME: Mike Wetzel
OPERATORS: W9RE
CLUB: SOCIETY OF MIDWEST CONTESTERS
CREATED-BY: TR Log POST Version Linux 0.40
SOAPBOX: Thanks for sponsoring the top of the line SSB Contest.
QSO: 21218 PH 2021-10-30 1339 W9RE   59   04 OH3Z   59   15 
QSO: 21218 PH 2021-10-30 1339 W9RE   59   04 DL1KAS 59   14 
QSO: 21218 PH 2021-10-30 1339 W9RE   59   04 UR5RP  59   16 
QSO: 21218 PH 2021-10-30 1340 W9RE   59   04 OH3EX  59   15 
QSO: 21218 PH 2021-10-30 1340 W9RE   59   04 OH3MC  59   15 
QSO: 21218 PH 2021-10-30 1340 W9RE   59   04 IR4B   59   15 
QSO: 21218 PH 2021-10-30 1340 W9RE   59   04 RL6M   59   16 
QSO: 21218 PH 2021-10-30 1340 W9RE   59   04 SF6U   59   14 
QSO: 21218 PH 2021-10-30 1341 W9RE   59   04 RA3XM  59   16 
QSO: 21218 PH 2021-10-30 1341 W9RE   59   04 G4CUS  59   14 
QSO: 21218 PH 2021-10-30 1341 W9RE   59   04 DP6A   59   14 
QSO: 21218 PH 2021-10-30 1341 W9RE   59   04 DL3AO  59   14 
QSO: 21218 PH 2021-10-30 1341 W9RE   59   04 HB9NE  59   14 
QSO: 21218 PH 2021-10-30 1341 W9RE   59   04 SP9KUP 59   15 
QSO: 21218 PH 2021-10-30 1342 W9RE   59   04 RU4A   59   16 
QSO: 21218 PH 2021-10-30 1342 W9RE   59   04 F4KLW  59   14 
QSO: 21218 PH 2021-10-30 1342 W9RE   59   04 ED5R   59   14 
QSO: 21218 PH 2021-10-30 1343 W9RE   59   04 EA4EER 59   14 
QSO: 21218 PH 2021-10-30 1343 W9RE   59   04 DH1TT  59   14 
QSO: 21218 PH 2021-10-30 1343 W9RE   59   04 M0KPD  59   14 
QSO: 21218 PH 2021-10-30 1344 W9RE   59   04 SP8ALT 59   15 
QSO: 21218 PH 2021-10-30 1344 W9RE   59   04 UT4UB  59   16 
QSO: 21218 PH 2021-10-30 1344 W9RE   59   04 DF3IS  59   14 
QSO: 21218 PH 2021-10-30 1345 W9RE   59   04 EI4GNB 59   14 
QSO: 21218 PH 2021-10-30 1345 W9RE   59   04 TM4T   59   14 
QSO: 21218 PH 2021-10-30 1345 W9RE   59   04 RT2C   59   16 
QSO: 21218 PH 2021-10-30 1345 W9RE   59   04 LY2TS  59   15 
QSO: 21218 PH 2021-10-30 1345 W9RE   59   04 F5OHM  59   14 
QSO: 21218 PH 2021-10-30 1346 W9RE   59   04 DO8JL  59   14 
QSO: 21218 PH 2021-10-30 1346 W9RE   59   04 DL1GRC 59   14 
QSO: 21218 PH 2021-10-30 1346 W9RE   59   04 RA3DAD 59   16 
QSO: 21218 PH 2021-10-30 1346 W9RE   59   04 4X4WH  59   20 
QSO: 21218 PH 2021-10-30 1347 W9RE   59   04 EA1R   59   14 
QSO: 21218 PH 2021-10-30 1347 W9RE   59   04 DN5PP  59   14 
QSO: 21218 PH 2021-10-30 1347 W9RE   59   04 LB6KC  59   14 
QSO: 21218 PH 2021-10-30 1347 W9RE   59   04 UZ5P   59   16 
QSO: 21218 PH 2021-10-30 1348 W9RE   59   04 OH1HB  59   15 
QSO: 21218 PH 2021-10-30 1348 W9RE   59   04 DK3BK  59   14 
QSO: 21218 PH 2021-10-30 1348 W9RE   59   04 PA4AO  59   14 
QSO: 21218 PH 2021-10-30 1348 W9RE   59   04 DO3UW  59   14 
QSO: 21218 PH 2021-10-30 1349 W9RE   59   04 F4ITW  59   14 
QSO: 21218 PH 2021-10-30 1349 W9RE   59   04 RV6AVU 59   16 
QSO: 21218 PH 2021-10-30 1349 W9RE   59   04 R3VR   59   16 
QSO: 21218 PH 2021-10-30 1350 W9RE   59   04 SB7S   59   14 
QSO: 21218 PH 2021-10-30 1350 W9RE   59   04 PA1BX  59   14 
QSO: 21218 PH 2021-10-30 1350 W9RE   59   04 PI4MM  59   14 
QSO: 21218 PH 2021-10-30 1350 W9RE   59   04 G4RQI  59   14 
QSO: 21218 PH 2021-10-30 1351 W9RE   59   04 M0ICR  59   14 
QSO: 21218 PH 2021-10-30 1351 W9RE   59   04 GM2Y   59   14 
QSO: 21218 PH 2021-10-30 1351 W9RE   59   04 PA4B   59   14 
QSO: 21218 PH 2021-10-30 1351 W9RE   59   04 EA3FZT 59   14 
QSO: 21218 PH 2021-10-30 1352 W9RE   59   04 OH6LW  59   15 
QSO: 21218 PH 2021-10-30 1352 W9RE   59   04 SP3H   59   15 
QSO: 21218 PH 2021-10-30 1352 W9RE   59   04 ON4MAD 59   14 
QSO: 21218 PH 2021-10-30 1353 W9RE   59   04 DL7VX  59   14 
QSO: 21218 PH 2021-10-30 1353 W9RE   59   04 OE5T   59   15 
QSO: 21218 PH 2021-10-30 1353 W9RE   59   04 JW5E   59   40 
QSO: 21218 PH 2021-10-30 1353 W9RE   59   04 OH1O   59   15 
QSO: 21218 PH 2021-10-30 1354 W9RE   59   04 DK7AM  59   14 
QSO: 21218 PH 2021-10-30 1354 W9RE   59   04 SP6VWX 59   15 
QSO: 21218 PH 2021-10-30 1354 W9RE   59   04 OH1EB  59   15 
QSO: 21218 PH 2021-10-30 1355 W9RE   59   04 YU1VG  59   15 
QSO: 21218 PH 2021-10-30 1355 W9RE   59   04 IR4E   59   15 
QSO: 21218 PH 2021-10-30 1355 W9RE   59   04 LZ1MS  59   20 
QSO: 21218 PH 2021-10-30 1355 W9RE   59   04 DP6T   59   14 
QSO: 21218 PH 2021-10-30 1356 W9RE   59   04 UW7W   59   16 
QSO: 21218 PH 2021-10-30 1356 W9RE   59   04 HA7RY  59   15 
QSO: 21218 PH 2021-10-30 1356 W9RE   59   04 II2S   59   15 
QSO: 21218 PH 2021-10-30 1357 W9RE   59   04 SP9KUP 59   15 
QSO: 21218 PH 2021-10-30 1357 W9RE   59   04 IK8QQO 59   15 
QSO: 21218 PH 2021-10-30 1357 W9RE   59   04 PA3EVY 59   14 
QSO: 21218 PH 2021-10-30 1357 W9RE   59   04 EA5BCQ 59   14 
QSO: 21218 PH 2021-10-30 1358 W9RE   59   04 F6GTX  59   14 
QSO: 21218 PH 2021-10-30 1358 W9RE   59   04 IK4LZH 59   15 
QSO: 21218 PH 2021-10-30 1358 W9RE   59   04 F5CBQ  59   14 
QSO: 21218 PH 2021-10-30 1358 W9RE   59   04 HG5A   59   15 
QSO: 21218 PH 2021-10-30 1359 W9RE   59   04 OM7ANT 59   15 
QSO: 21218 PH 2021-10-30 1359 W9RE   59   04 LA8HGA 59   14 
QSO: 21218 PH 2021-10-30 1359 W9RE   59   04 OH3JR  59   15 
QSO: 21218 PH 2021-10-30 1359 W9RE   59   04 F6BNX  59   14 
QSO: 21218 PH 2021-10-30 1359 W9RE   59   04 G2C    59   14 
QSO: 21218 PH 2021-10-30 1400 W9RE   59   04 DL3MLA 59   14 
QSO: 21218 PH 2021-10-30 1400 W9RE   59   04 S57Q   59   15 
QSO: 21218 PH 2021-10-30 1400 W9RE   59   04 TM1O   59   14 
QSO: 21218 PH 2021-10-30 1400 W9RE   59   04 DQ5T   59   14 
QSO: 21218 PH 2021-10-30 1401 W9RE   59   04 F8KCF  59   14 
QSO: 21218 PH 2021-10-30 1401 W9RE   59   04 PE1RUS 59   14 
QSO: 21218 PH 2021-10-30 1401 W9RE   59   04 PA0JNH 59   14 
QSO: 21218 PH 2021-10-30 1401 W9RE   59   04 DK4VW  59   14 
QSO: 21218 PH 2021-10-30 1402 W9RE   59   04 PA2JCB 59   14 
QSO: 21218 PH 2021-10-30 1402 W9RE   59   04 G3ZGC  59   14 
QSO: 21218 PH 2021-10-30 1402 W9RE   59   04 M0PTZ  59   14 
QSO: 21218 PH 2021-10-30 1403 W9RE   59   04 DL1JNA 59   14 
QSO: 21218 PH 2021-10-30 1403 W9RE   59   04 SJ2W   59   14 
QSO: 21218 PH 2021-10-30 1403 W9RE   59   04 F6GWV  59   14 
QSO: 21218 PH 2021-10-30 1403 W9RE   59   04 F5VHY  59   14 
QSO: 21218 PH 2021-10-30 1404 W9RE   59   04 YU3AWA 59   15 
QSO: 21218 PH 2021-10-30 1404 W9RE   59   04 SM1JKM 59   14 
QSO: 21218 PH 2021-10-30 1404 W9RE   59   04 DL5KBO 59   14 
QSO: 21218 PH 2021-10-30 1405 W9RE   59   04 EE5T   59   14 
QSO: 21218 PH 2021-10-30 1405 W9RE   59   04 VA1CC  59   05 
QSO: 21218 PH 2021-10-30 1406 W9RE   59   04 OH10DX 59   15 
QSO: 21218 PH 2021-10-30 1406 W9RE   59   04 PG7M   59   14 
QSO: 21218 PH 2021-10-30 1406 W9RE   59   04 EA4HKF 59   14 
QSO: 21218 PH 2021-10-30 1407 W9RE   59   04 OQ4Q   59   14 
QSO: 21218 PH 2021-10-30 1407 W9RE   59   04 HG6N   59   15 
QSO: 21218 PH 2021-10-30 1407 W9RE   59   04 R2ARR  59   16 
QSO: 21218 PH 2021-10-30 1407 W9RE   59   04 DL9OE  59   14 
QSO: 21218 PH 2021-10-30 1408 W9RE   59   04 SM6MCW 59   14 
QSO: 21218 PH 2021-10-30 1408 W9RE   59   04 DK5FF  59   14 
QSO: 21218 PH 2021-10-30 1409 W9RE   59   04 DL2NBU 59   14 
QSO: 21218 PH 2021-10-30 1409 W9RE   59   04 MW0CRI 59   14 
QSO: 21218 PH 2021-10-30 1409 W9RE   59   04 F4CPF  59   14 
QSO: 21218 PH 2021-10-30 1410 W9RE   59   04 IK4ZIF 59   15 
QSO: 21218 PH 2021-10-30 1410 W9RE   59   04 G4PLY  59   14 
QSO: 21218 PH 2021-10-30 1410 W9RE   59   04 PA1BD  59   14 
QSO: 21218 PH 2021-10-30 1411 W9RE   59   04 SP3A   59   15 
QSO: 21218 PH 2021-10-30 1411 W9RE   59   04 9A6KZH 59   15 
QSO: 21218 PH 2021-10-30 1411 W9RE   59   04 DK5WO  59   14 
QSO: 21218 PH 2021-10-30 1411 W9RE   59   04 DJ6DO  59   14 
QSO: 21218 PH 2021-10-30 1412 W9RE   59   04 GJ3YHU 59   14 
QSO: 21218 PH 2021-10-30 1412 W9RE   59   04 HA2MM  59   15 
QSO: 21218 PH 2021-10-30 1413 W9RE   59   04 DJ3HW  59   14 
QSO: 21218 PH 2021-10-30 1413 W9RE   59   04 SQ5SAA 59   15 
QSO: 21218 PH 2021-10-30 1413 W9RE   59   04 G4FKA  59   14 
QSO: 21218 PH 2021-10-30 1414 W9RE   59   04 G0KLD  59   14 
QSO: 21218 PH 2021-10-30 1414 W9RE   59   04 DK0JK  59   14 
QSO: 21218 PH 2021-10-30 1414 W9RE   59   04 EE7P   59   14 
QSO: 21218 PH 2021-10-30 1414 W9RE   59   04 OQ5M   59   14 
QSO: 21218 PH 2021-10-30 1415 W9RE   59   04 ON4LAN 59   14 
QSO: 21218 PH 2021-10-30 1415 W9RE   59   04 PI4M   59   14 
QSO: 21218 PH 2021-10-30 1415 W9RE   59   04 F6BQG  59   14 
QSO: 21218 PH 2021-10-30 1415 W9RE   59   04 S50G   59   15 
QSO: 21218 PH 2021-10-30 1416 W9RE   59   04 OK2PJW 59   15 
QSO: 21218 PH 2021-10-30 1417 W9RE   59   04 GM2T   59   14 
QSO: 21218 PH 2021-10-30 1417 W9RE   59   04 DJ9MH  59   14 
QSO: 21218 PH 2021-10-30 1417 W9RE   59   04 VE1SQ  59   05 
QSO: 21218 PH 2021-10-30 1417 W9RE   59   04 DK7TX  59   14 
QSO: 21218 PH 2021-10-30 1418 W9RE   59   04 M6O    59   14 
QSO: 21218 PH 2021-10-30 1418 W9RE   59   04 DA2X   59   14 
QSO: 21218 PH 2021-10-30 1418 W9RE   59   04 ON7AH  59   14 
QSO: 21218 PH 2021-10-30 1418 W9RE   59   04 PC2T   59   14 
QSO: 21218 PH 2021-10-30 1418 W9RE   59   04 DK2HZ  59   14 
QSO: 21218 PH 2021-10-30 1419 W9RE   59   04 OK6T   59   15 
QSO: 21218 PH 2021-10-30 1419 W9RE   59   04 PC3T   59   14 
QSO: 21218 PH 2021-10-30 1419 W9RE   59   04 OK2QX  59   15 
QSO: 21218 PH 2021-10-30 1419 W9RE   59   04 EF2O   59   14 
QSO: 21218 PH 2021-10-30 1420 W9RE   59   04 OK2MBP 59   15 
QSO: 21218 PH 2021-10-30 1420 W9RE   59   04 MM3AWA 59   14 
QSO: 21218 PH 2021-10-30 1421 W9RE   59   04 F8CGL  59   14 
QSO: 21218 PH 2021-10-30 1421 W9RE   59   04 DJ4MO  59   14 
QSO: 21218 PH 2021-10-30 1422 W9RE   59   04 DH2MI  59   14 
QSO: 21218 PH 2021-10-30 1422 W9RE   59   04 IZ0CUV 59   15 
QSO: 21218 PH 2021-10-30 1422 W9RE   59   04 DL2LBK 59   14 
QSO: 21218 PH 2021-10-30 1422 W9RE   59   04 R1FZ   59   16 
QSO: 21218 PH 2021-10-30 1423 W9RE   59   04 ON4PJA 59   14 
QSO: 21218 PH 2021-10-30 1423 W9RE   59   04 OH6NC  59   15 
QSO: 21218 PH 2021-10-30 1423 W9RE   59   04 CR6P   59   14 
QSO: 21218 PH 2021-10-30 1424 W9RE   59   04 DR1C   59   14 
QSO: 21218 PH 2021-10-30 1424 W9RE   59   04 DJ4WT  59   14 
QSO: 21218 PH 2021-10-30 1424 W9RE   59   04 YL2CI  59   15 
QSO: 21218 PH 2021-10-30 1424 W9RE   59   04 LY9Y   59   15 
QSO: 21218 PH 2021-10-30 1424 W9RE   59   04 DL4YAO 59   14 
QSO: 21218 PH 2021-10-30 1425 W9RE   59   04 SM6TOL 59   14 
QSO: 21218 PH 2021-10-30 1425 W9RE   59   04 DL4JLM 59   14 
QSO: 21218 PH 2021-10-30 1425 W9RE   59   04 UT5LO  59   16 
QSO: 21218 PH 2021-10-30 1425 W9RE   59   04 ON4MW  59   14 
QSO: 21218 PH 2021-10-30 1426 W9RE   59   04 SM3IQN 59   14 
QSO: 21218 PH 2021-10-30 1426 W9RE   59   04 DK5MB  59   14 
QSO: 21218 PH 2021-10-30 1426 W9RE   59   04 RG2A   59   16 
QSO: 21218 PH 2021-10-30 1426 W9RE   59   04 VA1XH  59   05 
QSO: 21218 PH 2021-10-30 1427 W9RE   59   04 PA9M   59   14 
QSO: 21218 PH 2021-10-30 1427 W9RE   59   04 PA0MIR 59   14 
QSO: 21218 PH 2021-10-30 1427 W9RE   59   04 PF1MO  59   14 
QSO: 21218 PH 2021-10-30 1427 W9RE   59   04 DG9SEH 59   14 
QSO: 21218 PH 2021-10-30 1428 W9RE   59   04 SQ8MFM 59   15 
QSO: 21218 PH 2021-10-30 1428 W9RE   59   04 DL1DTL 59   14 
QSO: 21218 PH 2021-10-30 1428 W9RE   59   04 DL1ONI 59   14 
QSO: 21218 PH 2021-10-30 1428 W9RE   59   04 HA8DT  59   15 
QSO: 21218 PH 2021-10-30 1429 W9RE   59   04 OE5REO 59   15 
QSO: 21218 PH 2021-10-30 1429 W9RE   59   04 OE5SMU 59   15 
QSO: 21218 PH 2021-10-30 1429 W9RE   59   04 EA1S   59   14 
QSO: 21218 PH 2021-10-30 1430 W9RE   59   04 3B8CW  59   39 
QSO: 21218 PH 2021-10-30 1430 W9RE   59   04 DL8RDL 59   14 
QSO: 21218 PH 2021-10-30 1430 W9RE   59   04 HB9AWS 59   14 
QSO: 21218 PH 2021-10-30 1431 W9RE   59   04 DM3M   59   14 
QSO: 21218 PH 2021-10-30 1431 W9RE   59   04 DL7YS  59   14 
QSO: 21218 PH 2021-10-30 1432 W9RE   59   04 OK2WKW 59   15 
QSO: 21218 PH 2021-10-30 1432 W9RE   59   04 F8KGM  59   14 
QSO: 21218 PH 2021-10-30 1432 W9RE   59   04 LA8CJ  59   14 
QSO: 21218 PH 2021-10-30 1432 W9RE   59   04 GM5M   59   14 
QSO: 21218 PH 2021-10-30 1433 W9RE   59   04 HB9IIH 59   14 
QSO: 21218 PH 2021-10-30 1433 W9RE   59   04 F4BIT  59   14 
QSO: 21218 PH 2021-10-30 1433 W9RE   59   04 IV3ZYB 59   15 
QSO: 21218 PH 2021-10-30 1434 W9RE   59   04 EA2KV  59   14 
QSO: 21218 PH 2021-10-30 1434 W9RE   59   04 DJ9ZB  59   14 
QSO: 21218 PH 2021-10-30 1435 W9RE   59   04 IV3IPS 59   15 
QSO: 21218 PH 2021-10-30 1435 W9RE   59   04 VO2AC  59   02 
QSO: 21218 PH 2021-10-30 1436 W9RE   59   04 YO8SBQ 59   20 
QSO: 21218 PH 2021-10-30 1436 W9RE   59   04 DG7NFX 59   14 
QSO: 21218 PH 2021-10-30 1436 W9RE   59   04 DK4QT  59   14 
QSO: 21218 PH 2021-10-30 1436 W9RE   59   04 G4OBB  59   14 
QSO: 21218 PH 2021-10-30 1437 W9RE   59   04 OE5CWO/P 59   15 
QSO: 21218 PH 2021-10-30 1437 W9RE   59   04 IK2RLS 59   15 
QSO: 21218 PH 2021-10-30 1438 W9RE   59   04 DM7RM  59   14 
QSO: 21218 PH 2021-10-30 1438 W9RE   59   04 IK4OMU 59   15 
QSO: 21218 PH 2021-10-30 1439 W9RE   59   04 LA9TY  59   14 
QSO: 21218 PH 2021-10-30 1439 W9RE   59   04 DK2TG  59   14 
QSO: 21218 PH 2021-10-30 1439 W9RE   59   04 IZ3NVR 59   15 
QSO: 21218 PH 2021-10-30 1439 W9RE   59   04 G5K    59   14 
QSO: 21218 PH 2021-10-30 1440 W9RE   59   04 G4MSA  59   14 
QSO: 21218 PH 2021-10-30 1440 W9RE   59   04 SP9KAO 59   15 
QSO: 21218 PH 2021-10-30 1440 W9RE   59   04 SP8KM  59   15 
QSO: 21218 PH 2021-10-30 1441 W9RE   59   04 G4ANT  59   14 
QSO: 21218 PH 2021-10-30 1441 W9RE   59   04 IW5AB  59   15 
QSO: 21218 PH 2021-10-30 1442 W9RE   59   04 EA3W   59   14 
QSO: 21218 PH 2021-10-30 1442 W9RE   59   04 DP7D   59   14 
QSO: 21218 PH 2021-10-30 1443 W9RE   59   04 IK1ZOF 59   15 
QSO: 21218 PH 2021-10-30 1443 W9RE   59   04 LZ5R   59   20 
QSO: 21218 PH 2021-10-30 1443 W9RE   59   04 OH2PQ  59   15 
QSO: 21218 PH 2021-10-30 1445 W9RE   59   04 ED3ST  59   14 
QSO: 21218 PH 2021-10-30 1445 W9RE   59   04 DL6LW  59   14 
QSO: 21218 PH 2021-10-30 1445 W9RE   59   04 EC3AIT 59   14 
QSO: 21218 PH 2021-10-30 1446 W9RE   59   04 S53K   59   15 
QSO: 21218 PH 2021-10-30 1446 W9RE   59   04 OK4DZ  59   15 
QSO: 21218 PH 2021-10-30 1446 W9RE   59   04 OE5XRL 59   15 
QSO: 21218 PH 2021-10-30 1447 W9RE   59   04 IK7RVY 59   15 
QSO: 21218 PH 2021-10-30 1447 W9RE   59   04 IZ3XEF 59   15 
QSO: 21218 PH 2021-10-30 1447 W9RE   59   04 F5PCV  59   14 
QSO: 21218 PH 2021-10-30 1447 W9RE   59   04 DK2CC  59   14 
QSO: 21218 PH 2021-10-30 1448 W9RE   59   04 IZ7ZKV 59   15 
QSO: 21218 PH 2021-10-30 1448 W9RE   59   04 EA3KT  59   14 
QSO: 21218 PH 2021-10-30 1449 W9RE   59   04 SP2GWH 59   15 
QSO: 21218 PH 2021-10-30 1449 W9RE   59   04 IZ1HHT 59   15 
QSO: 21218 PH 2021-10-30 1450 W9RE   59   04 EA4K   59   14 
QSO: 21218 PH 2021-10-30 1450 W9RE   59   04 F6HYE  59   14 
QSO: 21218 PH 2021-10-30 1450 W9RE   59   04 IK2AHB 59   15 
QSO: 21218 PH 2021-10-30 1451 W9RE   59   04 DK2AT  59   14 
QSO: 21218 PH 2021-10-30 1451 W9RE   59   04 DK6WL  59   14 
QSO: 21218 PH 2021-10-30 1451 W9RE   59   04 F5PJG  59   14 
QSO: 21218 PH 2021-10-30 1452 W9RE   59   04 CT1BOL 59   14 
QSO: 21218 PH 2021-10-30 1452 W9RE   59   04 DD4A   59   14 
QSO: 21218 PH 2021-10-30 1452 W9RE   59   04 DR5N   59   14 
QSO: 21218 PH 2021-10-30 1452 W9RE   59   04 F1RHS  59   14 
QSO: 21218 PH 2021-10-30 1452 W9RE   59   04 M0YRC  59   14 
QSO: 21218 PH 2021-10-30 1453 W9RE   59   04 M0NSI  59   14 
QSO: 21218 PH 2021-10-30 1453 W9RE   59   04 F4DZG  59   14 
QSO: 21218 PH 2021-10-30 1453 W9RE   59   04 PC4H   59   14 
QSO: 21218 PH 2021-10-30 1454 W9RE   59   04 DL7ON  59   14 
QSO: 21218 PH 2021-10-30 1454 W9RE   59   04 VE6WQ  59   04 
QSO: 21218 PH 2021-10-30 1454 W9RE   59   04 EA2XR  59   14 
QSO: 21218 PH 2021-10-30 1454 W9RE   59   04 DJ4V   59   14 
QSO: 21218 PH 2021-10-30 1454 W9RE   59   04 VE6FI  59   04 
QSO: 21218 PH 2021-10-30 1455 W9RE   59   04 EI8GS  59   14 
QSO: 21218 PH 2021-10-30 1455 W9RE   59   04 DL7UXG 59   14 
QSO: 21218 PH 2021-10-30 1456 W9RE   59   04 DF2BO/P 59   14 
QSO: 21218 PH 2021-10-30 1456 W9RE   59   04 YO6BLM 59   20 
QSO: 21218 PH 2021-10-30 1457 W9RE   59   04 G8GFF  59   14 
QSO: 21218 PH 2021-10-30 1457 W9RE   59   04 GM0V   59   14 
QSO: 21218 PH 2021-10-30 1457 W9RE   59   04 GW4W   59   14 
QSO: 21218 PH 2021-10-30 1457 W9RE   59   04 GW4AYJ 59   14 
QSO: 21218 PH 2021-10-30 1457 W9RE   59   04 SO7E   59   15 
QSO: 21218 PH 2021-10-30 1458 W9RE   59   04 2E0SPS 59   14 
QSO: 21218 PH 2021-10-30 1458 W9RE   59   04 EA2ASB 59   14 
QSO: 21218 PH 2021-10-30 1458 W9RE   59   04 F4FHX  59   14 
QSO: 21218 PH 2021-10-30 1500 W9RE   59   04 9H6A   59   15 
QSO: 21218 PH 2021-10-30 1502 W9RE   59   04 DF8XC  59   14 
QSO: 21218 PH 2021-10-30 1502 W9RE   59   04 PA5W   59   14 
QSO: 21218 PH 2021-10-30 1503 W9RE   59   04 SP1JQJ 59   15 
QSO: 21218 PH 2021-10-30 1504 W9RE   59   04 M0OEB  59   14 
QSO: 21218 PH 2021-10-30 1505 W9RE   59   04 F5RAG  59   14 
QSO: 21218 PH 2021-10-30 1505 W9RE   59   04 OH2BEV 59   15 
QSO: 21218 PH 2021-10-30 1505 W9RE   59   04 DJ2ST  59   14 
QSO: 21218 PH 2021-10-30 1506 W9RE   59   04 DO1BDB 59   14 
QSO: 21218 PH 2021-10-30 1506 W9RE   59   04 DL1NEO 59   14 
QSO: 21218 PH 2021-10-30 1506 W9RE   59   04 F9OE   59   14 
QSO: 21218 PH 2021-10-30 1506 W9RE   59   04 YO8PS  59   20 
QSO: 21218 PH 2021-10-30 1507 W9RE   59   04 LY2CX  59   15 
QSO: 21218 PH 2021-10-30 1507 W9RE   59   04 PE5TT  59   14 
QSO: 21218 PH 2021-10-30 1507 W9RE   59   04 G0MTN  59   14 
QSO: 21218 PH 2021-10-30 1507 W9RE   59   04 MI4I   59   14 
QSO: 21218 PH 2021-10-30 1507 W9RE   59   04 PE4BAS 59   14 
QSO: 21218 PH 2021-10-30 1508 W9RE   59   04 DK1AX  59   14 
QSO: 21218 PH 2021-10-30 1508 W9RE   59   04 CT1EBM 59   14 
QSO: 21218 PH 2021-10-30 1509 W9RE   59   04 EC3CVD 59   14 
QSO: 21218 PH 2021-10-30 1509 W9RE   59   04 G4NBS  59   14 
QSO: 21218 PH 2021-10-30 1510 W9RE   59   04 DC2AN  59   14 
QSO: 21218 PH 2021-10-30 1511 W9RE   59   04 SP3BMT 59   15 
QSO: 21218 PH 2021-10-30 1511 W9RE   59   04 F5FDC  59   14 
QSO: 21218 PH 2021-10-30 1511 W9RE   59   04 DG1IU  59   14 
QSO: 21218 PH 2021-10-30 1512 W9RE   59   04 OE6MDF 59   15 
QSO: 21218 PH 2021-10-30 1512 W9RE   59   04 OL5Y   59   15 
QSO: 21218 PH 2021-10-30 1512 W9RE   59   04 S58Y   59   15 
QSO: 21218 PH 2021-10-30 1512 W9RE   59   04 I4VOS  59   15 
QSO: 21218 PH 2021-10-30 1512 W9RE   59   04 ED7B   59   14 
QSO: 21218 PH 2021-10-30 1513 W9RE   59   04 F8KGH  59   14 
QSO: 21218 PH 2021-10-30 1513 W9RE   59   04 IZ3CLE 59   15 
QSO: 21218 PH 2021-10-30 1514 W9RE   59   04 OK2IH  59   15 
QSO: 21218 PH 2021-10-30 1514 W9RE   59   04 G4USI  59   14 
QSO: 21218 PH 2021-10-30 1515 W9RE   59   04 ON6NL  59   14 
QSO: 21218 PH 2021-10-30 1515 W9RE   59   04 HB9KAG 59   14 
QSO: 21218 PH 2021-10-30 1516 W9RE   59   04 IK7IWF 59   15 
QSO: 21218 PH 2021-10-30 1516 W9RE   59   04 F5MQU  59   14 
QSO: 21218 PH 2021-10-30 1516 W9RE   59   04 IZ8IFL 59   15 
QSO: 21218 PH 2021-10-30 1517 W9RE   59   04 F4DXP  59   14 
QSO: 21218 PH 2021-10-30 1517 W9RE   59   04 EA1CS  59   14 
QSO: 21218 PH 2021-10-30 1518 W9RE   59   04 G1EIX  59   14 
QSO: 21218 PH 2021-10-30 1519 W9RE   59   04 G4FVZ  59   14 
QSO: 21218 PH 2021-10-30 1519 W9RE   59   04 F4HZA  59   14 
QSO: 21218 PH 2021-10-30 1519 W9RE   59   04 PI4CC  59   14 
QSO: 21218 PH 2021-10-30 1519 W9RE   59   04 F6KGL  59   14 
QSO: 21218 PH 2021-10-30 1520 W9RE   59   04 PA8KW  59   14 
QSO: 21218 PH 2021-10-30 1520 W9RE   59   04 3Z1K   59   15 
QSO: 21218 PH 2021-10-30 1521 W9RE   59   04 M0XRK  59   14 
QSO: 21218 PH 2021-10-30 1521 W9RE   59   04 EA3HKA 59   14 
QSO: 21218 PH 2021-10-30 1523 W9RE   59   04 EA3HQY 59   14 
QSO: 21218 PH 2021-10-30 1524 W9RE   59   04 OH1XFE 59   15 
QSO: 21218 PH 2021-10-30 1524 W9RE   59   04 DL9UP  59   14 
QSO: 21218 PH 2021-10-30 1525 W9RE   59   04 G2B    59   14 
QSO: 21218 PH 2021-10-30 1525 W9RE   59   04 DL1GME 59   14 
QSO: 21218 PH 2021-10-30 1526 W9RE   59   04 DJ2QV  59   14 
QSO: 21218 PH 2021-10-30 1526 W9RE   59   04 DK4IO  59   14 
QSO: 21218 PH 2021-10-30 1527 W9RE   59   04 DO1BDB 59   14 
QSO: 21218 PH 2021-10-30 1527 W9RE   59   04 G3TA   59   14 
QSO: 21218 PH 2021-10-30 1529 W9RE   59   04 DK1TN  59   14 
QSO: 21218 PH 2021-10-30 1529 W9RE   59   04 HB9BS  59   14 
QSO: 21218 PH 2021-10-30 1529 W9RE   59   04 G0GHK  59   14 
QSO: 21218 PH 2021-10-30 1529 W9RE   59   04 F5LIW  59   14 
QSO: 21218 PH 2021-10-30 1529 W9RE   59   04 DK1KC  59   14 
QSO: 21218 PH 2021-10-30 1530 W9RE   59   04 IU2GGD 59   15 
QSO: 21218 PH 2021-10-30 1531 W9RE   59   04 M5X    59   14 
