START-OF-LOG: 2.0
CONTEST: URE-DX
CALLSIGN: DF0IA
CATEGORY: MULTI-MULTI ALL LOW SSB
CATEGORY-OVERLAY: ROOKIE
CATEGORY-ASSISTED: NON-ASSISTED
CLAIMED-SCORE: 61226
CREATED-BY: UcxLog 7.41
OPERATORS: DO1RWM , DL4YDQ
NAME: Ralf Wilkin
CLUB: IGAF E.V. 
SOAPBOX: TRX : Kenwood TS-440  ,  ANT :  160m - 70m = 60 m Longwire , 
SOAPBOX: 20m - 10m Spiderbeam  ,  TUNER : Dentron MT-3000A  ,  
SOAPBOX: ROTOR : Kempro KR-400  ,  POWER : 100 Watt  , Software : UCXLOG
QSO: 21000 PH 2014-06-28 1202 DF0IA         59  001    EC8AQQ        59  GC
QSO: 21000 PH 2014-06-28 1206 DF0IA         59  002    DG1EA         59  005
QSO: 21000 PH 2014-06-28 1209 DF0IA         59  003    EA1WD         59  S
QSO: 21000 PH 2014-06-28 1211 DF0IA         59  004    LY4L          59  013
QSO: 21000 PH 2014-06-28 1212 DF0IA         59  005    EA5HJO        59  A
QSO: 21000 PH 2014-06-28 1215 DF0IA         59  006    EA8CTK        59  TF
QSO: 21000 PH 2014-06-28 1217 DF0IA         59  007    EA8BZH        59  TF
QSO: 21000 PH 2014-06-28 1222 DF0IA         59  008    EA1MI         59  SG
QSO: 21000 PH 2014-06-28 1223 DF0IA         59  009    LI6CF         59  019
QSO: 21000 PH 2014-06-28 1224 DF0IA         59  010    OH6ECM        59  003
QSO: 21000 PH 2014-06-28 1233 DF0IA         59  011    RA9JBA        59  019
QSO: 21000 PH 2014-06-28 1235 DF0IA         59  012    ES5QD         59  075
QSO: 21000 PH 2014-06-28 1236 DF0IA         59  013    ED1T          59  PO
QSO: 21000 PH 2014-06-28 1239 DF0IA         59  014    EA1BLI        59  P
QSO: 21000 PH 2014-06-28 1240 DF0IA         59  015    EC2DX         59  NA
QSO: 21000 PH 2014-06-28 1242 DF0IA         59  016    EA4YC         59  BA
QSO: 21000 PH 2014-06-28 1242 DF0IA         59  017    ED1R          59  AV
QSO: 21000 PH 2014-06-28 1243 DF0IA         59  018    EF8U          59  GC
QSO: 21000 PH 2014-06-28 1246 DF0IA         59  019    EF5B          59  V
QSO: 21000 PH 2014-06-28 1249 DF0IA         59  020    AM01ABT       59  S
QSO: 21000 PH 2014-06-28 1250 DF0IA         59  021    EA8MT         59  GC
QSO: 21000 PH 2014-06-28 1252 DF0IA         59  022    EA1WX         59  O
QSO: 21000 PH 2014-06-28 1253 DF0IA         59  023    EC1CT         59  S
QSO: 21000 PH 2014-06-28 1256 DF0IA         59  024    EA2RCP        59  NA
QSO: 28000 PH 2014-06-28 1304 DF0IA         59  025    AM05URD       59  MU
QSO: 28000 PH 2014-06-28 1308 DF0IA         59  026    EB1OU         59  OU
QSO: 28000 PH 2014-06-28 1315 DF0IA         59  027    IK8UND        59  011
QSO: 28000 PH 2014-06-28 1318 DF0IA         59  028    EB1DJ         59  C
QSO: 28000 PH 2014-06-28 1324 DF0IA         59  029    ED1R          59  AV
QSO: 28000 PH 2014-06-28 1325 DF0IA         59  030    IZ0FWE        59  002
QSO: 28000 PH 2014-06-28 1326 DF0IA         59  031    EA1CIU        59  PO
QSO: 28000 PH 2014-06-28 1327 DF0IA         59  032    9A7JCY        59  007
QSO: 28000 PH 2014-06-28 1328 DF0IA         59  033    EE5T          59  V
QSO: 28000 PH 2014-06-28 1330 DF0IA         59  034    EA1HNZ        59  PO
QSO: 28000 PH 2014-06-28 1333 DF0IA         59  035    AM07TV        59  SE
QSO: 28000 PH 2014-06-28 1336 DF0IA         59  036    ED1B          59  O
QSO: 28000 PH 2014-06-28 1338 DF0IA         59  037    ED1T          59  PO
QSO: 28000 PH 2014-06-28 1352 DF0IA         59  038    IW1RCU        59  003
QSO: 28000 PH 2014-06-28 1359 DF0IA         59  039    IZ3XNJ        59  023
QSO: 21000 PH 2014-06-28 1403 DF0IA         59  040    ZX14SP        59  247
QSO: 21000 PH 2014-06-28 1407 DF0IA         59  041    EF6           59  SMR
QSO: 21000 PH 2014-06-28 1409 DF0IA         59  042    ED1B          59  O
QSO: 21000 PH 2014-06-28 1416 DF0IA         59  043    PY2SHF        59  039
QSO: 21000 PH 2014-06-28 1417 DF0IA         59  044    DO4DXA        59  065
QSO: 21000 PH 2014-06-28 1419 DF0IA         59  045    YT7Z          59  178
QSO: 21000 PH 2014-06-28 1422 DF0IA         59  046    YB5BOY        59  068
