START-OF-LOG: 3.0
CALLSIGN: R1QE
CONTEST: CQ-WPX-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 0
NAME: Bobrov Vladimir A.
LOCATION: DX
CLUB: RUSSIAN CW CLUB
CERTIFICATE: NO
CREATED-BY: UR5EQF log v.3.31-60
SOAPBOX: Rig ICOM-718, 100Wt. Ant. Quad 80m. All band. 10m. up
QSO:  3500 CW 2017-05-27 0403 R1QE          599 001    EU4E          599 261
QSO:  3500 CW 2017-05-27 0405 R1QE          599 002    UX2X          599 300
QSO:  7000 CW 2017-05-27 0409 R1QE          599 003    RT5Z          599 336
QSO:  7000 CW 2017-05-27 0411 R1QE          599 004    SN8B          599 424
QSO:  7000 CW 2017-05-27 0412 R1QE          599 005    P33W          599 730
QSO:  7000 CW 2017-05-27 0415 R1QE          599 006    LA3S          599 234
QSO:  7000 CW 2017-05-27 0416 R1QE          599 007    UW5Y          599 539
QSO:  7000 CW 2017-05-27 0419 R1QE          599 008    DD0CC         599 336
QSO:  7000 CW 2017-05-27 0420 R1QE          599 009    OM7M          599 497
QSO:  7000 CW 2017-05-27 0422 R1QE          599 010    S53X          599 287
QSO:  7000 CW 2017-05-27 0423 R1QE          599 011    DM1517L       599 297
QSO:  7000 CW 2017-05-27 0425 R1QE          599 012    EV1R          599 316
QSO:  7000 CW 2017-05-27 0426 R1QE          599 013    HA9RT         599 147
QSO:  7000 CW 2017-05-27 0427 R1QE          599 014    DK2FG         599 069
QSO:  7000 CW 2017-05-27 0428 R1QE          599 015    OK7Y          599 304
QSO:  7000 CW 2017-05-27 0430 R1QE          599 016    OG25YL        599 285
QSO:  7000 CW 2017-05-27 0431 R1QE          599 017    EW6W          599 253
