START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: M8C
CLUB:
CONTEST: CQ-WPX-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 446418
OPERATORS: G4DBL
SOAPBOX: Most operating done during Sunday.  The geo-magnetic storm was an
QSO: 14000 CW 2017-05-27 2252 M8C           599 0087   K3MD          599 0981
QSO: 14000 CW 2017-05-27 2253 M8C           599 0088   KF2OG         599 0090
QSO: 14000 CW 2017-05-27 2254 M8C           599 0089   W1NG          599 0029
QSO: 14000 CW 2017-05-27 2256 M8C           599 0090   K4PV          599 0823
QSO: 14000 CW 2017-05-27 2257 M8C           599 0091   W3WHK         599 0125
QSO: 14000 CW 2017-05-27 2258 M8C           599 0092   W4JAM         599 0321
QSO:  7000 CW 2017-05-27 2314 M8C           599 0093   YL6W          599 0860
QSO:  7000 CW 2017-05-27 2315 M8C           599 0094   RU1A          599 1095
QSO:  7000 CW 2017-05-27 2321 M8C           599 0095   LZ9W          599 1160
QSO:  7000 CW 2017-05-27 2322 M8C           599 0096   S57K          599 1691
QSO:  7000 CW 2017-05-27 2326 M8C           599 0097   KB1W          599 0360
QSO:  7030 CW 2017-05-28 0005 M8C           599 0098   9A5D          599 1190
QSO:  7000 CW 2017-05-28 0008 M8C           599 0099   AD4ES         599 1064
QSO:  7000 CW 2017-05-28 0010 M8C           599 0100   KE1S          599 0391
QSO:  7000 CW 2017-05-28 0011 M8C           599 0101   RG7G          599 2355
QSO:  7000 CW 2017-05-28 0014 M8C           599 0102   VE3EJ         599 1771
QSO:  7000 CW 2017-05-28 0017 M8C           599 0103   N1TO          599 1103
QSO:  7000 CW 2017-05-28 0017 M8C           599 0104   TI5W          599 1265
QSO:  7000 CW 2017-05-28 0021 M8C           599 0105   AK1W          599 1395
QSO:  7000 CW 2017-05-28 0021 M8C           599 0106   SN6O          599 0915
QSO:  7000 CW 2017-05-28 0023 M8C           599 0107   K3WW          599 1582
QSO:  7000 CW 2017-05-28 0024 M8C           599 0108   EF5F          599 1313
QSO:  7000 CW 2017-05-28 0025 M8C           599 0109   YR5N          599 0731
QSO:  7000 CW 2017-05-28 0029 M8C           599 0110   OM7M          599 1238
QSO:  7000 CW 2017-05-28 0030 M8C           599 0111   YT6W          599 2071
QSO:  7000 CW 2017-05-28 0034 M8C           599 0112   LZ4T          599 0938
QSO:  7000 CW 2017-05-28 0034 M8C           599 0113   EW8W          599 0926
QSO:  7000 CW 2017-05-28 0035 M8C           599 0114   SV2DSJ        599 0828
QSO:  7000 CW 2017-05-28 0037 M8C           599 0115   Z3B           599 1439
QSO:  7000 CW 2017-05-28 0038 M8C           599 0116   WC1M          599 1546
QSO:  7000 CW 2017-05-28 0039 M8C           599 0117   KE1J          599 0379
QSO:  3500 CW 2017-05-28 0041 M8C           599 0118   LZ7A          599 0386
QSO:  1800 CW 2017-05-28 0043 M8C           599 0119   DF0WRTC       599 0190
QSO:  1800 CW 2017-05-28 0046 M8C           599 0120   9A3XX         599 1335
QSO:  1800 CW 2017-05-28 0047 M8C           599 0121   LZ9W          599 0320
QSO:  1800 CW 2017-05-28 0048 M8C           599 0122   LY7M          599 0387
QSO:  3500 CW 2017-05-28 0053 M8C           599 0123   LY2XW         599 1300
QSO:  3500 CW 2017-05-28 0054 M8C           599 0124   S57AW         599 0843
QSO:  3500 CW 2017-05-28 0055 M8C           599 0125   HA3LN         599 0478
QSO:  3500 CW 2017-05-28 0056 M8C           599 0126   OK2SBR        599 0409
QSO:  3500 CW 2017-05-28 0057 M8C           599 0127   UX2X          599 0661
QSO:  7000 CW 2017-05-28 0547 M8C           599 0128   RM2U          599 1697
QSO:  7000 CW 2017-05-28 0601 M8C           599 0129   YL2KO         599 1706
QSO:  7000 CW 2017-05-28 0602 M8C           599 0130   SM2U          599 0851
QSO:  7000 CW 2017-05-28 0603 M8C           599 0131   SP2KPD        599 1675
QSO:  7000 CW 2017-05-28 0603 M8C           599 0132   HG7T          599 1119
QSO:  7000 CW 2017-05-28 0605 M8C           599 0133   F4WBN         599 1232
QSO:  7000 CW 2017-05-28 0609 M8C           599 0134   9A7A          599 3050
QSO:  7000 CW 2017-05-28 0610 M8C           599 0135   S51DX         599 0296
QSO:  7000 CW 2017-05-28 0611 M8C           599 0136   OG7O          599 1377
QSO:  7000 CW 2017-05-28 0612 M8C           599 0137   S50C          599 2930
QSO:  7000 CW 2017-05-28 0613 M8C           599 0138   IZ4OSH        599 0384
QSO:  7000 CW 2017-05-28 0615 M8C           599 0139   YR8V          599 0706
QSO:  7000 CW 2017-05-28 0619 M8C           599 0140   SK3W          599 0961
QSO:  7000 CW 2017-05-28 0620 M8C           599 0141   SP1C          599 0524
QSO:  7000 CW 2017-05-28 0621 M8C           599 0142   US1I          599 1350
QSO:  7000 CW 2017-05-28 0622 M8C           599 0143   N4WW          599 2035
QSO:  7000 CW 2017-05-28 0623 M8C           599 0144   IK3UNA        599 1111
QSO:  7000 CW 2017-05-28 0625 M8C           599 0145   EA3KU         599 0065
QSO:  7000 CW 2017-05-28 0627 M8C           599 0146   UT3UIX        599 0089
QSO: 14000 CW 2017-05-28 0647 M8C           599 0147   4X7R          599 2460
QSO: 14000 CW 2017-05-28 0648 M8C           599 0148   OL4A          599 2019
QSO: 14000 CW 2017-05-28 0649 M8C           599 0149   YT1A          599 1411
QSO: 14000 CW 2017-05-28 0650 M8C           599 0150   S56M          599 1313
QSO: 14000 CW 2017-05-28 0651 M8C           599 0151   RW7F          599 1722
QSO: 14000 CW 2017-05-28 0652 M8C           599 0152   RT9S          599 1664
QSO: 14000 CW 2017-05-28 0654 M8C           599 0153   UA3ABJ        599 0663
QSO: 14000 CW 2017-05-28 0657 M8C           599 0154   R8WF          599 1215
QSO: 14000 CW 2017-05-28 0700 M8C           599 0155   RU1A          599 2095
QSO: 14000 CW 2017-05-28 0701 M8C           599 0156   RT5K          599 1591
QSO: 14000 CW 2017-05-28 0702 M8C           599 0157   US7IY         599 0988
QSO: 14000 CW 2017-05-28 0703 M8C           599 0158   RW4WA         599 0710
QSO: 14000 CW 2017-05-28 0704 M8C           599 0159   RT3T          599 1587
QSO: 14000 CW 2017-05-28 0705 M8C           599 0160   RT9L          599 1260
QSO: 14000 CW 2017-05-28 0706 M8C           599 0161   OM7M          599 1802
QSO: 14000 CW 2017-05-28 0709 M8C           599 0162   D1A           599 0048
QSO: 14000 CW 2017-05-28 0711 M8C           599 0163   RW3XZ         599 0993
QSO: 14000 CW 2017-05-28 0713 M8C           599 0164   SV1M          599 0217
QSO: 14000 CW 2017-05-28 0713 M8C           599 0165   E77W          599 1653
QSO: 14000 CW 2017-05-28 0714 M8C           599 0166   LZ9W          599 1927
QSO: 14000 CW 2017-05-28 0715 M8C           599 0167   UP0L          599 2580
QSO: 14000 CW 2017-05-28 0738 M8C           599 0168   SV1ME         599 0350
QSO: 14000 CW 2017-05-28 0739 M8C           599 0169   9A1A          599 1882
QSO: 14000 CW 2017-05-28 0740 M8C           599 0170   HG1R          599 1151
QSO: 14000 CW 2017-05-28 0741 M8C           599 0171   IZ0LZC        599 0397
QSO: 14000 CW 2017-05-28 0741 M8C           599 0172   OH6BG         599 0952
QSO: 14000 CW 2017-05-28 0747 M8C           599 0173   ES7GM         599 1991
QSO: 14000 CW 2017-05-28 0748 M8C           599 0174   LY8O          599 1664
QSO: 14000 CW 2017-05-28 0748 M8C           599 0175   SO4R          599 2022
QSO: 14000 CW 2017-05-28 0751 M8C           599 0176   HG4F          599 0888
QSO: 14000 CW 2017-05-28 0752 M8C           599 0177   ZA/OG1N       599 1653
QSO: 14000 CW 2017-05-28 0753 M8C           599 0178   UX1UX         599 0652
QSO: 14000 CW 2017-05-28 0754 M8C           599 0179   IK8UND        599 1176
QSO: 14000 CW 2017-05-28 0755 M8C           599 0180   OF1TM         599 0781
QSO: 14000 CW 2017-05-28 0756 M8C           599 0181   ES5RR         599 2319
QSO: 14000 CW 2017-05-28 0757 M8C           599 0182   OH6LI         599 0666
QSO: 14000 CW 2017-05-28 0758 M8C           599 0183   SP9A          599 0108
QSO: 14000 CW 2017-05-28 0758 M8C           599 0184   OF3OJ         599 1680
QSO: 28000 CW 2017-05-28 1242 M8C           599 0185   9A5CW         599 0166
QSO: 28010 CW 2017-05-28 1250 M8C           599 0186   M6W           599 0071
QSO: 28000 CW 2017-05-28 1252 M8C           599 0187   OL3Z          599 0893
QSO: 28000 CW 2017-05-28 1254 M8C           599 0188   G4PVM         599 0113
QSO: 28000 CW 2017-05-28 1256 M8C           599 0189   9A2AJ         599 0303
QSO: 28000 CW 2017-05-28 1256 M8C           599 0190   G3YMC         599 0317
QSO: 21000 CW 2017-05-28 1305 M8C           599 0191   E77A          599 0985
QSO: 21000 CW 2017-05-28 1308 M8C           599 0192   9A1A          599 0967
QSO: 14000 CW 2017-05-28 1315 M8C           599 0193   YL2KO         599 2064
QSO: 14000 CW 2017-05-28 1315 M8C           599 0194   OH8X          599 2102
QSO: 14000 CW 2017-05-28 1321 M8C           599 0195   NR3X          599 2595
QSO: 14000 CW 2017-05-28 1322 M8C           599 0196   NR4M          599 1595
QSO: 14000 CW 2017-05-28 1326 M8C           599 0197   LY7Z          599 1238
QSO: 14000 CW 2017-05-28 1326 M8C           599 0198   LY4A          599 1616
QSO: 14000 CW 2017-05-28 1327 M8C           599 0199   EU1WW         599 1696
QSO: 14000 CW 2017-05-28 1329 M8C           599 0200   UT8AL         599 0811
QSO: 14000 CW 2017-05-28 1333 M8C           599 0201   EW5Z          599 2035
QSO: 14000 CW 2017-05-28 1334 M8C           599 0202   EW6W          599 2007
QSO: 14000 CW 2017-05-28 1335 M8C           599 0203   LY9Y          599 1781
QSO: 14000 CW 2017-05-28 1338 M8C           599 0204   SP7IFM        599 0052
QSO: 14000 CW 2017-05-28 1338 M8C           599 0205   G4R           599 1553
QSO: 14000 CW 2017-05-28 1339 M8C           599 0206   S53A          599 2187
QSO: 14000 CW 2017-05-28 1340 M8C           599 0207   SN8B          599 1834
QSO: 14000 CW 2017-05-28 1340 M8C           599 0208   IZ2FLX        599 0326
QSO: 28030 CW 2017-05-28 1420 M8C           599 0209   G3OOU         599 0055
QSO: 21000 CW 2017-05-28 1424 M8C           599 0210   PS2T          599 1848
QSO: 21000 CW 2017-05-28 1427 M8C           599 0211   PP5NY         599 0969
QSO: 21000 CW 2017-05-28 1429 M8C           599 0212   PP5KR         599 0835
QSO: 21000 CW 2017-05-28 1432 M8C           599 0213   CN8WW         599 0302
QSO: 21000 CW 2017-05-28 1433 M8C           599 0214   PY2DV         599 0069
QSO: 21000 CW 2017-05-28 1508 M8C           599 0215   CT9/R7KW      599 1940
QSO: 14000 CW 2017-05-28 1512 M8C           599 0216   VY2TT         599 2611
QSO: 14000 CW 2017-05-28 1514 M8C           599 0217   DR4A          599 1578
QSO: 14000 CW 2017-05-28 1515 M8C           599 0218   SX1T          599 1797
QSO: 14000 CW 2017-05-28 1518 M8C           599 0219   OG7O          599 1795
QSO: 14030 CW 2017-05-28 1520 M8C           599 0220   JT5DX         599 3503
QSO: 14000 CW 2017-05-28 1521 M8C           599 0221   S55T          599 2421
QSO: 14000 CW 2017-05-28 1522 M8C           599 0222   RO9A          599 1147
QSO: 14000 CW 2017-05-28 1525 M8C           599 0223   W3LL          599 1690
QSO: 14000 CW 2017-05-28 1525 M8C           599 0224   RM3F          599 0155
QSO: 14000 CW 2017-05-28 1528 M8C           599 0225   UR7MB         599 0146
QSO: 14000 CW 2017-05-28 1531 M8C           599 0226   YT3H          599 0050
QSO: 14000 CW 2017-05-28 1532 M8C           599 0227   EA5DNO        599 0419
QSO: 14000 CW 2017-05-28 1532 M8C           599 0228   LY1DZ         599 1457
QSO: 14000 CW 2017-05-28 1533 M8C           599 0229   SP4DZT        599 0924
QSO: 14000 CW 2017-05-28 1534 M8C           599 0230   UV7V          599 1441
QSO: 14000 CW 2017-05-28 1534 M8C           599 0231   UC4C          599 1522
QSO: 14000 CW 2017-05-28 1535 M8C           599 0232   RK4FF         599 1851
QSO: 14000 CW 2017-05-28 1535 M8C           599 0233   YT5A          599 2176
QSO: 14000 CW 2017-05-28 1535 M8C           599 0234   UX7IW         599 1406
QSO: 14000 CW 2017-05-28 1536 M8C           599 0235   RW1C          599 0165
QSO: 14000 CW 2017-05-28 1537 M8C           599 0236   OH6RE         599 0369
QSO: 14000 CW 2017-05-28 1537 M8C           599 0237   UT4U          599 1754
QSO: 14000 CW 2017-05-28 1538 M8C           599 0238   SP5WA         599 0832
QSO: 14030 CW 2017-05-28 1540 M8C           599 0239   S53O          599 1467
QSO: 14030 CW 2017-05-28 1541 M8C           599 0240   EW1NM         599 0480
QSO: 14000 CW 2017-05-28 1542 M8C           599 0241   ES6Q          599 1689
QSO: 14000 CW 2017-05-28 1542 M8C           599 0242   S50R          599 1403
QSO: 14000 CW 2017-05-28 1542 M8C           599 0243   SM3OMO        599 0476
QSO: 14000 CW 2017-05-28 1546 M8C           599 0244   UT1AA         599 0977
QSO: 14000 CW 2017-05-28 1546 M8C           599 0245   K3WW          599 1022
QSO: 14000 CW 2017-05-28 1547 M8C           599 0246   UX1VX         599 0547
QSO: 14000 CW 2017-05-28 1548 M8C           599 0247   EU6AA         599 0380
QSO: 14000 CW 2017-05-28 1549 M8C           599 0248   HA5PP         599 0784
QSO: 14000 CW 2017-05-28 1549 M8C           599 0249   ES1BH         599 0394
QSO: 14000 CW 2017-05-28 1550 M8C           599 0250   LZ1MS         599 0255
QSO: 14000 CW 2017-05-28 1551 M8C           599 0251   VE1OP         599 1087
QSO: 14000 CW 2017-05-28 1551 M8C           599 0252   EW8OM         599 1247
QSO: 14000 CW 2017-05-28 1552 M8C           599 0253   EW6EN         599 0858
QSO: 14000 CW 2017-05-28 1552 M8C           599 0254   UR7GO         599 1864
QSO: 14000 CW 2017-05-28 1552 M8C           599 0255   EW7A          599 0972
QSO: 14000 CW 2017-05-28 1553 M8C           599 0256   UT5C          599 1881
QSO: 14000 CW 2017-05-28 1553 M8C           599 0257   A92GE         599 0178
QSO: 14000 CW 2017-05-28 1554 M8C           599 0258   RA3YDA        599 0178
QSO: 14000 CW 2017-05-28 1555 M8C           599 0259   UB6B          599 1801
QSO: 14000 CW 2017-05-28 1556 M8C           599 0260   LY4L          599 1858
QSO: 14000 CW 2017-05-28 1556 M8C           599 0261   DM5N          599 1561
QSO: 14000 CW 2017-05-28 1557 M8C           599 0262   YU7KW         599 1019
QSO: 14000 CW 2017-05-28 1558 M8C           599 0263   OH3GZ         599 0068
QSO: 14000 CW 2017-05-28 1558 M8C           599 0264   DM7V          599 1682
QSO: 14000 CW 2017-05-28 1559 M8C           599 0265   OF8WW         599 1695
QSO: 14000 CW 2017-05-28 1559 M8C           599 0266   YO9BLY        599 0261
QSO: 14000 CW 2017-05-28 1600 M8C           599 0267   YU1GN         599 0204
QSO: 14000 CW 2017-05-28 1600 M8C           599 0268   UA3ABJ        599 0874
QSO: 14000 CW 2017-05-28 1601 M8C           599 0269   UY7C          599 1130
QSO: 14000 CW 2017-05-28 1601 M8C           599 0270   9A1AA         599 0874
QSO: 14000 CW 2017-05-28 1648 M8C           599 0271   YL3FT         599 1675
QSO: 14000 CW 2017-05-28 1651 M8C           599 0272   VX7R          599 2872
QSO: 14000 CW 2017-05-28 1652 M8C           599 0273   RC9A          599 0971
QSO: 14000 CW 2017-05-28 1653 M8C           599 0274   EW4C          599 0184
QSO: 14000 CW 2017-05-28 1654 M8C           599 0275   UB3DAO        599 0226
QSO: 14000 CW 2017-05-28 1655 M8C           599 0276   N3RS          599 2156
QSO: 14000 CW 2017-05-28 1655 M8C           599 0277   SP5CNA        599 0305
QSO: 14000 CW 2017-05-28 1656 M8C           599 0278   HG6C          599 0693
QSO: 14000 CW 2017-05-28 1656 M8C           599 0279   EF5T          599 1072
QSO: 14000 CW 2017-05-28 1657 M8C           599 0280   ED5O          599 1924
QSO: 14000 CW 2017-05-28 1658 M8C           599 0281   SP9CXN        599 0222
QSO: 14000 CW 2017-05-28 1658 M8C           599 0282   KD4D          599 2024
QSO: 14000 CW 2017-05-28 1659 M8C           599 0283   S50C          599 3449
QSO: 14000 CW 2017-05-28 1700 M8C           599 0284   UT3UCP        599 1081
QSO: 14000 CW 2017-05-28 1701 M8C           599 0285   OK7PN         599 1134
QSO: 14000 CW 2017-05-28 1703 M8C           599 0286   VE2BWL        599 1328
QSO: 14000 CW 2017-05-28 1704 M8C           599 0287   9A1CBM        599 0551
QSO: 14000 CW 2017-05-28 1704 M8C           599 0288   SM5CSS        599 0990
QSO: 14000 CW 2017-05-28 1705 M8C           599 0289   UT4XU         599 1078
QSO: 14000 CW 2017-05-28 1706 M8C           599 0290   ED7P          599 0560
QSO: 14000 CW 2017-05-28 1706 M8C           599 0291   LY1R          599 0237
QSO: 14000 CW 2017-05-28 1707 M8C           599 0292   HA6NW         599 0870
QSO: 14000 CW 2017-05-28 1707 M8C           599 0293   YT1HA         599 0937
QSO: 14000 CW 2017-05-28 1708 M8C           599 0294   UZ0U          599 1113
QSO: 14000 CW 2017-05-28 1709 M8C           599 0295   EU4U          599 0271
QSO: 14000 CW 2017-05-28 1709 M8C           599 0296   SC5C          599 0953
QSO: 14000 CW 2017-05-28 1710 M8C           599 0297   EU1U          599 0816
QSO: 14000 CW 2017-05-28 1710 M8C           599 0298   LZ7A          599 1561
QSO: 14000 CW 2017-05-28 1711 M8C           599 0299   SP2FOV        599 0320
QSO:  7000 CW 2017-05-28 1719 M8C           599 0300   HG5F          599 1814
QSO:  7000 CW 2017-05-28 1720 M8C           599 0301   VK6LW         599 1907
QSO:  7000 CW 2017-05-28 1721 M8C           599 0302   RW9QA         599 0447
QSO:  7000 CW 2017-05-28 1722 M8C           599 0303   SN7Q          599 2814
QSO:  7000 CW 2017-05-28 1723 M8C           599 0304   DF8TY         599 0192
QSO:  7000 CW 2017-05-28 1725 M8C           599 0305   OV3X          599 1098
QSO:  7000 CW 2017-05-28 1725 M8C           599 0306   SF3A          599 1178
QSO:  7000 CW 2017-05-28 1725 M8C           599 0307   DL4AUK        599 0865
QSO:  7000 CW 2017-05-28 1726 M8C           599 0308   SD6M          599 0444
QSO:  7000 CW 2017-05-28 1730 M8C           599 0309   DL4ME         599 1008
QSO:  7000 CW 2017-05-28 1732 M8C           599 0310   OK1WWJ        599 0195
QSO:  7000 CW 2017-05-28 1733 M8C           599 0311   OK2SGY        599 0692
QSO:  7000 CW 2017-05-28 1734 M8C           599 0312   LA1U          599 0260
QSO:  7000 CW 2017-05-28 1734 M8C           599 0313   SE0X          599 1145
QSO:  7000 CW 2017-05-28 1735 M8C           599 0314   R7MM          599 1560
QSO:  7000 CW 2017-05-28 1736 M8C           599 0315   LA8OM         599 1060
QSO:  7000 CW 2017-05-28 1737 M8C           599 0316   OL9R          599 1141
QSO:  7000 CW 2017-05-28 1737 M8C           599 0317   UT4LW         599 1955
QSO:  7000 CW 2017-05-28 1737 M8C           599 0318   DM6V          599 1346
QSO:  7000 CW 2017-05-28 1738 M8C           599 0319   S59ABC        599 2385
QSO:  7000 CW 2017-05-28 1738 M8C           599 0320   UW1M          599 2857
QSO:  7000 CW 2017-05-28 1739 M8C           599 0321   DM5N          599 1619
QSO:  7000 CW 2017-05-28 1739 M8C           599 0322   S53X          599 2003
QSO:  7000 CW 2017-05-28 1740 M8C           599 0323   OL6P          599 2144
QSO:  7000 CW 2017-05-28 1741 M8C           599 0324   DK1KC         599 0939
QSO:  7000 CW 2017-05-28 1742 M8C           599 0325   OK1GS         599 0283
QSO:  7000 CW 2017-05-28 1743 M8C           599 0326   RY7Y          599 2207
QSO:  7000 CW 2017-05-28 1743 M8C           599 0327   HA3NU         599 1729
QSO:  7000 CW 2017-05-28 1744 M8C           599 0328   UB7K          599 1810
QSO:  7000 CW 2017-05-28 1745 M8C           599 0329   RL5A          599 0171
