START-OF-LOG: 3.0
CALLSIGN: LZ8Z
CONTEST: CQ-WPX-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: 20M
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 98600
NAME: Ivan Todorov
LOCATION: DX
OPERATORS: LZ2HT
CLUB: THRACIAN ROSE CLUB
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.6349.0
SOAPBOX: RIG FT-857D, ANTENNA SOTABEAMS LINKED DIPOLE FOR 7/14 MHZ
QSO: 14007 CW 2017-05-27 0811 LZ8Z          599 0001   DF0WRTC       599 0618
QSO: 14006 CW 2017-05-27 0813 LZ8Z          599 0002   RW7F          599 0680
QSO: 14005 CW 2017-05-27 0814 LZ8Z          599 0003   RN1ON         599 0247
QSO: 14008 CW 2017-05-27 0815 LZ8Z          599 0004   RT5K          599 0599
QSO: 14010 CW 2017-05-27 0818 LZ8Z          599 0005   4X7R          599 0778
QSO: 14011 CW 2017-05-27 0831 LZ8Z          599 0006   EF5F          599 0498
QSO: 14012 CW 2017-05-27 0833 LZ8Z          599 0007   SE0X          599 0109
QSO: 14012 CW 2017-05-27 0837 LZ8Z          599 0008   G9Y           599 0592
QSO: 14013 CW 2017-05-27 0837 LZ8Z          599 0009   RU1A          599 0873
QSO: 14014 CW 2017-05-27 0838 LZ8Z          599 0010   F6KOP         599 0483
QSO: 14015 CW 2017-05-27 0840 LZ8Z          599 0011   IK2AOO        599 0024
QSO: 14016 CW 2017-05-27 0840 LZ8Z          599 0012   OL4A          599 0785
QSO: 14017 CW 2017-05-27 0842 LZ8Z          599 0013   OH8X          599 0813
QSO: 14017 CW 2017-05-27 0843 LZ8Z          599 0014   OH3FM         599 0480
QSO: 14018 CW 2017-05-27 0843 LZ8Z          599 0015   PA4O          599 0110
QSO: 14018 CW 2017-05-27 0846 LZ8Z          599 0016   OF100FI/3     599 0280
QSO: 14020 CW 2017-05-27 0848 LZ8Z          599 0017   ZA/OU2I       599 0293
QSO: 14021 CW 2017-05-27 0851 LZ8Z          599 0018   EW6W          599 0712
QSO: 14022 CW 2017-05-27 0852 LZ8Z          599 0019   OP4K          599 0821
QSO: 14022 CW 2017-05-27 0853 LZ8Z          599 0020   RW4W          599 0657
QSO: 14025 CW 2017-05-27 0858 LZ8Z          599 0021   IT9RBW        599 0200
QSO: 14026 CW 2017-05-27 0900 LZ8Z          599 0022   UA4M          599 0882
QSO: 14027 CW 2017-05-27 0903 LZ8Z          599 0023   UA9LDD        599 0379
QSO: 14028 CW 2017-05-27 0905 LZ8Z          599 0024   IZ8GCB        599 0077
QSO: 14028 CW 2017-05-27 0907 LZ8Z          599 0025   ES4RD         599 0380
QSO: 14029 CW 2017-05-27 0907 LZ8Z          599 0026   S50C          599 1083
QSO: 14030 CW 2017-05-27 0910 LZ8Z          599 0027   RT9L          599 0694
QSO: 14032 CW 2017-05-27 0912 LZ8Z          599 0028   DD0CC         599 0463
QSO: 14033 CW 2017-05-27 0915 LZ8Z          599 0029   OG73X         599 0746
QSO: 14034 CW 2017-05-27 0915 LZ8Z          599 0030   RD7T          599 0754
QSO: 14036 CW 2017-05-27 0917 LZ8Z          599 0031   TM6X          599 0648
QSO: 14037 CW 2017-05-27 0920 LZ8Z          599 0032   RK3T          599 0452
QSO: 14039 CW 2017-05-27 0921 LZ8Z          599 0033   DM6V          599 0497
QSO: 14040 CW 2017-05-27 0922 LZ8Z          599 0034   OG2P          599 0599
QSO: 14042 CW 2017-05-27 0924 LZ8Z          599 0035   RZ4AZ         599 0110
QSO: 14043 CW 2017-05-27 0925 LZ8Z          599 0036   IO3X          599 0307
QSO: 14043 CW 2017-05-27 0926 LZ8Z          599 0037   EW8OM         599 0483
QSO: 14043 CW 2017-05-27 0927 LZ8Z          599 0038   YL5T          599 0119
QSO: 14044 CW 2017-05-27 0928 LZ8Z          599 0039   LY8O          599 0935
QSO: 14046 CW 2017-05-27 0931 LZ8Z          599 0040   OE2LCM        599 0044
QSO: 14047 CW 2017-05-27 0933 LZ8Z          599 0041   UP0L          599 1143
QSO: 14049 CW 2017-05-27 0935 LZ8Z          599 0042   OK4RQ         599 0145
QSO: 14050 CW 2017-05-27 0937 LZ8Z          599 0043   DL40MFR       599 0639
QSO: 14052 CW 2017-05-27 0938 LZ8Z          599 0044   EW7A          599 0207
QSO: 14052 CW 2017-05-27 0939 LZ8Z          599 0045   SX1T          599 0652
QSO: 14053 CW 2017-05-27 0940 LZ8Z          599 0046   S53EO         599 0366
QSO: 14053 CW 2017-05-27 0941 LZ8Z          599 0047   DF6JC         599 0112
QSO: 14054 CW 2017-05-27 0942 LZ8Z          599 0048   ON5JT         599 0443
QSO: 14055 CW 2017-05-27 0942 LZ8Z          599 0049   D1WW          599 0008
QSO: 14057 CW 2017-05-27 0944 LZ8Z          599 0050   DM9K          599 0582
QSO: 14058 CW 2017-05-27 0944 LZ8Z          599 0051   LY7Z          599 0476
QSO: 14060 CW 2017-05-27 0946 LZ8Z          599 0052   RT9S          599 0745
QSO: 14064 CW 2017-05-27 0948 LZ8Z          599 0053   RA6AN         599 0105
QSO: 14065 CW 2017-05-27 0949 LZ8Z          599 0054   IZ8EFD        599 0319
QSO: 14066 CW 2017-05-27 0951 LZ8Z          599 0055   R9PA          599 0195
QSO: 14067 CW 2017-05-27 0952 LZ8Z          599 0056   G4R           599 0652
QSO: 14069 CW 2017-05-27 0954 LZ8Z          599 0057   ES2EZ         599 0064
QSO: 14069 CW 2017-05-27 0956 LZ8Z          599 0058   SO9M          599 0307
QSO: 14064 CW 2017-05-27 0957 LZ8Z          599 0059   UX1UX         599 0331
QSO: 14061 CW 2017-05-27 1001 LZ8Z          599 0060   RL9I          599 0161
QSO: 14059 CW 2017-05-27 1002 LZ8Z          599 0061   EW6F          599 0087
QSO: 14058 CW 2017-05-27 1003 LZ8Z          599 0062   SK3W          599 0623
QSO: 14058 CW 2017-05-27 1004 LZ8Z          599 0063   OF5CZ         599 0337
QSO: 14057 CW 2017-05-27 1005 LZ8Z          599 0064   OH6LI         599 0196
QSO: 14056 CW 2017-05-27 1006 LZ8Z          599 0065   HB9FBM        599 0035
QSO: 14055 CW 2017-05-27 1007 LZ8Z          599 0066   DF4XX         599 0570
QSO: 14052 CW 2017-05-27 1008 LZ8Z          599 0067   DJ5MO         599 0187
QSO: 14051 CW 2017-05-27 1010 LZ8Z          599 0068   RT2T          599 0362
QSO: 14051 CW 2017-05-27 1011 LZ8Z          599 0069   OF1TM         599 0097
QSO: 14048 CW 2017-05-27 1012 LZ8Z          599 0070   IK3UNA        599 0528
QSO: 14046 CW 2017-05-27 1017 LZ8Z          599 0071   EC2DX         599 0852
QSO: 14044 CW 2017-05-27 1021 LZ8Z          599 0072   F2YT/P        599 0047
QSO: 14042 CW 2017-05-27 1024 LZ8Z          599 0073   LA3BO         599 0124
QSO: 14042 CW 2017-05-27 1025 LZ8Z          599 0074   DL4YR         599 0111
QSO: 14041 CW 2017-05-27 1043 LZ8Z          599 0075   RM9I          599 0682
QSO: 14035 CW 2017-05-27 1046 LZ8Z          599 0076   DJ9DZ         599 0541
QSO: 14033 CW 2017-05-27 1049 LZ8Z          599 0077   M0DSL/P       599 0230
QSO: 14033 CW 2017-05-27 1050 LZ8Z          599 0078   UX3IO         599 0488
QSO: 14033 CW 2017-05-27 1051 LZ8Z          599 0079   IF9A          599 0409
QSO: 14031 CW 2017-05-27 1053 LZ8Z          599 0080   EF5T          599 0009
QSO: 14030 CW 2017-05-27 1054 LZ8Z          599 0081   UP2L          599 0939
QSO: 14029 CW 2017-05-27 1055 LZ8Z          599 0082   UB6B          599 0578
QSO: 14029 CW 2017-05-27 1056 LZ8Z          599 0083   DF0SAX        599 0717
QSO: 14027 CW 2017-05-27 1057 LZ8Z          599 0084   RT3T          599 0638
QSO: 14023 CW 2017-05-27 1100 LZ8Z          599 0085   SP1NY         599 0301
QSO: 14019 CW 2017-05-27 1105 LZ8Z          599 0086   RL4F          599 0673
QSO: 14016 CW 2017-05-27 1107 LZ8Z          599 0087   UY7C          599 0498
QSO: 14014 CW 2017-05-27 1109 LZ8Z          599 0088   P33W          599 1076
QSO: 14012 CW 2017-05-27 1110 LZ8Z          599 0089   UZ3A          599 0783
QSO: 14011 CW 2017-05-27 1112 LZ8Z          599 0090   ER4A          599 1089
QSO: 14010 CW 2017-05-27 1114 LZ8Z          599 0091   DJ5MW         599 1176
QSO: 14005 CW 2017-05-27 1117 LZ8Z          599 0092   EU1WW         599 0620
QSO: 14004 CW 2017-05-27 1117 LZ8Z          599 0093   OG7O          599 0862
QSO: 14003 CW 2017-05-27 1119 LZ8Z          599 0094   EN4U          599 0834
QSO: 21003 CW 2017-05-27 1123 LZ8Z          599 0095   P33W          599 0905
QSO: 21011 CW 2017-05-27 1125 LZ8Z          599 0096   4X7R          599 1098
QSO: 21015 CW 2017-05-27 1126 LZ8Z          599 0097   LZ9W          599 0510
QSO: 21016 CW 2017-05-27 1128 LZ8Z          599 0098   RU6AV         599 0454
QSO: 21021 CW 2017-05-27 1133 LZ8Z          599 0099   UA6CC         599 0611
QSO: 21026 CW 2017-05-27 1134 LZ8Z          599 0100   R7RF          599 0096
QSO: 21036 CW 2017-05-27 1137 LZ8Z          599 0101   II9P          599 0647
QSO:  7031 CW 2017-05-27 1150 LZ8Z          599 0102   9A1A          599 0803
QSO:  7017 CW 2017-05-27 1154 LZ8Z          599 0103   HG3A          599 0582
QSO:  7012 CW 2017-05-27 1155 LZ8Z          599 0104   HG2DX         599 0291
QSO:  7012 CW 2017-05-27 1159 LZ8Z          599 0105   S51R          599 0201
