START-OF-LOG: 3.0
CALLSIGN: 9H1AE
CONTEST: CQ-WPX-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 240526
NAME: SAVAS
LOCATION: DX
OPERATORS: 9H1AE
CLUB:
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.6349.0
SOAPBOX: Nice contest as always! QSL direct via SV2AEL or LOTW.
QSO:  7000 CW 2017-05-27 0004 9H1AE         599 0001   SN8C          599 0006
QSO:  7000 CW 2017-05-27 0006 9H1AE         599 0002   RT9A          599 0003
QSO:  7000 CW 2017-05-27 0010 9H1AE         599 0003   DM9K          599 0016
QSO:  7000 CW 2017-05-27 0011 9H1AE         599 0004   HG3A          599 0009
QSO:  7000 CW 2017-05-27 0015 9H1AE         599 0005   UW5Y          599 0035
QSO:  7000 CW 2017-05-27 0017 9H1AE         599 0006   SV1JG         599 0019
QSO:  7000 CW 2017-05-27 0019 9H1AE         599 0007   RU6K          599 0036
QSO:  7000 CW 2017-05-27 0021 9H1AE         599 0008   OM4Q          599 0024
QSO:  7000 CW 2017-05-27 0023 9H1AE         599 0009   HA3NU         599 0031
QSO:  7000 CW 2017-05-27 0025 9H1AE         599 0010   YO4NF         599 0020
QSO:  7000 CW 2017-05-27 0027 9H1AE         599 0011   OL6P          599 0029
QSO:  7000 CW 2017-05-27 0029 9H1AE         599 0012   NN5J          599 0079
QSO:  7000 CW 2017-05-27 0031 9H1AE         599 0013   9A7A          599 0088
QSO:  7000 CW 2017-05-27 0034 9H1AE         599 0014   NR3X          599 0100
QSO:  7000 CW 2017-05-27 0035 9H1AE         599 0015   S53A          599 0074
QSO:  7000 CW 2017-05-27 0039 9H1AE         599 0016   AB3CX         599 0078
QSO:  7000 CW 2017-05-27 0041 9H1AE         599 0017   SN8B          599 0068
QSO:  7000 CW 2017-05-27 0043 9H1AE         599 0018   P33W          599 0177
QSO:  7000 CW 2017-05-27 0043 9H1AE         599 0019   YT7A          599 0074
QSO:  7000 CW 2017-05-27 0051 9H1AE         599 0020   NR4M          599 0143
QSO:  7000 CW 2017-05-27 0051 9H1AE         599 0021   NW7R          599 0120
QSO:  7000 CW 2017-05-27 0110 9H1AE         599 0022   LZ9W          599 0063
QSO:  7000 CW 2017-05-27 0111 9H1AE         599 0023   LX7I          599 0134
QSO:  7000 CW 2017-05-27 0114 9H1AE         599 0024   UA9LDD        599 0106
