START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-222
CALLSIGN: N2YB
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: N2YB
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-222 ARRL/arrl_222_mhz_and_up_distance_contest/2021.
QSO:   432 PH 2021-08-08 0018 N2YB          FN12DT N2WK          FN03XE
QSO:   222 PH 2021-08-08 0019 N2YB          FN12DT N2WK          FN03XE
QSO:   902 PH 2021-08-08 0020 N2YB          FN12DT N2WK          FN03XE
QSO:  2.3G PH 2021-08-08 0021 N2YB          FN12DT N2WK          FN03XE
QSO:  3.4G PH 2021-08-08 0025 N2YB          FN12DT N2WK          FN03XE
QSO:  5.7G PH 2021-08-08 0026 N2YB          FN12DT N2WK          FN03XE
QSO:   432 PH 2021-08-08 0041 N2YB          FN12DT N2JMH         FN12BW
QSO:   222 PH 2021-08-08 0042 N2YB          FN12DT N2JMH         FN12BW
QSO:   902 PH 2021-08-08 0044 N2YB          FN12DT N2JMH         FN12BW
QSO:  1.2G PH 2021-08-08 0045 N2YB          FN12DT N2JMH         FN12BW
QSO:  2.3G PH 2021-08-08 0045 N2YB          FN12DT N2JMH         FN12BW
QSO:  3.4G PH 2021-08-08 0047 N2YB          FN12DT N2JMH         FN12BW
QSO:  5.7G PH 2021-08-08 0048 N2YB          FN12DT N2JMH         FN12BW
QSO:   432 PH 2021-08-08 0053 N2YB          FN12DT KD2LGX        FN13IG
QSO:   222 DG 2021-08-08 0054 N2YB          FN12DT KD2LGX        FN13IG
QSO:   902 DG 2021-08-08 0056 N2YB          FN12DT KD2LGX        FN13IG
QSO:  1.2G PH 2021-08-08 0057 N2YB          FN12DT KD2LGX        FN13IG
END-OF-LOG:
