START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-SEP
CALLSIGN: N2PEQ
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: N2PEQ
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-SEP ARRL/arrl_september_vhf_contest/2020.
QSO:    50 RY 2020-09-12 2113 N2PEQ         FN32 W2SZ          FN22
QSO:    50 DG 2020-09-12 2115 N2PEQ         FN32 WA3AFS        FN32
QSO:    50 DG 2020-09-12 2137 N2PEQ         FN32 KG2H          FN33
QSO:    50 RY 2020-09-12 2142 N2PEQ         FN32 WW2G          FN32
QSO:   144 PH 2020-09-12 2146 N2PEQ         FN32 KD2QKU        FN32
QSO:   432 PH 2020-09-12 2236 N2PEQ         FN32 W2SZ          FN22
QSO:   432 FM 2020-09-12 2238 N2PEQ         FN32 WB1GQR        FN33
QSO:    50 PH 2020-09-12 2253 N2PEQ         FN32 WB1GQR        FN33
QSO:    50 PH 2020-09-12 2255 N2PEQ         FN32 KD2QKU        FN32
QSO:    50 RY 2020-09-12 2317 N2PEQ         FN32 N2JJ          FN33
QSO:    50 DG 2020-09-12 2333 N2PEQ         FN32 KM2O          FN32
QSO:   144 FM 2020-09-13 0011 N2PEQ         FN32 WA3AFS        FN32
QSO:    50 RY 2020-09-13 0041 N2PEQ         FN32 KE1R          FN31
QSO:    50 DG 2020-09-13 0432 N2PEQ         FN32 W1QK          FN31
QSO:   144 FM 2020-09-13 1632 N2PEQ         FN32 WB2SIH/R      FN33
QSO:    50 PH 2020-09-13 1635 N2PEQ         FN32 WB2SIH/R      FN33
QSO:   432 FM 2020-09-13 1637 N2PEQ         FN32 WB2SIH/R      FN33
END-OF-LOG:
