START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-SEP
CALLSIGN: N2SFS
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: N2SFS
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-SEP ARRL/arrl_september_vhf_contest/2020.
QSO:    50 CW 2020-09-12 1929 N2SFS         FN21 NF2RS/R       FN32
QSO:    50 PH 2020-09-12 1930 N2SFS         FN21 WB1GQR        FN33
QSO:   144 PH 2020-09-12 2045 N2SFS         FN21 NF2RS/R       FN31
QSO:   144 PH 2020-09-12 2059 N2SFS         FN21 W2EA          FN21
QSO:    50 PH 2020-09-12 2107 N2SFS         FN21 W2EA          FN21
QSO:   144 CW 2020-09-12 2130 N2SFS         FN21 W1AN          FN41
QSO:   144 PH 2020-09-13 0044 N2SFS         FN21 WB1GQR        FN33
QSO:   144 PH 2020-09-13 0118 N2SFS         FN21 N2RC          FN21
QSO:    50 CW 2020-09-13 0138 N2SFS         FN21 W1FM          FN42
QSO:   144 PH 2020-09-13 0305 N2SFS         FN21 WB2CUT        FN20
QSO:   222 PH 2020-09-13 0321 N2SFS         FN21 WB2JAY        FN30
QSO:   144 PH 2020-09-13 0335 N2SFS         FN21 K1TEO         FN31
QSO:    50 PH 2020-09-13 0336 N2SFS         FN21 K1TEO         FN31
QSO:    50 PH 2020-09-13 0410 N2SFS         FN21 K1RZ          FM19
QSO:   144 CW 2020-09-13 1531 N2SFS         FN21 K1KG          FN42
QSO:   144 CW 2020-09-13 1537 N2SFS         FN21 K1GX          FN31
QSO:   144 CW 2020-09-13 2142 N2SFS         FN21 W1QK          FN31
QSO:   144 CW 2020-09-13 2143 N2SFS         FN21 WB2JAY        FN30
QSO:   144 PH 2020-09-14 0034 N2SFS         FN21 W2SZ          FN22
END-OF-LOG:
