START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-SEP
CALLSIGN: N9UM
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: N9UM
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-SEP ARRL/arrl_september_vhf_contest/2020.
QSO:    50 DG 2020-09-12 2102 N9UM          EN52 KO9A          EN52
QSO:    50 RY 2020-09-12 2102 N9UM          EN52 W9GA          EN53
QSO:    50 DG 2020-09-12 2104 N9UM          EN52 N9AKR         EN61
QSO:   432 PH 2020-09-12 2106 N9UM          EN52 KO9A          EN52
QSO:    50 DG 2020-09-12 2111 N9UM          EN52 NT9E          EN52
QSO:    50 DG 2020-09-12 2112 N9UM          EN52 WB8BZK        EN52
QSO:    50 DG 2020-09-12 2115 N9UM          EN52 K9IMM         EN52
QSO:   222 PH 2020-09-12 2135 N9UM          EN52 AA9IL         EN62
QSO:    50 DG 2020-09-13 1249 N9UM          EN52 K5ND/R        EM24
QSO:    50 PH 2020-09-13 1436 N9UM          EN52 K5QE          EM31
QSO:   432 PH 2020-09-13 1635 N9UM          EN52 N9REP/R       EN52
QSO:   144 PH 2020-09-13 1638 N9UM          EN52 N9REP/R       EN52
QSO:   222 FM 2020-09-13 1640 N9UM          EN52 N9REP/R       EN52
QSO:    50 PH 2020-09-13 1640 N9UM          EN52 N9REP/R       EN52
QSO:   432 PH 2020-09-13 1643 N9UM          EN52 N9TF          EN52
QSO:   144 PH 2020-09-13 1644 N9UM          EN52 N9TF          EN52
QSO:   432 FM 2020-09-13 1656 N9UM          EN52 W9NXM         EN52
QSO:   144 FM 2020-09-13 1703 N9UM          EN52 W9NXM         EN52
END-OF-LOG:
