START-OF-LOG: 3.0
CALLSIGN: NJ1T
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 65560
NAME: Doug Crittendon
LOCATION: MA
OPERATORS: NJ1T
CLUB: Yankee Clipper Contest Club
CERTIFICATE: NO
CREATED-BY: N3FJP's CQ WW DX RTTY Contest Log 1.9
SOAPBOX: Sending on MixW and Logging on N3FJP .. buzzy as a BEE
QSO: 14000 RY 2018-09-29 1503 NJ1T          599 05 MA  AA2MF         599 05 FL  1
QSO: 14000 RY 2018-09-29 1508 NJ1T          599 05 MA  UW1M          599 16 DX  1
QSO: 14000 RY 2018-09-29 1510 NJ1T          599 05 MA  HB9DHG        599 14 DX  1
QSO: 14000 RY 2018-09-29 1521 NJ1T          599 05 MA  DL3BQA        599 14 DX  1
QSO: 14000 RY 2018-09-29 1535 NJ1T          599 05 MA  S53S          599 15 DX  1
QSO: 14000 RY 2018-09-29 1537 NJ1T          599 05 MA  EV1R          599 16 DX  1
QSO: 14000 RY 2018-09-29 1908 NJ1T          599 05 MA  CR3W          599 33 DX  1
QSO: 14000 RY 2018-09-29 1913 NJ1T          599 05 MA  WD5DBV        599 04 LA  1
QSO: 14000 RY 2018-09-29 1918 NJ1T          599 05 MA  N3RC          599 05 CA  1
QSO: 14000 RY 2018-09-29 1921 NJ1T          599 05 MA  EA4RM         599 14 DX  1
QSO: 14000 RY 2018-09-29 1938 NJ1T          599 05 MA  4M1F          599 09 DX  1
QSO: 14000 RY 2018-09-29 1943 NJ1T          599 05 MA  N7UVH         599 03 ID  1
QSO: 14000 RY 2018-09-29 1950 NJ1T          599 05 MA  K9CT          599 04 MI  1
QSO: 14000 RY 2018-09-29 1953 NJ1T          599 05 MA  KI6DY         599 03 CA  1
QSO: 14000 RY 2018-09-29 1954 NJ1T          599 05 MA  DD2ML         599 14 DX  1
QSO: 14000 RY 2018-09-29 2006 NJ1T          599 05 MA  NW6P          599 03 CA  1
QSO: 14000 RY 2018-09-29 2008 NJ1T          599 05 MA  W7VXS         599 03 WA  1
QSO: 14000 RY 2018-09-29 2012 NJ1T          599 05 MA  9A1A          599 15 DX  1
QSO: 14000 RY 2018-09-29 2017 NJ1T          599 05 MA  KZ1W          599 05 WA  1
QSO: 14000 RY 2018-09-29 2019 NJ1T          599 05 MA  W0MB          599 04 MO  1
QSO: 14000 RY 2018-09-29 2020 NJ1T          599 05 MA  G2F           599 14 DX  1
QSO: 14000 RY 2018-09-29 2025 NJ1T          599 05 MA  AB0LR         599 04 CO  1
QSO: 14000 RY 2018-09-29 2027 NJ1T          599 05 MA  W4MLB         599 05 FL  1
QSO: 14000 RY 2018-09-29 2031 NJ1T          599 05 MA  TG9INN        599 07 DX  1
QSO: 14000 RY 2018-09-29 2033 NJ1T          599 05 MA  W7MRF         599 03 AZ  1
QSO: 14000 RY 2018-09-29 2034 NJ1T          599 05 MA  NP4AW         599 08 DX  1
QSO: 14000 RY 2018-09-29 2035 NJ1T          599 05 MA  TM0T          599 14 DX  1
QSO: 14000 RY 2018-09-29 2038 NJ1T          599 05 MA  C37NL         599 14 DX  1
QSO: 14000 RY 2018-09-29 2041 NJ1T          599 05 MA  I4CC          599 15 DX  1
QSO: 14000 RY 2018-09-29 2043 NJ1T          599 05 MA  K5WE          599 04 OK  1
QSO: 14000 RY 2018-09-29 2047 NJ1T          599 05 MA  KM6Z          599 03 CA  1
QSO: 14000 RY 2018-09-29 2050 NJ1T          599 05 MA  DM5TI         599 14 DX  1
QSO: 14000 RY 2018-09-29 2055 NJ1T          599 05 MA  IC8SQS        599 15 DX  1
QSO: 14000 RY 2018-09-29 2151 NJ1T          599 05 MA  CE3DNP        599 12 DX  1
QSO: 14000 RY 2018-09-29 2158 NJ1T          599 05 MA  H88X          599 07 DX  1
QSO: 14000 RY 2018-09-29 2200 NJ1T          599 05 MA  IT9RGY        599 15 DX  1
QSO: 14000 RY 2018-09-29 2201 NJ1T          599 05 MA  K1SFA         599 05 MA  1
QSO: 14000 RY 2018-09-29 2203 NJ1T          599 05 MA  KI6BIM        599 03 OR  1
QSO: 14000 RY 2018-09-29 2207 NJ1T          599 05 MA  AI4FR         599 05 FL  1
QSO: 14000 RY 2018-09-29 2209 NJ1T          599 05 MA  N4SVC         599 05 FL  1
QSO: 14000 RY 2018-09-29 2210 NJ1T          599 05 MA  J35X          599 08 DX  1
QSO: 14000 RY 2018-09-29 2217 NJ1T          599 05 MA  PX2A          599 11 DX  1
QSO: 14000 RY 2018-09-29 2219 NJ1T          599 05 MA  KF7U          599 03 AZ  1
QSO: 14000 RY 2018-09-29 2220 NJ1T          599 05 MA  CO8ZZ         599 08 DX  1
QSO: 14000 RY 2018-09-29 2224 NJ1T          599 05 MA  KS0AA         599 04 KS  1
QSO: 14000 RY 2018-09-29 2227 NJ1T          599 05 MA  K7HP          599 03 AZ  1
QSO: 14000 RY 2018-09-29 2240 NJ1T          599 05 MA  PY5ZW         599 11 DX  1
QSO: 14000 RY 2018-09-29 2246 NJ1T          599 05 MA  JE1LFY        599 25 DX  1
QSO: 14000 RY 2018-09-29 2248 NJ1T          599 05 MA  NT5V          599 04 TX  1
QSO: 14000 RY 2018-09-29 2254 NJ1T          599 05 MA  TF3PPN        599 40 DX  1
QSO: 14000 RY 2018-09-29 2256 NJ1T          599 05 MA  JR4OZR        599 25 DX  1
QSO: 14000 RY 2018-09-29 2258 NJ1T          599 05 MA  PY2NY         599 11 DX  1
QSO: 14000 RY 2018-09-29 2300 NJ1T          599 05 MA  VE6WW         599 04 AB  1
QSO: 14000 RY 2018-09-29 2303 NJ1T          599 05 MA  VP2V/AA7V     599 08 DX  1
QSO: 14000 RY 2018-09-29 2304 NJ1T          599 05 MA  ZX2B          599 11 DX  1
QSO: 14000 RY 2018-09-29 2307 NJ1T          599 05 MA  AC0C          599 04 KS  1
QSO: 14000 RY 2018-09-29 2310 NJ1T          599 05 MA  P49X          599 09 DX  1
QSO: 14000 RY 2018-09-29 2316 NJ1T          599 05 MA  CB1H          599 12 DX  1
QSO: 14000 RY 2018-09-29 2320 NJ1T          599 05 MA  XQ1KN         599 12 DX  1
QSO: 14000 RY 2018-09-29 2324 NJ1T          599 05 MA  JM7OLW        599 25 DX  1
QSO: 14000 RY 2018-09-29 2326 NJ1T          599 05 MA  W6RDF         599 03 CA  1
QSO: 14000 RY 2018-09-29 2327 NJ1T          599 05 MA  K0WPM         599 04 KS  1
QSO: 14000 RY 2018-09-29 2333 NJ1T          599 05 MA  LU5VV         599 13 DX  1
QSO: 14000 RY 2018-09-29 2335 NJ1T          599 05 MA  K3WR          599 05 FL  1
