START-OF-LOG: 3.0
CALLSIGN: JA0GCI
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: 40M
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 2247
NAME: KAZUHIRO KUMAGAI
LOCATION: DX
OPERATORS: JA0GCI
CLUB:
CERTIFICATE: NO
CREATED-BY:
QSO:  7000 RY 2018-09-29 0722 JA0GCI	   599 25 DX  K3EST	    599 03 CA  0
QSO:  7000 RY 2018-09-29 0724 JA0GCI	   599 25 DX  W7MRF	    599	03 AZ  0
QSO:  7000 RY 2018-09-29 0734 JA0GCI   	   599 25 DX  N7AT	    599	03 AZ  0
QSO:  7000 RY 2018-09-29 0806 JA0GCI	   599 25 DX  N6RV	    599	03 CA  0
QSO:  7000 RY 2018-09-29 0822 JA0GCI	   599 25 DX  BH2RO	    599	24 DX  0
QSO:  7000 RY 2018-09-29 0827 JA0GCI	   599 25 DX  N6QQ	    599	03 CA  0
QSO:  7000 RY 2018-09-29 0839 JA0GCI	   599 25 DX  RM0F	    599	19 DX  0
QSO:  7000 RY 2018-09-29 0853 JA0GCI	   599 25 DX  N8OO	    599	04 CA  0
QSO:  7000 RY 2018-09-29 1034 JA0GCI	   599 25 DX  DX2R	    599	27 DX  0
QSO:  7000 RY 2018-09-29 1038 JA0GCI	   599 25 DX  RK0UT	    599	18 DX  0
QSO:  7000 RY 2018-09-29 1152 JA0GCI	   599 25 DX  RX0AE	    599	18 DX  0
QSO:  7000 RY 2018-09-29 1156 JA0GCI	   599 25 DX  UA0SR	    599	18 DX  0
QSO:  7000 RY 2018-09-29 1257 JA0GCI	   599 25 DX  K6XX	    599	03 CA  0
QSO:  7000 RY 2018-09-29 1259 JA0GCI	   599 25 DX  W0LSD	    599	04 CO  0
QSO:  7000 RY 2018-09-29 1304 JA0GCI	   599 25 DX  WN6K	    599	03 CA  0
QSO:  7000 RY 2018-09-29 1315 JA0GCI	   599 25 DX  AC4CA	    599	04 TX  0
QSO:  7000 RY 2018-09-29 1319 JA0GCI	   599 25 DX  N7GP	    599	03 AZ  0
QSO:  7000 RY 2018-09-29 1320 JA0GCI	   599 25 DX  W7ZR	    599	03 AZ  0
QSO:  7000 RY 2018-09-29 1329 JA0GCI	   599 25 DX  VR2CC	    599	24 DX  0
QSO:  7000 RY 2018-09-29 1335 JA0GCI	   599 25 DX  YC4FIK	    599	28 DX  0
QSO:  7000 RY 2018-09-29 1345 JA0GCI	   599 25 DX  UA4M	    599	16 DX  0
QSO:  7000 RY 2018-09-29 1401 JA0GCI	   599 25 DX  K7SCX	    599	04 CO  0
QSO:  7000 RY 2018-09-29 1407 JA0GCI	   599 25 DX  R7AB	    599	16 DX  0
QSO:  7000 RY 2018-09-29 1843 JA0GCI	   599 25 DX  UA4M	    599	16 DX  0
QSO:  7000 RY 2018-09-29 2205 JA0GCI	   599 25 DX  UW1M	    599	16 DX  0
QSO:  7000 RY 2018-09-30 0812 JA0GCI	   599 25 DX  JM8FEI	    599	25 DX  0
QSO:  7000 RY 2018-09-30 0908 JA0GCI	   599 25 DX  JG6JAV	    599	25 DX  0
QSO:  7000 RY 2018-09-30 0910 JA0GCI	   599 25 DX  BV2A/3	    599	24 DX  0
QSO:  7000 RY 2018-09-30 0927 JA0GCI	   599 25 DX  RA0FF	    599	19 DX  0
QSO:  7000 RY 2018-09-30 0937 JA0GCI	   599 25 DX  RC0C	    599	19 DX  0
QSO:  7000 RY 2018-09-30 0955 JA0GCI	   599 25 DX  UA0ZK	    599	19 DX  0
QSO:  7000 RY 2018-09-30 1142 JA0GCI	   599 25 DX  K6LL	    599	03 AZ  0
QSO:  7000 RY 2018-09-30 1158 JA0GCI	   599 25 DX  R0UT	    599	18 DX  0
QSO:  7000 RY 2018-09-30 1201 JA0GCI	   599 25 DX  R0CD	    599	19 DX  0
QSO:  7000 RY 2018-09-30 1304 JA0GCI	   599 25 DX  UC8U	    599	18 DX  0
QSO:  7000 RY 2018-09-30 1306 JA0GCI	   599 25 DX  RW0SR	    599	18 DX  0
QSO:  7000 RY 2018-09-30 1308 JA0GCI	   599 25 DX  KT7E	    599	03 OR  0
QSO:  7000 RY 2018-09-30 1314 JA0GCI	   599 25 DX  R8IZ	    599	18 DX  0
QSO:  7000 RY 2018-09-30 1316 JA0GCI	   599 25 DX  N6IE	    599	03 CA  0
QSO:  7000 RY 2018-09-30 1321 JA0GCI	   599 25 DX  KA6BIM	    599	03 OR  0
QSO:  7000 RY 2018-09-30 1325 JA0GCI	   599 25 DX  R8AB	    599	16 DX  0
QSO:  7000 RY 2018-09-30 1656 JA0GCI	   599 25 DX  OM5ZW	    599	15 DX  0
QSO:  7000 RY 2018-09-30 2146 JA0GCI	   599 25 DX  HL4CCM	    599	25 DX  0
END-OF-LOG:
