START-OF-LOG: 3.0
CALLSIGN: VO1BQ
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 89910
NAME: Joe
LOCATION: NL
OPERATORS: VO1BQ
CLUB: Maritime Contest Club
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.7290.0
SOAPBOX: Wow, was very pleased with the conditions... Ran 100W D3 and EFHW
QSO: 14000 RY 2018-09-29 1331 VO1BQ         599 05 NF  K0OO          599 05 MD
QSO: 14000 RY 2018-09-29 1332 VO1BQ         599 05 NF  OK1KSL        599 15 DX
QSO: 14000 RY 2018-09-29 1334 VO1BQ         599 05 NF  DL8UAT        599 14 DX
QSO: 14000 RY 2018-09-29 1336 VO1BQ         599 05 NF  CR3DX         599 33 DX
QSO: 14000 RY 2018-09-29 1338 VO1BQ         599 05 NF  PI4CG         599 14 DX
QSO: 14000 RY 2018-09-29 1340 VO1BQ         599 05 NF  ON5GQ         599 14 DX
QSO: 14000 RY 2018-09-29 1341 VO1BQ         599 05 NF  AA3B          599 05 PA
QSO: 14000 RY 2018-09-29 1342 VO1BQ         599 05 NF  PA4O          599 14 DX
QSO: 14000 RY 2018-09-29 1342 VO1BQ         599 05 NF  DK0EE         599 14 DX
QSO: 14000 RY 2018-09-29 1343 VO1BQ         599 05 NF  DL0MFL        599 14 DX
QSO: 14000 RY 2018-09-29 1346 VO1BQ         599 05 NF  DD2ML         599 14 DX
QSO: 14000 RY 2018-09-29 1348 VO1BQ         599 05 NF  OK7O          599 15 DX
QSO: 14000 RY 2018-09-29 1348 VO1BQ         599 05 NF  IQ1RY         599 15 DX
QSO: 14000 RY 2018-09-29 1630 VO1BQ         599 05 NF  EB5AQ         599 14 DX
QSO: 14000 RY 2018-09-29 1632 VO1BQ         599 05 NF  W4PK          599 05 VA
QSO: 14000 RY 2018-09-29 1634 VO1BQ         599 05 NF  IU4CHE        599 15 DX
QSO: 14000 RY 2018-09-29 1637 VO1BQ         599 05 NF  WA8Y          599 04 MI
QSO: 14000 RY 2018-09-29 1638 VO1BQ         599 05 NF  IK3ORD        599 15 DX
QSO: 14000 RY 2018-09-29 1642 VO1BQ         599 05 NF  K0WA          599 04 KS
QSO: 14000 RY 2018-09-29 1643 VO1BQ         599 05 NF  DL5JS         599 14 DX
QSO: 14000 RY 2018-09-29 1644 VO1BQ         599 05 NF  TM5T          599 14 DX
QSO: 14000 RY 2018-09-29 1645 VO1BQ         599 05 NF  DK3T          599 14 DX
QSO: 14000 RY 2018-09-29 1647 VO1BQ         599 05 NF  W3FIZ         599 05 PA
QSO: 14000 RY 2018-09-29 1650 VO1BQ         599 05 NF  NV1Q          599 05 MA
QSO: 14000 RY 2018-09-29 1654 VO1BQ         599 05 NF  WI9WI         599 04 WI
QSO: 14000 RY 2018-09-29 1655 VO1BQ         599 05 NF  VC3S          599 04 ON
QSO: 14000 RY 2018-09-29 1656 VO1BQ         599 05 NF  KU2M          599 05 NJ
QSO: 14000 RY 2018-09-29 1657 VO1BQ         599 05 NF  OQ4T          599 14 DX
QSO: 14000 RY 2018-09-29 1658 VO1BQ         599 05 NF  AA2MF         599 05 FL
QSO: 14000 RY 2018-09-29 1700 VO1BQ         599 05 NF  4O4YCP        599 15 DX
QSO: 14000 RY 2018-09-29 1702 VO1BQ         599 05 NF  IK2YCW        599 15 DX
QSO: 14000 RY 2018-09-29 1703 VO1BQ         599 05 NF  IQ8XF         599 15 DX
QSO: 14000 RY 2018-09-29 1708 VO1BQ         599 05 NF  N2MM          599 05 NJ
QSO: 14000 RY 2018-09-29 1709 VO1BQ         599 05 NF  EA2VE         599 14 DX
QSO: 14000 RY 2018-09-29 1711 VO1BQ         599 05 NF  EA4JJ         599 14 DX
QSO: 14000 RY 2018-09-29 1714 VO1BQ         599 05 NF  K2RET         599 05 NJ
QSO: 14000 RY 2018-09-29 1718 VO1BQ         599 05 NF  5C5W          599 33 DX
QSO: 14000 RY 2018-09-29 1719 VO1BQ         599 05 NF  LX7I          599 14 DX
QSO: 14000 RY 2018-09-29 1720 VO1BQ         599 05 NF  DP7D          599 14 DX
QSO: 14000 RY 2018-09-29 1721 VO1BQ         599 05 NF  DR5N          599 14 DX
QSO: 14000 RY 2018-09-29 1722 VO1BQ         599 05 NF  GS3GK         599 15 DX
QSO: 14000 RY 2018-09-29 1723 VO1BQ         599 05 NF  PA7WW         599 14 DX
QSO: 14000 RY 2018-09-29 1725 VO1BQ         599 05 NF  IT9RGY/4      599 15 DX
QSO: 14000 RY 2018-09-29 1726 VO1BQ         599 05 NF  DP6A          599 14 DX
QSO: 14000 RY 2018-09-29 1728 VO1BQ         599 05 NF  OK2D          599 15 DX
QSO: 14000 RY 2018-09-29 1728 VO1BQ         599 05 NF  ED4T          599 14 DX
QSO: 14000 RY 2018-09-29 1730 VO1BQ         599 05 NF  CS5CRE        599 14 DX
QSO: 14000 RY 2018-09-29 1732 VO1BQ         599 05 NF  ED1A          599 14 DX
QSO: 14000 RY 2018-09-29 1734 VO1BQ         599 05 NF  OK1DOY        599 15 DX
QSO: 14000 RY 2018-09-29 1743 VO1BQ         599 05 NF  DL5AXX        599 14 DX
QSO: 14000 RY 2018-09-29 1744 VO1BQ         599 05 NF  EA5DFV        599 14 DX
QSO: 14000 RY 2018-09-29 1746 VO1BQ         599 05 NF  K3RA          599 05 MD
QSO: 14000 RY 2018-09-29 1748 VO1BQ         599 05 NF  K3PP          599 05 PA
QSO: 14000 RY 2018-09-29 1751 VO1BQ         599 05 NF  W9PA          599 04 IN
QSO: 14000 RY 2018-09-29 1751 VO1BQ         599 05 NF  EA5FIV        599 14 DX
QSO: 14000 RY 2018-09-29 1753 VO1BQ         599 05 NF  TM3Z          599 14 DX
QSO: 14000 RY 2018-09-29 1754 VO1BQ         599 05 NF  KA6BIM        599 03 OR
QSO: 14000 RY 2018-09-29 1754 VO1BQ         599 05 NF  IQ6AN         599 15 DX
QSO: 14000 RY 2018-09-29 1757 VO1BQ         599 05 NF  S51A          599 15 DX
QSO: 14000 RY 2018-09-29 1759 VO1BQ         599 05 NF  YO2IS         599 20 DX
QSO: 14000 RY 2018-09-29 1759 VO1BQ         599 05 NF  K4HMB         599 05 NC
QSO: 14000 RY 2018-09-29 1800 VO1BQ         599 05 NF  K7TM          599 03 ID
QSO: 14000 RY 2018-09-29 1801 VO1BQ         599 05 NF  WN3I          599 05 PA
QSO: 14000 RY 2018-09-29 1801 VO1BQ         599 05 NF  OM5NL         599 15 DX
QSO: 14000 RY 2018-09-29 1802 VO1BQ         599 05 NF  KB1EFS        599 05 MA
QSO: 14000 RY 2018-09-29 1803 VO1BQ         599 05 NF  UV5U          599 16 DX
QSO: 14000 RY 2018-09-29 1804 VO1BQ         599 05 NF  IQ9UI         599 15 DX
QSO: 14000 RY 2018-09-29 1807 VO1BQ         599 05 NF  9A5Y          599 15 DX
QSO: 14000 RY 2018-09-29 1807 VO1BQ         599 05 NF  IT9RBW        599 15 DX
QSO: 14000 RY 2018-09-29 1808 VO1BQ         599 05 NF  IZ4COW        599 15 DX
QSO: 14000 RY 2018-09-29 1808 VO1BQ         599 05 NF  S53S          599 15 DX
QSO: 14000 RY 2018-09-29 1809 VO1BQ         599 05 NF  UR7CT         599 16 DX
QSO: 14000 RY 2018-09-29 1809 VO1BQ         599 05 NF  W3FV          599 05 PA
QSO: 14000 RY 2018-09-29 1810 VO1BQ         599 05 NF  TF2MSN        599 40 DX
QSO: 14000 RY 2018-09-29 1811 VO1BQ         599 05 NF  EA5FID        599 14 DX
QSO: 14000 RY 2018-09-29 1811 VO1BQ         599 05 NF  IQ4FC         599 15 DX
QSO: 14000 RY 2018-09-29 2106 VO1BQ         599 05 NF  ZX2B          599 11 DX
QSO: 14000 RY 2018-09-29 2113 VO1BQ         599 05 NF  WD5DBV        599 04 LA
QSO: 14000 RY 2018-09-29 2114 VO1BQ         599 05 NF  IQ4FA         599 15 DX
QSO: 14000 RY 2018-09-29 2118 VO1BQ         599 05 NF  IK7CMY        599 15 DX
QSO: 14000 RY 2018-09-29 2147 VO1BQ         599 05 NF  WB2WPM        599 05 NY
QSO: 14000 RY 2018-09-29 2150 VO1BQ         599 05 NF  PX2A          599 11 DX
QSO: 14000 RY 2018-09-29 2152 VO1BQ         599 05 NF  EA1WS         599 14 DX
QSO:  7000 RY 2018-09-29 2202 VO1BQ         599 05 NF  N2YB          599 05 NY
QSO:  7000 RY 2018-09-29 2204 VO1BQ         599 05 NF  VE3KI         599 04 ON
QSO:  7000 RY 2018-09-29 2209 VO1BQ         599 05 NF  EB5AQ         599 14 DX
QSO:  7000 RY 2018-09-30 0134 VO1BQ         599 05 NF  IQ6AN         599 15 DX
QSO:  7000 RY 2018-09-30 0136 VO1BQ         599 05 NF  NR4M          599 05 VA
QSO:  7000 RY 2018-09-30 0139 VO1BQ         599 05 NF  K7RL          599 03 WA
QSO:  7000 RY 2018-09-30 0143 VO1BQ         599 05 NF  K7AR          599 03 WA
QSO:  7000 RY 2018-09-30 0146 VO1BQ         599 05 NF  VE3NE         599 04 ON
QSO:  7000 RY 2018-09-30 0147 VO1BQ         599 05 NF  IT9RGY/4      599 15 DX
QSO:  7000 RY 2018-09-30 0150 VO1BQ         599 05 NF  W3GH          599 05 PA
QSO:  7000 RY 2018-09-30 0154 VO1BQ         599 05 NF  AA3B          599 05 PA
QSO:  7000 RY 2018-09-30 0158 VO1BQ         599 05 NF  IQ9UI         599 15 DX
QSO:  3500 RY 2018-09-30 0207 VO1BQ         599 05 NF  NR4M          599 05 VA
QSO:  3500 RY 2018-09-30 0212 VO1BQ         599 05 NF  DP6A          599 14 DX
QSO:  3500 RY 2018-09-30 0215 VO1BQ         599 05 NF  VC3S          599 04 ON
QSO:  7000 RY 2018-09-30 0217 VO1BQ         599 05 NF  VC3S          599 04 ON
QSO:  3500 RY 2018-09-30 0223 VO1BQ         599 05 NF  AB8M          599 04 OH
QSO: 14000 RY 2018-09-30 1103 VO1BQ         599 05 NF  S53EO         599 15 DX
QSO: 14000 RY 2018-09-30 1109 VO1BQ         599 05 NF  DL0HMK        599 14 DX
QSO: 14000 RY 2018-09-30 1111 VO1BQ         599 05 NF  OH8WR         599 15 DX
QSO: 14000 RY 2018-09-30 1112 VO1BQ         599 05 NF  LY7Z          599 15 DX
QSO: 14000 RY 2018-09-30 1114 VO1BQ         599 05 NF  UW3U          599 16 DX
QSO: 14000 RY 2018-09-30 1116 VO1BQ         599 05 NF  G5K           599 14 DX
QSO: 14000 RY 2018-09-30 1116 VO1BQ         599 05 NF  YU5R          599 15 DX
QSO: 14000 RY 2018-09-30 1119 VO1BQ         599 05 NF  SP2YWL        599 15 DX
QSO: 14000 RY 2018-09-30 1120 VO1BQ         599 05 NF  DG7NFX        599 14 DX
QSO: 14000 RY 2018-09-30 1121 VO1BQ         599 05 NF  OH1XY         599 15 DX
QSO: 14000 RY 2018-09-30 1122 VO1BQ         599 05 NF  HB9DDO        599 14 DX
QSO: 14000 RY 2018-09-30 1123 VO1BQ         599 05 NF  CR3W          599 33 DX
QSO: 14000 RY 2018-09-30 1125 VO1BQ         599 05 NF  CT7AIX        599 14 DX
QSO: 14000 RY 2018-09-30 1125 VO1BQ         599 05 NF  UA4M          599 16 DX
QSO: 14000 RY 2018-09-30 1128 VO1BQ         599 05 NF  IV3JCC        599 15 DX
QSO: 14000 RY 2018-09-30 1129 VO1BQ         599 05 NF  G3YJQ         599 14 DX
QSO: 14000 RY 2018-09-30 1130 VO1BQ         599 05 NF  DL5KUT        599 14 DX
QSO: 14000 RY 2018-09-30 1134 VO1BQ         599 05 NF  YL2GD         599 15 DX
QSO: 14000 RY 2018-09-30 1136 VO1BQ         599 05 NF  DL1QW         599 14 DX
QSO: 14000 RY 2018-09-30 1137 VO1BQ         599 05 NF  W3GH          599 05 PA
QSO: 14000 RY 2018-09-30 1138 VO1BQ         599 05 NF  UW1M          599 16 DX
QSO: 14000 RY 2018-09-30 1141 VO1BQ         599 05 NF  SX2X          599 20 DX
QSO: 21000 RY 2018-09-30 1146 VO1BQ         599 05 NF  LX7I          599 14 DX
QSO: 21000 RY 2018-09-30 1148 VO1BQ         599 05 NF  PY2XV         599 11 DX
QSO: 21000 RY 2018-09-30 1152 VO1BQ         599 05 NF  9A1A          599 15 DX
QSO: 14000 RY 2018-09-30 1156 VO1BQ         599 05 NF  RK3DXW        599 16 DX
QSO: 14000 RY 2018-09-30 1159 VO1BQ         599 05 NF  R7CD          599 16 DX
QSO: 14000 RY 2018-09-30 1201 VO1BQ         599 05 NF  OM2VL         599 15 DX
QSO: 14000 RY 2018-09-30 1202 VO1BQ         599 05 NF  OH8A          599 15 DX
QSO: 14000 RY 2018-09-30 1204 VO1BQ         599 05 NF  K5EK          599 05 NC
QSO: 14000 RY 2018-09-30 1205 VO1BQ         599 05 NF  DM5TI         599 14 DX
QSO: 14000 RY 2018-09-30 1206 VO1BQ         599 05 NF  PA3DUU        599 14 DX
QSO: 14000 RY 2018-09-30 1207 VO1BQ         599 05 NF  OK7W          599 15 DX
QSO: 14000 RY 2018-09-30 1208 VO1BQ         599 05 NF  VE3RZ         599 04 ON
QSO: 14000 RY 2018-09-30 1213 VO1BQ         599 05 NF  DG7LAN        599 14 DX
QSO: 14000 RY 2018-09-30 1215 VO1BQ         599 05 NF  DL5XJ         599 14 DX
QSO: 14000 RY 2018-09-30 1218 VO1BQ         599 05 NF  OH2LU         599 15 DX
QSO: 14000 RY 2018-09-30 1218 VO1BQ         599 05 NF  K2YGM         599 05 NY
QSO: 14000 RY 2018-09-30 1220 VO1BQ         599 05 NF  UY9QQ         599 16 DX
QSO: 14000 RY 2018-09-30 1220 VO1BQ         599 05 NF  UY5QQ         599 16 DX
QSO: 14000 RY 2018-09-30 1603 VO1BQ         599 05 NF  HG2DX         599 15 DX
QSO: 14000 RY 2018-09-30 1606 VO1BQ         599 05 NF  N1MD          599 05 CT
QSO: 14000 RY 2018-09-30 1609 VO1BQ         599 05 NF  S58M          599 15 DX
QSO: 14000 RY 2018-09-30 1610 VO1BQ         599 05 NF  IK3TPP        599 15 DX
QSO: 14000 RY 2018-09-30 1611 VO1BQ         599 05 NF  IK5AMB        599 15 DX
QSO: 14000 RY 2018-09-30 1612 VO1BQ         599 05 NF  UZ2I          599 16 DX
QSO: 14000 RY 2018-09-30 1614 VO1BQ         599 05 NF  IW1CHX        599 15 DX
QSO: 14000 RY 2018-09-30 1616 VO1BQ         599 05 NF  SP/EU4CK      599 15 DX
QSO: 14000 RY 2018-09-30 1618 VO1BQ         599 05 NF  EA1AP         599 14 DX
QSO: 14000 RY 2018-09-30 1620 VO1BQ         599 05 NF  9A5D          599 15 DX
QSO: 14000 RY 2018-09-30 1622 VO1BQ         599 05 NF  OM4Q          599 15 DX
QSO: 14000 RY 2018-09-30 1624 VO1BQ         599 05 NF  G2F           599 14 DX
QSO: 21000 RY 2018-09-30 1628 VO1BQ         599 05 NF  VP2V/AA7V     599 08 DX
QSO: 21000 RY 2018-09-30 1629 VO1BQ         599 05 NF  MM0AMW        599 14 DX
QSO: 21000 RY 2018-09-30 1630 VO1BQ         599 05 NF  IQ9UI         599 15 DX
QSO: 21000 RY 2018-09-30 1631 VO1BQ         599 05 NF  ED1A          599 14 DX
QSO: 21000 RY 2018-09-30 1632 VO1BQ         599 05 NF  CT1ESV        599 14 DX
QSO: 21000 RY 2018-09-30 1635 VO1BQ         599 05 NF  G8DX          599 14 DX
QSO: 21000 RY 2018-09-30 1636 VO1BQ         599 05 NF  CR3W          599 33 DX
QSO: 21000 RY 2018-09-30 1640 VO1BQ         599 05 NF  AA5AU         599 04 LA
QSO: 21000 RY 2018-09-30 1641 VO1BQ         599 05 NF  K9CT          599 04 IL
QSO: 14000 RY 2018-09-30 1646 VO1BQ         599 05 NF  IK4LZH        599 15 DX
QSO: 14000 RY 2018-09-30 1649 VO1BQ         599 05 NF  S52NR         599 15 DX
QSO: 14000 RY 2018-09-30 1657 VO1BQ         599 05 NF  K5ZD          599 05 MA
QSO: 14000 RY 2018-09-30 1700 VO1BQ         599 05 NF  AC0C          599 04 KS
QSO: 14000 RY 2018-09-30 1706 VO1BQ         599 05 NF  G3TXF         599 14 DX
QSO: 14000 RY 2018-09-30 1708 VO1BQ         599 05 NF  DF2LH         599 14 DX
QSO: 14000 RY 2018-09-30 1708 VO1BQ         599 05 NF  IZ8EFD        599 15 DX
QSO: 14000 RY 2018-09-30 1709 VO1BQ         599 05 NF  IQ3RK         599 15 DX
QSO: 14000 RY 2018-09-30 1710 VO1BQ         599 05 NF  IK2OVT        599 15 DX
QSO: 14000 RY 2018-09-30 1710 VO1BQ         599 05 NF  F4HAB         599 14 DX
QSO: 14000 RY 2018-09-30 1712 VO1BQ         599 05 NF  UR5CN         599 16 DX
QSO: 14000 RY 2018-09-30 1712 VO1BQ         599 05 NF  IZ3KUY        599 15 DX
QSO: 14000 RY 2018-09-30 1714 VO1BQ         599 05 NF  MM3AWD        599 14 DX
QSO: 14000 RY 2018-09-30 1714 VO1BQ         599 05 NF  NE1D          599 05 MA
QSO: 14000 RY 2018-09-30 1715 VO1BQ         599 05 NF  UR5FBM        599 16 DX
QSO: 14000 RY 2018-09-30 1716 VO1BQ         599 05 NF  DQ1P          599 14 DX
QSO: 14000 RY 2018-09-30 1716 VO1BQ         599 05 NF  IQ5ZP         599 15 DX
QSO: 14000 RY 2018-09-30 1717 VO1BQ         599 05 NF  VA2AM         599 05 QC
QSO: 14000 RY 2018-09-30 1718 VO1BQ         599 05 NF  W1SS          599 05 MA
QSO: 14000 RY 2018-09-30 1718 VO1BQ         599 05 NF  AK2S          599 05 NJ
QSO: 14000 RY 2018-09-30 1719 VO1BQ         599 05 NF  UY7MM         599 16 DX
QSO: 14000 RY 2018-09-30 1720 VO1BQ         599 05 NF  IT9YMM        599 15 DX
QSO: 14000 RY 2018-09-30 1721 VO1BQ         599 05 NF  DK2LO         599 14 DX
QSO: 14000 RY 2018-09-30 1722 VO1BQ         599 05 NF  K3SWZ         599 05 PA
QSO: 14000 RY 2018-09-30 1723 VO1BQ         599 05 NF  LC8P          599 14 DX
QSO: 14000 RY 2018-09-30 1727 VO1BQ         599 05 NF  SV2BXA        599 20 DX
QSO: 14000 RY 2018-09-30 1728 VO1BQ         599 05 NF  AB0LR         599 04 CO
END-OF-LOG:
