START-OF-LOG: 3.0
CALLSIGN: ES5YG
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 13320
NAME: Ulenurme Gumnaasium
LOCATION: DX
OPERATORS: ES5JR Romily Carmen Gerrit
CLUB: Tartu Contest Team
CERTIFICATE: YES
CREATED-BY: N1MM Logger V12.4.1
SOAPBOX: Training contest. Fulfilled the set goal of 100 QSOs and 10k points.
SOAPBOX: Three young ops, ages 14-15 plus one senior one.
QSO: 14000 RY 2018-09-29 0935 ES5YG         599 15 DX  S58M          599 15 DX
QSO: 14000 RY 2018-09-29 0942 ES5YG         599 15 DX  PI4CC         599 14 DX
QSO: 14000 RY 2018-09-29 0947 ES5YG         599 15 DX  MI0I          599 14 DX
QSO: 14000 RY 2018-09-29 0951 ES5YG         599 15 DX  UA9CTT        599 17 DX
QSO: 14000 RY 2018-09-29 0953 ES5YG         599 15 DX  IQ6AN         599 15 DX
QSO: 14000 RY 2018-09-29 0956 ES5YG         599 15 DX  ON5GQ         599 14 DX
QSO: 14000 RY 2018-09-29 0958 ES5YG         599 15 DX  SV1FJF        599 20 DX
QSO: 14000 RY 2018-09-29 1001 ES5YG         599 15 DX  IQ9UI         599 15 DX
QSO: 14000 RY 2018-09-29 1004 ES5YG         599 15 DX  G0BRC         599 14 DX
QSO: 14000 RY 2018-09-29 1018 ES5YG         599 15 DX  ED7P          599 14 DX
QSO: 14000 RY 2018-09-29 1029 ES5YG         599 15 DX  IT9RGY/4      599 15 DX
QSO: 14000 RY 2018-09-29 1030 ES5YG         599 15 DX  TM0T          599 14 DX
QSO: 14000 RY 2018-09-29 1033 ES5YG         599 15 DX  OE9R          599 15 DX
QSO: 14000 RY 2018-09-29 1035 ES5YG         599 15 DX  CR3DX         599 33 DX
QSO: 14000 RY 2018-09-29 1037 ES5YG         599 15 DX  ON6NL         599 14 DX
QSO: 14000 RY 2018-09-29 1040 ES5YG         599 15 DX  LX8M          599 14 DX
QSO: 14000 RY 2018-09-29 1042 ES5YG         599 15 DX  SV8/HB9FIH    599 20 DX
QSO: 14000 RY 2018-09-29 1043 ES5YG         599 15 DX  UA0AGI        599 18 DX
QSO: 14000 RY 2018-09-29 1046 ES5YG         599 15 DX  LZ2AU         599 20 DX
QSO: 14000 RY 2018-09-29 1048 ES5YG         599 15 DX  EM0I          599 16 DX
QSO: 14000 RY 2018-09-29 1048 ES5YG         599 15 DX  OE2E          599 15 DX
QSO: 14000 RY 2018-09-29 1053 ES5YG         599 15 DX  IK8UND        599 15 DX
QSO: 14000 RY 2018-09-29 1055 ES5YG         599 15 DX  RG4A          599 16 DX
QSO: 14000 RY 2018-09-29 1101 ES5YG         599 15 DX  UC8U          599 17 DX
QSO: 14000 RY 2018-09-29 1102 ES5YG         599 15 DX  SX2X          599 20 DX
QSO: 14000 RY 2018-09-29 1103 ES5YG         599 15 DX  S51A          599 15 DX
QSO: 14000 RY 2018-09-29 1106 ES5YG         599 15 DX  IQ1RY         599 15 DX
QSO: 14000 RY 2018-09-29 1107 ES5YG         599 15 DX  S53S          599 15 DX
