START-OF-LOG: 3.0
CALLSIGN: UA0SR
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 265000
NAME: Serge T. Sobolev
LOCATION: DX
OPERATORS: UA0SR
CLUB: IRKUTSK RADIO CLUB
CERTIFICATE: YES
CREATED-BY: MixW 2.20
QSO: 21084 RY 2018-09-29 0736 UA0SR         599 18 DX  UA6CE         599 16 DX
QSO: 21084 RY 2018-09-29 0738 UA0SR         599 18 DX  UZ2HZ         599 16 DX
QSO: 21084 RY 2018-09-29 0738 UA0SR         599 18 DX  RA9XSL        599 17 DX
QSO: 21084 RY 2018-09-29 0739 UA0SR         599 18 DX  IK7HPG        599 15 DX
QSO: 21084 RY 2018-09-29 0741 UA0SR         599 18 DX  LZ7A          599 20 DX
QSO: 21084 RY 2018-09-29 0742 UA0SR         599 18 DX  IZ7KHR        599 15 DX
QSO: 21085 RY 2018-09-29 0743 UA0SR         599 18 DX  HS5SRH        599 26 DX
QSO: 21081 RY 2018-09-29 0749 UA0SR         599 18 DX  A44A          599 21 DX
QSO: 21086 RY 2018-09-29 0753 UA0SR         599 18 DX  RA4HL         599 16 DX
QSO: 21086 RY 2018-09-29 0754 UA0SR         599 18 DX  RW4WZ         599 16 DX
QSO: 21086 RY 2018-09-29 0755 UA0SR         599 18 DX  IT9WDC        599 15 DX
QSO: 21087 RY 2018-09-29 0755 UA0SR         599 18 DX  UR7QM         599 16 DX
QSO: 21087 RY 2018-09-29 0755 UA0SR         599 18 DX  YU2A          599 15 DX
QSO: 21087 RY 2018-09-29 0756 UA0SR         599 18 DX  UT7EZZ        599 16 DX
QSO: 21087 RY 2018-09-29 0757 UA0SR         599 18 DX  R9AAL         599 17 DX
QSO: 21087 RY 2018-09-29 0757 UA0SR         599 18 DX  OG2P          599 15 DX
QSO: 21087 RY 2018-09-29 0758 UA0SR         599 18 DX  IS0/IK2FDV    599 15 DX
QSO: 21087 RY 2018-09-29 0759 UA0SR         599 18 DX  UA4M          599 16 DX
QSO: 21086 RY 2018-09-29 0759 UA0SR         599 18 DX  UT8EL         599 16 DX
QSO: 21087 RY 2018-09-29 0800 UA0SR         599 18 DX  UC6A          599 16 DX
QSO: 21087 RY 2018-09-29 0800 UA0SR         599 18 DX  IS0GQX        599 15 DX
QSO: 21086 RY 2018-09-29 0801 UA0SR         599 18 DX  Z37M          599 15 DX
QSO: 21086 RY 2018-09-29 0802 UA0SR         599 18 DX  RT4W          599 16 DX
QSO: 21086 RY 2018-09-29 0803 UA0SR         599 18 DX  R3GZ          599 16 DX
QSO: 21086 RY 2018-09-29 0803 UA0SR         599 18 DX  UT2UB         599 16 DX
QSO: 21093 RY 2018-09-29 0805 UA0SR         599 18 DX  RG4A          599 16 DX
QSO: 21096 RY 2018-09-29 0806 UA0SR         599 18 DX  YM7KA         599 20 DX
QSO: 21086 RY 2018-09-29 0807 UA0SR         599 18 DX  OM2VL         599 15 DX
QSO: 21086 RY 2018-09-29 0809 UA0SR         599 18 DX  TA4/OH2KW     599 20 DX
QSO: 21086 RY 2018-09-29 0810 UA0SR         599 18 DX  RT1Q          599 16 DX
QSO: 21086 RY 2018-09-29 0811 UA0SR         599 18 DX  UZ2I          599 16 DX
QSO: 21086 RY 2018-09-29 0811 UA0SR         599 18 DX  R3BB          599 16 DX
QSO: 21086 RY 2018-09-29 0812 UA0SR         599 18 DX  UT4HZ         599 16 DX
QSO: 21087 RY 2018-09-29 0813 UA0SR         599 18 DX  IU8DKG        599 15 DX
QSO: 21086 RY 2018-09-29 0813 UA0SR         599 18 DX  RK2A          599 16 DX
QSO: 21086 RY 2018-09-29 0813 UA0SR         599 18 DX  R7KO          599 16 DX
QSO: 21086 RY 2018-09-29 0814 UA0SR         599 18 DX  UW1M          599 16 DX
QSO: 21086 RY 2018-09-29 0815 UA0SR         599 18 DX  UA9XF         599 17 DX
QSO: 21087 RY 2018-09-29 0815 UA0SR         599 18 DX  R7MT          599 16 DX
QSO: 21086 RY 2018-09-29 0816 UA0SR         599 18 DX  UA3RF         599 16 DX
QSO: 21087 RY 2018-09-29 0818 UA0SR         599 18 DX  YB0COU        599 28 DX
QSO: 21084 RY 2018-09-29 0825 UA0SR         599 18 DX  9A1A          599 15 DX
QSO: 21088 RY 2018-09-29 0826 UA0SR         599 18 DX  UT4U          599 16 DX
QSO: 21087 RY 2018-09-29 0906 UA0SR         599 18 DX  UA6XES        599 16 DX
QSO: 21081 RY 2018-09-29 0916 UA0SR         599 18 DX  VU2DED        599 22 DX
QSO: 21081 RY 2018-09-29 0918 UA0SR         599 18 DX  ZS6C          599 38 DX
QSO: 21080 RY 2018-09-29 0919 UA0SR         599 18 DX  CR3W          599 33 DX
QSO: 14080 RY 2018-09-29 0931 UA0SR         599 18 DX  MI0I          599 14 DX
QSO: 14088 RY 2018-09-29 0936 UA0SR         599 18 DX  IQ5PJ         599 15 DX
QSO: 14091 RY 2018-09-29 0938 UA0SR         599 18 DX  IZ4UFB        599 15 DX
QSO: 14095 RY 2018-09-29 0939 UA0SR         599 18 DX  UA4M          599 16 DX
QSO: 14096 RY 2018-09-29 0940 UA0SR         599 18 DX  UW1M          599 16 DX
QSO: 14099 RY 2018-09-29 0941 UA0SR         599 18 DX  RJ4I          599 16 DX
QSO: 14100 RY 2018-09-29 0941 UA0SR         599 18 DX  R7CD          599 16 DX
QSO: 14101 RY 2018-09-29 0942 UA0SR         599 18 DX  OE9R          599 15 DX
QSO: 14101 RY 2018-09-29 0943 UA0SR         599 18 DX  DL8UAT        599 14 DX
QSO: 14102 RY 2018-09-29 0945 UA0SR         599 18 DX  CR3DX         599 33 DX
QSO: 14102 RY 2018-09-29 0946 UA0SR         599 18 DX  EI4KF         599 14 DX
