START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: YOTA-CONTEST
CALLSIGN: YT2ISM
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: YT2ISM
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for YOTA-CONTEST YOTA_Contest/2021/Round_2.
QSO: 14039 CW 2021-07-18 1000 YT2ISM        599 54 SE4E          599 74
QSO: 14000 CW 2021-07-18 1001 YT2ISM        599 54 OM8VL         599 75
QSO: 14039 CW 2021-07-18 1001 YT2ISM        599 54 RN9RF         599 68
QSO: 14039 CW 2021-07-18 1001 YT2ISM        599 54 SP2HHX        599 64
QSO: 14030 CW 2021-07-18 1002 YT2ISM        599 54 SM5DXR        599 77
QSO: 14000 CW 2021-07-18 1003 YT2ISM        599 54 RM1T          599 63
QSO: 14038 CW 2021-07-18 1005 YT2ISM        599 54 OH2ID         599 54
QSO: 14038 CW 2021-07-18 1007 YT2ISM        599 54 YL2HB         599 68
QSO: 14000 CW 2021-07-18 1009 YT2ISM        599 54 RX3VF         599 65
QSO: 14038 CW 2021-07-18 1012 YT2ISM        599 54 HA3OU         599 55
QSO: 14038 CW 2021-07-18 1012 YT2ISM        599 54 YO8DOH        599 58
QSO: 14038 CW 2021-07-18 1013 YT2ISM        599 54 DH1TST        599 62
QSO: 14038 CW 2021-07-18 1014 YT2ISM        599 54 RA3XCZ        599 71
QSO: 14038 CW 2021-07-18 1018 YT2ISM        599 54 UR7QM         599 77
QSO: 14000 CW 2021-07-18 1104 YT2ISM        599 54 DL9TU         599 67
QSO: 14000 CW 2021-07-18 1104 YT2ISM        599 54 RD3FT         599 61
QSO: 14017 CW 2021-07-18 1105 YT2ISM        599 54 PA2TA         599 63
QSO: 14000 CW 2021-07-18 1107 YT2ISM        599 54 UX1CL         599 70
QSO: 14017 CW 2021-07-18 1108 YT2ISM        599 54 HA8AT         599 67
QSO: 14061 CW 2021-07-18 1108 YT2ISM        599 54 HA5BA         599 64
QSO: 14000 CW 2021-07-18 1109 YT2ISM        599 54 SN7F          599 57
QSO: 14017 CW 2021-07-18 1110 YT2ISM        599 54 9A3B          599 67
QSO: 14017 CW 2021-07-18 1111 YT2ISM        599 54 9A/S57KM      599 48
QSO: 14017 CW 2021-07-18 1111 YT2ISM        599 54 UZ1WW         599 63
QSO: 14000 CW 2021-07-18 1112 YT2ISM        599 54 SP9BCH        599 80
QSO: 14017 CW 2021-07-18 1112 YT2ISM        599 54 S56A          599 76
QSO: 14000 CW 2021-07-18 1114 YT2ISM        599 54 SD1A          599 49
QSO: 14017 CW 2021-07-18 1115 YT2ISM        599 54 IN3HUU        599 42
QSO: 14017 CW 2021-07-18 1115 YT2ISM        599 54 RK4W          599 16
QSO: 14017 CW 2021-07-18 1116 YT2ISM        599 54 DL4VK         599 42
QSO: 14000 CW 2021-07-18 1117 YT2ISM        599 54 HA8FD         599 52
QSO: 14017 CW 2021-07-18 1119 YT2ISM        599 54 LZ5R          599 46
QSO: 14017 CW 2021-07-18 1120 YT2ISM        599 54 YT2AAA        599 36
QSO: 14000 CW 2021-07-18 1242 YT2ISM        599 54 DL3TC         599 70
QSO: 14000 CW 2021-07-18 1244 YT2ISM        599 54 RZ6D          599 57
QSO: 14038 CW 2021-07-18 1244 YT2ISM        599 54 PA0M          599 66
QSO: 14000 CW 2021-07-18 1246 YT2ISM        599 54 DF4XF         599 57
QSO: 14022 CW 2021-07-18 1246 YT2ISM        599 54 YO7ARZ        599 72
QSO: 14000 CW 2021-07-18 1250 YT2ISM        599 54 IV3DRP        599 72
QSO: 14038 CW 2021-07-18 1251 YT2ISM        599 54 RA4CL         599 67
QSO: 14038 CW 2021-07-18 1252 YT2ISM        599 54 R6DJM         599 53
QSO: 14000 CW 2021-07-18 1254 YT2ISM        599 54 OM3BA         599 89
QSO: 14039 CW 2021-07-18 1254 YT2ISM        599 54 DL2TR         599 54
QSO: 14038 CW 2021-07-18 1255 YT2ISM        599 54 RT6N          599 57
QSO: 14038 CW 2021-07-18 1256 YT2ISM        599 54 SM0JCA        599 81
QSO: 14039 CW 2021-07-18 1301 YT2ISM        599 54 RW4WA         599 65
QSO: 14038 CW 2021-07-18 1303 YT2ISM        599 54 PE1RDP        599 51
QSO: 14020 CW 2021-07-18 1304 YT2ISM        599 54 OM7AT         599 62
QSO: 14000 CW 2021-07-18 1305 YT2ISM        599 54 DL1NKB        599 50
QSO: 14000 CW 2021-07-18 1305 YT2ISM        599 54 R1QE          599 71
QSO: 14000 CW 2021-07-18 1305 YT2ISM        599 54 UA4FDL        599 73
QSO: 14000 CW 2021-07-18 1308 YT2ISM        599 54 IV3EAD        599 66
QSO: 14038 CW 2021-07-18 1308 YT2ISM        599 54 LY6A          599 63
QSO: 14038 CW 2021-07-18 1310 YT2ISM        599 54 UW6E          599 52
QSO: 14000 CW 2021-07-18 1311 YT2ISM        599 54 OK2GU         599 83
QSO: 14038 CW 2021-07-18 1311 YT2ISM        599 54 R2FZ          599 70
QSO: 14038 CW 2021-07-18 1312 YT2ISM        599 54 DG0KS         599 58
QSO: 14038 CW 2021-07-18 1313 YT2ISM        599 54 DD2AW         599 54
QSO: 14038 CW 2021-07-18 1313 YT2ISM        599 54 IK4DCX        599 60
QSO: 14038 CW 2021-07-18 1314 YT2ISM        599 54 RW3DY         599 61
QSO: 14000 PH 2021-07-18 1442 YT2ISM        59 54 IV3EAD        59 66
QSO: 14209 PH 2021-07-18 1442 YT2ISM        59 54 DL1MHJ        59 54
QSO: 14000 CW 2021-07-18 1647 YT2ISM        599 54 YO4BEX        599 67
QSO: 14014 CW 2021-07-18 1648 YT2ISM        599 54 OK1AUO        599 73
QSO: 14014 CW 2021-07-18 1648 YT2ISM        599 54 UY2IG         599 61
QSO: 14015 CW 2021-07-18 1649 YT2ISM        599 54 SP2R          599 54
QSO: 14014 CW 2021-07-18 1653 YT2ISM        599 54 M1X           599 53
QSO: 14014 CW 2021-07-18 1655 YT2ISM        599 54 RD4A          599 48
QSO: 14015 CW 2021-07-18 1657 YT2ISM        599 54 EI0YOTA       599 11
QSO: 14014 CW 2021-07-18 1659 YT2ISM        599 54 YL3JA         599 22
QSO: 14000 CW 2021-07-18 1701 YT2ISM        599 54 DL9ZOG        599 69
QSO: 14015 CW 2021-07-18 1701 YT2ISM        599 54 SM5ACQ        599 78
QSO: 14015 CW 2021-07-18 1702 YT2ISM        599 54 OK5SA         599 81
QSO: 14015 CW 2021-07-18 1703 YT2ISM        599 54 PA3AAV        599 62
QSO: 14020 CW 2021-07-18 1704 YT2ISM        599 54 UR4MF         599 70
QSO: 14014 CW 2021-07-18 1705 YT2ISM        599 5 PA5N          599 54
QSO: 14014 CW 2021-07-18 1705 YT2ISM        599 54 PA6AA         599 53
QSO: 14000 CW 2021-07-18 1706 YT2ISM        599 54 RW3AI         599 68
QSO: 14000 CW 2021-07-18 1707 YT2ISM        599 54 DB0DH         599 54
QSO: 14000 CW 2021-07-18 1708 YT2ISM        599 54 JE1PMQ        599 65
QSO: 14000 CW 2021-07-18 1735 YT2ISM        599 54 YL3AD         599 72
QSO: 14020 CW 2021-07-18 1735 YT2ISM        599 54 SO6XL         599 46
QSO: 14000 CW 2021-07-18 1739 YT2ISM        599 54 RM7F          599 69
QSO: 14020 CW 2021-07-18 1739 YT2ISM        599 54 UR5ECW        599 40
QSO: 14000 CW 2021-07-18 1742 YT2ISM        599 54 EI8JX         599 79
QSO: 14018 CW 2021-07-18 1743 YT2ISM        599 54 OE1TKW        599 65
QSO: 14020 CW 2021-07-18 1745 YT2ISM        599 54 DM5I          599 50
QSO: 14020 CW 2021-07-18 1746 YT2ISM        599 54 IQ2CJ         599 53
QSO: 14020 CW 2021-07-18 1748 YT2ISM        599 54 HG6Y          599 58
QSO: 14000 CW 2021-07-18 1749 YT2ISM        599 54 PA1BBO        599 47
QSO: 14000 CW 2021-07-18 1754 YT2ISM        599 54 JH8GEU        599 77
QSO: 14020 CW 2021-07-18 1802 YT2ISM        599 54 OE1CIW        599 57
QSO: 14020 CW 2021-07-18 1803 YT2ISM        599 54 I2IFT         599 63
QSO: 14020 CW 2021-07-18 1803 YT2ISM        599 54 R2FZ          599 70
QSO: 14020 CW 2021-07-18 1805 YT2ISM        599 54 HA2EAV        599 52
QSO: 14020 CW 2021-07-18 1805 YT2ISM        599 54 HA7AVU        599 70
END-OF-LOG:
