START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: YOTA-CONTEST
CALLSIGN: HG5D
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: HG5D
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for YOTA-CONTEST YOTA_Contest/2021/Round_2.
QSO: 14017 CW 2021-07-18 1425 HG5D          599 64 HG4KID        599 14
QSO: 14014 CW 2021-07-18 1426 HG5D          599 64 DK1YH         599 17
QSO: 14014 CW 2021-07-18 1427 HG5D          599 64 IN3HUU        599 42
QSO: 14014 CW 2021-07-18 1427 HG5D          599 64 S57DX         599 64
QSO: 14014 CW 2021-07-18 1427 HG5D          599 64 UZ1WW         599 63
QSO: 14014 CW 2021-07-18 1428 HG5D          599 64 9A2U          599 25
QSO: 14000 CW 2021-07-18 1429 HG5D          599 64 OK1MH         599 55
QSO: 14014 CW 2021-07-18 1430 HG5D          599 64 DG0KS         599 58
QSO: 14014 CW 2021-07-18 1430 HG5D          599 64 SP6CIK        599 71
QSO: 14014 CW 2021-07-18 1431 HG5D          599 64 UY2IG         599 61
QSO: 14014 CW 2021-07-18 1432 HG5D          599 64 DL2TR         599 54
QSO: 14000 CW 2021-07-18 1434 HG5D          599 64 RM1T          599 63
QSO: 14014 CW 2021-07-18 1434 HG5D          599 64 PA0M          599 66
QSO: 14014 PH 2021-07-18 1435 HG5D          59 64 DF5BX         59 75
QSO: 14014 CW 2021-07-18 1436 HG5D          599 64 DJ1OJ         599 84
QSO: 14014 CW 2021-07-18 1437 HG5D          599 64 YL1ZF         599 43
QSO: 14000 CW 2021-07-18 1440 HG5D          599 64 IK2IKW        599 69
QSO: 14000 CW 2021-07-18 1441 HG5D          599 64 IZ5BBS        599 58
QSO: 14000 CW 2021-07-18 1444 HG5D          599 64 DL3TC         599 70
QSO: 14000 CW 2021-07-18 1445 HG5D          599 64 9A7B          599 15
QSO: 14000 CW 2021-07-18 1445 HG5D          599 64 IV3EAD        599 66
QSO: 14014 CW 2021-07-18 1445 HG5D          599 54 HA2EAV        599 52
QSO: 14014 CW 2021-07-18 1446 HG5D          599 64 PA6AA         599 53
QSO: 14014 CW 2021-07-18 1447 HG5D          599 64 K4WW          599 79
QSO: 14000 CW 2021-07-18 1450 HG5D          599 64 DF8V          599 64
QSO: 14014 CW 2021-07-18 1450 HG5D          599 64 DJ4MH         599 50
QSO: 14014 CW 2021-07-18 1450 HG5D          599 64 LY2CO         599 63
QSO: 14014 CW 2021-07-18 1450 HG5D          599 64 PA8MM         599 32
QSO: 14034 CW 2021-07-18 1455 HG5D          599 64 LY6A          599 63
QSO: 14028 CW 2021-07-18 1457 HG5D          599 64 YT2AAA        599 36
QSO: 14020 CW 2021-07-18 1458 HG5D          599 64 A41CK         599 34
QSO: 14029 CW 2021-07-18 1459 HG5D          599 64 E21EIC        599 44
QSO: 14014 CW 2021-07-18 1500 HG5D          599 64 G3SVK         599 79
QSO: 14025 CW 2021-07-18 1502 HG5D          599 64 E25ETT        599 17
QSO: 14033 CW 2021-07-18 1504 HG5D          599 64 JE2YRB        599 21
QSO: 14032 CW 2021-07-18 1739 HG5D          599 64 LY2AX         599 68
QSO: 14040 CW 2021-07-18 1742 HG5D          599 64 ZD7BG         599 68
QSO: 14000 CW 2021-07-18 1744 HG5D          599 64 HB9GNY        599 39
QSO: 14030 CW 2021-07-18 1744 HG5D          599 64 RW4WA         599 65
QSO: 14000 CW 2021-07-18 1745 HG5D          599 64 DL1NKB        599 50
QSO: 14000 CW 2021-07-18 1746 HG5D          599 64 DF7JC         599 62
QSO: 14030 CW 2021-07-18 1747 HG5D          599 64 DM5I          599 50
QSO: 14030 CW 2021-07-18 1747 HG5D          599 64 IQ2CJ         599 53
QSO: 14030 CW 2021-07-18 1747 HG5D          599 64 PA2TA         599 63
QSO: 14030 CW 2021-07-18 1749 HG5D          599 64 EA5IUY        599 63
QSO: 14030 CW 2021-07-18 1750 HG5D          599 64 RD4A          599 48
QSO: 14030 CW 2021-07-18 1751 HG5D          599 64 DL5XL         599 50
QSO: 14030 CW 2021-07-18 1751 HG5D          599 64 HG6Y          599 58
QSO: 14023 CW 2021-07-18 1752 HG5D          599 64 OY1CT         599 61
QSO: 14029 CW 2021-07-18 1754 HG5D          599 64 DL4VK         599 42
QSO: 14000 CW 2021-07-18 1755 HG5D          599 64 EI8JX         599 79
QSO: 14030 CW 2021-07-18 1756 HG5D          599 64 I2IFT         599 63
QSO: 14030 CW 2021-07-18 1756 HG5D          599 64 SP6EIY        599 77
QSO: 14030 CW 2021-07-18 1757 HG5D          599 64 OK1AUO        599 73
QSO: 14000 CW 2021-07-18 1758 HG5D          599 64 DN3HW         599 11
QSO: 14030 CW 2021-07-18 1803 HG5D          599 64 HA3GO         599 71
QSO: 14030 CW 2021-07-18 1804 HG5D          599 64 YL2HB         599 68
QSO: 14024 CW 2021-07-18 1807 HG5D          599 64 SX200ME       599 68
QSO: 14025 CW 2021-07-18 1807 HG5D          599 64 DJ4MX         599 18
QSO: 14031 CW 2021-07-18 1808 HG5D          599 64 HA2KMR        599 66
QSO: 14030 CW 2021-07-18 1810 HG5D          599 64 SP3CCT        599 70
QSO: 14018 CW 2021-07-18 1824 HG5D          599 64 SO6XL         599 46
QSO: 14034 CW 2021-07-18 1826 HG5D          599 64 DM7XX         599 15
QSO: 14045 CW 2021-07-18 1827 HG5D          599 64 EI0YOTA       599 11
QSO: 14021 CW 2021-07-18 1828 HG5D          599 64 HA7UI         599 77
QSO: 14029 CW 2021-07-18 1829 HG5D          599 64 R6DJM         599 53
QSO: 14024 CW 2021-07-18 1833 HG5D          599 64 LY5AX         599 23
QSO: 14026 CW 2021-07-18 1836 HG5D          599 64 PC2F          599 60
QSO: 14027 CW 2021-07-18 1842 HG5D          599 60 K4BAI         599 78
QSO: 14026 CW 2021-07-18 1843 HG5D          599 64 M1X           599 53
QSO: 14026 CW 2021-07-18 1845 HG5D          599 64 N5RZ          599 65
QSO: 14020 CW 2021-07-18 1847 HG5D          599 64 UR5CC         599 68
QSO: 14026 CW 2021-07-18 1848 HG5D          599 64 DJ7AO         599 55
QSO: 14026 CW 2021-07-18 1849 HG5D          599 64 UC5D          599 50
QSO: 14027 CW 2021-07-18 1849 HG5D          599 64 SP2HHX        599 64
QSO: 14000 CW 2021-07-18 1851 HG5D          599 64 HZ1XB         599 48
QSO: 14000 CW 2021-07-18 1851 HG5D          599 64 JE1PMQ        599 65
QSO: 14000 CW 2021-07-18 1852 HG5D          599 64 9A2IK         599 70
QSO: 14026 CW 2021-07-18 1852 HG5D          599 64 D1M           599 72
QSO: 14000 CW 2021-07-18 1853 HG5D          599 65 YU5T          599 70
QSO: 14000 CW 2021-07-18 1858 HG5D          599 64 OK1FCA        599 79
QSO: 14027 CW 2021-07-18 1858 HG5D          599 64 9A/S57KM      599 48
QSO: 14026 CW 2021-07-18 1901 HG5D          599 64 S56A          599 76
QSO: 14027 CW 2021-07-18 1901 HG5D          599 64 EA4BAS/P      599 70
QSO: 14026 CW 2021-07-18 1902 HG5D          599 64 AE2W          599 61
QSO: 14026 CW 2021-07-18 1902 HG5D          599 64 OE5FDM        599 33
QSO: 14000 CW 2021-07-18 1925 HG5D          599 64 IV3DRP        599 72
QSO: 14000 CW 2021-07-18 1926 HG5D          599 63 SM7RYR        599 68
QSO: 14034 CW 2021-07-18 1926 HG5D          599 64 PE2K          599 57
QSO: 14035 CW 2021-07-18 1926 HG5D          599 64 YL3JA         599 22
QSO: 14034 CW 2021-07-18 1928 HG5D          599 64 KF3G          599 63
QSO: 14000 CW 2021-07-18 1931 HG5D          599 54 OH2BN         599 79
QSO: 14035 CW 2021-07-18 1931 HG5D          599 64 WA3AAN        599 69
END-OF-LOG:
