START-OF-LOG: 3.0
CREATED-BY:    SD by EI5DI
LOCATION:      DX
CONTEST:       CQ-WPX-CW
CALLSIGN:      G3PSM
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 525910
NAME:          Colin J. Thomas
CLUB:          Chiltern DX Club
OPERATORS:     G3PSM
SOAPBOX:       Used SD for logging again.   A nice simple program for
SOAPBOX:       single operater unassisted.
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
QSO: 28002 CW 2010-05-29 0837 G3PSM         599  001   4Z5AD         599  169
QSO: 28003 CW 2010-05-29 0838 G3PSM         599  002   EA5FV         599  539
QSO: 28007 CW 2010-05-29 0841 G3PSM         599  003   LZ9W          599  248
QSO: 28020 CW 2010-05-29 0843 G3PSM         599  004   9A5W          599  895
QSO: 28021 CW 2010-05-29 0844 G3PSM         599  005   EA8URL        599  076
QSO: 28025 CW 2010-05-29 0845 G3PSM         599  006   EA7TL         599  075
QSO: 28026 CW 2010-05-29 0845 G3PSM         599  007   EA5CP         599  027
QSO: 28042 CW 2010-05-29 0848 G3PSM         599  008   EF5K          599  165
QSO: 28058 CW 2010-05-29 0849 G3PSM         599  009   YT6T          599  497
QSO: 28035 CW 2010-05-29 0850 G3PSM         599  010   EA5FQ         599  307
QSO: 28027 CW 2010-05-29 0851 G3PSM         599  011   9A3VM         599  147
QSO: 28025 CW 2010-05-29 0852 G3PSM         599  012   HA8TP         599  014
QSO: 28013 CW 2010-05-29 0854 G3PSM         599  013   IZ0FZM        599  047
QSO: 28012 CW 2010-05-29 0857 G3PSM         599  014   9A1CCY        599  292
QSO: 28036 CW 2010-05-29 0900 G3PSM         599  015   IT9IZY        599  095
QSO: 28046 CW 2010-05-29 0902 G3PSM         599  016   S50C          599  876
