START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX Contest 2024
CALLSIGN: OK1TN
OPERATORS: OK1TN
CATEGORY: SOAB lowSOSB10 lowSOSB15 lowSOSB20 lowSOSB40 lowSOSB80 lowSOSB160 low
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 21000 CW 2024-11-09 1207 OK1TN         599 FJI        UR7LY         599 6         
QSO: 21000 CW 2024-11-09 1208 OK1TN         599 FJI        EA5ITT        599 4         
QSO: 21000 CW 2024-11-09 1209 OK1TN         599 FJI        OK7O          599 DPS       
QSO: 21000 CW 2024-11-09 1209 OK1TN         599 FJI        M1X           599 16        
QSO: 21000 CW 2024-11-09 1210 OK1TN         599 FJI        F5IN          599 1         
QSO: 21000 CW 2024-11-09 1213 OK1TN         599 FJI        G4BUE         599 3         
QSO: 21000 CW 2024-11-09 1213 OK1TN         599 FJI        DL6KVA        599 1         
QSO: 21000 CW 2024-11-09 1216 OK1TN         599 FJI        HG1G          599 40        
QSO: 21000 CW 2024-11-09 1218 OK1TN         599 FJI        OK7T          599 ECL       
QSO: 21000 CW 2024-11-09 1218 OK1TN         599 FJI        W3/OL7X       599 3         
QSO: 21000 CW 2024-11-09 1218 OK1TN         599 FJI        N4UU          599 2         
QSO: 21000 CW 2024-11-09 1219 OK1TN         599 FJI        OL3Z          599 APD       
QSO: 21000 CW 2024-11-09 1219 OK1TN         599 FJI        SM0OEK        599 16        
QSO: 21000 CW 2024-11-09 1221 OK1TN         599 FJI        OK2QA         599 HPR       
QSO: 21000 CW 2024-11-09 1222 OK1TN         599 FJI        K1RX          599 4         
QSO: 21000 CW 2024-11-09 1226 OK1TN         599 FJI        JA6GCE        599 19        
QSO: 21000 CW 2024-11-09 1226 OK1TN         599 FJI        EA1X          599 44        
